SITC Revision 3 Product Code,SITC Revision 3 Product Description,NACE Revision 1 Product Code,NACE Revision 1 Product Description
65629,Non-woven text label etc,175,Other textiles
65631,Gimped yarns,175,Other textiles
65632,Braids/trimmings/etc,175,Other textiles
65641,"Tulles, net fabrics",175,Other textiles
65642,Mechanical lace,175,Other textiles
65643,Hand-made lace,175,Other textiles
65651,"Embroidery,no vis.ground",175,Other textiles
65659,Embroidery nes,175,Other textiles
6570,  UN Special Code,175,Other textiles
65711,Needleloom/stch bnd felt,175,Other textiles
65712,Felt nes not impregnated,175,Other textiles
65719,Felt impregnated etc,175,Other textiles
6572,Non-woven fabrics nes,175,Other textiles
65731,Gum etc coated textiles,175,Other textiles
65732,Plastic coated textiles,175,Other textiles
65734,Coated/impreg text. nes,175,Other textiles
6574,Quilted textile products,175,Other textiles
65751,Twine/cordage/rope/cable,175,Other textiles
65752,Knotted rope/twine nets,175,Other textiles
65759,Articles of cordage nes,175,Other textiles
65771,Textile wadding nes etc,175,Other textiles
65772,Textile wicks/mantle etc,175,Other textiles
65773,Industrial textiles nes,175,Other textiles
65781,Textile covd rubber cord,175,Other textiles
65785,Coated hi-ten synth yarn,175,Other textiles
65789,Rubber/plasticized t nes,175,Other textiles
65791,Textile hosepiping etc,175,Other textiles
65792,"Machinery belts etc,text",175,Other textiles
65793,Tyre cord fabric,175,Other textiles
65921,"Carpet,knotted,wool/hair",175,Other textiles
65929,"Carpet,knotted,oth text",175,Other textiles
6593,Hand woven rugs,175,Other textiles
65941,"Carpet,tufted,wool/hair",175,Other textiles
65942,"Carpet,tufted,polyamide",175,Other textiles
65943,"Carpet,tufted,man-mad fi",175,Other textiles
65949,"Carpet,tufted,textil nes",175,Other textiles
65951,"Carpet,woven,wool/hair",175,Other textiles
65952,"Carpet,woven,man-mad tex",175,Other textiles
65959,"Carpet,woven,textile nes",175,Other textiles
65961,Floor coverings of felt,175,Other textiles
65969,Carpets/flooor covrs nes,175,Other textiles
65511,Long pile knit/croch fab,176,Knitted and crocheted fabrics
65512,Loop pile knit/croch fab,176,Knitted and crocheted fabrics
65519,Knit/croch pile fabr nes,176,Knitted and crocheted fabrics
65521,Knit/croch fab nes <30cm,176,Knitted and crocheted fabrics
65522,Knit/cr fab >30cm+rubber,176,Knitted and crocheted fabrics
65523,"Other fabrics, warp knit",176,Knitted and crocheted fabrics
65529,Knit/crochet fabric nes,176,Knitted and crocheted fabrics
8453,Jerseys/pullovers/etc,177,Knitted and crocheted articles
84621,Panty hose/tights,177,Knitted and crocheted articles
84622,Womens long hosiery,177,Knitted and crocheted articles
84629,Womens hosiery nes,177,Knitted and crocheted articles
84811,Leather clothes,181,Leather clothes
26901,Bulk text wste/old cloth,182,Other wearing apparel and accessories
65761,Felt hat bodies/forms ..,182,Other wearing apparel and accessories
65762,Hat bodies nes,182,Other wearing apparel and accessories
84111,Wvn m/b coats wool/hair,182,Other wearing apparel and accessories
84112,Wvn m/b coats oth fibres,182,Other wearing apparel and accessories
84119,Men/boy overcoat nes wvn,182,Other wearing apparel and accessories
84121,M/b suits wool/hair wovn,182,Other wearing apparel and accessories
84122,M/b suits fibre nes wovn,182,Other wearing apparel and accessories
84123,Mens/boys ensembles wovn,182,Other wearing apparel and accessories
8413,M/b jackets/blazer woven,182,Other wearing apparel and accessories
8414,Men/boy trouser/etc wovn,182,Other wearing apparel and accessories
84151,M/b trousers cotton wovn,182,Other wearing apparel and accessories
84159,M/b trouser fibre nes wv,182,Other wearing apparel and accessories
84161,Men/boy underwear woven,182,Other wearing apparel and accessories
84162,Men/boy pyjama/etc woven,182,Other wearing apparel and accessories
84169,Men/boy bathrobe nes wvn,182,Other wearing apparel and accessories
84211,Wom/g overcoat/etc woven,182,Other wearing apparel and accessories
84219,Wom/girl ocoat nes woven,182,Other wearing apparel and accessories
84221,Wom/girl suits woven,182,Other wearing apparel and accessories
84222,Womens/g ensembles woven,182,Other wearing apparel and accessories
8423,Womens/girl jacket woven,182,Other wearing apparel and accessories
8424,Womens/girl dresses wven,182,Other wearing apparel and accessories
8425,Womens/girl skirts woven,182,Other wearing apparel and accessories
8426,Women/g trousers woven,182,Other wearing apparel and accessories
8427,Womens/girls blouse wven,182,Other wearing apparel and accessories
84281,Wom/g slip/petticoat wvn,182,Other wearing apparel and accessories
84282,Wom/g nightwear woven,182,Other wearing apparel and accessories
84289,Wom/girl uwear nes woven,182,Other wearing apparel and accessories
8431,Men/b coats knit/crochet,182,Other wearing apparel and accessories
84321,Men/boy knit/croch suits,182,Other wearing apparel and accessories
84322,Men/b ensembles knit/cr,182,Other wearing apparel and accessories
84323,Men/b jackets knit/croch,182,Other wearing apparel and accessories
84324,Men/b trouser/etc kni/cr,182,Other wearing apparel and accessories
84371,Men/b trouser cotton k/c,182,Other wearing apparel and accessories
84379,M/b trouser fibre nes kc,182,Other wearing apparel and accessories
84381,Men/b underwear knit/cro,182,Other wearing apparel and accessories
84382,Men/b nightwear knit/cro,182,Other wearing apparel and accessories
84389,Men/boy uwear nes kn/cr,182,Other wearing apparel and accessories
8441,Wom/g coats etc knit/cro,182,Other wearing apparel and accessories
84421,Wom/girl knit/croch suit,182,Other wearing apparel and accessories
84422,Women/g ensembles knit/c,182,Other wearing apparel and accessories
84423,Women/g jackets knit/cro,182,Other wearing apparel and accessories
84424,Women/g dresses knit/cro,182,Other wearing apparel and accessories
84425,Women/g skirts knit/croc,182,Other wearing apparel and accessories
84426,Women/g trouser knit/cro,182,Other wearing apparel and accessories
8447,Women/g blouses knit/cro,182,Other wearing apparel and accessories
84481,Women/g slips/etc kni/cr,182,Other wearing apparel and accessories
84482,Women/g panties knit/cro,182,Other wearing apparel and accessories
84483,Women/g nightwear knit/c,182,Other wearing apparel and accessories
84489,Wom/girl uwear kn/cr nes,182,Other wearing apparel and accessories
84511,Baby clothes woven,182,Other wearing apparel and accessories
84512,Baby clothes knit/croch,182,Other wearing apparel and accessories
84521,Felt/nonwoven t clothes,182,Other wearing apparel and accessories
84522,Men/b waterproofs not kc,182,Other wearing apparel and accessories
84523,Wom/g waterproofs woven,182,Other wearing apparel and accessories
84524,Waterproof clothes kn/cr,182,Other wearing apparel and accessories
8454,T-shirts/singlets knit/c,182,Other wearing apparel and accessories
84551,Brassieres,182,Other wearing apparel and accessories
84552,Girdles/corsets/braces..,182,Other wearing apparel and accessories
84561,Men/b swimwear not kn/cr,182,Other wearing apparel and accessories
84562,Men/b swimwear knit/croc,182,Other wearing apparel and accessories
84563,Wom/g swimwear not kn/cr,182,Other wearing apparel and accessories
84564,Wom/g swimwear knit/croc,182,Other wearing apparel and accessories
84581,Ski suits not knit/croch,182,Other wearing apparel and accessories
84587,Men/b appar nes not kn/c,182,Other wearing apparel and accessories
84589,Wom/g appar nes not kn/c,182,Other wearing apparel and accessories
84591,Track suits knit/crochet,182,Other wearing apparel and accessories
84592,Ski suits knit/crochet,182,Other wearing apparel and accessories
84599,Garments nes knit/croch,182,Other wearing apparel and accessories
84611,Handkerchiefs,182,Other wearing apparel and accessories
84612,Shawl/scarf/etc not kn/c,182,Other wearing apparel and accessories
84613,"Ties,cravats not knit/cr",182,Other wearing apparel and accessories
84614,Gloves etc not knit/croc,182,Other wearing apparel and accessories
84619,Clothing acc nes not k/c,182,Other wearing apparel and accessories
84691,Kn/cr gloves impreg/coat,182,Other wearing apparel and accessories
84692,Gloves etc nes knit/croc,182,Other wearing apparel and accessories
84693,Shawls/scarves/etc.,182,Other wearing apparel and accessories
84694,Ties/cravats/etc,182,Other wearing apparel and accessories
84699,Made-up/part cl accs nes,182,Other wearing apparel and accessories
84812,Leather gloves etc,182,Other wearing apparel and accessories
84813,Leather belts etc,182,Other wearing apparel and accessories
84819,Leather clothing access.,182,Other wearing apparel and accessories
84841,Headgear of felt,182,Other wearing apparel and accessories
84842,Headgear plaited,182,Other wearing apparel and accessories
84843,Knit/croch/lace/etc hats,182,Other wearing apparel and accessories
84848,Parts for headgear,182,Other wearing apparel and accessories
84849,Headgear nes ex rub/plas,182,Other wearing apparel and accessories
61311,Mink skins unassembled,183,Dressing and dyeing of fur; articles of fur
61312,Rabbit/hare skins unass.,183,Dressing and dyeing of fur; articles of fur
61313,Special lamb skins unass,183,Dressing and dyeing of fur; articles of fur
61319,Fur skins nes unassemb.,183,Dressing and dyeing of fur; articles of fur
6132,Fur skin pieces,183,Dressing and dyeing of fur; articles of fur
6133,Whole furskins assembled,183,Dressing and dyeing of fur; articles of fur
84831,Furskin apparel/access,183,Dressing and dyeing of fur; articles of fur
84832,Artificial fur/articles,183,Dressing and dyeing of fur; articles of fur
21191,Leather waste/dust etc.,191,Tanning and dressing of leather
6112,Composition leather,191,Tanning and dressing of leather
6113,Bovine leather < 2.6 m2,191,Tanning and dressing of leather
61141,Tanned bov/equin leather,191,Tanning and dressing of leather
61142,Prepd bov/equine leather,191,Tanning and dressing of leather
61151,Tanned sheep/lamb leathr,191,Tanning and dressing of leather
61152,Prepd sheep/lamb leather,191,Tanning and dressing of leather
61161,Tanned goat/kid leather,191,Tanning and dressing of leather
61162,Prepd goat/kid leather,191,Tanning and dressing of leather
61171,Pigs leather,191,Tanning and dressing of leather
61172,Reptile skin leather,191,Tanning and dressing of leather
61179,Animal skin leather nes,191,Tanning and dressing of leather
61181,Chamois-dressed leather,191,Tanning and dressing of leather
61183,"Leather patent,metalized",191,Tanning and dressing of leather
6121,Indust leather articles,192,"Luggage, handbags, saddlery and harness"
6122,Harness-makers goods,192,"Luggage, handbags, saddlery and harness"
6129,Leather manufactures nes,192,"Luggage, handbags, saddlery and harness"
83111,"Handbags, leather",192,"Luggage, handbags, saddlery and harness"
83112,"Handbags, plastic",192,"Luggage, handbags, saddlery and harness"
83119,"Handbags, nes",192,"Luggage, handbags, saddlery and harness"
83121,Leather trunks/cases/etc,192,"Luggage, handbags, saddlery and harness"
83122,Plastic/textil cases/etc,192,"Luggage, handbags, saddlery and harness"
83129,Trunks/cases/etc nes,192,"Luggage, handbags, saddlery and harness"
8313,Travel kits/sets,192,"Luggage, handbags, saddlery and harness"
83191,Pocket travel/etc artics,192,"Luggage, handbags, saddlery and harness"
83199,Travel goods nes,192,"Luggage, handbags, saddlery and harness"
88593,Watch strap/band non-mtl,192,"Luggage, handbags, saddlery and harness"
85111,Footw all rub/plast weld,193,Footwear
85113,Footw all rub/plast nes,193,Footwear
85115,Footwear rub/plast sole,193,Footwear
85121,Ski-boots rubber/plastic,193,Footwear
85122,Ski-boots leather uppers,193,Footwear
85123,Sport footw rub/plas nes,193,Footwear
85124,Sport footw leath-up nes,193,Footwear
85125,All rub/plast footw nes,193,Footwear
85131,Rub/plast footw nes weld,193,Footwear
85132,Footwear rub/plastic nes,193,Footwear
85141,Leather sandals,193,Footwear
85142,Footwear wood base/platf,193,Footwear
85148,Footwear nes leathr sole,193,Footwear
85149,Footwear nes leathr uppr,193,Footwear
85151,"Footw text up,ru/pl sole",193,Footwear
85152,"Footw text up,leath sole",193,Footwear
85159,Footwear textile upr nes,193,Footwear
8517,Footwear nes,193,Footwear
8519,Footwear parts/leggings,193,Footwear
24611,Wood chips - coniferous,201,"Sawmilling, planing and impregnation of wood"
24615,Wood chips - non-conifer,201,"Sawmilling, planing and impregnation of wood"
2462,Wood waste(incl sawdust),201,"Sawmilling, planing and impregnation of wood"
2473,"Wood poles,treated",201,"Sawmilling, planing and impregnation of wood"
24811,Railway sleepers untreat,201,"Sawmilling, planing and impregnation of wood"
24819,Railway sleepers treated,201,"Sawmilling, planing and impregnation of wood"
2482,"Softwood,simply worked",201,"Sawmilling, planing and impregnation of wood"
2483,Softwood shaped/grooved,201,"Sawmilling, planing and impregnation of wood"
2484,Hardwood sawn >6mm thick,201,"Sawmilling, planing and impregnation of wood"
2485,Hardwood shaped/grooved,201,"Sawmilling, planing and impregnation of wood"
63493,Wood wool/wood flour,201,"Sawmilling, planing and impregnation of wood"
63411,Veneer sheets coniferous,202,Panels and boards of wood
63412,Veneer sheets non-conif.,202,Panels and boards of wood
63421,Densif wood blocks etc.,202,Panels and boards of wood
63422,Particle board (wood),202,Panels and boards of wood
63423,Particle board(exc wood),202,Panels and boards of wood
63431,Plywood-hardwood faced,202,Panels and boards of wood
63439,Plywood-standard,202,Panels and boards of wood
63441,Plywood/lam hard faced,202,Panels and boards of wood
63449,Plywood/laminates nes,202,Panels and boards of wood
63451,Fibreboard dens>0.8g/cm3,202,Panels and boards of wood
63452,Fibreboard dens>0.5g/cm3,202,Panels and boards of wood
63453,Fibreboard dens>.35g/cm3,202,Panels and boards of wood
63459,Fibreboard nes,202,Panels and boards of wood
63531,Wooden windows/frames,203,Builders' carpentry and joinery
63532,Wooden doors/frames,203,Builders' carpentry and joinery
63533,Wooden shingles/shakes,203,Builders' carpentry and joinery
63539,Builders wood nes,203,Builders' carpentry and joinery
8110,Prefabricated buildings,203,Builders' carpentry and joinery
63511,Wood boxes/drums/cases,204,Wooden containers
63512,Wood pallets etc.,204,Wooden containers
6352,"Cooprage prod,inc staves",204,Wooden containers
24402,Cork simply worked,205,"Other products of wood; articles of cork, etc."
24404,Cork waste/crushed/etc,205,"Other products of wood; articles of cork, etc."
63311,Corks and stoppers,205,"Other products of wood; articles of cork, etc."
63319,Cork manufactures nes,205,"Other products of wood; articles of cork, etc."
63321,Agglomerated cork shapes,205,"Other products of wood; articles of cork, etc."
63329,Agglomerated cork nes,205,"Other products of wood; articles of cork, etc."
63541,Wood picture etc frames,205,"Other products of wood; articles of cork, etc."
63542,Wood table/kitchen ware,205,"Other products of wood; articles of cork, etc."
63549,Wood marquetry/carvings,205,"Other products of wood; articles of cork, etc."
63591,Tools/handles etc wood,205,"Other products of wood; articles of cork, etc."
63599,Other wood articles nes,205,"Other products of wood; articles of cork, etc."
89971,Basketwork/wickerwrk/etc,205,"Other products of wood; articles of cork, etc."
89973,"Plaits,plaited products",205,"Other products of wood; articles of cork, etc."
89974,Veg matl mats/screens,205,"Other products of wood; articles of cork, etc."
89979,"Plaits,plaited products",205,"Other products of wood; articles of cork, etc."
25111,Waste kraft/corr paper,211,"Pulp, paper and paperboard"
25112,Waste bleach pulp paper,211,"Pulp, paper and paperboard"
25113,Waste newsprint etc,211,"Pulp, paper and paperboard"
25119,Waste nes/unsorted,211,"Pulp, paper and paperboard"
2512,Mechanical wood pulp,211,"Pulp, paper and paperboard"
2513,Chem wood pulp disolving,211,"Pulp, paper and paperboard"
25141,Conifer wood pulp unblch,211,"Pulp, paper and paperboard"
25142,Non-con wood pulp unblch,211,"Pulp, paper and paperboard"
25151,Conif wood pulp semi-blc,211,"Pulp, paper and paperboard"
25152,Non-co wood pulp semi-bl,211,"Pulp, paper and paperboard"
25161,Wood pulp sulphite unblc,211,"Pulp, paper and paperboard"
25162,Wood pulp sulphite semib,211,"Pulp, paper and paperboard"
25191,Semi-chemical wood pulp,211,"Pulp, paper and paperboard"
25192,Pulp othr than wood pulp,211,"Pulp, paper and paperboard"
6410,  UN Special Code,211,"Pulp, paper and paperboard"
6411,Newsprint rolls/sheets,211,"Pulp, paper and paperboard"
64121,Hand-made paper/board,211,"Pulp, paper and paperboard"
64122,Sensitized paper,211,"Pulp, paper and paperboard"
64123,Carbonizing base paper,211,"Pulp, paper and paperboard"
64124,Wallpaper base,211,"Pulp, paper and paperboard"
64125,Paper nes <40g non-mech,211,"Pulp, paper and paperboard"
64126,Paper nes 40-150g non-me,211,"Pulp, paper and paperboard"
64127,Paper nes >150g non-mech,211,"Pulp, paper and paperboard"
64129,Paper nes mechanic proc.,211,"Pulp, paper and paperboard"
64131,Carbon/duplicator paper,211,"Pulp, paper and paperboard"
64132,Kaolin coated paper<150g,211,"Pulp, paper and paperboard"
64133,Kaolin coated paper>150g,211,"Pulp, paper and paperboard"
64134,Kaolin coat mech paper,211,"Pulp, paper and paperboard"
64141,Kraft uncoated unbl bulk,211,"Pulp, paper and paperboard"
64142,Sack kraft paper in bulk,211,"Pulp, paper and paperboard"
64146,Kraft uncoat bulk <150g,211,"Pulp, paper and paperboard"
64147,Kraft uncoat bulk <225g,211,"Pulp, paper and paperboard"
64148,Kraft uncoat bulk >225g,211,"Pulp, paper and paperboard"
64150,  UN Special Code,211,"Pulp, paper and paperboard"
64151,Semi-chem fluting paper,211,"Pulp, paper and paperboard"
64152,"Sulphite wrap paper,bulk",211,"Pulp, paper and paperboard"
64153,Greaseproof/transp paper,211,"Pulp, paper and paperboard"
64154,Multi-ply uncoat paper,211,"Pulp, paper and paperboard"
64155,Cigarette paper nes,211,"Pulp, paper and paperboard"
64156,Filter/felt paper,211,"Pulp, paper and paperboard"
64157,Paper nes uncoated <150g,211,"Pulp, paper and paperboard"
64158,Paper nes uncoated <225g,211,"Pulp, paper and paperboard"
64159,Paper nes uncoated >225g,211,"Pulp, paper and paperboard"
64161,Bulk creped sack kraft,211,"Pulp, paper and paperboard"
64162,Bulk creped kraft nes,211,"Pulp, paper and paperboard"
64163,Creped household paper,211,"Pulp, paper and paperboard"
64169,Creped etc paper nes,211,"Pulp, paper and paperboard"
64171,Plasticized paper >150g,211,"Pulp, paper and paperboard"
64172,Plasticized paper nes,211,"Pulp, paper and paperboard"
64173,Bulk tarred paper,211,"Pulp, paper and paperboard"
64174,Bleached coat kraft<150g,211,"Pulp, paper and paperboard"
64175,Bleached coat kraft>150g,211,"Pulp, paper and paperboard"
64176,Kraft paper/board nes,211,"Pulp, paper and paperboard"
64177,Coated paper etc nes,211,"Pulp, paper and paperboard"
64178,Gummed/adhesive paper,211,"Pulp, paper and paperboard"
64179,Bulk paper/board nes,211,"Pulp, paper and paperboard"
64191,Tar-laminated paper etc.,211,"Pulp, paper and paperboard"
64192,Composite paper bulk nes,211,"Pulp, paper and paperboard"
64164,Bulk corrugated paper,212,Articles of paper and paperboard
64193,Paper pulp filter blocks,212,Articles of paper and paperboard
64194,"Wallpaper, etc.",212,Articles of paper and paperboard
64211,Corrugated paper cartons,212,Articles of paper and paperboard
64212,Folding non-corr cartons,212,Articles of paper and paperboard
64213,Paper sacks >40cm wide,212,Articles of paper and paperboard
64214,Paper sacks/bags nes,212,Articles of paper and paperboard
64215,Paper packing contrs nes,212,Articles of paper and paperboard
64216,Office files etc-paper,212,Articles of paper and paperboard
64221,Envelopes,212,Articles of paper and paperboard
64222,Postcards etc,212,Articles of paper and paperboard
64223,Boxed stationary etc.,212,Articles of paper and paperboard
64241,Cigarette paper precut,212,Articles of paper and paperboard
64242,Copying paper ct to size,212,Articles of paper and paperboard
64243,Toilet paper cut to size,212,Articles of paper and paperboard
64244,"Gummed paper strip,rolls",212,Articles of paper and paperboard
64245,Filter papers etc.,212,Articles of paper and paperboard
64248,Printg/writing paper nes,212,Articles of paper and paperboard
64291,Spools etc of paper etc,212,Articles of paper and paperboard
64292,Punched card mach cards,212,Articles of paper and paperboard
64293,Paper plates etc.,212,Articles of paper and paperboard
64294,"Paper tissues,towels etc",212,Articles of paper and paperboard
64295,Paper etc diapers etc,212,Articles of paper and paperboard
64299,Other articles of paper,212,Articles of paper and paperboard
65735,Textile wall coverings,212,Articles of paper and paperboard
65911,Floor cover paper-backed,212,Articles of paper and paperboard
89281,"Labels paper,paperboard",212,Articles of paper and paperboard
89212,Childrns pictur ec book,221,Publishing
89213,Map/chart books,221,Publishing
89214,Maps/charts not in books,221,Publishing
89215,Books etc(single sheets),221,Publishing
89216,Dictionary/encyclopaedia,221,Publishing
89219,Printed books nes,221,Publishing
89221,Newspaper etc>4 per week,221,Publishing
89229,Newspapers/periodic nes,221,Publishing
89241,Decalcomanias(transfers),221,Publishing
89242,"Picture pst-,greetng-crd",221,Publishing
89284,Calendars on paper,221,Publishing
89285,Printed/manuscript music,221,Publishing
89287,Pictures/designs/photos,221,Publishing
89861,Recorded tapes w<4mm,221,Publishing
89865,Recorded tapes w4-6.5mm,221,Publishing
89871,Gramophone records,221,Publishing
89879,Recorded media nes,221,Publishing
64231,Office books/pads,222,Printing
64232,Exercise books,222,Printing
64233,Binders/folders/files,222,Printing
64234,Manifold business forms,222,Printing
64235,Albums for collections,222,Printing
64239,Book covers/blotters etc,222,Printing
72635,"Printing type,plates,etc",222,Printing
89283,Unissued banknotes etc,222,Printing
89286,"Trade adv matrl,catalog",222,Printing
89289,Other printed matter,222,Printing
3250,Coke/semi-coke/retort c,231,Coke oven products
33521,Mineral tar,231,Coke oven products
33410,  UN Special Code,232,Refined petroleum and nuclear fuel
33411,Motor/aviation spirit,232,Refined petroleum and nuclear fuel
33412,Spirit type jet fuel,232,Refined petroleum and nuclear fuel
33419,Oth light petroleum oil,232,Refined petroleum and nuclear fuel
33421,Kerosene incl jet fuel,232,Refined petroleum and nuclear fuel
33429,Oth medium petroleum oil,232,Refined petroleum and nuclear fuel
3343,Gas oils,232,Refined petroleum and nuclear fuel
3344,"Fuel oils,nes",232,Refined petroleum and nuclear fuel
3345,Lubs(high petr cont) etc,232,Refined petroleum and nuclear fuel
33511,Petroleum jelly,232,Refined petroleum and nuclear fuel
33512,Paraffin wax,232,Refined petroleum and nuclear fuel
33541,Petroleum bitumen/resids,232,Refined petroleum and nuclear fuel
33542,Petroleum coke,232,Refined petroleum and nuclear fuel
3421,Liquefied propane,232,Refined petroleum and nuclear fuel
3425,Liquefied butane,232,Refined petroleum and nuclear fuel
3441,Ethylene etc liquified,232,Refined petroleum and nuclear fuel
3442,Oth hydrocarbon gas lqf,232,Refined petroleum and nuclear fuel
3449,"Petroleum gases, gaseous",232,Refined petroleum and nuclear fuel
5250,  UN Special Code,233,Nuclear fuel
52511,Nat uranium/alloy/cmpnds,233,Nuclear fuel
52513,Enrich uranium/alloy/cmp,233,Nuclear fuel
52515,Thorium/depl uran/cmpnds,233,Nuclear fuel
52519,Radioactive elem/cpd nes,233,Nuclear fuel
71877,Nuclear fuel elements,233,Nuclear fuel
2320,  UN Special Code,241,Basic chemicals
23210,  UN Special Code,241,Basic chemicals
23211,Synthetic rubber sbr/xsbr,241,Basic chemicals
23212,Synthetic rubber br,241,Basic chemicals
23213,Synthetic rubber iir,241,Basic chemicals
23214,Synthetic rubbr ciir/biir,241,Basic chemicals
23215,Synthetic rubber nbr,241,Basic chemicals
23216,Synthetic rubber ir,241,Basic chemicals
23217,Synthetic rubber epdm,241,Basic chemicals
23218,Nat/synth rubber mixture,241,Basic chemicals
23219,Synthetic rubber nes,241,Basic chemicals
24502,Wood charcoal-natural,241,Basic chemicals
2720,  UN Special Code,241,Basic chemicals
2721,"Animal,veg fertlzr,crude",241,Basic chemicals
2722,Sodium nitrate fertilizr,241,Basic chemicals
27419,"Sulphur, impure nes",241,Basic chemicals
2814,Roasted iron pyrites,241,Basic chemicals
33522,Benzole,241,Basic chemicals
33523,Toluole,241,Basic chemicals
33524,Xylole,241,Basic chemicals
33525,Coal tar distillate prod,241,Basic chemicals
33530,  UN Special Code,241,Basic chemicals
33531,Pitch (coal/mineral tar),241,Basic chemicals
33532,Pitch coke,241,Basic chemicals
43131,Fatty acids/acid oils,241,Basic chemicals
5110,  UN Special Code,241,Basic chemicals
51111,Ethylene,241,Basic chemicals
51112,Propylene (propene),241,Basic chemicals
51113,Butylenes/butadienes etc,241,Basic chemicals
51114,Saturated acyclic hcs,241,Basic chemicals
51119,Acyclic hydrocarbons nes,241,Basic chemicals
51120,  UN Special Code,241,Basic chemicals
51121,Cyclohexane,241,Basic chemicals
51122,Benzene,241,Basic chemicals
51123,Toluene,241,Basic chemicals
51124,Xylenes,241,Basic chemicals
51125,Styrene,241,Basic chemicals
51126,Ethylbenzene,241,Basic chemicals
51127,Cumene,241,Basic chemicals
51129,Cyclic hydrocarbons nes,241,Basic chemicals
51130,  UN Special Code,241,Basic chemicals
51131,Vinyl chloride,241,Basic chemicals
51132,Trichloroethylene,241,Basic chemicals
51133,Tetrachloroethylene,241,Basic chemicals
51134,Oth unsat chlor derivs,241,Basic chemicals
51135,Ethylene dichloride,241,Basic chemicals
51136,Oth sat chlor der ac hc,241,Basic chemicals
51137,Fl/br/i derivs acycl hc,241,Basic chemicals
51138,Multi-halog derivs ac hc,241,Basic chemicals
51139,Halog derivs of hc nes,241,Basic chemicals
5114,Sulphon/nitrat/nitros hc,241,Basic chemicals
5120,  UN Special Code,241,Basic chemicals
51211,Methyl alcohol(methanol),241,Basic chemicals
51212,Propanols,241,Basic chemicals
51213,Butyl alcohols(butanols),241,Basic chemicals
51214,Octyl alcohols(octanols),241,Basic chemicals
51217,"Fatty alcohols,indust.",241,Basic chemicals
51219,Other monohydric alcohol,241,Basic chemicals
51221,Ethylene glycol,241,Basic chemicals
51223,Pentaerythritol,241,Basic chemicals
51224,Mannitol,241,Basic chemicals
51225,Sorbitol (d-glucitol),241,Basic chemicals
51229,Acyclic alcohols nes,241,Basic chemicals
51231,Cyclanic etc alc/derivs,241,Basic chemicals
51235,Arom cyc alcohols/derivs,241,Basic chemicals
51241,"Phenol pure,its salts",241,Basic chemicals
51242,Cresols nes/their salts,241,Basic chemicals
51243,Oth phenols/phenol-alco,241,Basic chemicals
51244,Derivatvs of phenol etc,241,Basic chemicals
5130,  UN Special Code,241,Basic chemicals
51371,Acetic acid/acetates,241,Basic chemicals
51372,Esters of acetic acid,241,Basic chemicals
51373,Methacrylic acid/derivs,241,Basic chemicals
51374,Formic acid/salts/esters,241,Basic chemicals
51375,Butyric/valeric acid/der,241,Basic chemicals
51376,Palmitic/stearic acid/de,241,Basic chemicals
51377,Sat acyc monocarb ac etc,241,Basic chemicals
51378,Oleic/linoleic acid etc,241,Basic chemicals
51379,Unsat acycl monocarb etc,241,Basic chemicals
51380,  UN Special Code,241,Basic chemicals
51381,Maleic anhydride,241,Basic chemicals
51382,Phthalic anhydride,241,Basic chemicals
51383,Dioctyl orthophthalates,241,Basic chemicals
51384,Dimethyl terephthalate,241,Basic chemicals
51385,Cyclanic polyacid/derivs,241,Basic chemicals
51389,Oth polyacids etc/derivs,241,Basic chemicals
51391,Lactic/tart/citric acid,241,Basic chemicals
51392,Alc-func acids/derivs,241,Basic chemicals
51394,Phenol-func acids/derivs,241,Basic chemicals
51395,Ket-funct acids/derivs,241,Basic chemicals
51396,Oxy-func acids/derivs,241,Basic chemicals
5140,  UN Special Code,241,Basic chemicals
51451,Acyclic monoamines/deriv,241,Basic chemicals
51452,Acyclic polyamines/deriv,241,Basic chemicals
51453,Cyclanic amines/derivs,241,Basic chemicals
51454,Aromatic monoamine/deriv,241,Basic chemicals
51455,Aromatic polyamine/deriv,241,Basic chemicals
51461,Amino-alcohols/derivativ,241,Basic chemicals
51462,Amino-phenols/derivative,241,Basic chemicals
51463,Amino-aldehydes etc.,241,Basic chemicals
51465,Amino acid derivativ nes,241,Basic chemicals
51467,Amino-alc-phenols etc.,241,Basic chemicals
51473,Ureines/derivs/salts,241,Basic chemicals
51480,  UN Special Code,241,Basic chemicals
51482,Carboxyimide/amine f cmp,241,Basic chemicals
51483,Acrylonitrile,241,Basic chemicals
51484,Oth nitrile-fnctn cmpnds,241,Basic chemicals
51485,"Diazo-,azo-,azoxy-cmpnds",241,Basic chemicals
51486,Hydrazine etc org derivs,241,Basic chemicals
51489,Nitrogen-fnct cmpnds nes,241,Basic chemicals
5150,  UN Special Code,241,Basic chemicals
51541,Dithiocarbonates,241,Basic chemicals
51542,Thiocarbamates,241,Basic chemicals
51543,Thiuram sulphides,241,Basic chemicals
51544,Methionine,241,Basic chemicals
51549,Organo-sulphur comp nes,241,Basic chemicals
5155,Oth org-inorg compounds,241,Basic chemicals
51561,Lactams,241,Basic chemicals
51562,Coumarins,241,Basic chemicals
51569,Lactams etc nes,241,Basic chemicals
51573,Unf imidazole ring cmpds,241,Basic chemicals
51574,Unf pyridime ring cmpds,241,Basic chemicals
51575,Quinoline ring compounds,241,Basic chemicals
51576,Pyrimidine ring compound,241,Basic chemicals
