SITC Revision 3 Product Code,SITC Revision 3 Product Description,NACE Revision 1 Product Code,NACE Revision 1 Product Description
65172,Bulk textured artif yarn,247,Man-made fibres
65173,Bulk hi-ten viscos rayon,247,Man-made fibres
65174,Bulk visco-rayon <120t/m,247,Man-made fibres
65175,Single artif yarn nes,247,Man-made fibres
65177,Artif monfil >67 decitex,247,Man-made fibres
65188,Syn monof yarn>67decitex,247,Man-made fibres
23221,Reclaimed rubber-primary,251,Rubber products
23222,Scrap unhardened rubber,251,Rubber products
62111,Rubber comp c-black/sil.,251,Rubber products
62112,Compounded rubber solutn,251,Rubber products
62119,Rubber material nes,251,Rubber products
62121,Camel-back retread strip,251,Rubber products
62129,Rubber profiles nes,251,Rubber products
62131,Vulc rubber thread/cord,251,Rubber products
62132,Unhard vulc cell rubber,251,Rubber products
62133,Unhard vulc rubber nes,251,Rubber products
62141,Uh rubber tube no fittng,251,Rubber products
62142,Uh metal-reinf rubr tube,251,Rubber products
62143,Uh text-reinf rubbr tube,251,Rubber products
62144,Uh nes-reinf rubber tube,251,Rubber products
62145,Uh rubber tube + fitting,251,Rubber products
6251,Tyres new for motor car,251,Rubber products
6252,"Tyres,new,bus or lorry",251,Rubber products
6253,"Tyres,new for aircraft",251,Rubber products
62541,"Tyres,new,motorcycles",251,Rubber products
62542,"Tyres,new,bicycles",251,Rubber products
62551,"Tyres nes,herring-bone",251,Rubber products
62559,"Tyres nes,other",251,Rubber products
62590,  UN Special Code,251,Rubber products
62591,Inner tubes,251,Rubber products
62592,Retreaded tyres,251,Rubber products
62593,Used pneumatic tyres,251,Rubber products
62594,Solid/cushion tyres,251,Rubber products
62911,Condoms,251,Rubber products
62919,Pharmaceut. rubber nes,251,Rubber products
62920,  UN Special Code,251,Rubber products
62921,Conveyor/etc belts v,251,Rubber products
62929,Conveyor/etc belts nes,251,Rubber products
62991,Hardnd rubber/ebonite,251,Rubber products
62992,Uh cell vulc rub article,251,Rubber products
62999,Uh non-cell rub articles,251,Rubber products
65733,Rubberized textiles nes,251,Rubber products
84822,Rubber gloves,251,Rubber products
84829,Rubber clothing/acc nes,251,Rubber products
5810,  UN Special Code,252,Plastic products
5811,Plastic sausage casings,252,Plastic products
5812,Rigid plastic pipes etc,252,Plastic products
5813,Reinforced plastic pipes,252,Plastic products
5814,Oth plast pipe w/o fitg,252,Plastic products
5815,Oth plast pipe with fitg,252,Plastic products
5816,Plastic tubes etc nes,252,Plastic products
5817,Fittings - plastic tubes,252,Plastic products
5820,  UN Special Code,252,Plastic products
58211,Adhes plast film <20cm,252,Plastic products
58219,Othr adhes plastic film,252,Plastic products
58221,Ethylene polym film etc,252,Plastic products
58222,Propylene polym film etc,252,Plastic products
58223,Styrene polym film etc,252,Plastic products
58224,Vinyl chloride film etc,252,Plastic products
58225,Acrylic polymer film etc,252,Plastic products
58226,Polycarb/etc film etc,252,Plastic products
58227,Vulcanized rubber film,252,Plastic products
58228,Cellulose etc film etc,252,Plastic products
58229,Oth plastic film etc,252,Plastic products
58291,Cellular plastic sheet,252,Plastic products
58299,Non-cellular plast sheet,252,Plastic products
5830,  UN Special Code,252,Plastic products
5831,Ethlene polymer rods etc,252,Plastic products
5832,Vinyl chloride rods etc,252,Plastic products
5839,Oth plastic rods/sticks,252,Plastic products
77328,Plastic el insul fit nes,252,Plastic products
81392,Plastic lighting parts,252,Plastic products
84821,Plastic clothing/access,252,Plastic products
84844,Safety headgear,252,Plastic products
84845,Rubber/plastic hats nes,252,Plastic products
89311,Plastic sacks/bags/cones,252,Plastic products
89319,Plstc packg contnrs/lids,252,Plastic products
89321,Plstic bathroom fixtures,252,Plastic products
89329,Plastic builder ware nes,252,Plastic products
89331,Plastic lino/tiles/etc,252,Plastic products
89332,Plstc table/kitch/..arts,252,Plastic products
89394,"Plastc office,school equ",252,Plastic products
89395,Plastc furniture fittngs,252,Plastic products
89399,Othr plastc articles nes,252,Plastic products
65195,Yarn etc of glass fibre,261,Glass and glass products
66411,Glass in mass/cullet/etc,261,Glass and glass products
66412,Glass ball/rod/tube unwk,261,Glass and glass products
66431,Drawn/blown tinted glass,261,Glass and glass products
66439,Other drawn/blown glass,261,Glass and glass products
66441,Non-wired float glass,261,Glass and glass products
66442,Wired float glass,261,Glass and glass products
66451,Cast/roll glass unwired,261,Glass and glass products
66452,"Cast,rolled glass wired",261,Glass and glass products
66453,"Cast,rolled glass profil",261,Glass and glass products
66471,Tempered safety glass,261,Glass and glass products
66472,Laminated safety glass,261,Glass and glass products
66481,Vehicle rear-view mirror,261,Glass and glass products
66489,Glass mirrors nes,261,Glass and glass products
66491,Edge worked sheet glass,261,Glass and glass products
66492,Multi-wall insulat glass,261,Glass and glass products
66493,"Lamp etc envelopes,glass",261,Glass and glass products
66494,Spectacle/clock/.. glass,261,Glass and glass products
66495,Glass fibre/wool/prods,261,Glass and glass products
66496,Glass bricks/tiles/etc.,261,Glass and glass products
66511,Glass bottles/jars/etc,261,Glass and glass products
66512,Inners for vacuum vessel,261,Glass and glass products
66521,Glass-ceramic table ware,261,Glass and glass products
66522,Drink glasses non-ceram.,261,Glass and glass products
66523,Kitchen/table glass nes,261,Glass and glass products
66529,Other glassware nes,261,Glass and glass products
66591,Laboratory etc glass,261,Glass and glass products
66592,Glass ampoules,261,Glass and glass products
66593,Glass ornament/beads/etc,261,Glass and glass products
66594,Glass cubes/smallwares,261,Glass and glass products
66595,Lighting etc glassware,261,Glass and glass products
66599,Other glass articles nes,261,Glass and glass products
77322,Glass electric insulator,261,Glass and glass products
81391,Glass lighting parts,261,Glass and glass products
66231,Silice earth bricks etc,262,Ceramic goods
66232,Refractry bricks etc,262,Ceramic goods
66233,Refractory cement/mortar,262,Ceramic goods
66338,Magnesite/dolomit/chromi,262,Ceramic goods
6637,Ceramics nes,262,Ceramic goods
66391,Lab/indus ceram ware nes,262,Ceramic goods
66399,Oth ceramic articles nes,262,Ceramic goods
66611,Kitchen/table porcelain,262,Ceramic goods
66612,Household/toilet porcel.,262,Ceramic goods
66613,Coarse ceramic houseware,262,Ceramic goods
66621,Porcelain ornaments,262,Ceramic goods
66629,Ceramic ornaments nes,262,Ceramic goods
77323,Ceramic elect insulators,262,Ceramic goods
77326,Ceram elec insul fit nes,262,Ceramic goods
81221,Porc/china plumb fixts,262,Ceramic goods
81229,Ceramic plumb fixts nes,262,Ceramic goods
66244,Unglazed ceramic paving,263,Ceramic tiles and flags
66245,Glazed ceramic paving et,263,Ceramic tiles and flags
66241,N-r bricks/tiles/pipes,264,"Bricks, tiles and construction products"
66242,Non-ref roof tiles etc.,264,"Bricks, tiles and construction products"
66243,"Piping etc,ceramic",264,"Bricks, tiles and construction products"
27324,"Calcined gypsum,plaster",265,"Cement, lime and plaster"
66111,Quicklime,265,"Cement, lime and plaster"
66112,Slaked lime,265,"Cement, lime and plaster"
66113,Hydraulic lime,265,"Cement, lime and plaster"
66121,Cement clinkers,265,"Cement, lime and plaster"
66122,Portland cement,265,"Cement, lime and plaster"
66123,Aluminous cement,265,"Cement, lime and plaster"
66129,Hydraulic cements nes,265,"Cement, lime and plaster"
59898,Non-refractory mortars,266,"Articles of concret, plaster and cement"
66182,Mixed veg-mnrl bldg prod,266,"Articles of concret, plaster and cement"
66183,Asbestos/fibre cemnt art,266,"Articles of concret, plaster and cement"
66331,Plaster board/articles,266,"Articles of concret, plaster and cement"
66332,Concrete blocks/tiles,266,"Articles of concret, plaster and cement"
66333,Prefab concrete structre,266,"Articles of concret, plaster and cement"
66334,Concrete articles nes,266,"Articles of concret, plaster and cement"
66131,"Flagstones etc,nat stone",267,"Cutting, shaping, finishing of stone"
66132,"Slate,worked,articles",267,"Cutting, shaping, finishing of stone"
66133,Nat stone tiles <7cm,267,"Cutting, shaping, finishing of stone"
66134,"Marble etc., worked",267,"Cutting, shaping, finishing of stone"
66135,Building stone unworked,267,"Cutting, shaping, finishing of stone"
66136,Marble etc finished,267,"Cutting, shaping, finishing of stone"
66139,Building stone worked,267,"Cutting, shaping, finishing of stone"
33543,Bituminous mixtures etc,268,Other non-metallic mineral products
52267,Artificial corundum,268,Other non-metallic mineral products
59861,Artificial graphite/etc,268,Other non-metallic mineral products
66181,Asphalt etc articles,268,Other non-metallic mineral products
66311,Millstones,268,Other non-metallic mineral products
66312,Grindstones,268,Other non-metallic mineral products
66313,Hand sharpening stones,268,Other non-metallic mineral products
66321,Abrasives cloth backing,268,Other non-metallic mineral products
66322,Abrasives paper backing,268,Other non-metallic mineral products
66329,Abrasives other backing,268,Other non-metallic mineral products
66335,"Mica,worked/articles of",268,Other non-metallic mineral products
66336,Non-electr graphite arts,268,Other non-metallic mineral products
66337,Articles of peat,268,Other non-metallic mineral products
66339,Stone etc articles nes,268,Other non-metallic mineral products
66351,Slag/rock/mireral wool,268,Other non-metallic mineral products
66352,Exf vermiculite/exp clay,268,Other non-metallic mineral products
66353,Minrl insulatng prod nes,268,Other non-metallic mineral products
66381,Asbestos mfs nonfriction,268,Other non-metallic mineral products
66382,Asbestos manuf-friction,268,Other non-metallic mineral products
27861,Slag sand(iron/steel mf),271,"Basic iron and steel, ferro-alloys (ECSC)"
27862,Iron/steel dross/scale..,271,"Basic iron and steel, ferro-alloys (ECSC)"
2821,Waste/scrap cast iron,271,"Basic iron and steel, ferro-alloys (ECSC)"
28221,Waste/scrap stainless st,271,"Basic iron and steel, ferro-alloys (ECSC)"
28229,Waste/scrap alloy st nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
28231,Waste tinned iron/steel,271,"Basic iron and steel, ferro-alloys (ECSC)"
28232,Waste steel trimmings,271,"Basic iron and steel, ferro-alloys (ECSC)"
28233,Remelt iron/steel ingots,271,"Basic iron and steel, ferro-alloys (ECSC)"
28239,Ferrous waste/scrap nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67121,"Pig iron,phosph max 0.5%",271,"Basic iron and steel, ferro-alloys (ECSC)"
67122,"Pig iron,phosph exc 0.5%",271,"Basic iron and steel, ferro-alloys (ECSC)"
67123,Alloy pig iron/spiegelei,271,"Basic iron and steel, ferro-alloys (ECSC)"
67133,Pure reduc proc iron,271,"Basic iron and steel, ferro-alloys (ECSC)"
67141,Ferro-manganese>2%carbon,271,"Basic iron and steel, ferro-alloys (ECSC)"
67241,Iron/simple steel ingot,271,"Basic iron and steel, ferro-alloys (ECSC)"
67245,Prim form iron/steel nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67247,Stnless steel etc ingots,271,"Basic iron and steel, ferro-alloys (ECSC)"
67249,Other alloy steel ingots,271,"Basic iron and steel, ferro-alloys (ECSC)"
67261,"Irn,smple steel bars etc",271,"Basic iron and steel, ferro-alloys (ECSC)"
67262,"Irn,smple stl plates etc",271,"Basic iron and steel, ferro-alloys (ECSC)"
67269,"Irn,smple stl shapes nes",271,"Basic iron and steel, ferro-alloys (ECSC)"
6727,Semi-fin iron/st. >.25%c,271,"Basic iron and steel, ferro-alloys (ECSC)"
67281,Semi-finish stainless,271,"Basic iron and steel, ferro-alloys (ECSC)"
67282,Semi-finish alloy st nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67311,Coil steel-1 w>600t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67312,Coil steel-1 w>600t<4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67313,Flat steel-1 w>600t>4.00,271,"Basic iron and steel, ferro-alloys (ECSC)"
67314,Flat steel-1 w>600t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67315,Flat steel-1 w>600t<4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67316,Flat steel-1 w 150-600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67317,Flat steel-1 w<600t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67319,Flat steel-1 w<600 nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67321,Coil steel-2 w>600t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67322,Coil steel-2 w>600t<4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67323,Flat steel-2 w>600t>4.00,271,"Basic iron and steel, ferro-alloys (ECSC)"
67324,Flat steel-2 w>600t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67325,Flat steel-2 w>600t<4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67326,Flat steel-2 w>150t>4.00,271,"Basic iron and steel, ferro-alloys (ECSC)"
67327,Flat steel-2 w<600t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67329,Flat steel-2 w<600 nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67331,Coil steel-3 w>600t>3.00,271,"Basic iron and steel, ferro-alloys (ECSC)"
67332,Coil steel-3 w>600t1-3mm,271,"Basic iron and steel, ferro-alloys (ECSC)"
67333,Coil steel-3 w>600t0.5-1,271,"Basic iron and steel, ferro-alloys (ECSC)"
67334,Coil steel-3 w>600t<0.5,271,"Basic iron and steel, ferro-alloys (ECSC)"
67335,Flat steel-3 w>600t<3.00,271,"Basic iron and steel, ferro-alloys (ECSC)"
67336,Flat steel-3 w>600t1-3mm,271,"Basic iron and steel, ferro-alloys (ECSC)"
67337,Flat steel-3 w>600t0.5-1,271,"Basic iron and steel, ferro-alloys (ECSC)"
67338,Flat steel-3 w>600t<0.5,271,"Basic iron and steel, ferro-alloys (ECSC)"
67339,Flat steel-3 w<600mm nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67341,Coil steel-4 w>600t>3.00,271,"Basic iron and steel, ferro-alloys (ECSC)"
67342,Coil steel-4 w>600t<3.00,271,"Basic iron and steel, ferro-alloys (ECSC)"
67343,Coil steel-4 w>600t0.5-1,271,"Basic iron and steel, ferro-alloys (ECSC)"
67344,Coil steel-4 w>600t<0.55,271,"Basic iron and steel, ferro-alloys (ECSC)"
67345,Flat steel-4 w>600t>3.00,271,"Basic iron and steel, ferro-alloys (ECSC)"
67346,Flat steel-4 w>600t1-3mm,271,"Basic iron and steel, ferro-alloys (ECSC)"
67347,Flat steel-4 w>600t0.5-1,271,"Basic iron and steel, ferro-alloys (ECSC)"
67348,Flat steel-4 w>600t<0.50,271,"Basic iron and steel, ferro-alloys (ECSC)"
67349,Flat steel-4 w<600 nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67351,Hot roll steel nes w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67352,Cold rol steel nes w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67353,Rolled steel nes w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67411,Zinc el-pl. steel w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67412,Zinc el-pl. steel w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67413,Zinc coated steel w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67414,Zinc coated steel w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67421,Tin coated steel  w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67422,Tin coated steel  w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67431,Painted etc steel w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67432,Painted etc steel w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67441,Lead coated/plated steel,271,"Basic iron and steel, ferro-alloys (ECSC)"
67442,Chrome oxide coatd steel,271,"Basic iron and steel, ferro-alloys (ECSC)"
67443,Alumin coatd/platd steel,271,"Basic iron and steel, ferro-alloys (ECSC)"
67444,Coated plated steel nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67451,Non-ep coat steel  w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67452,Clad steel plate   w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67511,Flat si-elec steel w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67512,Flat si-elec steel w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67521,Flat hispeed steel w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67522,Flat hispeed steel w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67531,Chr stnless w>600 t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67532,Chr stnless w>600t3-4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67533,Chr stnless w>600 t<3mm,271,"Basic iron and steel, ferro-alloys (ECSC)"
67534,Fhr stnless w>600 t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67535,Fhr stnless w>600t3-4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67536,Fhr stnless w>600 t<3mm,271,"Basic iron and steel, ferro-alloys (ECSC)"
67537,H-r stnless w<600 t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67538,H-r stnless w<600 t<4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67541,Hot-r alloy-st coils>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67542,Hot-r alloy-st flat >600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67543,Hot-roll alloy-steel<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67551,C-r stnless w>600 t>4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67552,C-r stnless w>600t3-4.75,271,"Basic iron and steel, ferro-alloys (ECSC)"
67553,C-r stnless w>600 t1-3,271,"Basic iron and steel, ferro-alloys (ECSC)"
67554,C-r stnless w>600 t0.5-1,271,"Basic iron and steel, ferro-alloys (ECSC)"
67555,C-r stnless w>600 t<0.5,271,"Basic iron and steel, ferro-alloys (ECSC)"
67556,C-r stnless steel w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67561,Cold roll alloy-st w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67562,Cold roll alloy-st w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67571,Stnless steel nes w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67572,Stnless steel nes w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67573,Alloy steel nes w>600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67574,Alloy steel nes w<600,271,"Basic iron and steel, ferro-alloys (ECSC)"
67611,Hrc groove bar/rod ir/st,271,"Basic iron and steel, ferro-alloys (ECSC)"
67612,Hrc free-cut bar steel,271,"Basic iron and steel, ferro-alloys (ECSC)"
67613,Hrc ir/st bar nes c<0.6%,271,"Basic iron and steel, ferro-alloys (ECSC)"
67614,Hrc ir/st bar nes c>0.6%,271,"Basic iron and steel, ferro-alloys (ECSC)"
67615,Hrc stainless steel rods,271,"Basic iron and steel, ferro-alloys (ECSC)"
67617,Hrc hi-speed steel rod,271,"Basic iron and steel, ferro-alloys (ECSC)"
67619,Hrc alloy-steel nes rod,271,"Basic iron and steel, ferro-alloys (ECSC)"
67621,Hf groove etc ir/st bar,271,"Basic iron and steel, ferro-alloys (ECSC)"
67622,Hf free-cutting st bar,271,"Basic iron and steel, ferro-alloys (ECSC)"
67623,Hf ir/st nes bar c<0.6%,271,"Basic iron and steel, ferro-alloys (ECSC)"
67624,Hf ir/st nes bar c>0.6%,271,"Basic iron and steel, ferro-alloys (ECSC)"
67625,Hf stainless bars nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67629,Hot form al-st bar nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67632,C-f ir/st bar nes c<0.6%,271,"Basic iron and steel, ferro-alloys (ECSC)"
67641,Hi-speed steel bars nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67642,Sil-mang steel bars nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67644,Alloy steel nes bars nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67645,Stnless steel bars nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67647,Alloy steel bar/rod nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67648,Hollow drill steel bars,271,"Basic iron and steel, ferro-alloys (ECSC)"
67681,H-f u/i/h/l/t sect h<80,271,"Basic iron and steel, ferro-alloys (ECSC)"
67682,H-f u/i/h/l/t sect h>80,271,"Basic iron and steel, ferro-alloys (ECSC)"
67683,H-f ir/st shape/sect nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67685,Iron/steel shape/sec nes,271,"Basic iron and steel, ferro-alloys (ECSC)"
67686,Iron/steel sheet piling,271,"Basic iron and steel, ferro-alloys (ECSC)"
67687,Stnless stl etc profile,271,"Basic iron and steel, ferro-alloys (ECSC)"
67688,Other alloy stl profile,271,"Basic iron and steel, ferro-alloys (ECSC)"
67701,Railway rails irn/steel,271,"Basic iron and steel, ferro-alloys (ECSC)"
67709,Rlway tr equ nes irn/stl,271,"Basic iron and steel, ferro-alloys (ECSC)"
67911,Cast iron tubes/pipes,272,Tubes
67912,Iron/stl oil/gas piping,272,Tubes
67913,Iron/stl oil drill casng,272,Tubes
67914,Ir/n-a stl circ pipe nes,272,Tubes
67915,Stless stl circ pipe nes,272,Tubes
67916,Alloy-stl circ pipes nes,272,Tubes
67917,Ir/st seamless tubes nes,272,Tubes
67931,Seamed oil/gas pipeline,272,Tubes
67932,Seamed oil/gas dril csng,272,Tubes
67933,Welded pipes nes d>406.4,272,Tubes
67939,Seamed pipes nes d>406.4,272,Tubes
67941,Seam oil/gas pipelne nes,272,Tubes
67942,Seam oil drill casng nes,272,Tubes
67943,Seamed circlar pipes nes,272,Tubes
67944,Welded non-circ pipe nes,272,Tubes
67949,Irn/steel pipes/etc nes,272,Tubes
67950,  UN Special Code,272,Tubes
67951,Non-m cast iron pipe fit,272,Tubes
67952,Cast ir/st pipe fit nes,272,Tubes
67953,Stnless st pipe flanges,272,Tubes
67954,Stnls st thread pipe fit,272,Tubes
67955,Stnls st but-weld pipe f,272,Tubes
67956,Stnls steel pipe fit nes,272,Tubes
67959,Ir/st pipe fittings nes,272,Tubes
6710,  UN Special Code,273,Other first processing of iron and steel
67131,Iron/steel granules,273,Other first processing of iron and steel
67132,Iron/steel powders,273,Other first processing of iron and steel
67149,Ferro-manganese<2%carbon,273,Other first processing of iron and steel
67150,  UN Special Code,273,Other first processing of iron and steel
67151,Ferro-silicon alloy,273,Other first processing of iron and steel
67152,Ferro-silico-manganese,273,Other first processing of iron and steel
67153,Ferro-chromium alloys,273,Other first processing of iron and steel
67154,Ferro-silico-chromium,273,Other first processing of iron and steel
67155,Ferro-nickel alloys,273,Other first processing of iron and steel
67159,Other ferro-alloys nes,273,Other first processing of iron and steel
67261,"Irn,smple steel bars etc",273,Other first processing of iron and steel
67262,"Irn,smple stl plates etc",273,Other first processing of iron and steel
67269,"Irn,smple stl shapes nes",273,Other first processing of iron and steel
6727,Semi-fin iron/st. >.25%c,273,Other first processing of iron and steel
67281,Semi-finish stainless,273,Other first processing of iron and steel
67282,Semi-finish alloy st nes,273,Other first processing of iron and steel
67339,Flat steel-3 w<600mm nes,273,Other first processing of iron and steel
67349,Flat steel-4 w<600 nes,273,Other first processing of iron and steel
67353,Rolled steel nes w<600,273,Other first processing of iron and steel
67412,Zinc el-pl. steel w<600,273,Other first processing of iron and steel
67414,Zinc coated steel w<600,273,Other first processing of iron and steel
67422,Tin coated steel  w<600,273,Other first processing of iron and steel
67432,Painted etc steel w<600,273,Other first processing of iron and steel
67451,Non-ep coat steel  w<600,273,Other first processing of iron and steel
67452,Clad steel plate   w<600,273,Other first processing of iron and steel
67512,Flat si-elec steel w<600,273,Other first processing of iron and steel
67522,Flat hispeed steel w<600,273,Other first processing of iron and steel
67556,C-r stnless steel w<600,273,Other first processing of iron and steel
67562,Cold roll alloy-st w<600,273,Other first processing of iron and steel
67572,Stnless steel nes w<600,273,Other first processing of iron and steel
67574,Alloy steel nes w<600,273,Other first processing of iron and steel
67623,Hf ir/st nes bar c<0.6%,273,Other first processing of iron and steel
67624,Hf ir/st nes bar c>0.6%,273,Other first processing of iron and steel
67631,C-f free-cut st bars nes,273,Other first processing of iron and steel
67632,C-f ir/st bar nes c<0.6%,273,Other first processing of iron and steel
67633,C-f ir/st bar nes c>0.6%,273,Other first processing of iron and steel
67634,C-f stainless bar nes,273,Other first processing of iron and steel
67639,C-f alloy-steel bar nes,273,Other first processing of iron and steel
67641,Hi-speed steel bars nes,273,Other first processing of iron and steel
67642,Sil-mang steel bars nes,273,Other first processing of iron and steel
67643,Forged iron/stl bars nes,273,Other first processing of iron and steel
67644,Alloy steel nes bars nes,273,Other first processing of iron and steel
67645,Stnless steel bars nes,273,Other first processing of iron and steel
67646,Forge alloy-st bars nes,273,Other first processing of iron and steel
67647,Alloy steel bar/rod nes,273,Other first processing of iron and steel
67684,C-f ir/st shape/sect nes,273,Other first processing of iron and steel
67685,Iron/steel shape/sec nes,273,Other first processing of iron and steel
67686,Iron/steel sheet piling,273,Other first processing of iron and steel
67687,Stnless stl etc profile,273,Other first processing of iron and steel
67688,Other alloy stl profile,273,Other first processing of iron and steel
67701,Railway rails irn/steel,273,Other first processing of iron and steel
67709,Rlway tr equ nes irn/stl,273,Other first processing of iron and steel
67811,Wire iron/steel c<0.25%,273,Other first processing of iron and steel
67812,Wire iron/stl c0.25-0.6%,273,Other first processing of iron and steel
67813,Wire iron/steel c>0.6%,273,Other first processing of iron and steel
67821,Stainless steel wire,273,Other first processing of iron and steel
67829,Alloy steel wire nes,273,Other first processing of iron and steel
28321,Copper mattes,274,Basic precious and non-ferrous metals 
28322,Cement copper,274,Basic precious and non-ferrous metals 
28421,Nickel mattes,274,Basic precious and non-ferrous metals 
28422,Nickel oxide sinters/etc,274,Basic precious and non-ferrous metals 
2852,Alumina(aluminium oxide),274,Basic precious and non-ferrous metals 
2880,  UN Special Code,274,Basic precious and non-ferrous metals 
2881,Metaliferous non-fer ash,274,Basic precious and non-ferrous metals 
28821,Copper waste and scrap,274,Basic precious and non-ferrous metals 
28822,Nickel waste and scrap,274,Basic precious and non-ferrous metals 
28823,Aluminium wste and scrap,274,Basic precious and non-ferrous metals 
28824,Lead waste and scrap,274,Basic precious and non-ferrous metals 
28825,Zinc waste and scrap,274,Basic precious and non-ferrous metals 
28826,Tin waste and scrap,274,Basic precious and non-ferrous metals 
28921,Platinum waste/scrap,274,Basic precious and non-ferrous metals 
28929,Precious metal waste nes,274,Basic precious and non-ferrous metals 
68112,Rolled silver,274,Basic precious and non-ferrous metals 
68113,Silver unwrought,274,Basic precious and non-ferrous metals 
68114,Silver semi-manufacture,274,Basic precious and non-ferrous metals 
68122,Rolled platinum etc,274,Basic precious and non-ferrous metals 
68123,Platinum/alloys unwrght,274,Basic precious and non-ferrous metals 
68124,Oth plat grp metal unwrt,274,Basic precious and non-ferrous metals 
68125,Plat grp metals semi-man,274,Basic precious and non-ferrous metals 
6820,  UN Special Code,274,Basic precious and non-ferrous metals 
68211,"Copper unref,exc cement",274,Basic precious and non-ferrous metals 
68212,Copper refined,274,Basic precious and non-ferrous metals 
68213,Master alloys of copper,274,Basic precious and non-ferrous metals 
68214,Copper alloys nes unwrt,274,Basic precious and non-ferrous metals 
68231,Ref copper rod/bar/prof,274,Basic precious and non-ferrous metals 
68232,Copper alloy rod/bar/pro,274,Basic precious and non-ferrous metals 
68241,Refined copper wire,274,Basic precious and non-ferrous metals 
68242,Copper alloy wire,274,Basic precious and non-ferrous metals 
68251,Refined copper sheet etc,274,Basic precious and non-ferrous metals 
68252,Alloy copper sheet etc,274,Basic precious and non-ferrous metals 
68261,Copper foil+backed t<.15,274,Basic precious and non-ferrous metals 
68262,"Copper powders,flakes",274,Basic precious and non-ferrous metals 
68271,"Copper tubes,pipes,etc",274,Basic precious and non-ferrous metals 
68272,Copper tube fittings,274,Basic precious and non-ferrous metals 
68311,Nickel unwrought,274,Basic precious and non-ferrous metals 
68312,Nickel alloys unwrought,274,Basic precious and non-ferrous metals 
68321,Nickel bars/wire/etc,274,Basic precious and non-ferrous metals 
