HS - Combined  Product Code,HS - Combined  Product Description,MTN Categories Product Code,MTN Categories Product Description
290319,Other,0502,"Chemicals, semi-finished manufactures"
290321,Vinyl chloride (chloroethylene),0502,"Chemicals, semi-finished manufactures"
290322,Trichloroethylene,0502,"Chemicals, semi-finished manufactures"
290323,Tetrachloroethylene (perchloroethylene),0502,"Chemicals, semi-finished manufactures"
290329,Other,0502,"Chemicals, semi-finished manufactures"
290330,"(-2006) Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons",0502,"Chemicals, semi-finished manufactures"
290340,(-1995) Halogenated derivatives of acyclic hydroca,0502,"Chemicals, semi-finished manufactures"
290341,(1996-) Trichlorofluoromethane,0502,"Chemicals, semi-finished manufactures"
290342,(1996-) Dichlorodifluoromethane,0502,"Chemicals, semi-finished manufactures"
290343,(1996-) Trichlorotrifluoroethanes,0502,"Chemicals, semi-finished manufactures"
290344,(1996-) Dichlorotetrafluoroethanes and chloropentafluoroethane,0502,"Chemicals, semi-finished manufactures"
290345,(1996-) Other derivatives perhalogenated only with fluorine and chlorine,0502,"Chemicals, semi-finished manufactures"
290346,"(1996-) Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0502,"Chemicals, semi-finished manufactures"
290347,(1996-) Other perhalogenated derivatives,0502,"Chemicals, semi-finished manufactures"
290349,(1996-) Other,0502,"Chemicals, semi-finished manufactures"
290351,"1,2,3,4,5,6Hexachlorocyclohexane",0502,"Chemicals, semi-finished manufactures"
290359,Other,0502,"Chemicals, semi-finished manufactures"
290361,"Chlorobenzene, odichlorobenzene and pdichlorobenzene",0502,"Chemicals, semi-finished manufactures"
290362,"Hexachlorobenzene and DDT (1,1,1trichloro2,2bis(pchlorophenyl)ethane)",0502,"Chemicals, semi-finished manufactures"
290369,Other,0502,"Chemicals, semi-finished manufactures"
290410,"Derivatives containing only sulpho groups, their salts and ethyl esters",0502,"Chemicals, semi-finished manufactures"
290420,Derivatives containing only nitro or only nitroso groups,0502,"Chemicals, semi-finished manufactures"
290490,Other,0502,"Chemicals, semi-finished manufactures"
290511,Methanol (methyl alcohol),0502,"Chemicals, semi-finished manufactures"
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol),0502,"Chemicals, semi-finished manufactures"
290513,Butan-1-ol (n-butyl alcohol),0502,"Chemicals, semi-finished manufactures"
290514,Other butanols,0502,"Chemicals, semi-finished manufactures"
290515,(-2006) Pentanol (amyl alcohol) and isomers thereof,0502,"Chemicals, semi-finished manufactures"
290516,Octanol (octyl alcohol) and isomers thereof,0502,"Chemicals, semi-finished manufactures"
290517,"Dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)",0502,"Chemicals, semi-finished manufactures"
290519,Other,0502,"Chemicals, semi-finished manufactures"
290521,(-1995) Allyl alcohol,0502,"Chemicals, semi-finished manufactures"
290522,Acyclic terpene alcohols,0502,"Chemicals, semi-finished manufactures"
290529,Other,0502,"Chemicals, semi-finished manufactures"
290531,Ethylene glycol (ethanediol),0502,"Chemicals, semi-finished manufactures"
290532,"Propylene glycol (propane-1,2-diol)",0502,"Chemicals, semi-finished manufactures"
290539,Other,0502,"Chemicals, semi-finished manufactures"
290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trimethylolpropane)",0502,"Chemicals, semi-finished manufactures"
290542,Pentaerythritol,0502,"Chemicals, semi-finished manufactures"
290549,Other,0502,"Chemicals, semi-finished manufactures"
290550,"(-2001) Halogenated, sulphonated, nitrated or nitrosated d",0502,"Chemicals, semi-finished manufactures"
290551,(2002-) Ethchlorvynol (INN),0502,"Chemicals, semi-finished manufactures"
290559,(2002-) Other,0502,"Chemicals, semi-finished manufactures"
290611,Menthol,0502,"Chemicals, semi-finished manufactures"
290612,"Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0502,"Chemicals, semi-finished manufactures"
290613,Sterols and inositols,0502,"Chemicals, semi-finished manufactures"
290614,(-2006) Terpineols,0502,"Chemicals, semi-finished manufactures"
290619,Other,0502,"Chemicals, semi-finished manufactures"
290621,Benzyl alcohol,0502,"Chemicals, semi-finished manufactures"
290629,Other,0502,"Chemicals, semi-finished manufactures"
290711,Phenol (hydroxybenzene) and its salts,0502,"Chemicals, semi-finished manufactures"
290712,Cresols and their salts,0502,"Chemicals, semi-finished manufactures"
290713,"Octylphenol, nonylphenol and their isomers; salts thereof",0502,"Chemicals, semi-finished manufactures"
290714,(-2006) Xylenols and their salts,0502,"Chemicals, semi-finished manufactures"
290715,Naphthols and their salts,0502,"Chemicals, semi-finished manufactures"
290719,Other,0502,"Chemicals, semi-finished manufactures"
290721,Resorcinol and its salts,0502,"Chemicals, semi-finished manufactures"
290722,Hydroquinone (quinol) and its salts,0502,"Chemicals, semi-finished manufactures"
290723,"4,4'-Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",0502,"Chemicals, semi-finished manufactures"
290729,Other,0502,"Chemicals, semi-finished manufactures"
290730,(-2001) Phenol-alcohols,0502,"Chemicals, semi-finished manufactures"
290810,(-2006) Derivatives containing only halogen substituents and their salts,0502,"Chemicals, semi-finished manufactures"
290820,"(-2006) Derivatives containing only sulpho groups, their salts and esters",0502,"Chemicals, semi-finished manufactures"
290890,(-2006) Other,0502,"Chemicals, semi-finished manufactures"
290911,Diethyl ether,0502,"Chemicals, semi-finished manufactures"
290919,Other,0502,"Chemicals, semi-finished manufactures"
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
290941,"2,2'-Oxydiethanol (diethylene glycol, digol)",0502,"Chemicals, semi-finished manufactures"
290942,(-2006) Monomethyl ethers of ethylene glycol or of diethylene glycol,0502,"Chemicals, semi-finished manufactures"
290943,Monobutyl ethers of ethylene glycol or of diethylene glycol,0502,"Chemicals, semi-finished manufactures"
290944,Other monoalkylethers of ethylene glycol or of diethylene glycol,0502,"Chemicals, semi-finished manufactures"
290949,Other,0502,"Chemicals, semi-finished manufactures"
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
290960,"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
291010,Oxirane (ethylene oxide),0502,"Chemicals, semi-finished manufactures"
291020,Methyloxirane (propylene oxide),0502,"Chemicals, semi-finished manufactures"
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",0502,"Chemicals, semi-finished manufactures"
291090,Other,0502,"Chemicals, semi-finished manufactures"
291100,"Acetals and hemiacetals, whether or not with other oxygen function, and their halogenated, sulphonated, nitrated or nitrosated derivatives.",0502,"Chemicals, semi-finished manufactures"
291211,Methanal (formaldehyde),0502,"Chemicals, semi-finished manufactures"
291212,Ethanal (acetaldehyde),0502,"Chemicals, semi-finished manufactures"
291213,"(-2006) Butanal (butyraldehyde, normal isomer)",0502,"Chemicals, semi-finished manufactures"
291219,Other,0502,"Chemicals, semi-finished manufactures"
291221,Benzaldehyde,0502,"Chemicals, semi-finished manufactures"
291229,Other,0502,"Chemicals, semi-finished manufactures"
291230,Aldehyde-alcohols,0502,"Chemicals, semi-finished manufactures"
291241,Vanillin (4hydroxy3methoxybenzaldehyde),0502,"Chemicals, semi-finished manufactures"
291242,Ethylvanillin (3ethoxy4hydroxybenzaldehyde),0502,"Chemicals, semi-finished manufactures"
291249,Other,0502,"Chemicals, semi-finished manufactures"
291250,Cyclic polymers of aldehydes,0502,"Chemicals, semi-finished manufactures"
291260,Paraformaldehyde,0502,"Chemicals, semi-finished manufactures"
291300,"Halogenated, sulphonated, nitrated or nitrosated derivatives of products of heading 29.12.",0502,"Chemicals, semi-finished manufactures"
291411,Acetone,0502,"Chemicals, semi-finished manufactures"
291412,Butanone (methyl ethyl ketone),0502,"Chemicals, semi-finished manufactures"
291413,4-Methylpentan-2-one (methyl isobutyl ketone),0502,"Chemicals, semi-finished manufactures"
291419,Other,0502,"Chemicals, semi-finished manufactures"
291421,Camphor,0502,"Chemicals, semi-finished manufactures"
291422,Cyclohexanone and methylcyclohexanones,0502,"Chemicals, semi-finished manufactures"
291423,Ionones and methylionones,0502,"Chemicals, semi-finished manufactures"
291429,Other,0502,"Chemicals, semi-finished manufactures"
291430,(-1995) Aromatic ketones without oxygen function,0502,"Chemicals, semi-finished manufactures"
291431,(1996-) Phenylacetone (phenylpropan2one),0502,"Chemicals, semi-finished manufactures"
291439,(1996-) Other,0502,"Chemicals, semi-finished manufactures"
291440,(1996-) Ketonealcohols and ketonealdehydes,0502,"Chemicals, semi-finished manufactures"
291441,(-1995) 4-Hydroxy-4-methylpentan-2-one (diacetone ,0502,"Chemicals, semi-finished manufactures"
291449,(-1995) Ketone-alcohols and ketone-aldehydes (excl,0502,"Chemicals, semi-finished manufactures"
291450,Ketone-phenols and ketones with other oxygen function,0502,"Chemicals, semi-finished manufactures"
291461,Anthraquinone,0502,"Chemicals, semi-finished manufactures"
291469,Other,0502,"Chemicals, semi-finished manufactures"
291470,"Halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
291511,Formic acid,0502,"Chemicals, semi-finished manufactures"
291512,Salts of formic acid,0502,"Chemicals, semi-finished manufactures"
291513,Esters of formic acid,0502,"Chemicals, semi-finished manufactures"
291521,Acetic acid,0502,"Chemicals, semi-finished manufactures"
291522,(-2006) Sodium acetate,0502,"Chemicals, semi-finished manufactures"
291523,(-2006) Cobalt acetates,0502,"Chemicals, semi-finished manufactures"
291524,Acetic anhydride,0502,"Chemicals, semi-finished manufactures"
291529,Other,0502,"Chemicals, semi-finished manufactures"
291531,Ethyl acetate,0502,"Chemicals, semi-finished manufactures"
291532,Vinyl acetate,0502,"Chemicals, semi-finished manufactures"
291533,n-Butyl acetate,0502,"Chemicals, semi-finished manufactures"
291534,(-2006) Isobutyl acetate,0502,"Chemicals, semi-finished manufactures"
291535,(-2006) 2-Ethoxyethyl acetate,0502,"Chemicals, semi-finished manufactures"
291539,Other,0502,"Chemicals, semi-finished manufactures"
291540,"Mono-, di- or trichloroacetic acids, their salts and esters",0502,"Chemicals, semi-finished manufactures"
291550,"Propionic acid, its salts and esters",0502,"Chemicals, semi-finished manufactures"
291560,"Butanoic acids, pentanoic acids, their salts and esters",0502,"Chemicals, semi-finished manufactures"
291570,"Palmitic acid, stearic acid, their salts and esters",0502,"Chemicals, semi-finished manufactures"
291590,Other,0502,"Chemicals, semi-finished manufactures"
291611,Acrylic acid and its salts,0502,"Chemicals, semi-finished manufactures"
291612,Esters of acrylic acid,0502,"Chemicals, semi-finished manufactures"
291613,Methacrylic acid and its salts,0502,"Chemicals, semi-finished manufactures"
291614,Esters of methacrylic acid,0502,"Chemicals, semi-finished manufactures"
291615,"Oleic, linoleic or linolenic acids, their salts and esters",0502,"Chemicals, semi-finished manufactures"
291619,Other,0502,"Chemicals, semi-finished manufactures"
291620,"Cyclanic, cyclenic or cycloterpenic monocarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",0502,"Chemicals, semi-finished manufactures"
291631,"Benzoic acid, its salts and esters",0502,"Chemicals, semi-finished manufactures"
291632,Benzoyl peroxide and benzoyl chloride,0502,"Chemicals, semi-finished manufactures"
291633,"(-1995) Phenylacetic acid, its salts and esters",0502,"Chemicals, semi-finished manufactures"
291634,(1996-) Phenylacetic acid and its salts,0502,"Chemicals, semi-finished manufactures"
291635,(1996-) Esters of phenylacetic acid,0502,"Chemicals, semi-finished manufactures"
291639,Other,0502,"Chemicals, semi-finished manufactures"
291711,"Oxalic acid, its salts and esters",0502,"Chemicals, semi-finished manufactures"
291712,"Adipic acid, its salts and esters",0502,"Chemicals, semi-finished manufactures"
291713,"Azelaic acid, sebacic acid, their salts and esters",0502,"Chemicals, semi-finished manufactures"
291714,Maleic anhydride,0502,"Chemicals, semi-finished manufactures"
291719,Other,0502,"Chemicals, semi-finished manufactures"
291720,"Cyclanic, cyclenic or cycloterpenic polycarboxylic acids, their anhydrides, halides, peroxides, peroxyacids and their derivatives",0502,"Chemicals, semi-finished manufactures"
291731,(-2006) Dibutyl orthophthalates,0502,"Chemicals, semi-finished manufactures"
291732,Dioctyl orthophthalates,0502,"Chemicals, semi-finished manufactures"
291733,Dinonyl or didecyl orthophthalates,0502,"Chemicals, semi-finished manufactures"
291734,Other esters of orthophthalic acid,0502,"Chemicals, semi-finished manufactures"
291735,Phthalic anhydride,0502,"Chemicals, semi-finished manufactures"
291736,Terephthalic acid and its salts,0502,"Chemicals, semi-finished manufactures"
291737,Dimethyl terephthalate,0502,"Chemicals, semi-finished manufactures"
291739,Other,0502,"Chemicals, semi-finished manufactures"
291811,"Lactic acid, its salts and esters",0502,"Chemicals, semi-finished manufactures"
291812,Tartaric acid,0502,"Chemicals, semi-finished manufactures"
291813,Salts and esters of tartaric acid,0502,"Chemicals, semi-finished manufactures"
291814,Citric acid,0502,"Chemicals, semi-finished manufactures"
291815,Salts and esters of citric acid,0502,"Chemicals, semi-finished manufactures"
291816,"Gluconic acid, its salts and esters",0502,"Chemicals, semi-finished manufactures"
291817,(-2001) Carboxylic acids with alcohol function but without,0502,"Chemicals, semi-finished manufactures"
291819,Other,0502,"Chemicals, semi-finished manufactures"
291821,Salicylic acid and its salts,0502,"Chemicals, semi-finished manufactures"
291822,"O-Acetylsalicylic acid, its salts and esters",0502,"Chemicals, semi-finished manufactures"
291823,Other esters of salicylic acid and their salts,0502,"Chemicals, semi-finished manufactures"
291829,Other,0502,"Chemicals, semi-finished manufactures"
291830,"Carboxylic acids with aldehyde or ketone function but without other oxygen function, their anhydrides, halides, peroxides, peroxyacids and their derivatives",0502,"Chemicals, semi-finished manufactures"
291890,(-2006) Other,0502,"Chemicals, semi-finished manufactures"
291900,"(-2006) Phosphoric esters and their salts, including lactophosphates; their halogenated, sulphonated, nitrated or nitrosated derivatives.",0502,"Chemicals, semi-finished manufactures"
292010,"(-2006) Thiophosphoric esters (phosphorothioates) and their salts; their halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
292090,Other,0502,"Chemicals, semi-finished manufactures"
292111,"Methylamine, di- or trimethylamine and their salts",0502,"Chemicals, semi-finished manufactures"
292112,(-2006) Diethylamine and its salts,0502,"Chemicals, semi-finished manufactures"
292119,Other,0502,"Chemicals, semi-finished manufactures"
292121,Ethylenediamine and its salts,0502,"Chemicals, semi-finished manufactures"
292122,Hexamethylenediamine and its salts,0502,"Chemicals, semi-finished manufactures"
292129,Other,0502,"Chemicals, semi-finished manufactures"
292130,"Cyclanic, cyclenic or cycloterpenic mono or polyamines, and their derivatives; salts thereof",0502,"Chemicals, semi-finished manufactures"
292141,Aniline and its salts,0502,"Chemicals, semi-finished manufactures"
292142,Aniline derivatives and their salts,0502,"Chemicals, semi-finished manufactures"
292143,Toluidines and their derivatives; salts thereof,0502,"Chemicals, semi-finished manufactures"
292144,Diphenylamine and its derivatives; salts thereof,0502,"Chemicals, semi-finished manufactures"
292145,"1-Naphthylamine (alpha-naphthylamine), 2-naphthylamine (beta-naphthylamine) and their derivatives; salts thereof",0502,"Chemicals, semi-finished manufactures"
292146,"(2002-) Amfetamine (INN), benzfetamine (INN), dexamfetamine (INN), etilamfetamine (INN), fencamfamin (INN), lefetamine (INN), levamfetamine (INN), mefenorex (INN) and phentermine (INN); salts thereof",0502,"Chemicals, semi-finished manufactures"
292149,Other,0502,"Chemicals, semi-finished manufactures"
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, and their derivatives; salts thereof",0502,"Chemicals, semi-finished manufactures"
292159,Other,0502,"Chemicals, semi-finished manufactures"
292211,Monoethanolamine and its salts,0502,"Chemicals, semi-finished manufactures"
292212,Diethanolamine and its salts,0502,"Chemicals, semi-finished manufactures"
292213,Triethanolamine and its salts,0502,"Chemicals, semi-finished manufactures"
292214,(2002-) Dextropropoxyphene (INN) and its salts,0502,"Chemicals, semi-finished manufactures"
292219,Other,0502,"Chemicals, semi-finished manufactures"
292221,Aminohydroxynaphthalenesulphonic acids and their salts,0502,"Chemicals, semi-finished manufactures"
292222,"(-2006) Anisidines, dianisidines, phenetidines, and their salts",0502,"Chemicals, semi-finished manufactures"
292229,Other,0502,"Chemicals, semi-finished manufactures"
292230,"(-2001) Amino-aldehydes, amino-ketones and amino-quinones,",0502,"Chemicals, semi-finished manufactures"
292231,"(2002-) Amfepramone (INN), methadone (INN) and normethadone (INN); salts thereof",0502,"Chemicals, semi-finished manufactures"
292239,(2002-) Other,0502,"Chemicals, semi-finished manufactures"
292241,Lysine and its esters; salts thereof,0502,"Chemicals, semi-finished manufactures"
292242,Glutamic acid and its salts,0502,"Chemicals, semi-finished manufactures"
292243,(1996-) Anthranilic acid and its salts,0502,"Chemicals, semi-finished manufactures"
292244,(2002-) Tilidine (INN) and its salts,0502,"Chemicals, semi-finished manufactures"
292249,Other,0502,"Chemicals, semi-finished manufactures"
292250,"Amino-alcohol-phenols, amino-acid-phenols and other aminocompounds with oxygen function",0502,"Chemicals, semi-finished manufactures"
292310,Choline and its salts,0502,"Chemicals, semi-finished manufactures"
292320,Lecithins and other phosphoaminolipids,0502,"Chemicals, semi-finished manufactures"
292390,Other,0502,"Chemicals, semi-finished manufactures"
292410,(-2001) Acyclic amides (including acyclic carbamates) and ,0502,"Chemicals, semi-finished manufactures"
292411,(2002-) Meprobamate (INN),0502,"Chemicals, semi-finished manufactures"
292419,(2002-) Other,0502,"Chemicals, semi-finished manufactures"
292421,Ureines and their derivatives; salts thereof,0502,"Chemicals, semi-finished manufactures"
292422,(1996-2001) Cyclic amides (including cyclic carbamates,0502,"Chemicals, semi-finished manufactures"
292423,(2002-) 2Acetamidobenzoic acid (Nacetylanthranilic acid) and its salts,0502,"Chemicals, semi-finished manufactures"
292424,(2002-) Ethinamate (INN),0502,"Chemicals, semi-finished manufactures"
292429,Other,0502,"Chemicals, semi-finished manufactures"
292511,Saccharin and its salts,0502,"Chemicals, semi-finished manufactures"
292512,(2002-) Glutethimide (INN),0502,"Chemicals, semi-finished manufactures"
292519,Other,0502,"Chemicals, semi-finished manufactures"
292520,(-2006) Imines and their derivatives; salts thereof,0502,"Chemicals, semi-finished manufactures"
292610,Acrylonitrile,0502,"Chemicals, semi-finished manufactures"
292620,1-Cyanoguanidine (dicyandiamide),0502,"Chemicals, semi-finished manufactures"
292630,"(2002-) Fenproporex (INN) and its salts; methadone (INN) intermediate (4cyano2dimethylamino4,4diphenylbutane)",0502,"Chemicals, semi-finished manufactures"
292690,Other,0502,"Chemicals, semi-finished manufactures"
292700,"Diazo, azo or azoxycompounds.",0502,"Chemicals, semi-finished manufactures"
292800,Organic derivatives of hydrazine or of hydroxylamine.,0502,"Chemicals, semi-finished manufactures"
292910,Isocyanates,0502,"Chemicals, semi-finished manufactures"
292990,Other,0502,"Chemicals, semi-finished manufactures"
293010,(-2006) Dithiocarbonates (xanthates),0502,"Chemicals, semi-finished manufactures"
293020,Thiocarbamates and dithiocarbamates,0502,"Chemicals, semi-finished manufactures"
293030,"Thiuram mono, di or tetrasulphides",0502,"Chemicals, semi-finished manufactures"
293040,Methionine,0502,"Chemicals, semi-finished manufactures"
293090,Other,0502,"Chemicals, semi-finished manufactures"
293100,Other organoinorganic compounds.,0502,"Chemicals, semi-finished manufactures"
293211,Tetrahydrofuran,0502,"Chemicals, semi-finished manufactures"
293212,2-Furaldehyde (furfuraldehyde),0502,"Chemicals, semi-finished manufactures"
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,0502,"Chemicals, semi-finished manufactures"
293219,Other,0502,"Chemicals, semi-finished manufactures"
293221,"Coumarin, methylcoumarins and ethylcoumarins",0502,"Chemicals, semi-finished manufactures"
293229,Other lactones,0502,"Chemicals, semi-finished manufactures"
293290,(-1995) Heterocyclic compounds with oxygen hetero-,0502,"Chemicals, semi-finished manufactures"
293291,(1996-) Isosafrole,0502,"Chemicals, semi-finished manufactures"
293292,"(1996-) 1(1,3Benzodioxol5yl)propan2one",0502,"Chemicals, semi-finished manufactures"
293293,(1996-) Piperonal,0502,"Chemicals, semi-finished manufactures"
293294,(1996-) Safrole,0502,"Chemicals, semi-finished manufactures"
293295,(2002-) Tetrahydrocannabinols (all isomers),0502,"Chemicals, semi-finished manufactures"
293299,(1996-) Other,0502,"Chemicals, semi-finished manufactures"
293311,Phenazone (antipyrin) and its derivatives,0502,"Chemicals, semi-finished manufactures"
293319,Other,0502,"Chemicals, semi-finished manufactures"
293321,Hydantoin and its derivatives,0502,"Chemicals, semi-finished manufactures"
293329,Other,0502,"Chemicals, semi-finished manufactures"
293331,Pyridine and its salts,0502,"Chemicals, semi-finished manufactures"
293332,(1996-) Piperidine and its salts,0502,"Chemicals, semi-finished manufactures"
293333,"(2002-) Alfentanil (INN), anileridine (INN), bezitramide (INN), bromazepam (INN), difenoxin (INN), diphenoxylate (INN), dipipanone (INN), fentanyl (INN), ketobemidone (INN), methylphenidate (INN), pentazocine (INN), pethidine (INN), pethidine (INN) interm",0502,"Chemicals, semi-finished manufactures"
293339,Other,0502,"Chemicals, semi-finished manufactures"
293340,(-2001) Compounds containing a quinoline or isoquinoline r,0502,"Chemicals, semi-finished manufactures"
293341,(2002-) Levorphanol (INN) and its salts,0502,"Chemicals, semi-finished manufactures"
293349,(2002-) Other,0502,"Chemicals, semi-finished manufactures"
293351,(-2001) Compounds containing a pyrimidine ring (whether or,0502,"Chemicals, semi-finished manufactures"
293352,(2002-) Malonylurea (barbituric acid) and its salts,0502,"Chemicals, semi-finished manufactures"
293353,"(2002-) Allobarbital (INN), amobarbital (INN), barbital (INN), butalbital (INN), butobarbital, cyclobarbital (INN), methylphenobarbital (INN), pentobarbital (INN), phenobarbital (INN), secbutabarbital (INN), secobarbital (INN) and vinylbital (INN); salts ",0502,"Chemicals, semi-finished manufactures"
293354,(2002-) Other derivatives of malonylurea (barbituric acid); salts thereof,0502,"Chemicals, semi-finished manufactures"
293355,"(2002-) Loprazolam (INN), mecloqualone (INN), methaqualone (INN) and zipeprol (INN); salts thereof",0502,"Chemicals, semi-finished manufactures"
293359,Other,0502,"Chemicals, semi-finished manufactures"
293361,Melamine,0502,"Chemicals, semi-finished manufactures"
293369,Other,0502,"Chemicals, semi-finished manufactures"
293371,6-Hexanelactam (epsilon-caprolactam),0502,"Chemicals, semi-finished manufactures"
293372,(2002-) Clobazam (INN) and methyprylon (INN),0502,"Chemicals, semi-finished manufactures"
293379,Other lactams,0502,"Chemicals, semi-finished manufactures"
293390,(-2001) Other,0502,"Chemicals, semi-finished manufactures"
293391,"(2002-) Alprazolam (INN), camazepam (INN), chlordiazepoxide (INN), clonazepam (INN), clorazepate, delorazepam (INN), diazepam (INN), estazolam (INN), ethyl loflazepate (INN), fludiazepam (INN), flunitrazepam (INN), flurazepam (INN), halazepam (INN), loraz",0502,"Chemicals, semi-finished manufactures"
293399,(2002-) Other,0502,"Chemicals, semi-finished manufactures"
293410,Compounds containing an unfused thiazole ring (whether or not hydrogenated) in the structure,0502,"Chemicals, semi-finished manufactures"
293420,"Compounds containing in the structure a benzothiazole ringsystem (whether or not hydrogenated), not further fused",0502,"Chemicals, semi-finished manufactures"
293430,"Compounds containing in the structure a phenothiazine ringsystem (whether or not hydrogenated), not further fused",0502,"Chemicals, semi-finished manufactures"
293490,(-2001) Other,0502,"Chemicals, semi-finished manufactures"
293491,"(2002-) Aminorex (INN), brotizolam (INN), clotiazepam (INN), cloxazolam (INN), dextromoramide (INN), haloxazolam (INN), ketazolam (INN), mesocarb (INN), oxazolam (INN), pemoline (INN), phendimetrazine (INN), phenmetrazine (INN) and sufentanil (INN); salts",0502,"Chemicals, semi-finished manufactures"
293499,(2002-) Other,0502,"Chemicals, semi-finished manufactures"
293500,Sulphonamides.,0502,"Chemicals, semi-finished manufactures"
294000,"Sugars, chemically pure, other than sucrose, lactose, maltose, glucose and fructose; sugar ethers, sugar acetals and sugar esters, and their salts, other than products of heading 29.37, 29.38 or 29.39.",0502,"Chemicals, semi-finished manufactures"
294200,Other organic compounds.,0502,"Chemicals, semi-finished manufactures"
300670,(2002-) Gel preparations designed to be used in human or veterinary medicine as a lubricant for parts of the body for surgical operations or physical examinations or as a coupling agent between the body and medical instruments,0502,"Chemicals, semi-finished manufactures"
320110,Quebracho extract,0502,"Chemicals, semi-finished manufactures"
320120,Wattle extract,0502,"Chemicals, semi-finished manufactures"
320130,(-1995) Oak or chestnut extract,0502,"Chemicals, semi-finished manufactures"
320190,Other,0502,"Chemicals, semi-finished manufactures"
320210,Synthetic organic tanning substances,0502,"Chemicals, semi-finished manufactures"
320290,Other,0502,"Chemicals, semi-finished manufactures"
320300,"Colouring matter of vegetable or animal origin (including dyeing extracts but excluding animal black), whether or not chemically defined; preparations as specified in Note 3 to this Chapter based on colouring matter of vegetable or animal origin.",0502,"Chemicals, semi-finished manufactures"
320411,Disperse dyes and preparations based thereon,0502,"Chemicals, semi-finished manufactures"
320412,"Acid dyes, whether or not premetallised, and preparations based thereon; mordant dyes and preparations based thereon",0502,"Chemicals, semi-finished manufactures"
320413,Basic dyes and preparations based thereon,0502,"Chemicals, semi-finished manufactures"
320414,Direct dyes and preparations based thereon,0502,"Chemicals, semi-finished manufactures"
320415,Vat dyes (including those usable in that state as pigments)  and preparations based thereon,0502,"Chemicals, semi-finished manufactures"
320416,Reactive dyes and preparations based thereon,0502,"Chemicals, semi-finished manufactures"
320417,Pigments and preparations based thereon,0502,"Chemicals, semi-finished manufactures"
320419,"Other, including mixtures of colouring matter of two or more  of the subheadings 3204.11 to 3204.19",0502,"Chemicals, semi-finished manufactures"
320420,Synthetic organic products of a kind used as fluorescent rightening agents,0502,"Chemicals, semi-finished manufactures"
320490,Other,0502,"Chemicals, semi-finished manufactures"
320500,Colour lakes; preparations as specified in Note 3 to this Chapter based on colour lakes.,0502,"Chemicals, semi-finished manufactures"
320610,(-1995) Pigments and preparations based on titaniu,0502,"Chemicals, semi-finished manufactures"
320611,(1996-) Containing 80 % or more by weight of titanium dioxide  calculated on the dry matter,0502,"Chemicals, semi-finished manufactures"
320619,(1996-) Other,0502,"Chemicals, semi-finished manufactures"
320620,Pigments and preparations based on chromium compounds,0502,"Chemicals, semi-finished manufactures"
320630,(-2006) Pigments and preparations based on cadmium compounds,0502,"Chemicals, semi-finished manufactures"
320641,Ultramarine and preparations based thereon,0502,"Chemicals, semi-finished manufactures"
320642,Lithopone and other pigments and preparations based on zinc  sulphide,0502,"Chemicals, semi-finished manufactures"
320643,(-2006) Pigments and preparations based on hexacyanoferrates (ferrocyanides and ferricyanides),0502,"Chemicals, semi-finished manufactures"
320649,Other,0502,"Chemicals, semi-finished manufactures"
320650,Inorganic products of a kind used as luminophores,0502,"Chemicals, semi-finished manufactures"
330210,Of a kind used in the food or drink industries,0502,"Chemicals, semi-finished manufactures"
330290,Other,0502,"Chemicals, semi-finished manufactures"
350710,Rennet and concentrates thereof,0502,"Chemicals, semi-finished manufactures"
350790,Other,0502,"Chemicals, semi-finished manufactures"
380110,Artificial graphite,0502,"Chemicals, semi-finished manufactures"
380120,Colloidal or semicolloidal graphite,0502,"Chemicals, semi-finished manufactures"
380130,Carbonaceous pastes for electrodes and similar pastes for furnace linings,0502,"Chemicals, semi-finished manufactures"
380190,Other,0502,"Chemicals, semi-finished manufactures"
380210,Activated carbon,0502,"Chemicals, semi-finished manufactures"
380290,Other,0502,"Chemicals, semi-finished manufactures"
