HS - Combined  Product Code,HS - Combined  Product Description,MTN Categories Product Code,MTN Categories Product Description
620462,Of cotton,0203,"Textiles & clothing, finished manufactures"
620463,Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620469,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620510,(-2006) Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620520,Of cotton,0203,"Textiles & clothing, finished manufactures"
620530,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
620590,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620610,Of silk or silk waste,0203,"Textiles & clothing, finished manufactures"
620620,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620630,Of cotton,0203,"Textiles & clothing, finished manufactures"
620640,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
620690,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620711,Of cotton,0203,"Textiles & clothing, finished manufactures"
620719,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620721,Of cotton,0203,"Textiles & clothing, finished manufactures"
620722,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
620729,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620791,Of cotton,0203,"Textiles & clothing, finished manufactures"
620792,(-2006) Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
620799,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620811,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
620819,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620821,Of cotton,0203,"Textiles & clothing, finished manufactures"
620822,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
620829,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620891,Of cotton,0203,"Textiles & clothing, finished manufactures"
620892,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
620899,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620910,(-2006) Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620920,Of cotton,0203,"Textiles & clothing, finished manufactures"
620930,Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620990,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
621010,Of fabrics of heading 56.02 or 56.03,0203,"Textiles & clothing, finished manufactures"
621020,"Other garments, of the type described in subheadings 6201.11 to 6201.19",0203,"Textiles & clothing, finished manufactures"
621030,"Other garments, of the type described in subheadings 6202.11 to 6202.19",0203,"Textiles & clothing, finished manufactures"
621040,Other men's or boys' garments,0203,"Textiles & clothing, finished manufactures"
621050,Other women's or girls' garments,0203,"Textiles & clothing, finished manufactures"
621111,Men's or boys',0203,"Textiles & clothing, finished manufactures"
621112,Women's or girls',0203,"Textiles & clothing, finished manufactures"
621120,Ski suits,0203,"Textiles & clothing, finished manufactures"
621131,(-2006) Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
621132,Of cotton,0203,"Textiles & clothing, finished manufactures"
621133,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
621139,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
621141,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
621142,Of cotton,0203,"Textiles & clothing, finished manufactures"
621143,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
621149,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
621210,Brassières,0203,"Textiles & clothing, finished manufactures"
621220,Girdles and pantygirdles,0203,"Textiles & clothing, finished manufactures"
621230,Corselettes,0203,"Textiles & clothing, finished manufactures"
621290,Other,0203,"Textiles & clothing, finished manufactures"
621310,(-2006) Of silk or silk waste,0203,"Textiles & clothing, finished manufactures"
621320,Of cotton,0203,"Textiles & clothing, finished manufactures"
621390,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
621410,Of silk or silk waste,0203,"Textiles & clothing, finished manufactures"
621420,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
621430,Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
621440,Of artificial fibres,0203,"Textiles & clothing, finished manufactures"
621490,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
621510,Of silk or silk waste,0203,"Textiles & clothing, finished manufactures"
621520,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
621590,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
621600,"Gloves, mittens and mitts.",0203,"Textiles & clothing, finished manufactures"
621710,Accessories,0203,"Textiles & clothing, finished manufactures"
621790,Parts,0203,"Textiles & clothing, finished manufactures"
630110,Electric blankets,0203,"Textiles & clothing, finished manufactures"
630120,"Blankets (other than electric blankets) and travelling  rugs, of wool or of fine animal hair",0203,"Textiles & clothing, finished manufactures"
630130,"Blankets (other than electric blankets) and travelling rugs, of cotton",0203,"Textiles & clothing, finished manufactures"
630140,"Blankets (other than electric blankets) and travelling rugs, of synthetic fibres",0203,"Textiles & clothing, finished manufactures"
630190,Other blankets and travelling rugs,0203,"Textiles & clothing, finished manufactures"
630210,"Bed linen, knitted or crocheted",0203,"Textiles & clothing, finished manufactures"
630221,Of cotton,0203,"Textiles & clothing, finished manufactures"
630222,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
630229,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630231,Of cotton,0203,"Textiles & clothing, finished manufactures"
630232,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
630239,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630240,"Table linen, knitted or crocheted",0203,"Textiles & clothing, finished manufactures"
630251,Of cotton,0203,"Textiles & clothing, finished manufactures"
630252,(-2006) Of flax,0203,"Textiles & clothing, finished manufactures"
630253,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
630259,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630260,"Toilet linen and kitchen linen, of terry towelling or similar terry fabrics, of cotton",0203,"Textiles & clothing, finished manufactures"
630291,Of cotton,0203,"Textiles & clothing, finished manufactures"
630292,(-2006) Of flax,0203,"Textiles & clothing, finished manufactures"
630293,Of manmade fibres,0203,"Textiles & clothing, finished manufactures"
630299,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630311,(-2006) Of cotton,0203,"Textiles & clothing, finished manufactures"
630312,Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
630319,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630391,Of cotton,0203,"Textiles & clothing, finished manufactures"
630392,Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
630399,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630411,Knitted or crocheted,0203,"Textiles & clothing, finished manufactures"
630419,Other,0203,"Textiles & clothing, finished manufactures"
630491,Knitted or crocheted,0203,"Textiles & clothing, finished manufactures"
630492,"Not knitted or crocheted, of cotton",0203,"Textiles & clothing, finished manufactures"
630493,"Not knitted or crocheted, of synthetic fibres",0203,"Textiles & clothing, finished manufactures"
630499,"Not knitted or crocheted, of other textile materials",0203,"Textiles & clothing, finished manufactures"
630510,Of jute or of other textile bast fibres of heading 53.03,0203,"Textiles & clothing, finished manufactures"
630520,Of cotton,0203,"Textiles & clothing, finished manufactures"
630531,"(-1995) Sacks and bags, used for packing goods, of",0203,"Textiles & clothing, finished manufactures"
630532,(1996-) Flexible intermediate bulk containers,0203,"Textiles & clothing, finished manufactures"
630533,"(1996-) Other, of polyethylene or polypropylene strip or the like",0203,"Textiles & clothing, finished manufactures"
630539,Other,0203,"Textiles & clothing, finished manufactures"
630590,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630611,(-2006) Of cotton,0203,"Textiles & clothing, finished manufactures"
630612,Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
630619,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630621,(-2006) Of cotton,0203,"Textiles & clothing, finished manufactures"
630622,Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
630629,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630631,(-2006) Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
630639,(-2006) Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630641,(-2006) Of cotton,0203,"Textiles & clothing, finished manufactures"
630649,(-2006) Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630691,Of cotton,0203,"Textiles & clothing, finished manufactures"
630699,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
630710,"Floorcloths, dishcloths, dusters and similar cleaning cloths",0203,"Textiles & clothing, finished manufactures"
630720,Lifejackets and lifebelts,0203,"Textiles & clothing, finished manufactures"
630790,Other,0203,"Textiles & clothing, finished manufactures"
630800,"Sets consisting of woven fabric and yarn, whether or not with accessories, for making up into rugs, tapestries, embroidered table cloths or serviettes, or similar textile articles, put up in packings for retail sale.",0203,"Textiles & clothing, finished manufactures"
640520,-  With uppers of textile materials,0203,"Textiles & clothing, finished manufactures"
640610,"Uppers and parts thereof, other than stiffeners",0203,"Textiles & clothing, finished manufactures"
640699,Of other materials,0203,"Textiles & clothing, finished manufactures"
650100,"Hatforms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt.",0203,"Textiles & clothing, finished manufactures"
650200,"Hatshapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, nor lined, nor trimmed.",0203,"Textiles & clothing, finished manufactures"
650300,"(-2006) Felt hats and other felt headgear, made from the hat bodies, hoods or plateaux of heading 65.01, whether or not lined or trimmed.",0203,"Textiles & clothing, finished manufactures"
650400,"Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed.",0203,"Textiles & clothing, finished manufactures"
650510,Hairnets,0203,"Textiles & clothing, finished manufactures"
650590,Other,0203,"Textiles & clothing, finished manufactures"
660110,Garden or similar umbrellas,0203,"Textiles & clothing, finished manufactures"
660191,Having a telescopic shaft,0203,"Textiles & clothing, finished manufactures"
660199,Other,0203,"Textiles & clothing, finished manufactures"
701910,"(-1995) Slivers, rovings, yarn and chopped strands",0203,"Textiles & clothing, finished manufactures"
701911,"(1996-) Chopped strands, of a length of not more than 50 mm",0203,"Textiles & clothing, finished manufactures"
701912,(1996-) Rovings,0203,"Textiles & clothing, finished manufactures"
701919,(1996-) Other,0203,"Textiles & clothing, finished manufactures"
701920,"(-1995) Woven fabrics, including narrow fabrics of",0203,"Textiles & clothing, finished manufactures"
701940,(1996-) Woven fabrics of rovings,0203,"Textiles & clothing, finished manufactures"
701951,(1996-) Of a width not exceeding 30 cm,0203,"Textiles & clothing, finished manufactures"
701952,"(1996-) Of a width exceeding 30 cm, plain weave, weighing less than 250 g/m², of filaments measuring per single yarn not more than 136 tex",0203,"Textiles & clothing, finished manufactures"
701959,(1996-) Other,0203,"Textiles & clothing, finished manufactures"
870821,Safety seat belts,0203,"Textiles & clothing, finished manufactures"
880400,Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto.,0203,"Textiles & clothing, finished manufactures"
911390,Other,0203,"Textiles & clothing, finished manufactures"
940490,Other,0203,"Textiles & clothing, finished manufactures"
950291,"(-2006) Garments and accessories therefor, footwear and headgear",0203,"Textiles & clothing, finished manufactures"
961210,Ribbons,0203,"Textiles & clothing, finished manufactures"
400110,"Natural rubber latex, whether or not prevulcanised",0301,"Leather, rubber, footwear, raw materials"
400121,Smoked sheets,0301,"Leather, rubber, footwear, raw materials"
400122,Technically specified natural rubber (TSNR),0301,"Leather, rubber, footwear, raw materials"
400129,Other,0301,"Leather, rubber, footwear, raw materials"
400130,"Balata, gutta-percha, guayule, chicle and similar natural gums",0301,"Leather, rubber, footwear, raw materials"
400211,Latex,0301,"Leather, rubber, footwear, raw materials"
400219,Other,0301,"Leather, rubber, footwear, raw materials"
400220,Butadiene rubber (BR),0301,"Leather, rubber, footwear, raw materials"
400231,Isobutene-isoprene (butyl) rubber (IIR),0301,"Leather, rubber, footwear, raw materials"
400239,Other,0301,"Leather, rubber, footwear, raw materials"
400241,Latex,0301,"Leather, rubber, footwear, raw materials"
400249,Other,0301,"Leather, rubber, footwear, raw materials"
400251,Latex,0301,"Leather, rubber, footwear, raw materials"
400259,Other,0301,"Leather, rubber, footwear, raw materials"
400260,Isoprene rubber (IR),0301,"Leather, rubber, footwear, raw materials"
400270,Ethylenepropylenenonconjugated diene rubber (EPDM),0301,"Leather, rubber, footwear, raw materials"
400280,Mixtures of any product of heading 40.01 with any product of this heading,0301,"Leather, rubber, footwear, raw materials"
400291,Latex,0301,"Leather, rubber, footwear, raw materials"
400299,Other,0301,"Leather, rubber, footwear, raw materials"
400300,"Reclaimed rubber in primary forms or in plates, sheets or strip.",0301,"Leather, rubber, footwear, raw materials"
400400,"Waste, parings and scrap of rubber (other than hard rubber) and powders and granules obtained therefrom.",0301,"Leather, rubber, footwear, raw materials"
411000,(-2001) Parings and other waste of leather or of compositi,0301,"Leather, rubber, footwear, raw materials"
411520,"(2002-) Parings and other waste of leather or of composition leather, not suitable for the manufacture of leather articles; leather dust, powder and flour",0301,"Leather, rubber, footwear, raw materials"
400510,Compounded with carbon black or silica,0302,"Leather, rubber, footwear, semi-finished manufactu"
400520,Solutions; dispersions other than those of subheading 4005.10,0302,"Leather, rubber, footwear, semi-finished manufactu"
400591,"Plates, sheets and strip",0302,"Leather, rubber, footwear, semi-finished manufactu"
400599,Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
400610,Camelback strips for retreading rubber tyres,0302,"Leather, rubber, footwear, semi-finished manufactu"
400690,Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
400700,Vulcanised rubber thread and cord.,0302,"Leather, rubber, footwear, semi-finished manufactu"
400811,"Plates, sheets and strip",0302,"Leather, rubber, footwear, semi-finished manufactu"
400819,Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
400821,"Plates, sheets and strip",0302,"Leather, rubber, footwear, semi-finished manufactu"
400829,Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
400910,(-2001) Not reinforced or otherwise combined with other ma,0302,"Leather, rubber, footwear, semi-finished manufactu"
400911,(2002-) Without fittings,0302,"Leather, rubber, footwear, semi-finished manufactu"
400912,(2002-) With fittings,0302,"Leather, rubber, footwear, semi-finished manufactu"
400920,"(-2001) Reinforced or otherwise combined only with metal, ",0302,"Leather, rubber, footwear, semi-finished manufactu"
400921,(2002-) Without fittings,0302,"Leather, rubber, footwear, semi-finished manufactu"
400922,(2002-) With fittings,0302,"Leather, rubber, footwear, semi-finished manufactu"
400930,(-2001) Reinforced or otherwise combined only with textile,0302,"Leather, rubber, footwear, semi-finished manufactu"
400931,(2002-) Without fittings,0302,"Leather, rubber, footwear, semi-finished manufactu"
400932,(2002-) With fittings,0302,"Leather, rubber, footwear, semi-finished manufactu"
400940,(-2001) Reinforced or otherwise combined with other materi,0302,"Leather, rubber, footwear, semi-finished manufactu"
400941,(2002-) Without fittings,0302,"Leather, rubber, footwear, semi-finished manufactu"
400942,(2002-) With fittings,0302,"Leather, rubber, footwear, semi-finished manufactu"
400950,(-2001) With fittings,0302,"Leather, rubber, footwear, semi-finished manufactu"
410410,"(-2001) Whole bovine skin leather, of a unit surface area ",0302,"Leather, rubber, footwear, semi-finished manufactu"
410411,"(2002-) Full grains, unsplit; grain splits",0302,"Leather, rubber, footwear, semi-finished manufactu"
410419,(2002-) Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
410421,"(-2001) Other bovine leather and equine leather, tanned or",0302,"Leather, rubber, footwear, semi-finished manufactu"
410422,"(-2001) Other bovine leather and equine leather, tanned or",0302,"Leather, rubber, footwear, semi-finished manufactu"
410429,"(-2001) Other bovine leather and equine leather, tanned or",0302,"Leather, rubber, footwear, semi-finished manufactu"
410431,"(-2001) Other bovine leather and equine leather, parchment",0302,"Leather, rubber, footwear, semi-finished manufactu"
410439,"(-2001) Other bovine leather and equine leather, parchment",0302,"Leather, rubber, footwear, semi-finished manufactu"
410441,"(2002-) Full grains, unsplit; grain splits",0302,"Leather, rubber, footwear, semi-finished manufactu"
410449,(2002-) Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
410510,(2002-) In the wet state (including wetblue),0302,"Leather, rubber, footwear, semi-finished manufactu"
410511,"(-2001) Tanned or retanned but not further prepared, wheth",0302,"Leather, rubber, footwear, semi-finished manufactu"
410512,"(-2001) Tanned or retanned but not further prepared, wheth",0302,"Leather, rubber, footwear, semi-finished manufactu"
410519,"(-2001) Tanned or retanned but not further prepared, wheth",0302,"Leather, rubber, footwear, semi-finished manufactu"
410520,(-2001) Parchment-dressed or prepared after tanning,0302,"Leather, rubber, footwear, semi-finished manufactu"
410530,(2002-) In the dry state (crust),0302,"Leather, rubber, footwear, semi-finished manufactu"
410611,"(-2001) Tanned or retanned but not further prepared, wheth",0302,"Leather, rubber, footwear, semi-finished manufactu"
410612,"(-2001) Tanned or retanned but not further prepared, wheth",0302,"Leather, rubber, footwear, semi-finished manufactu"
410619,"(-2001) Tanned or retanned but not further prepared, wheth",0302,"Leather, rubber, footwear, semi-finished manufactu"
410620,(-2001) Parchment-dressed or prepared after tanning,0302,"Leather, rubber, footwear, semi-finished manufactu"
410621,(2002-) In the wet state (including wetblue),0302,"Leather, rubber, footwear, semi-finished manufactu"
410622,(2002-) In the dry state (crust),0302,"Leather, rubber, footwear, semi-finished manufactu"
410631,(2002-) In the wet state (including wetblue),0302,"Leather, rubber, footwear, semi-finished manufactu"
410632,(2002-) In the dry state (crust),0302,"Leather, rubber, footwear, semi-finished manufactu"
410640,(2002-) Of reptiles,0302,"Leather, rubber, footwear, semi-finished manufactu"
410691,(2002-) In the wet state (including wetblue),0302,"Leather, rubber, footwear, semi-finished manufactu"
410692,(2002-) In the dry state (crust),0302,"Leather, rubber, footwear, semi-finished manufactu"
410710,(-2001) Of swine,0302,"Leather, rubber, footwear, semi-finished manufactu"
410711,"(2002-) Full grains, unsplit",0302,"Leather, rubber, footwear, semi-finished manufactu"
410712,(2002-) Grain splits,0302,"Leather, rubber, footwear, semi-finished manufactu"
410719,(2002-) Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
410721,(-2001) Of reptiles :-- Vegetable pre-tanned,0302,"Leather, rubber, footwear, semi-finished manufactu"
410729,(-2001) Of reptiles :-- Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
410790,(-2001) Of other animals,0302,"Leather, rubber, footwear, semi-finished manufactu"
410791,"(2002-) Full grains, unsplit",0302,"Leather, rubber, footwear, semi-finished manufactu"
410792,(2002-) Grain splits,0302,"Leather, rubber, footwear, semi-finished manufactu"
410799,(2002-) Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
410800,(-2001) Chamois (including combination chamois) leather.,0302,"Leather, rubber, footwear, semi-finished manufactu"
410900,(-2001) Patent leather and patent laminated leather; metal,0302,"Leather, rubber, footwear, semi-finished manufactu"
411100,(-2001) Composition leather with a basis of leather or lea,0302,"Leather, rubber, footwear, semi-finished manufactu"
411200,"(2002-) Leather further prepared after tanning or crusting, including parchmentdressed leather, of sheep or lamb, without wool on, whether or not split, other than leather of heading 41.14.",0302,"Leather, rubber, footwear, semi-finished manufactu"
411310,(2002-) Of goats or kids,0302,"Leather, rubber, footwear, semi-finished manufactu"
411320,(2002-) Of swine,0302,"Leather, rubber, footwear, semi-finished manufactu"
411330,(2002-) Of reptiles,0302,"Leather, rubber, footwear, semi-finished manufactu"
411390,(2002-) Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
411410,(2002-) Chamois (including combination chamois) leather,0302,"Leather, rubber, footwear, semi-finished manufactu"
411420,(2002-) Patent leather and patent laminated leather; metallised  leather,0302,"Leather, rubber, footwear, semi-finished manufactu"
411510,"(2002-) Composition leather with a basis of leather or leather fibre, in slabs, sheets or strip, whether or not in rolls",0302,"Leather, rubber, footwear, semi-finished manufactu"
430211,Of mink,0302,"Leather, rubber, footwear, semi-finished manufactu"
430212,"(-2001) Whole skins, with or without head, tail or paws, n",0302,"Leather, rubber, footwear, semi-finished manufactu"
430213,"(-2006) Of lamb, the following : Astrakhan, Broadtail, Caracul, Persian and similar lamb, Indian, Chinese, Mongolian or Tibetan lamb",0302,"Leather, rubber, footwear, semi-finished manufactu"
430219,Other,0302,"Leather, rubber, footwear, semi-finished manufactu"
430220,"Heads, tails, paws and other pieces or cuttings, not assembled",0302,"Leather, rubber, footwear, semi-finished manufactu"
430230,"Whole skins and pieces or cuttings thereof, assembled",0302,"Leather, rubber, footwear, semi-finished manufactu"
401010,"(-1995) Conveyor... belting, of vulcanized rubber ",0303,"Leather, rubber, footwear, finished manufactures"
401011,(1996-) Reinforced only with metal,0303,"Leather, rubber, footwear, finished manufactures"
401012,(1996-) Reinforced only with textile materials,0303,"Leather, rubber, footwear, finished manufactures"
401013,(1996-2006) Reinforced only with plastics,0303,"Leather, rubber, footwear, finished manufactures"
401019,(1996-) Other,0303,"Leather, rubber, footwear, finished manufactures"
401021,(1996-2001) Transmission belts or belting :-- Endless,0303,"Leather, rubber, footwear, finished manufactures"
401022,(1996-2001) Transmission belts or belting :-- Endless,0303,"Leather, rubber, footwear, finished manufactures"
401023,(1996-2001) Transmission belts or belting :-- Endless,0303,"Leather, rubber, footwear, finished manufactures"
401024,(1996-2001) Transmission belts or belting :-- Endless,0303,"Leather, rubber, footwear, finished manufactures"
401029,(1996-2001) Transmission belts or belting :-- Other,0303,"Leather, rubber, footwear, finished manufactures"
401031,"(2002-) Endless transmission belts of trapezoidal crosssection     (V belts), Vribbed, of an outside circumference exceeding 60  cm but not exceeding 180 cm",0303,"Leather, rubber, footwear, finished manufactures"
401032,"(2002-) Endless transmission belts of trapezoidal crosssection     (Vbelts), other than Vribbed, of an outside circumference exceeding 60 cm but not exceeding 180 cm",0303,"Leather, rubber, footwear, finished manufactures"
401033,"(2002-) Endless transmission belts of trapezoidal crosssection     (V belts), Vribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm",0303,"Leather, rubber, footwear, finished manufactures"
401034,"(2002-) Endless transmission belts of trapezoidal crosssection     (V belts), other than Vribbed, of an outside circumference exceeding 180 cm but not exceeding 240 cm",0303,"Leather, rubber, footwear, finished manufactures"
401035,"(2002-) Endless synchronous belts, of an outside circumference exceeding 60 cm but not exceeding 150 cm",0303,"Leather, rubber, footwear, finished manufactures"
401036,"(2002-) Endless synchronous belts, of an outside circumference exceeding 150 cm but not exceeding 198 cm",0303,"Leather, rubber, footwear, finished manufactures"
401039,(2002-) Other,0303,"Leather, rubber, footwear, finished manufactures"
401091,"(-1995) Conveyor... belting, of vulcanized rubber ",0303,"Leather, rubber, footwear, finished manufactures"
401099,"(-1995) Conveyor... belting, of vulcanized rubber ",0303,"Leather, rubber, footwear, finished manufactures"
401110,Of a kind used on motor cars (including station wagons and racing cars),0303,"Leather, rubber, footwear, finished manufactures"
401120,Of a kind used on buses or lorries,0303,"Leather, rubber, footwear, finished manufactures"
401130,Of a kind used on aircraft,0303,"Leather, rubber, footwear, finished manufactures"
401140,Of a kind used on motorcycles,0303,"Leather, rubber, footwear, finished manufactures"
401150,Of a kind used on bicycles,0303,"Leather, rubber, footwear, finished manufactures"
401161,(2002-) Of a kind used on agricultural or forestry vehicles and machines,0303,"Leather, rubber, footwear, finished manufactures"
401162,(2002-) Of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61cm,0303,"Leather, rubber, footwear, finished manufactures"
401163,(2002-) Of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61 cm,0303,"Leather, rubber, footwear, finished manufactures"
401169,(2002-) Other,0303,"Leather, rubber, footwear, finished manufactures"
401191,(-2001) Other :-- Having a herring-bone or similar tread,0303,"Leather, rubber, footwear, finished manufactures"
401192,(2002-) Of a kind used on agricultural or forestry vehicles and machines,0303,"Leather, rubber, footwear, finished manufactures"
401193,(2002-) Of a kind used on construction or industrial handling vehicles and machines and having a rim size not exceeding 61 cm,0303,"Leather, rubber, footwear, finished manufactures"
401194,(2002-) Of a kind used on construction or industrial handling vehicles and machines and having a rim size exceeding 61cm,0303,"Leather, rubber, footwear, finished manufactures"
401199,Other,0303,"Leather, rubber, footwear, finished manufactures"
401210,(-2001) Retreaded tyres,0303,"Leather, rubber, footwear, finished manufactures"
401211,(2002-) Of a kind used on motor cars (including station wagons and  racing cars),0303,"Leather, rubber, footwear, finished manufactures"
401212,(2002-) Of a kind used on buses or lorries,0303,"Leather, rubber, footwear, finished manufactures"
401213,(2002-) Of a kind used on aircraft,0303,"Leather, rubber, footwear, finished manufactures"
401219,(2002-) Other,0303,"Leather, rubber, footwear, finished manufactures"
401220,Used pneumatic tyres,0303,"Leather, rubber, footwear, finished manufactures"
401290,Other,0303,"Leather, rubber, footwear, finished manufactures"
401310,"Of a kind used on motor cars (including station wagons and racing cars), buses or lorries",0303,"Leather, rubber, footwear, finished manufactures"
401320,Of a kind used on bicycles,0303,"Leather, rubber, footwear, finished manufactures"
401390,Other,0303,"Leather, rubber, footwear, finished manufactures"
401410,Sheath contraceptives,0303,"Leather, rubber, footwear, finished manufactures"
401490,Other,0303,"Leather, rubber, footwear, finished manufactures"
401511,Surgical,0303,"Leather, rubber, footwear, finished manufactures"
401519,Other,0303,"Leather, rubber, footwear, finished manufactures"
401590,Other,0303,"Leather, rubber, footwear, finished manufactures"
401610,Of cellular rubber,0303,"Leather, rubber, footwear, finished manufactures"
401691,Floor coverings and mats,0303,"Leather, rubber, footwear, finished manufactures"
401692,Erasers,0303,"Leather, rubber, footwear, finished manufactures"
401693,"Gaskets, washers and other seals",0303,"Leather, rubber, footwear, finished manufactures"
401694,"Boat or dock fenders, whether or not inflatable",0303,"Leather, rubber, footwear, finished manufactures"
401695,Other inflatable articles,0303,"Leather, rubber, footwear, finished manufactures"
401699,Other,0303,"Leather, rubber, footwear, finished manufactures"
401700,"Hard rubber (for example, ebonite) in all forms, including waste and scrap; articles of hard rubber.",0303,"Leather, rubber, footwear, finished manufactures"
420100,"Saddlery and harness for any animal (including traces, leads, knee pads, muzzles, saddle cloths, saddle bags, dog coats and the like), of any material.",0303,"Leather, rubber, footwear, finished manufactures"
420211,"With outer surface of leather, of composition leather or of patent leather",0303,"Leather, rubber, footwear, finished manufactures"
420219,Other,0303,"Leather, rubber, footwear, finished manufactures"
420221,"With outer surface of leather, of composition leather or of patent leather",0303,"Leather, rubber, footwear, finished manufactures"
420229,Other,0303,"Leather, rubber, footwear, finished manufactures"
420231,"With outer surface of leather, of composition leather or of patent leather",0303,"Leather, rubber, footwear, finished manufactures"
420239,Other,0303,"Leather, rubber, footwear, finished manufactures"
420291,"With outer surface of leather, of composition leather or of patent leather",0303,"Leather, rubber, footwear, finished manufactures"
420299,Other,0303,"Leather, rubber, footwear, finished manufactures"
420310,Articles of apparel,0303,"Leather, rubber, footwear, finished manufactures"
420321,Specially designed for use in sports,0303,"Leather, rubber, footwear, finished manufactures"
420329,Other,0303,"Leather, rubber, footwear, finished manufactures"
420330,Belts and bandoliers,0303,"Leather, rubber, footwear, finished manufactures"
420340,Other clothing accessories,0303,"Leather, rubber, footwear, finished manufactures"
420400,"(-2006) Articles of leather or of composition leather, of a kind used in machinery or mechanical appliances or for other technical uses.",0303,"Leather, rubber, footwear, finished manufactures"
420500,Other articles of leather or of composition leather.,0303,"Leather, rubber, footwear, finished manufactures"
430310,Articles of apparel and clothing accessories,0303,"Leather, rubber, footwear, finished manufactures"
430390,Other,0303,"Leather, rubber, footwear, finished manufactures"
430400,Artificial fur and articles thereof.,0303,"Leather, rubber, footwear, finished manufactures"
640110,Footwear incorporating a protective metal toecap,0303,"Leather, rubber, footwear, finished manufactures"
640191,(-2006) Covering the knee,0303,"Leather, rubber, footwear, finished manufactures"
640192,Covering the ankle but not covering the knee,0303,"Leather, rubber, footwear, finished manufactures"
640199,Other,0303,"Leather, rubber, footwear, finished manufactures"
640211,(-1995) Ski-boots and cross-country ski footwear o,0303,"Leather, rubber, footwear, finished manufactures"
