HS 2007 Product Code,HS 2007 Product Description,CPC Product Code,CPC Product Description
030222,"Plaice (Pleuronectes platessa), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030223,"Sole (Solea spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030229,"Flat fish (excl. of 0302.21-0302.23) [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030231,"Albacore/longfinned tunas (Thunnus alalunga), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030232,"Yellowfin tunas (Thunnus albacares), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030233,"Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030234,"Bigeye tunas (Thunnus obesus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030235,"Bluefin tunas (Thunnus thynnus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030236,"Southern bluefin tunas (Thunnus maccoyii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030239,"Tunas, skipjack & bonito (excl. of 0302.31-0302.36), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030240,"Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030250,"Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030261,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers/roes)",0412,"Fish, fresh or chilled"
030262,"Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030263,"Coalfish (Pollachius virens), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030264,"Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030265,"Dogfish & other sharks, fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030266,"Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030267,"Swordfish (Xiphias gladius), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030268,"Toothfish (Dissostichus spp.),fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",0412,"Fish, fresh or chilled"
030269,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",0412,"Fish, fresh or chilled"
030270,"Fish livers & roes, fresh/chilled",2121,"Fish fillets, other fish meat and fish livers and roes, fresh or chilled"
030311,"Sockeye salmon (red salmon) (Oncorhynchus nerka), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030319,"Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), frozen (excl. of 0303.11; excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030321,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030322,"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030329,"Salmonidae (excl. of 0303.21 & 0303.22), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030332,"Plaice (Pleuronectes platessa), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030333,"Sole (Solea spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030339,"Flat fish (excl. of 0303.31-0303.33) [see list of conventions for species incld.], frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030341,"Albacore/longfinned tunas (Thunnus alalunga), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030342,"Yellowfin tunas (Thunnus albacares), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030343,"Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030344,"Bigeye tunas (Thunnus obesus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030345,"Bluefin tunas (Thunnus thynnus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030346,"Southern bluefin tunas (Thunnus maccoyii), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030349,"Tunas (excl. of 0303.41-0303.46), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030351,"Herrings (Clupea harengus, Clupea pallasii), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030352,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030361,"Swordfish (Xiphias gladius), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030362,"Toothfish (Dissostichus spp.),frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030371,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030372,"Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030373,"Coalfish (Pollachius virens), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030374,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030375,"Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030376,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030377,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030378,"Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030379,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030380,"Fish livers & roes, frozen",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030411,"Swordfish (Xiphias gladius),fresh/chilled",2121,"Fish fillets, other fish meat and fish livers and roes, fresh or chilled"
030412,"Toothfish (Dissostichus spp.),fresh/chilled ",2121,"Fish fillets, other fish meat and fish livers and roes, fresh or chilled"
030419,"Fish fillets&other fish meat (excl. of 0304.11-0304.12, whether/not minced), fresh/chilled",2121,"Fish fillets, other fish meat and fish livers and roes, fresh or chilled"
030421,"Swordfish (Xiphias gladius),frozen fillets",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030422,"Toothfish (Dissostichus spp.), frozen fillets",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030491,"Swordfish (Xiphias gladius),n.e.s.",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030492,"Toothfish (Dissostichus spp.),n.e.s.",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030499,"Fish fillets&other fish meat (excl. of 0304.11-0304.29, whether/not minced),n.e.s.",2122,"Fish, fish fillets, other fish meat and fish livers and roes, frozen"
030510,"Flours, meals & pellets of fish, fit for human consumption",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030520,"Livers & roes of fish, dried/smoked/salted/in brine",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030530,"Fish fillets, dried/salted/in brine but not smoked",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030541,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], smoked, incl. fillets",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030542,"Herrings (Clupea harengus/pallasii), smoked, incl. fillets",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030549,"Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030551,"Cod (Gadus morhua/ogac/macrocephalus), dried, whether/not salted but not smoked",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030559,"Dried fish other than cod (Gadus morhua/ogac/macrocephalus), whether/not salted but not smoked",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030561,"Herrings (Clupea harengus/pallasii), salted (but not dried/smoked)/in brine",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030562,"Cod (Gadus morhua/ogac/macrocephalus), salted (but not dried/smoked)/in brine",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030563,"Anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030569,"Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac/macrocephalus) & anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine",2123,"Fish, dried, salted or in brine; smoked fish; edible fish meal"
030611,"Rock lobster & other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), whether/not in shell, frozen",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
030612,"Lobsters (Homarus spp.), whether/not in shell, frozen",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
030613,"Shrimps & prawns, whether/not in shell, frozen",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
030614,"Crabs, whether/not in shell, frozen",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
030619,"Frozen crustaceans (excl. of 0306.11-0306.14); frozen flours/meals/pellets of crustaceans, fit for human consumption",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
030621,"Rock lobster & other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), whether/not in shell, other than frozen",0421,"Crustaceans, not frozen"
030622,"Lobsters (Homarus spp.), whether/not in shell, other than frozen",0421,"Crustaceans, not frozen"
030623,"Shrimps & prawns, whether/not in shell, other than frozen",0421,"Crustaceans, not frozen"
030624,"Crabs, whether/not in shell, other than frozen",0421,"Crustaceans, not frozen"
030629,"Crustaceans, other than frozen (excl. of 0306.21-0306.24); flours/meals/pellets of crustaceans, fit for human consumption, other than frozen",0421,"Crustaceans, not frozen"
030710,"Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine",0422,Oysters
030721,"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), live/fresh/chilled",0423,"Other aquatic invertebrates, live, fresh or chilled"
030729,"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), other than live/fresh/chilled",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
030731,"Mussels (Mytilus spp., Perna spp.), live/fresh/chilled",0423,"Other aquatic invertebrates, live, fresh or chilled"
030739,"Mussels (Mytilus spp., Perna spp.), other than live/fresh/chilled",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
030741,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), live/fresh/chilled",0423,"Other aquatic invertebrates, live, fresh or chilled"
030749,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), other than live/fresh/chilled",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
030751,"Octopus (Octopus spp.), live/fresh/chilled",0423,"Other aquatic invertebrates, live, fresh or chilled"
030759,"Octopus (Octopus spp.), other than live/fresh/chilled",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
030760,Snails (excl. sea snails),0294,"Snails, live, fresh, chilled, frozen, dried, salted or in brine, except sea"
030791,"Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled",0423,"Other aquatic invertebrates, live, fresh or chilled"
030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption",2125,"Crustaceans, frozen; molluscs and other aquatic invertebrates, frozen,"
040110,"Milk & cream, not concentrated/sweetened, fat content by weight not >1%",2211,Processed liquid milk
040120,"Milk & cream, not concentrated/sweetened, fat content by weight >1% but not >6%",2211,Processed liquid milk
040130,"Milk & cream, not concentrated/sweetened, fat content by weight >6%",2212,Cream
040210,"Milk in powder/granules/other solid form, fat content by weight not >1.5%",2291,Milk and cream in solid forms
040221,"Milk in powder/granules/other solid form, unsweetened, fat content by weight >1.5%",2291,Milk and cream in solid forms
040229,"Milk in powder/granules/other solid form, sweetened, fat content by weight >1.5%",2291,Milk and cream in solid forms
040291,"Milk & cream, concentrated (excl. in powder), unsweetened",2292,"Milk and cream, concentrated or containing added sugar or other sweetening matter, other than in"
040299,"Milk & cream, concentrated (excl. in powder), sweetened",2292,"Milk and cream, concentrated or containing added sugar or other sweetening matter, other than in"
040310,Yogurt,2293,Yoghurt and other fermented or acidified milk and cream
040390,"Buttermilk/curdled milk & cream/kephir & other fermented/acidified milk & cream, whether/not concentrated/sweetened/flavoured/containing fruit/nuts/cocoa",2293,Yoghurt and other fermented or acidified milk and cream
040410,"Whey & modified whey, whether/not concentrated/sweetened",2299,Dairy products n.e.c.
040490,"Milk products of natural milk constituents, whether/not sweetened, n.e.s.",2299,Dairy products n.e.c.
040510,Butter,2294,Butter and other fats and oils derived from milk
040520,Dairy spreads,2294,Butter and other fats and oils derived from milk
040590,"Fats & oils derived from milk, other than butter & dairy spreads",2294,Butter and other fats and oils derived from milk
040610,"Fresh (unripened/uncured) cheese, incl. whey cheese, & curd",2295,Cheese and curd
040620,"Grated/powdered cheese, of all kinds",2295,Cheese and curd
040630,"Processed cheese, not grated/powdered",2295,Cheese and curd
040640,Blue-veined cheese,2295,Cheese and curd
040690,Cheese (excl. of 0406.10-0406.40),2295,Cheese and curd
040700,"Birds' eggs, in shell, fresh/preserved/cooked",0292,"Eggs, in shell, fresh, preserved or cooked"
040811,"Egg yolks, dried, whether/not containing added sugar/other sweetening matter",23993,"Eggs, not in shell, and egg yolks, fresh or preserved; egg albumin"
040819,"Egg yolks (excl. dried), whether/not containing added sugar/other sweetening matter",23993,"Eggs, not in shell, and egg yolks, fresh or preserved; egg albumin"
040891,"Birds' eggs, not in shell (excl. yolks), dried, whether/not containing added sugar/other sweetening matter",23993,"Eggs, not in shell, and egg yolks, fresh or preserved; egg albumin"
040899,"Birds' eggs, not in shell (excl. yolks), other than dried, whether/not containing added sugar/other sweetening matter",23993,"Eggs, not in shell, and egg yolks, fresh or preserved; egg albumin"
040900,Natural honey,0293,Natural honey
041000,"Edible products of animal origin, n.e.s.",0295,Edible products of animal origin n.e.c.
050100,"Human hair, unworked, whether/not washed/scoured; waste of human hair",38971,"Human hair, unworked, whether or not washed or scoured; waste of human hair"
050210,Pigs'/hogs'/boars' bristles & hair & waste thereof,3911,"Raw offal, inedible (including pigs' bristles, animal guts, bird skins,"
050290,Badger hair & other brush making hair; waste of such bristles/hair,3911,"Raw offal, inedible (including pigs' bristles, animal guts, bird skins,"
