HS 1996 Product Code,HS 1996 Product Description,MTN Categories Product Code,MTN Categories Product Description
580219,"Terry towelling and similar woven terry fabrics, of cotton :-- Other",0202,"Textiles & clothing, semi-finished manufactures"
580220,"Terry towelling and similar woven terry fabrics, of other textile materials",0202,"Textiles & clothing, semi-finished manufactures"
580230,Tufted textile fabrics,0202,"Textiles & clothing, semi-finished manufactures"
580310,Of cotton,0202,"Textiles & clothing, semi-finished manufactures"
580390,Of other textile materials,0202,"Textiles & clothing, semi-finished manufactures"
580900,"Woven fabrics of metal thread and woven fabrics of metallised yarn of heading No. 56.05, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included.",0202,"Textiles & clothing, semi-finished manufactures"
590110,"Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like",0202,"Textiles & clothing, semi-finished manufactures"
590190,Other,0202,"Textiles & clothing, semi-finished manufactures"
590210,Of nylon or other polyamides,0202,"Textiles & clothing, semi-finished manufactures"
590220,Of polyesters,0202,"Textiles & clothing, semi-finished manufactures"
590290,Other,0202,"Textiles & clothing, semi-finished manufactures"
590310,With polyvinyl chloride,0202,"Textiles & clothing, semi-finished manufactures"
590320,With polyurethane,0202,"Textiles & clothing, semi-finished manufactures"
590390,Other,0202,"Textiles & clothing, semi-finished manufactures"
590610,Adhesive tape of a width not exceeding 20 cm,0202,"Textiles & clothing, semi-finished manufactures"
590691,Other :-- Knitted or crocheted,0202,"Textiles & clothing, semi-finished manufactures"
590699,Other,0202,"Textiles & clothing, semi-finished manufactures"
600110,Long pile fabrics,0202,"Textiles & clothing, semi-finished manufactures"
600121,Looped pile fabrics :-- Of cotton,0202,"Textiles & clothing, semi-finished manufactures"
600122,Looped pile fabrics :-- Of man-made fibres,0202,"Textiles & clothing, semi-finished manufactures"
600129,Looped pile fabrics :-- Of other textile materials,0202,"Textiles & clothing, semi-finished manufactures"
600191,Other :-- Of cotton,0202,"Textiles & clothing, semi-finished manufactures"
600192,Other :-- Of man-made fibres,0202,"Textiles & clothing, semi-finished manufactures"
600199,Other :-- Of other textile materials,0202,"Textiles & clothing, semi-finished manufactures"
600210,"Of a width not exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread",0202,"Textiles & clothing, semi-finished manufactures"
600220,"Other, of a width not exceeding 30 cm",0202,"Textiles & clothing, semi-finished manufactures"
600230,"Of a width exceeding 30 cm, containing by weight 5 % or more of elastomeric yarn or rubber thread",0202,"Textiles & clothing, semi-finished manufactures"
600241,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Of wool or fine animal hair",0202,"Textiles & clothing, semi-finished manufactures"
600242,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Of cotton",0202,"Textiles & clothing, semi-finished manufactures"
600243,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Of man-made fibres",0202,"Textiles & clothing, semi-finished manufactures"
600249,"Other fabrics, warp knit (including those made on galloon knitting machines) :-- Other",0202,"Textiles & clothing, semi-finished manufactures"
600291,Other :-- Of wool or fine animal hair,0202,"Textiles & clothing, semi-finished manufactures"
600292,Other :-- Of cotton,0202,"Textiles & clothing, semi-finished manufactures"
600293,Other :-- Of man-made fibres,0202,"Textiles & clothing, semi-finished manufactures"
600299,Other,0202,"Textiles & clothing, semi-finished manufactures"
300590,Other,0203,"Textiles & clothing, finished manufactures"
420212,"Trunks, suit-cases, vanity-cases, executive-cases, brief-cases, school satchels and similar containers :      With outer surface of pastics or of textile materials",0203,"Textiles & clothing, finished manufactures"
420222,"Handbags, whether or not with shoulder strap, including those without handle :-- With outer surface of plastic sheeting or of textile materials",0203,"Textiles & clothing, finished manufactures"
420232,Articles of a kind normally carried in the pocket or in the handbag :-- With outer surface of plastic sheeting or of textile materials,0203,"Textiles & clothing, finished manufactures"
420292,Other :-- With outer surface of plastic sheeting or of textile materials,0203,"Textiles & clothing, finished manufactures"
560110,"Sanitary towels and tampons, napkins and napkin liners for babies and similar sanitary articles, of wadding",0203,"Textiles & clothing, finished manufactures"
560121,Wadding; other articles of wadding :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
560122,Wadding; other articles of wadding :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
560129,Wadding; other articles of wadding :-- Other,0203,"Textiles & clothing, finished manufactures"
560130,Textile flock and dust and mill neps,0203,"Textiles & clothing, finished manufactures"
560210,Needleloom felt and stitch-bonded fibre fabrics,0203,"Textiles & clothing, finished manufactures"
560221,"Other felt, not impregnated, coated, covered or laminated :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
560229,"Other felt, not impregnated, coated, covered or laminated :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
560290,Other,0203,"Textiles & clothing, finished manufactures"
560311,Of man-made filaments :-- Weighing not more than 25 g/m2,0203,"Textiles & clothing, finished manufactures"
560312,Of man-made filaments :-- Weighing more than 25 g/m2 but not more than 70 g/m2,0203,"Textiles & clothing, finished manufactures"
560313,Of man-made filaments :-- Weighing more than 70 g/m2 but not more than 150 g/m2,0203,"Textiles & clothing, finished manufactures"
560314,Of man-made filaments :-- Weighing more than 150 g/m2,0203,"Textiles & clothing, finished manufactures"
560391,Other :-- Weighing not more than 25 g/m2,0203,"Textiles & clothing, finished manufactures"
560392,Other :-- Weighing more than 25 g/m2 but not more than 70 g/m2,0203,"Textiles & clothing, finished manufactures"
560393,Other :-- Weighing more than 70 g/m2 but not more than 150 g/m2,0203,"Textiles & clothing, finished manufactures"
560394,Other :-- Weighing more than 150 g/m2,0203,"Textiles & clothing, finished manufactures"
560600,"Gimped yarn, and strip and the like of heading No. 54.04 or 54.05, gimped (other than those of heading No. 56.05 and gimped horsehair yarn); chenille yarn (including flock chenille yarn); loop wale-yarn.",0203,"Textiles & clothing, finished manufactures"
560710,Of jute or other textile bast fibres of heading No. 53.03,0203,"Textiles & clothing, finished manufactures"
560721,Of sisal or other textile fibres of the genus Agave :-- Binder or baler twine,0203,"Textiles & clothing, finished manufactures"
560729,Of sisal or other textile fibres of the genus Agave :-- Other,0203,"Textiles & clothing, finished manufactures"
560730,Of abaca (Manila hemp or Musa textilis Nee) or other hard (leaf) fibres,0203,"Textiles & clothing, finished manufactures"
560741,Of polyethylene or polypropylene :-- Binder or baler twine,0203,"Textiles & clothing, finished manufactures"
560749,Of polyethylene or polypropylene :-- Other,0203,"Textiles & clothing, finished manufactures"
560750,Of other synthetic fibres,0203,"Textiles & clothing, finished manufactures"
560790,Other,0203,"Textiles & clothing, finished manufactures"
560811,Of man-made textile materials :-- Made up fishing nets,0203,"Textiles & clothing, finished manufactures"
560819,Of man-made textile materials :-- Other,0203,"Textiles & clothing, finished manufactures"
560890,Other,0203,"Textiles & clothing, finished manufactures"
560900,"Articles of yarn, strip or the like of heading No. 54.04 or 54.05, twine, cordage, rope or cables, not elsewhere specified or included.",0203,"Textiles & clothing, finished manufactures"
570110,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
570190,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
570210,"Kelem, Schumacks, Karamanie and similar hand-woven rugs",0203,"Textiles & clothing, finished manufactures"
570220,Floor coverings of coconut fibres (coir),0203,"Textiles & clothing, finished manufactures"
570231,"Other, of pile construction, not made up :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
570232,"Other, of pile construction, not made up :-- Of man-made textile materials",0203,"Textiles & clothing, finished manufactures"
570239,"Other, of pile construction, not made up :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
570241,"Other, of pile construction, made up :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
570242,"Other, of pile construction, made up :-- Of man-made textile materials",0203,"Textiles & clothing, finished manufactures"
570249,"Other, of pile construction, made up :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
570251,"Other, not of pile construction, not made up :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
570252,"Other, not of pile construction, not made up :-- Of man-made textile materials",0203,"Textiles & clothing, finished manufactures"
570259,"Other, not of pile construction, not made up :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
570291,"Other, not of pile construction, made up :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
570292,"Other, not of pile construction, made up :-- Of man-made textile materials",0203,"Textiles & clothing, finished manufactures"
570299,"Other, not of pile construction, made up :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
570310,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
570320,Of nylon or other polyamides,0203,"Textiles & clothing, finished manufactures"
570330,Of other man-made textile materials,0203,"Textiles & clothing, finished manufactures"
570390,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
570410,"Tiles, having a maximum surface area of 0.3 mý",0203,"Textiles & clothing, finished manufactures"
570490,Other,0203,"Textiles & clothing, finished manufactures"
570500,"Other carpets and other textile floor coverings, whether or not made up.",0203,"Textiles & clothing, finished manufactures"
580410,Tulles and other net fabrics,0203,"Textiles & clothing, finished manufactures"
580421,Mechanically made lace :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
580429,Mechanically made lace :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
580430,Hand-made lace,0203,"Textiles & clothing, finished manufactures"
580500,"Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up.",0203,"Textiles & clothing, finished manufactures"
580610,Woven pile fabrics (including terry towelling and similar terry fabrics) and chenille fabrics,0203,"Textiles & clothing, finished manufactures"
580620,"Other woven fabrics, containing by weight 5 % or more of elastomeric yarn or rubber thread",0203,"Textiles & clothing, finished manufactures"
580631,Other woven fabrics :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
580632,Other woven fabrics :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
580639,Other woven fabrics :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
580640,Fabrics consisting of warp without weft assembled by means of an adhesive (bolducs),0203,"Textiles & clothing, finished manufactures"
580710,Woven,0203,"Textiles & clothing, finished manufactures"
580790,Other,0203,"Textiles & clothing, finished manufactures"
580810,Braids in the piece,0203,"Textiles & clothing, finished manufactures"
580890,Other,0203,"Textiles & clothing, finished manufactures"
581010,Embroidery without visible ground,0203,"Textiles & clothing, finished manufactures"
581091,Other embroidery :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
581092,Other embroidery :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
581099,Other embroidery :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
581100,"Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading No. 58.10.",0203,"Textiles & clothing, finished manufactures"
590410,Linoleum,0203,"Textiles & clothing, finished manufactures"
590491,Other :-- With a base consisting of needleloom felt or nonwovens,0203,"Textiles & clothing, finished manufactures"
590492,Other :-- With other textile base,0203,"Textiles & clothing, finished manufactures"
590500,Textile wall coverings.,0203,"Textiles & clothing, finished manufactures"
590700,"Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like.",0203,"Textiles & clothing, finished manufactures"
590800,"Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated.",0203,"Textiles & clothing, finished manufactures"
590900,"Textile hosepiping and similar textile tubing, with or without lining, armour or accessories of other materials.",0203,"Textiles & clothing, finished manufactures"
591000,"Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material.",0203,"Textiles & clothing, finished manufactures"
591110,"Textile fabrics, felt and felt-lined woven fabrics, coated, covered or laminated with rubber, leather or other material, of a kind used for card clothing, and similar fabrics of a kind used for other technical purposes, including narr",0203,"Textiles & clothing, finished manufactures"
591120,"Bolting cloth, whether or not made up",0203,"Textiles & clothing, finished manufactures"
591131,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement) :-- Weighing less than 650 g/m2",0203,"Textiles & clothing, finished manufactures"
591132,"Textile fabrics and felts, endless or fitted with linking devices, of a kind used in paper-making or similar machines (for example, for pulp or asbestos-cement) :-- Weighing 650 g/m2 or more",0203,"Textiles & clothing, finished manufactures"
591140,"Straining cloth of a kind used in oil presses or the     like, including that of human hair",0203,"Textiles & clothing, finished manufactures"
591190,Other,0203,"Textiles & clothing, finished manufactures"
610110,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610120,Of cotton,0203,"Textiles & clothing, finished manufactures"
610130,Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610190,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610210,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610220,Of cotton,0203,"Textiles & clothing, finished manufactures"
610230,Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610290,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610311,Suits :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610312,Suits :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
610319,Suits :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610321,Suits :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610322,Suits :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610323,Suits :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
610329,Suits :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610331,Jackets and blazers :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610332,Jackets and blazers :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610333,Jackets and blazers :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
610339,Jackets and blazers :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610341,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
610342,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",0203,"Textiles & clothing, finished manufactures"
610343,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",0203,"Textiles & clothing, finished manufactures"
610349,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
610411,Suits :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610412,Suits :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610413,Suits :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
610419,Suits :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610421,Ensembles :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610422,Ensembles :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610423,Ensembles :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
610429,Ensembles :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610431,Jackets and blazers :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610432,Jackets and blazers :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610433,Jackets and blazers :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
610439,Jackets and blazers :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610441,Dresses :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610442,Dresses :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610443,Dresses :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
610444,Dresses :-- Of artificial fibres,0203,"Textiles & clothing, finished manufactures"
610449,Dresses :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610451,Skirts and divided skirts :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
610452,Skirts and divided skirts :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610453,Skirts and divided skirts :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
610459,Skirts and divided skirts :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610461,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
610462,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",0203,"Textiles & clothing, finished manufactures"
610463,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",0203,"Textiles & clothing, finished manufactures"
610469,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
610510,Of cotton,0203,"Textiles & clothing, finished manufactures"
610520,Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610590,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610610,Of cotton,0203,"Textiles & clothing, finished manufactures"
610620,Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610690,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610711,Underpants and briefs :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610712,Underpants and briefs :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610719,Underpants and briefs :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610721,Nightshirts and pyjamas :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610722,Nightshirts and pyjamas :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610729,Nightshirts and pyjamas :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610791,Other :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610792,Other :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610799,Other :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610811,Slips and petticoats :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610819,Slips and petticoats :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610821,Briefs and panties :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610822,Briefs and panties :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610829,Briefs and panties :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610831,Nightdresses and pyjamas :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610832,Nightdresses and pyjamas :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610839,Nightdresses and pyjamas :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610891,Other :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
610892,Other :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
610899,Other :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
610910,Of cotton,0203,"Textiles & clothing, finished manufactures"
610990,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611010,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
611020,Of cotton,0203,"Textiles & clothing, finished manufactures"
611030,Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
611090,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611110,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
611120,Of cotton,0203,"Textiles & clothing, finished manufactures"
611130,Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
611190,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611211,Track suits :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
611212,Track suits :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
611219,Track suits :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611220,Ski suits,0203,"Textiles & clothing, finished manufactures"
611231,Men's or boys' swimwear :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
611239,Men's or boys' swimwear :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611241,Women's or girls' swimwear :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
611249,Women's or girls' swimwear :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611300,"Garments, made up of knitted or crocheted fabrics of heading No. 59.03, 59.06 or 59.07.",0203,"Textiles & clothing, finished manufactures"
611410,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
611420,Of cotton,0203,"Textiles & clothing, finished manufactures"
611430,Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
611490,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611511,"Panty hose and tights :- Panty hose and tights :-- Of synthetic fibres, measuring per single yarn less than 67 decitex",0203,"Textiles & clothing, finished manufactures"
611512,"Panty hose and tights :- Panty hose and tights :-- Of synthetic fibres, measuring per single yarn 67 decitex or more",0203,"Textiles & clothing, finished manufactures"
611519,Panty hose and tights :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611520,"Women's full-length or knee-length hosiery, measuring per single yarn less than 67 decitex",0203,"Textiles & clothing, finished manufactures"
611591,Other :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
611592,Other :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
611593,Other :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
611599,Other :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611610,"Impregnated, coated or covered with plastics or rubber",0203,"Textiles & clothing, finished manufactures"
611691,Other :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
611692,Other :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
611693,Other :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
611699,Other :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
611710,"Shawls, scarves, mufflers, mantillas, veils and the like",0203,"Textiles & clothing, finished manufactures"
611720,"Ties, bow ties and cravats",0203,"Textiles & clothing, finished manufactures"
611780,Other accessories,0203,"Textiles & clothing, finished manufactures"
611790,Parts,0203,"Textiles & clothing, finished manufactures"
620111,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
620112,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of cotton",0203,"Textiles & clothing, finished manufactures"
620113,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of man-made fibres",0203,"Textiles & clothing, finished manufactures"
620119,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
620191,Other :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620192,Other :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620193,Other :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
620199,Other :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620211,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
620212,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of cotton",0203,"Textiles & clothing, finished manufactures"
620213,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of man-made fibres",0203,"Textiles & clothing, finished manufactures"
620219,"Overcoats, raincoats, car-coats, capes, cloaks and similar articles :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
620291,Other :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620292,Other :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620293,Other :-- Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
620299,Other :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620311,Suits :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620312,Suits :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620319,Suits :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620321,Ensembles :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620322,Ensembles :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620323,Ensembles :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620329,Ensembles :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620331,Jackets and blazers :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620332,Jackets and blazers :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620333,Jackets and blazers :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620339,Jackets and blazers :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620341,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
620342,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",0203,"Textiles & clothing, finished manufactures"
620343,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",0203,"Textiles & clothing, finished manufactures"
620349,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
620411,Suits :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620412,Suits :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620413,Suits :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620419,Suits :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620421,Ensembles :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620422,Ensembles :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620423,Ensembles :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620429,Ensembles :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620431,Jackets and blazers :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620432,Jackets and blazers :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620433,Jackets and blazers :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620439,Jackets and blazers :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620441,Dresses :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620442,Dresses :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620443,Dresses :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620444,Dresses :-- Of artificial fibres,0203,"Textiles & clothing, finished manufactures"
620449,Dresses :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620451,Skirts and divided skirts :-- Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620452,Skirts and divided skirts :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620453,Skirts and divided skirts :-- Of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620459,Skirts and divided skirts :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620461,"Trousers, bib and brace overalls, breeches and shorts :-- Of wool or fine animal hair",0203,"Textiles & clothing, finished manufactures"
620462,"Trousers, bib and brace overalls, breeches and shorts :-- Of cotton",0203,"Textiles & clothing, finished manufactures"
620463,"Trousers, bib and brace overalls, breeches and shorts :-- Of synthetic fibres",0203,"Textiles & clothing, finished manufactures"
620469,"Trousers, bib and brace overalls, breeches and shorts :-- Of other textile materials",0203,"Textiles & clothing, finished manufactures"
620510,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620520,Of cotton,0203,"Textiles & clothing, finished manufactures"
620530,Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
620590,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620610,Of silk or silk waste,0203,"Textiles & clothing, finished manufactures"
620620,Of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620630,Of cotton,0203,"Textiles & clothing, finished manufactures"
620640,Of man-made fibres,0203,"Textiles & clothing, finished manufactures"
620690,Of other textile materials,0203,"Textiles & clothing, finished manufactures"
620711,Underpants and briefs :-- Of cotton,0203,"Textiles & clothing, finished manufactures"
620719,Underpants and briefs :-- Of other textile materials,0203,"Textiles & clothing, finished manufactures"
