HS 1996 Product Code,HS 1996 Product Description,MTN Categories Product Code,MTN Categories Product Description
821520,Other sets of assorted articles,0403,Metal manufactures
821591,Other :-- Plated with precious metal,0403,Metal manufactures
821599,Other,0403,Metal manufactures
830110,Padlocks,0403,Metal manufactures
830120,Locks of a kind used for motor vehicles,0403,Metal manufactures
830130,Locks of a kind used for furniture,0403,Metal manufactures
830140,Other locks,0403,Metal manufactures
830150,"Clasps and frames with clasps, incorporating locks",0403,Metal manufactures
830160,Parts,0403,Metal manufactures
830170,Keys presented separately,0403,Metal manufactures
830210,Hinges,0403,Metal manufactures
830220,Castors,0403,Metal manufactures
830230,"Other mountings, fittings and similar articles suitable for motor vehicles",0403,Metal manufactures
830241,"Other mountings, fittings and similar articles :-- Suitable for buildings",0403,Metal manufactures
830242,"Other mountings, fittings and similar articles :- Other, suitable for furniture",0403,Metal manufactures
830249,"Other mountings, fittings and similar articles :- Other",0403,Metal manufactures
830250,"Hat-racks, hat-pegs, brackets and similar fixtures",0403,Metal manufactures
830260,Automatic door closers,0403,Metal manufactures
830300,"Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal.",0403,Metal manufactures
830610,"Bells, gongs and the like",0403,Metal manufactures
830621,Statuettes and other ornaments :-- Plated with precious metal,0403,Metal manufactures
830629,Statuettes and other ornaments :-- Other,0403,Metal manufactures
830630,"Photograph, picture or similar frames; mirrors",0403,Metal manufactures
830710,Of iron or steel,0403,Metal manufactures
830790,Of other base metal,0403,Metal manufactures
830810,"Hooks, eyes and eyelets",0403,Metal manufactures
830820,Tubular or bifurcated rivets,0403,Metal manufactures
830890,"Other, including parts",0403,Metal manufactures
830910,Crown corks,0403,Metal manufactures
830990,Other,0403,Metal manufactures
831000,"Sign-plates, name-plates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading No. 94.05.",0403,Metal manufactures
831110,"Coated electrodes of base metal, for electric arc-welding",0403,Metal manufactures
831120,"Cored wire of base metal, for electric arc-welding",0403,Metal manufactures
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",0403,Metal manufactures
831190,"Other, including parts",0403,Metal manufactures
270500,"Coal gas, water gas, producer gas and similar gases, other than petroleum gases and other gaseous hydrocarbons.",0502,"Chemicals, semi-finished manufactures"
280110,Chlorine,0502,"Chemicals, semi-finished manufactures"
280120,Iodine,0502,"Chemicals, semi-finished manufactures"
280130,Fluorine; bromine,0502,"Chemicals, semi-finished manufactures"
280200,"Sulphur, sublimed or precipitated; colloidal sulphur.",0502,"Chemicals, semi-finished manufactures"
280300,Carbon (carbon blacks and other forms of carbon not elsewhere specified or included).,0502,"Chemicals, semi-finished manufactures"
280410,Hydrogen,0502,"Chemicals, semi-finished manufactures"
280421,Rare gases :-- Argon,0502,"Chemicals, semi-finished manufactures"
280429,Rare gases :-- Other,0502,"Chemicals, semi-finished manufactures"
280430,Nitrogen,0502,"Chemicals, semi-finished manufactures"
280440,Oxygen,0502,"Chemicals, semi-finished manufactures"
280450,Boron; tellurium,0502,"Chemicals, semi-finished manufactures"
280461,Silicon :-- Containing by weight not less than 99.99 % of silicon,0502,"Chemicals, semi-finished manufactures"
280469,Silicon :-- Other,0502,"Chemicals, semi-finished manufactures"
280470,Phosphorus,0502,"Chemicals, semi-finished manufactures"
280480,Arsenic,0502,"Chemicals, semi-finished manufactures"
280490,Selenium,0502,"Chemicals, semi-finished manufactures"
280511,Alkali metals :-- Sodium,0502,"Chemicals, semi-finished manufactures"
280519,Alkali metals :-- Other,0502,"Chemicals, semi-finished manufactures"
280521,Alkaline-earth metals :-- Calcium,0502,"Chemicals, semi-finished manufactures"
280522,Alkaline-earth metals :-- Strontium and barium,0502,"Chemicals, semi-finished manufactures"
280530,"Rare-earth metals, scandium and yttrium, whether or not intermixed or interalloyed",0502,"Chemicals, semi-finished manufactures"
280540,Mercury,0502,"Chemicals, semi-finished manufactures"
280610,Hydrogen chloride (hydrochloric acid),0502,"Chemicals, semi-finished manufactures"
280620,Chlorosulphuric acid,0502,"Chemicals, semi-finished manufactures"
280700,Sulphuric acid; oleum.,0502,"Chemicals, semi-finished manufactures"
280800,Nitric acid; sulphonitric acids.,0502,"Chemicals, semi-finished manufactures"
280910,Diphosphorus pentaoxide,0502,"Chemicals, semi-finished manufactures"
280920,Phosphoric acid and polyphosphoric acids,0502,"Chemicals, semi-finished manufactures"
281000,Oxides of boron; boric acids.,0502,"Chemicals, semi-finished manufactures"
281111,Other inorganic acids :-- Hydrogen fluoride (hydrofluoric acid),0502,"Chemicals, semi-finished manufactures"
281119,Other inorganic acids :-- Other,0502,"Chemicals, semi-finished manufactures"
281121,Other inorganic oxygen compounds of non-metals : -- Carbon dioxide,0502,"Chemicals, semi-finished manufactures"
281122,Other inorganic oxygen compounds of non-metals : -- Silicon dioxide,0502,"Chemicals, semi-finished manufactures"
281123,Other inorganic oxygen compounds of non-metals : -- Sulphur dioxide,0502,"Chemicals, semi-finished manufactures"
281129,Other inorganic oxygen compounds of non-metals : -- Other,0502,"Chemicals, semi-finished manufactures"
281210,Chlorides and chlorid,0502,"Chemicals, semi-finished manufactures"
281290,Other,0502,"Chemicals, semi-finished manufactures"
281310,Carbon disulphide,0502,"Chemicals, semi-finished manufactures"
281390,Other,0502,"Chemicals, semi-finished manufactures"
281410,Anhydrous ammonia,0502,"Chemicals, semi-finished manufactures"
281420,Ammonia in aqueous solution,0502,"Chemicals, semi-finished manufactures"
281511,Sodium hydroxide (caustic soda):-- Solid,0502,"Chemicals, semi-finished manufactures"
281512,Sodium hydroxide (caustic soda):-- In aqueous solution (soda lye or liquid soda),0502,"Chemicals, semi-finished manufactures"
281520,Potassium hydroxide (caustic potash),0502,"Chemicals, semi-finished manufactures"
281530,Peroxides of sodium or potassium,0502,"Chemicals, semi-finished manufactures"
281610,Hydroxide and peroxide of magnesium,0502,"Chemicals, semi-finished manufactures"
281620,"Oxide, hydroxide and peroxide of strontium",0502,"Chemicals, semi-finished manufactures"
281630,"Oxide, hydroxide and peroxide of barium",0502,"Chemicals, semi-finished manufactures"
281700,Zinc oxide; zinc peroxide,0502,"Chemicals, semi-finished manufactures"
281810,"Artificial corundum, whether or not chemically defined",0502,"Chemicals, semi-finished manufactures"
281820,Aluminium oxide; other than artificial corundum,0502,"Chemicals, semi-finished manufactures"
281830,Aluminium hydroxide,0502,"Chemicals, semi-finished manufactures"
281910,Chromium trioxide,0502,"Chemicals, semi-finished manufactures"
281990,Other,0502,"Chemicals, semi-finished manufactures"
282010,Manganese dioxide,0502,"Chemicals, semi-finished manufactures"
282090,Other,0502,"Chemicals, semi-finished manufactures"
282110,Iron oxides and hydroxides,0502,"Chemicals, semi-finished manufactures"
282120,Earth colours,0502,"Chemicals, semi-finished manufactures"
282200,Cobalt oxides and hydroxides; commercial cobalt oxides,0502,"Chemicals, semi-finished manufactures"
282300,Titanium oxides,0502,"Chemicals, semi-finished manufactures"
282410,"Lead monoxide (litharge, massicot)",0502,"Chemicals, semi-finished manufactures"
282420,Red lead and orange lead,0502,"Chemicals, semi-finished manufactures"
282490,Other,0502,"Chemicals, semi-finished manufactures"
282510,Hydrazine and hydroxylamine and their inorgani salts,0502,"Chemicals, semi-finished manufactures"
282520,Lithium oxide and hydroxide,0502,"Chemicals, semi-finished manufactures"
282530,Vanadium oxides and hydroxides,0502,"Chemicals, semi-finished manufactures"
282540,Nickel oxides and hydroxides,0502,"Chemicals, semi-finished manufactures"
282550,Copper oxides and hydroxides,0502,"Chemicals, semi-finished manufactures"
282560,Germanium oxides and zirconium dioxide,0502,"Chemicals, semi-finished manufactures"
282570,Molybdenum oxides and hydroxides,0502,"Chemicals, semi-finished manufactures"
282580,Antimony oxides,0502,"Chemicals, semi-finished manufactures"
282590,Other,0502,"Chemicals, semi-finished manufactures"
282611,Fluorides:-- Of ammonium or of sodium,0502,"Chemicals, semi-finished manufactures"
282612,Fluorides:-- Of aluminium,0502,"Chemicals, semi-finished manufactures"
282619,Fluorides:-- Other,0502,"Chemicals, semi-finished manufactures"
282620,Fluorosilicates of sodium or of potassium,0502,"Chemicals, semi-finished manufactures"
282630,Sodium hexafluoroaluminate (synthetic cryolite),0502,"Chemicals, semi-finished manufactures"
282690,Other,0502,"Chemicals, semi-finished manufactures"
282710,Ammonium chloride,0502,"Chemicals, semi-finished manufactures"
282720,Calcium chloride,0502,"Chemicals, semi-finished manufactures"
282731,Other chlorides:-- Of magnesium,0502,"Chemicals, semi-finished manufactures"
282732,Other chlorides:-- Of aluminium,0502,"Chemicals, semi-finished manufactures"
282733,Other chlorides:-- Of iron,0502,"Chemicals, semi-finished manufactures"
282734,Other chlorides:-- Of cobalt,0502,"Chemicals, semi-finished manufactures"
282735,Other chlorides:-- Of nickel,0502,"Chemicals, semi-finished manufactures"
282736,Other chlorides:-- Of zinc,0502,"Chemicals, semi-finished manufactures"
282738,Other chlorides:-- Of barium,0502,"Chemicals, semi-finished manufactures"
282739,Other chlorides:-- Other,0502,"Chemicals, semi-finished manufactures"
282741,Chloride oxides and chloride hydroxides:-- Of copper,0502,"Chemicals, semi-finished manufactures"
282749,Chloride oxides and chloride hydroxides:-- Other,0502,"Chemicals, semi-finished manufactures"
282751,Bromides and bromide oxides:-- Bromides of sodium or of potassium,0502,"Chemicals, semi-finished manufactures"
282759,Bromides and bromide oxides:-- Other,0502,"Chemicals, semi-finished manufactures"
282760,Iodides and iodide oxides,0502,"Chemicals, semi-finished manufactures"
282810,Commercial calcium hypochlorite and other calcium hypochlorites,0502,"Chemicals, semi-finished manufactures"
282890,Other,0502,"Chemicals, semi-finished manufactures"
282911,Chlorates:-- Of sodium,0502,"Chemicals, semi-finished manufactures"
282919,Chlorates:-- Other,0502,"Chemicals, semi-finished manufactures"
282990,Other,0502,"Chemicals, semi-finished manufactures"
283010,Sodium sulphides,0502,"Chemicals, semi-finished manufactures"
283020,Zinc sulphide,0502,"Chemicals, semi-finished manufactures"
283030,Cadmium sulphide,0502,"Chemicals, semi-finished manufactures"
283090,Other,0502,"Chemicals, semi-finished manufactures"
283110,Of sodium,0502,"Chemicals, semi-finished manufactures"
283190,Other,0502,"Chemicals, semi-finished manufactures"
283210,Sodium sulphites,0502,"Chemicals, semi-finished manufactures"
283220,Other sulphites,0502,"Chemicals, semi-finished manufactures"
283230,Thiosulphates,0502,"Chemicals, semi-finished manufactures"
283311,Sodium sulphates:-- Disodium sulphate,0502,"Chemicals, semi-finished manufactures"
283319,Sodium sulphates:-- Other,0502,"Chemicals, semi-finished manufactures"
283321,Other sulphates:-- Of magnesium,0502,"Chemicals, semi-finished manufactures"
283322,Other sulphates:-- Of aluminium,0502,"Chemicals, semi-finished manufactures"
283323,Other sulphates:-- Of chromium,0502,"Chemicals, semi-finished manufactures"
283324,Other sulphates:-- Of nickel,0502,"Chemicals, semi-finished manufactures"
283325,Other sulphates:-- Of copper,0502,"Chemicals, semi-finished manufactures"
283326,Other sulphates:-- Of zinc,0502,"Chemicals, semi-finished manufactures"
283327,Other sulphates:-- Of barium,0502,"Chemicals, semi-finished manufactures"
283329,Other sulphates:-- Other,0502,"Chemicals, semi-finished manufactures"
283330,Alums,0502,"Chemicals, semi-finished manufactures"
283340,Peroxosulphates (persulphates),0502,"Chemicals, semi-finished manufactures"
283410,Nitrites,0502,"Chemicals, semi-finished manufactures"
283421,Nitrates:-- Of potassium,0502,"Chemicals, semi-finished manufactures"
283422,Nitrates:-- Of bismuth,0502,"Chemicals, semi-finished manufactures"
283429,Nitrates:-- Other,0502,"Chemicals, semi-finished manufactures"
283510,Phosphinates (hypophosphites) and phosphonates (phosphites),0502,"Chemicals, semi-finished manufactures"
283522,Phosphates:-- Of mono- or disodium,0502,"Chemicals, semi-finished manufactures"
283523,Phosphates:-- Of trisodium,0502,"Chemicals, semi-finished manufactures"
283524,Phosphates:-- Of potassium,0502,"Chemicals, semi-finished manufactures"
283525,Phosphates:-- Calcium hydrogenorthophosphate (dicalcium phosphate),0502,"Chemicals, semi-finished manufactures"
283526,Phosphates:-- Other phosphates of calcium,0502,"Chemicals, semi-finished manufactures"
283529,Phosphates:-- Other,0502,"Chemicals, semi-finished manufactures"
283531,Polyphosphates:-- Sodium triphosphate (sodium tripolyphosphate),0502,"Chemicals, semi-finished manufactures"
283539,Polyphosphates:-- Other,0502,"Chemicals, semi-finished manufactures"
283610,Commercial ammonium carbonate and other ammonium carbonates,0502,"Chemicals, semi-finished manufactures"
283620,Disodium carbonate,0502,"Chemicals, semi-finished manufactures"
283630,Sodium hydrogencarbonate (sodium bicarbonate),0502,"Chemicals, semi-finished manufactures"
283640,Potassium carbonates,0502,"Chemicals, semi-finished manufactures"
283650,Calcium carbonate,0502,"Chemicals, semi-finished manufactures"
283660,Barium carbonate,0502,"Chemicals, semi-finished manufactures"
283670,Lead carbonate,0502,"Chemicals, semi-finished manufactures"
283691,Other:-- Lithium carbonates,0502,"Chemicals, semi-finished manufactures"
283692,Other:-- Strontium carbonate,0502,"Chemicals, semi-finished manufactures"
283699,Other:-- Other,0502,"Chemicals, semi-finished manufactures"
283711,Cyanides and cyanide oxides:-- Of sodium,0502,"Chemicals, semi-finished manufactures"
283719,Cyanides and cyanide oxides:-- Other,0502,"Chemicals, semi-finished manufactures"
283720,Complex cyanides,0502,"Chemicals, semi-finished manufactures"
283800,"Fulminates, cyanates and thiocyanates",0502,"Chemicals, semi-finished manufactures"
283911,Of sodium:-- Sodium metasilicates,0502,"Chemicals, semi-finished manufactures"
283919,Of sodium:-- Other,0502,"Chemicals, semi-finished manufactures"
283920,Of potassium,0502,"Chemicals, semi-finished manufactures"
283990,Other,0502,"Chemicals, semi-finished manufactures"
284011,Disodium tetraborate (refined borax):-- Anhydrous,0502,"Chemicals, semi-finished manufactures"
284019,Disodium tetraborate (refined borax):-- Other,0502,"Chemicals, semi-finished manufactures"
284020,Other borates,0502,"Chemicals, semi-finished manufactures"
284030,Peroxoborates (perborates),0502,"Chemicals, semi-finished manufactures"
284110,Aluminates,0502,"Chemicals, semi-finished manufactures"
284120,Chromates of zinc or of lead,0502,"Chemicals, semi-finished manufactures"
284130,Sodium dichromate,0502,"Chemicals, semi-finished manufactures"
284140,Potassium dichromate,0502,"Chemicals, semi-finished manufactures"
284150,Other chromates and dichromates; peroxochromates,0502,"Chemicals, semi-finished manufactures"
284161,"Manganites, manganates and permanganates:-- Potassium permanganate",0502,"Chemicals, semi-finished manufactures"
284169,"Manganites, manganates and permanganates:-- Other",0502,"Chemicals, semi-finished manufactures"
284170,Molybdates,0502,"Chemicals, semi-finished manufactures"
284180,Tungstates (wolframates),0502,"Chemicals, semi-finished manufactures"
284190,Other,0502,"Chemicals, semi-finished manufactures"
284210,Double or complex silicates,0502,"Chemicals, semi-finished manufactures"
284290,Other,0502,"Chemicals, semi-finished manufactures"
284310,Colloidal precious metals,0502,"Chemicals, semi-finished manufactures"
284321,Silver compounds:-- Silver intrate,0502,"Chemicals, semi-finished manufactures"
284329,Silver compounds:-- Other,0502,"Chemicals, semi-finished manufactures"
284330,Gold compounds,0502,"Chemicals, semi-finished manufactures"
284390,Other compounds; amalgams,0502,"Chemicals, semi-finished manufactures"
284410,"Natural uranium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds",0502,"Chemicals, semi-finished manufactures"
284420,"Uranium enriched in U 235 and its compounds; plutonium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium enriched in U 235, plutonium or compounds of these products",0502,"Chemicals, semi-finished manufactures"
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium depleted in U 235, thorium or compounds of these products",0502,"Chemicals, semi-finished manufactures"
284440,"Radioactive elements and isotopes and compounds other than those of subheading No. 2844.10, 2844.20 or 2844.30; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; r",0502,"Chemicals, semi-finished manufactures"
284450,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,0502,"Chemicals, semi-finished manufactures"
284510,Heavy water (deuterium oxide),0502,"Chemicals, semi-finished manufactures"
284590,Other,0502,"Chemicals, semi-finished manufactures"
284610,Cerium compounds,0502,"Chemicals, semi-finished manufactures"
284690,Other,0502,"Chemicals, semi-finished manufactures"
284700,"Hydrogen peroxyde, whether or not solidified with urea",0502,"Chemicals, semi-finished manufactures"
284800,"Phosphides, whether or not chemically defined, excluding ferrophosphorus",0502,"Chemicals, semi-finished manufactures"
284910,Of calcium,0502,"Chemicals, semi-finished manufactures"
284920,Of silicon,0502,"Chemicals, semi-finished manufactures"
284990,Other,0502,"Chemicals, semi-finished manufactures"
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading No. 28.49",0502,"Chemicals, semi-finished manufactures"
285100,"Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals",0502,"Chemicals, semi-finished manufactures"
290110,Saturated,0502,"Chemicals, semi-finished manufactures"
290121,Unsaturated:-- Ethylene,0502,"Chemicals, semi-finished manufactures"
290122,Unsaturated:-- propene (propylene),0502,"Chemicals, semi-finished manufactures"
290123,Unsaturated:-- Butene (butylene) and isomers thereo,0502,"Chemicals, semi-finished manufactures"
290124,"Unsaturated:-- Buta-1,3-diene and isoprene",0502,"Chemicals, semi-finished manufactures"
290129,Unsaturated:-- Other,0502,"Chemicals, semi-finished manufactures"
290211,"Cyclanes, cyclenes and cycloterpenes:-- Cyclohexane",0502,"Chemicals, semi-finished manufactures"
290219,"Cyclanes, cyclenes and cycloterpenes:-- Other",0502,"Chemicals, semi-finished manufactures"
290220,Benzene,0502,"Chemicals, semi-finished manufactures"
290230,Toluene,0502,"Chemicals, semi-finished manufactures"
290241,Xylenes:-- o-Xylene,0502,"Chemicals, semi-finished manufactures"
290242,Xylenes:-- m-Xylene,0502,"Chemicals, semi-finished manufactures"
290243,Xylenes:-- p-Xylene,0502,"Chemicals, semi-finished manufactures"
290244,Xylenes:-- Mixed xylene isomers,0502,"Chemicals, semi-finished manufactures"
290250,Styrene,0502,"Chemicals, semi-finished manufactures"
290260,Ethylbenzene,0502,"Chemicals, semi-finished manufactures"
290270,Cumene,0502,"Chemicals, semi-finished manufactures"
290290,Other,0502,"Chemicals, semi-finished manufactures"
290311,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Chloromethane (methyl chloride) and chloroethane (ethylchloride),0502,"Chemicals, semi-finished manufactures"
290312,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Dichloromethane (methylene chloride),0502,"Chemicals, semi-finished manufactures"
290313,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Chloroforme (trichloromethane),0502,"Chemicals, semi-finished manufactures"
290314,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Carbon tetrachloride,0502,"Chemicals, semi-finished manufactures"
290315,"Saturated chlorinated derivatives of acyclic hydrocarbons:-- 1,2-Dichloroethane (ethylene dichloride)",0502,"Chemicals, semi-finished manufactures"
290316,"Saturated chlorinated derivatives of acyclic hydrocarbons:-- 1,2-Dichloropropane (propylene dichloride) and dichlorobutanes",0502,"Chemicals, semi-finished manufactures"
290319,Saturated chlorinated derivatives of acyclic hydrocarbons:-- Other,0502,"Chemicals, semi-finished manufactures"
290321,Unsaturated chlorinated derivatives of acyclic hydrocarbons:-- Vinyl chloride (chloroethylene),0502,"Chemicals, semi-finished manufactures"
290322,Unsaturated chlorinated derivatives of acyclic hydrocarbons:-- Trichlolroethylene,0502,"Chemicals, semi-finished manufactures"
290323,Unsaturated chlorinated derivatives of acyclic hydrocarbons:-- Tetrachloroethylene (perchloroethylene),0502,"Chemicals, semi-finished manufactures"
290329,Unsaturated chlorinated derivatives of acyclic hydrocarbons:-- Other,0502,"Chemicals, semi-finished manufactures"
290330,"Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons",0502,"Chemicals, semi-finished manufactures"
290341,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Trichlorofluoromethane,0502,"Chemicals, semi-finished manufactures"
290342,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Dichlorodifluoromethane,0502,"Chemicals, semi-finished manufactures"
290343,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Trichlorotrifluoroethanes,0502,"Chemicals, semi-finished manufactures"
290344,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Dichlorotetrafluoroethanes and chloropentafluoroethane,0502,"Chemicals, semi-finished manufactures"
290345,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Other derivatives perhalogenated only with fluorine and chlorine,0502,"Chemicals, semi-finished manufactures"
290346,"Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",0502,"Chemicals, semi-finished manufactures"
290347,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Other perhalogenated derivatives,0502,"Chemicals, semi-finished manufactures"
290349,Halogenated derivatives of acyclic hydrocarbons containing two or more different halogens:-- Other,0502,"Chemicals, semi-finished manufactures"
290351,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons:-- 1,2,3,4,5,6-Hexachlorocyclohexane",0502,"Chemicals, semi-finished manufactures"
290359,"Halogenated derivatives of cyclanic, cyclenic or cycloterpenic hydrocarbons:-- Other",0502,"Chemicals, semi-finished manufactures"
290361,"Halogenated derivatives of aromatic hydrocarbons:-- Chlorobenzene, o-dichlorobenzene and p-dichlorobenzene",0502,"Chemicals, semi-finished manufactures"
290362,"Halogenated derivatives of aromatic hydrocarbons:-- Hexachlorobenzene and DDT (1,1,1-trichloro-2,2-bis (p-chlorophenyl)ethane)",0502,"Chemicals, semi-finished manufactures"
290369,Halogenated derivatives of aromatic hydrocarbons:-- Other,0502,"Chemicals, semi-finished manufactures"
290410,"Derivatives containing only sulpho groups, their salts and ethyl esters",0502,"Chemicals, semi-finished manufactures"
290420,Derivatives containing only nitro or only mitroso groups,0502,"Chemicals, semi-finished manufactures"
290490,Other,0502,"Chemicals, semi-finished manufactures"
290511,Saturated monohydric alcohols:-- Methanol (methyl alcohol),0502,"Chemicals, semi-finished manufactures"
290512,Saturated monohydric alcohols:-- Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol),0502,"Chemicals, semi-finished manufactures"
290513,Saturated monohydric alcohols:-- Butan-1-ol (n-butyl alcohol),0502,"Chemicals, semi-finished manufactures"
290514,Saturated monohydric alcohols:-- Other butanols,0502,"Chemicals, semi-finished manufactures"
290515,Saturated monohydric alcohols:-- Pentanol (amyl alcohol) and isomers thereof,0502,"Chemicals, semi-finished manufactures"
290516,Saturated monohydric alcohols:-- Octanol (octyl alcohol) and isomers thereof,0502,"Chemicals, semi-finished manufactures"
290517,"Saturated monohydric alcohols:-- Dodecan-1-ol (lauryl alcohol), hexadecan-1-ol (cetyl alcohol) and octadecan-1-ol (stearyl alcohol)",0502,"Chemicals, semi-finished manufactures"
290519,Saturated monohydric alcohols:-- Other,0502,"Chemicals, semi-finished manufactures"
290522,Unsaturated monohydric alcohols:-- Acyclic terpene alcohols,0502,"Chemicals, semi-finished manufactures"
290529,Unsaturated monohydric alcohols:-- Other,0502,"Chemicals, semi-finished manufactures"
290531,Diols:-- Ethylene glycol (ethanediol),0502,"Chemicals, semi-finished manufactures"
290532,"Diols:-- Propylene glycol (propane-1,2-diol)",0502,"Chemicals, semi-finished manufactures"
290539,Diols:-- Other,0502,"Chemicals, semi-finished manufactures"
290541,"Other polyhydric alcohols:-- 2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trimethylolpropane)",0502,"Chemicals, semi-finished manufactures"
290542,Other polyhydric alcohols:-- Pentaerythritol,0502,"Chemicals, semi-finished manufactures"
290549,Other polyhydric alcohols:-- Other,0502,"Chemicals, semi-finished manufactures"
290550,"Halogenated, sulphonated, nitrated or nitrosated derivatives of acyclic alcohols",0502,"Chemicals, semi-finished manufactures"
290611,"Cyclanic, cyclenic or cycloterpenic:-- Menthol",0502,"Chemicals, semi-finished manufactures"
290612,"Cyclanic, cyclenic or cycloterpenic:-- Cyclohexanol, methylcyclohexanols and dimethylcyclohexanols",0502,"Chemicals, semi-finished manufactures"
290613,"Cyclanic, cyclenic or cycloterpenic:-- Sterols and inositols",0502,"Chemicals, semi-finished manufactures"
290614,"Cyclanic, cyclenic or cycloterpenic:-- Terpineols",0502,"Chemicals, semi-finished manufactures"
290619,"Cyclanic, cyclenic or cycloterpenic:-- Other",0502,"Chemicals, semi-finished manufactures"
290621,Aromatic:-- Benzyl alcohol,0502,"Chemicals, semi-finished manufactures"
290629,Aromatic:-- Other,0502,"Chemicals, semi-finished manufactures"
290711,Monophenols :-- Phenol (hydroxybenzene) and its salts,0502,"Chemicals, semi-finished manufactures"
290712,Monophenols :-- Cresols and their salts,0502,"Chemicals, semi-finished manufactures"
290713,"Monophenols :-- Octylphenol, nonylphenol and their isomers; salts thereof",0502,"Chemicals, semi-finished manufactures"
290714,Monophenols :-- Xylenols and their salts,0502,"Chemicals, semi-finished manufactures"
290715,Monophenols :-- Naphthols and their salts,0502,"Chemicals, semi-finished manufactures"
290719,Monophenols :-- Other,0502,"Chemicals, semi-finished manufactures"
290721,Polyphenols :-- Resorcinol and its salts,0502,"Chemicals, semi-finished manufactures"
290722,Polyphenols :-- Hydroquinone (quinol) and its salts,0502,"Chemicals, semi-finished manufactures"
290723,"Polyphenols :-- 4,4'-Isopropylidenediphenol (bisphenol A, diphenylolpropane) and its salts",0502,"Chemicals, semi-finished manufactures"
290729,Polyphenols :-- Other,0502,"Chemicals, semi-finished manufactures"
290730,Phenol-alcohols,0502,"Chemicals, semi-finished manufactures"
290810,Derivatives containing only halogen substituents and their salts,0502,"Chemicals, semi-finished manufactures"
290820,"Derivatives containing only sulpho groups, their salts and esters",0502,"Chemicals, semi-finished manufactures"
290890,Other,0502,"Chemicals, semi-finished manufactures"
290911,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Diethyl ether",0502,"Chemicals, semi-finished manufactures"
290919,"Acyclic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Other",0502,"Chemicals, semi-finished manufactures"
290920,"Cyclanic, cyclenic or cycloterpenic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
290930,"Aromatic ethers and their halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
290941,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- 2,2'-Oxydiethanol (diethylene glycol, digol)",0502,"Chemicals, semi-finished manufactures"
290942,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Monomethyl ethers of ethylene glycol or of diethylene glycol",0502,"Chemicals, semi-finished manufactures"
290943,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Monobutyl ethers of ethylene glycol or of diethylene glycol",0502,"Chemicals, semi-finished manufactures"
290944,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Other monoalkylethers of ethylene glycol or of diethylene glycol",0502,"Chemicals, semi-finished manufactures"
290949,"Ether-alcohols and their halogenated, sulphonated, nitrated or nitrosated derivatives :-- Other",0502,"Chemicals, semi-finished manufactures"
290950,"Ether-phenols, ether-alcohol-phenols and their halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
290960,"Alcohol peroxides, ether peroxides, ketone peroxides and their halogenated, sulphonated, nitrated or nitrosated derivatives",0502,"Chemicals, semi-finished manufactures"
