HS - Combined  Product Code,HS - Combined  Product Description,CPC Product Code,CPC Product Description
283670,(-2006) Lead carbonates,3424,Salts and peroxysalts of inorganic acids and metals n.e.c.;
283691,Lithium carbonates,3424,Salts and peroxysalts of inorganic acids and metals n.e.c.;
283692,Strontium carbonate,3424,Salts and peroxysalts of inorganic acids and metals n.e.c.;
283693,(-1995) Bismuth carbonate,3424,Salts and peroxysalts of inorganic acids and metals n.e.c.;
283699,Other,3424,Salts and peroxysalts of inorganic acids and metals n.e.c.;
283711,Of sodium,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
283719,Other,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
283720,Complex cyanides,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
283800,"(-2006) Fulminates, cyanates and thiocyanates.",3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
283911,Sodium metasilicates,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
283919,Other,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
283920,(-2006) Of potassium,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
283990,Other,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
284011,Anhydrous,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
284019,Other,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
284020,Other borates,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
284030,Peroxoborates (perborates),3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
284110,(-2006) Aluminates,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284120,(-2006) Chromates of zinc or of lead,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284130,Sodium dichromate,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284140,(-2001) Potassium dichromate,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284150,Other chromates and dichromates; peroxochromates,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284160,"(-1995) Manganites, manganates and permanganates",3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284161,(1996-) Potassium permanganate,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284169,(1996-) Other,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284170,Molybdates,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284180,Tungstates (wolframates),3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284190,Other,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284210,"Double or complex silicates, including aluminosilicates whether or not chemically defined",3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
284290,Other,3427,"Cyanides, cyanide oxides and complex cyanides; fulminates, cyanates and"
284310,Colloidal precious metals,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284321,Silver nitrate,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284329,Other,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284330,Gold compounds,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284390,Other compounds; amalgams,3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
284410,"Natural uranium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing natural uranium or natural uranium compounds",3361,"Natural uranium and its compounds; alloys, dispersions, ceramic products"
284420,"Uranium enriched in U 235 and its compounds; plutonium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium enriched in U 235, plutonium or compounds of these products",3362,"Uranium enriched in U235 and its compounds; plutonium and its compounds; alloys, dispersions,"
284430,"Uranium depleted in U 235 and its compounds; thorium and its compounds; alloys, dispersions (including cermets), ceramic products and mixtures containing uranium depleted in U 235, thorium or compounds of these products",3363,"Uranium depleted in U235 and its compounds; thorium and its compounds; alloys, dispersions,"
284440,"Radioactive elements and isotopes and compounds other than those of subheading 2844.10, 2844.20 or 2844.30; alloys, dispersions (including cermets), ceramic products and mixtures containing these elements, isotopes or compounds; radioactive residues",3369,"Other radioactive elements and isotopes and compounds; alloys, dispersions, ceramic products and"
284450,Spent (irradiated) fuel elements (cartridges) of nuclear reactors,3372,Spent(irradiated) fuel elements (cartridges) of nuclear reactors
284510,Heavy water (deuterium oxide),3426,Isotopes n.e.c. and compounds thereof (including heavy water)
284590,Other,3426,Isotopes n.e.c. and compounds thereof (including heavy water)
284610,Cerium compounds,3429,"Compounds of rare earth metals, of yttrium or of scandium"
284690,Other,3429,"Compounds of rare earth metals, of yttrium or of scandium"
284700,"Hydrogen peroxide, whether or not solidified with urea.",3428,"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides"
284800,"(1996-) Phosphides, whether or not chemically defined, excluding ferrophosphorus.",3428,"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides"
284810,"(-1995) Phosphides of copper (phosphor copper), co",3428,"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides"
284890,"(-1995) Phosphides of other metals, nes, or of non",3428,"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides"
284910,Of calcium,3428,"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides"
284920,Of silicon,3428,"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides"
284990,Other,3428,"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides"
285000,"Hydrides, nitrides, azides, silicides and borides, whether or not chemically defined, other than compounds which are also carbides of heading 28.49.",3428,"Hydrogen peroxide; phosphides; carbides; hydrides, nitrides, azides"
285100,"(-2006) Other inorganic compounds (including distilled or conductivity water and water of similar purity); liquid air (whether or not rare gases have been removed); compressed air; amalgams, other than amalgams of precious metals.",3425,Salts of oxometallic or peroxometallic acids; colloidal precious metals and
290110,Saturated,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290121,Ethylene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290122,Propene (propylene),3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290123,Butene (butylene) and isomers thereof,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290124,"Buta1,3diene and isoprene",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290129,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290211,Cyclohexane,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290219,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290220,Benzene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290230,Toluene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290241,oXylene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290242,mXylene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290243,pXylene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290244,Mixed xylene isomers,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290250,Styrene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290260,Ethylbenzene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290270,Cumene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290290,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290311,Chloromethane (methyl chloride) and chloroethane (ethyl chloride),3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290312,Dichloromethane (methylene chloride),3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290313,Chloroform (trichloromethane),3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290314,Carbon tetrachloride,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290315,"1,2Dichloroethane (ethylene dichloride)",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290316,(-2001) Saturated chlorinated derivatives of acyclic hydro,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290319,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290321,Vinyl chloride (chloroethylene),3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290322,Trichloroethylene,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290323,Tetrachloroethylene (perchloroethylene),3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290329,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290330,"(-2006) Fluorinated, brominated or iodinated derivatives of acyclic hydrocarbons",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290340,(-1995) Halogenated derivatives of acyclic hydroca,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290341,(1996-) Trichlorofluoromethane,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290342,(1996-) Dichlorodifluoromethane,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290343,(1996-) Trichlorotrifluoroethanes,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290344,(1996-) Dichlorotetrafluoroethanes and chloropentafluoroethane,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290345,(1996-) Other derivatives perhalogenated only with fluorine and chlorine,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290346,"(1996-) Bromochlorodifluoromethane, bromotrifluoromethane and dibromotetrafluoroethanes",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290347,(1996-) Other perhalogenated derivatives,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290349,(1996-) Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290351,"1,2,3,4,5,6Hexachlorocyclohexane",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290359,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290361,"Chlorobenzene, odichlorobenzene and pdichlorobenzene",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290362,"Hexachlorobenzene and DDT (1,1,1trichloro2,2bis(pchlorophenyl)ethane)",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290369,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290410,"Derivatives containing only sulpho groups, their salts and ethyl esters",3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290420,Derivatives containing only nitro or only nitroso groups,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290490,Other,3411,"Hydrocarbons and their halogenated, sulphonated, nitrated or nitrosated derivatives"
290511,Methanol (methyl alcohol),3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (isopropyl alcohol),3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
290513,Butan-1-ol (n-butyl alcohol),3413,"Alcohols, phenols, phenol-alcohols, and their halogenated, sulphonated,"
