HS 1988/92 Product Code,HS 1988/92 Product Description,BEC Product Code,BEC Product Description
621111,Men's or boys' swimwear,62,Semi-durable
621112,Women's or girls' swimwear,62,Semi-durable
621120,Ski suits,62,Semi-durable
621131,Men's or boys' garments of wool or fine animal,62,Semi-durable
621132,"Men's or boys' garments of cotton, nes",62,Semi-durable
621133,"Men's or boys' garments of man-made fibres, nes",62,Semi-durable
621139,"Men's or boys' garments of other textiles, nes",62,Semi-durable
621141,Women's or girls' garments of wool or fine anim,62,Semi-durable
621142,"Women's or girls' garments of cotton, nes",62,Semi-durable
621143,"Women's or girls' garments of man-made fibres,",62,Semi-durable
621149,"Women's or girls' garments of other textiles, n",62,Semi-durable
630110,Electric blankets,62,Semi-durable
630120,Blankets (excl. electric blankets) and travelli,62,Semi-durable
630130,Blankets (excl. electric blankets) and travelli,62,Semi-durable
630140,"Blankets (excl. electric blankets), etc, of syn",62,Semi-durable
630190,"Other blankets and travelling rugs, nes",62,Semi-durable
630210,"Bed linen, knitted or crocheted",62,Semi-durable
630221,Printed bed-linen of cotton (excl. knitted or c,62,Semi-durable
630222,Printed bed-linen of man-made fibres (excl. kni,62,Semi-durable
630229,Printed bed-linen of other textiles (excl. knit,62,Semi-durable
630231,"Bed linen of cotton (excl. printed, knitted or",62,Semi-durable
630232,"Bed linen of man-made fibres (excl. printed, kn",62,Semi-durable
630239,"Bad linen of other textiles (excl. printed, kni",62,Semi-durable
630240,"Table linen, knitted or crocheted",62,Semi-durable
630251,Table linen of cotton (excl. knitted or crochet,62,Semi-durable
630252,Table linen of flax (excl. knitted or crocheted,62,Semi-durable
630253,Table linen of man-made fibres (excl. knitted o,62,Semi-durable
630259,"Table linen of other textiles, nes (excl. knitt",62,Semi-durable
630260,"Toilet linen and kitchen linen, of terry fabric",62,Semi-durable
630291,"Toilet linen and kitchen linen of cotton, nes",62,Semi-durable
630292,"Toilet linen and kitchen linen of flax, nes",62,Semi-durable
630293,Toilet linen and kitchen linen of man-made fibr,62,Semi-durable
630299,Toilet linen and kitchen linen of other textile,62,Semi-durable
630311,Curtains and interior blinds; valances of cotto,62,Semi-durable
630312,"Curtains, etc; valances of synthetic fibres, kn",62,Semi-durable
630319,"Curtains, etc; valances of textile materials, k",62,Semi-durable
630391,Curtains and interior blinds; curtain or bed va,62,Semi-durable
630392,Curtains and interior blinds; curtain/bed valan,62,Semi-durable
630399,Curtains and interior blinds; curtain/bed valan,62,Semi-durable
630411,Knitted or crocheted bedspreads,62,Semi-durable
630419,Bedspreads (excl. knitted or crocheted),62,Semi-durable
630491,"Knitted or crocheted furnishing articles, nes",62,Semi-durable
630492,"Furnishing articles, nes, of cotton (excl. knit",62,Semi-durable
630493,Furnishing articles of synthetic fibres (excl.,62,Semi-durable
630499,Furnishing articles of other textiles (excl. kn,62,Semi-durable
630611,"Tarpaulins, awnings and sunblinds, of cotton",62,Semi-durable
630612,"Tarpaulins, awnings and sunblinds, of synthetic",62,Semi-durable
630619,"Tarpaulins, awnings and sunblinds, of other tex",62,Semi-durable
630621,Tents of cotton,62,Semi-durable
630622,Tents of synthetic fibres,62,Semi-durable
630629,"Tents of other textiles, nes",62,Semi-durable
630631,Sails of synthetic fibres,62,Semi-durable
630639,Sails of other textiles (excl. synthetic fibres,62,Semi-durable
630641,"Pneumatic mattresses, of cotton",62,Semi-durable
630649,"Pneumatic mattresses, of other textiles (excl.",62,Semi-durable
630691,"Camping goods, of cotton (excl. tents)",62,Semi-durable
630699,Camping goods of other textiles (excl. cotton a,62,Semi-durable
630710,"Floor-cloths, dish-cloths, dusters and similar",62,Semi-durable
630720,Life-jackets and life-belts,62,Semi-durable
630790,"Made up articles (incl. dress patterns), nes",62,Semi-durable
630800,"Sets of woven fabric and yarn, for making up in",62,Semi-durable
640110,Waterproof footwear incorporating a protective,62,Semi-durable
640191,Waterproof footwear covering the knee...,62,Semi-durable
640192,Waterproof footwear covering the ankle but not,62,Semi-durable
640199,Waterproof footwear (not covering the ankle),62,Semi-durable
640211,Ski-boots and cross-country ski footwear of rub,62,Semi-durable
640219,"Sport footwear, nes, of rubber or plastics",62,Semi-durable
640220,"Footwear with thongs plugged into soles, of rub",62,Semi-durable
640230,"Footwear, with metal toe-cap, of rubber or plas",62,Semi-durable
640291,"Footwear, nes, covering the ankle of rubber or",62,Semi-durable
640299,"Footwear, nes, not covering the ankle, of rubbe",62,Semi-durable
640311,"Ski-boots, etc, with rubber, plastics, leather.",62,Semi-durable
640319,"Sports footwear, with rubber, plastics, leather",62,Semi-durable
640320,"Sandles, with leather soles and straps (over in",62,Semi-durable
640330,"Footwear with a wood base, no inner soles or ca",62,Semi-durable
640340,"Footwear, with a metal toe-cap, leather uppers",62,Semi-durable
640351,"Footwear with leather soles and uppers, coverin",62,Semi-durable
640359,"Footwear with leather soles and uppers, not cov",62,Semi-durable
640391,Footwear with rubber... soles and leather upper,62,Semi-durable
640399,"Footwear with rubber... soles, leather uppers,",62,Semi-durable
640411,"Sports footwear,with rubber or plastic soles an",62,Semi-durable
640419,"Other footwear,with rubber or plastic soles and",62,Semi-durable
640420,Footwear with leather or composition leather so,62,Semi-durable
640510,"Footwear, nes, with leather or composition leat",62,Semi-durable
640520,"Footwear, nes, with textile uppers",62,Semi-durable
640590,"Footwear, nes",62,Semi-durable
640610,Uppers and parts thereof (excl. stiffeners),62,Semi-durable
640620,Outer soles and heels of rubber or plastics,62,Semi-durable
640691,"Wooden parts of footwear (excl. uppers, outer s",62,Semi-durable
640699,"Non-wood parts of footwear (excl. uppers, outer",62,Semi-durable
650300,"Felt hats and other felt headgear, made from th",62,Semi-durable
650400,"Hats and other headgear, plaited or assembled b",62,Semi-durable
650510,Hair-nets of any material,62,Semi-durable
650590,"Hats and other headgear, knitted or crocheted,",62,Semi-durable
650610,Safety headgear,62,Semi-durable
650691,"Hats and other headgear, of rubber or plastics",62,Semi-durable
650692,"Hats and other headgear, of furskin",62,Semi-durable
650699,"Hats and other headgear, nes",62,Semi-durable
650700,"Head-bands, linings, covers, hat foundations, e",62,Semi-durable
660110,Garden or similar umbrellas,62,Semi-durable
660191,"Umbrellas and sun umbrellas, having a telescopi",62,Semi-durable
660199,"Umbrellas and sun umbrellas, nes",62,Semi-durable
660200,"Walking-sticks, seat-sticks, whips, riding-crop",62,Semi-durable
670411,Complete wigs of synthetic textile materials,62,Semi-durable
670419,"False beards, eyebrows and eyelashes, etc, of s",62,Semi-durable
670420,"Wigs, false beards, eyebrows, etc and articles,",62,Semi-durable
670490,"Wigs, false beards, eyebrows, etc, nes",62,Semi-durable
691110,Tableware and kitchenware of porcelain or china,62,Semi-durable
691190,Household articles nes & toilet articles of por,62,Semi-durable
691200,"Ceramic tableware, kitchenware, other household",62,Semi-durable
691310,Statuettes and other ornamental articles of por,62,Semi-durable
691390,Statuettes and other ornamental articles of cer,62,Semi-durable
701310,"Glassware of a kind used for table kitchen, etc",62,Semi-durable
701321,"Drinking glasses other than glass-ceramics, of",62,Semi-durable
701329,Drinking glasses other than glass-ceramics nes,62,Semi-durable
701331,Table/kitchenware (exc drinking gls) o/t gls-ce,62,Semi-durable
701332,Table/kitchenware (exc drinking gls) o/t gls ce,62,Semi-durable
701339,Table/kitchenware (exc drinking glasses) other,62,Semi-durable
701391,Glassware nes of lead crystal (other than that,62,Semi-durable
701399,Glassware nes (other than that of 70.10 or 70.1,62,Semi-durable
711711,Imitation jewellery cuff-links &studs of base m,62,Semi-durable
711719,Imitation jewellery nes of base mtl whether or,62,Semi-durable
711790,Imitation jewellery nes,62,Semi-durable
732310,"Iron or steel wool,incl pot scourers,polishing",62,Semi-durable
732391,"Table,kitchen or oth household art&parts thereo",62,Semi-durable
732392,"Table, kitchen or other household art & parts,",62,Semi-durable
732393,"Table, kitchen or oth household art&parts there",62,Semi-durable
732394,"Table, kitchen or other household art & parts t",62,Semi-durable
732399,"Table,kitchen or oth household art&parts thereo",62,Semi-durable
741810,"Table, kitchen or other household articles and",62,Semi-durable
761510,"Table,kitchen&household art,alum&parts,nes,eg p",62,Semi-durable
800700,Tin articles nes,62,Semi-durable
821110,Sets of different knives or sets of different a,62,Semi-durable
821191,Table knives having fixed blades,62,Semi-durable
821192,"Butcher's knives, hunting knives and other kniv",62,Semi-durable
821193,Pocket and pen knives and other knives with fol,62,Semi-durable
821194,Blades for knives of hd 8211.10 to 8211.94,62,Semi-durable
821300,"Scissors, tailors' shears and similar shears, a",62,Semi-durable
821410,"Paper knives,letter openers,erasing knives,penc",62,Semi-durable
821420,Manicure or pedicure sets and instruments (incl,62,Semi-durable
821490,"Kitchen chopper, cleavers and mincing knives an",62,Semi-durable
821510,Tableware sets containing at least one article,62,Semi-durable
821520,Tableware sets not containing articles plated w,62,Semi-durable
821591,Tableware articles not in sets plated with prec,62,Semi-durable
821599,Tableware articles not in sets and not plated w,62,Semi-durable
830621,Statuettes and other ornaments plated with prec,62,Semi-durable
830629,"Statuettes and other ornaments, nes",62,Semi-durable
830630,"Photograph, picture, or similar frames and mirr",62,Semi-durable
851020,"Hair clippers, with self-contained electric mot",62,Semi-durable
852311,"Unrecorded magnetic tapes, of a width not excee",62,Semi-durable
852312,"Unrecorded magnetic tapes,of a width exceeding",62,Semi-durable
852313,"Unrecorded magnetic tapes, of a width exceeding",62,Semi-durable
852320,Unrecorded magnetic discs,62,Semi-durable
852390,Prepared unrecorded media for sound recording o,62,Semi-durable
852410,Recorded gramophone records,62,Semi-durable
852421,"Recorded magnetic tapes, of a width not exceedi",62,Semi-durable
852422,"Recorded magnetic tapes,of a width exceeding 4m",62,Semi-durable
852423,"Recorded magnetic tapes, of a width exceeding 6",62,Semi-durable
852490,Recorded media for sound or other similarly rec,62,Semi-durable
900311,"Frames and mountings for spectacles, goggles or",62,Semi-durable
900319,"Frames and mountings for spectacles,goggles or",62,Semi-durable
900390,"Parts for frames and mountings for spectacles,",62,Semi-durable
900410,Sunglasses,62,Semi-durable
900490,"Spectacles, goggles and the like, corrective, p",62,Semi-durable
911310,"Watch straps&pts thereof,of precious mtl or of",62,Semi-durable
911320,Watch straps&pts thereof of base mtl whether or,62,Semi-durable
911390,"Watch straps, watch bands and watch bracelets,",62,Semi-durable
940150,"Seats of cane, osier, bamboo or similar materia",62,Semi-durable
940410,Mattress supports,62,Semi-durable
940421,"Mattresses of cellular rubber or plastics, whet",62,Semi-durable
940429,Mattresses fitted with springs or stuffed or in,62,Semi-durable
940430,Sleeping bags,62,Semi-durable
940490,"Articles of bedding/furnishing, nes, stuffed or",62,Semi-durable
950100,Wheeled toys designed to be ridden by children,62,Semi-durable
950210,"Dolls, whether or not dressed, representing onl",62,Semi-durable
950291,Garments and access therefor footwear&headgear,62,Semi-durable
950299,"Parts and accessories nes, for dolls representi",62,Semi-durable
950310,"Electric trains, incl tracks, signals and other",62,Semi-durable
950320,"Reduced-size (scale) model assembly kits, exclu",62,Semi-durable
950330,"Construction sets and constructional toys, nes",62,Semi-durable
950341,Stuffed toys representing animals or non-human,62,Semi-durable
950349,Toys nes representing animals or non-human crea,62,Semi-durable
950350,Toy musical instruments and apparatus,62,Semi-durable
950360,Puzzles,62,Semi-durable
950370,"Toys, put up in sets or outfits",62,Semi-durable
950380,"Toys and models, incorporating a motor",62,Semi-durable
950390,Toys nes,62,Semi-durable
950410,Video games of a kind used with a television re,62,Semi-durable
950420,Articles and accessories for billiards,62,Semi-durable
950430,"Games, coin or disc-operated, other than bowlin",62,Semi-durable
950440,Playing cards,62,Semi-durable
950490,"Art.funfair,games tab/parlour,pintab,sp tab cas",62,Semi-durable
950611,Snow-skis,62,Semi-durable
950612,Snow-ski-fastenings (ski-bindings),62,Semi-durable
950619,Snow-ski equipment nes,62,Semi-durable
950621,Sailboards,62,Semi-durable
950629,"Water-skis, surf-boards and other water-sport e",62,Semi-durable
950631,"Golf clubs, complete",62,Semi-durable
950632,Golf balls,62,Semi-durable
950639,Golf equipment nes,62,Semi-durable
950640,Articles and equipment for table-tennis,62,Semi-durable
950651,"Lawn-tennis rackets, whether or not strung",62,Semi-durable
950659,"Badminton or similar rackets, whether or not st",62,Semi-durable
950661,Lawn-tennis balls,62,Semi-durable
950662,Inflatable balls,62,Semi-durable
950669,Balls nes,62,Semi-durable
950670,"Ice skates and roller skates,including skating",62,Semi-durable
950691,Articles and equipment for general physical exe,62,Semi-durable
950699,Art.&equip for sports&outdoor games nes&swimmin,62,Semi-durable
950710,Fishing rods,62,Semi-durable
950720,"Fish-hooks, whether or not snelled",62,Semi-durable
950730,Fishing reels,62,Semi-durable
950790,"Line fish tackle nes,f/landing,b/f&sim nets,dec",62,Semi-durable
960110,Worked ivory and articles of ivory,62,Semi-durable
960190,"Animal carving material (o/t ivory), and articl",62,Semi-durable
960200,"Wkd veg/mineral carving mat&art, carved art nes",62,Semi-durable
960500,"Travel sets for personal toilet, sewing or shoe",62,Semi-durable
961000,"Slates and boards,with writing or drawing surfa",62,Semi-durable
961310,"Pocket lighters, gas-fuelled, non-refillable",62,Semi-durable
961320,"Pocket lighters, gas-fuelled, refillable",62,Semi-durable
961330,Table lighters,62,Semi-durable
961380,"Lighters, nes",62,Semi-durable
961420,Smoking pipes and pipe bowls,62,Semi-durable
961490,"Cigar or cigarette holders and parts thereof, a",62,Semi-durable
961511,"Combs, hair-slides and the like of hard rubber",62,Semi-durable
961519,"Combs, hair-slides and the like of other materi",62,Semi-durable
961590,"Hairpins, curling pins, hair-curlers and the li",62,Semi-durable
961610,"Scent sprays and similar toilet sprays, and mou",62,Semi-durable
961700,Vacuum flasks/vacuum vessels complete w/cases;,62,Semi-durable
060310,Fresh cut flowers and buds,63,Non-durable
060390,"Dried, dyed, bleached or otherwise prepared cut",63,Non-durable
060410,"Moses and lichens for ornamental purposes, fres",63,Non-durable
060491,"Fresh parts of plants, without flowers or buds,",63,Non-durable
060499,"Parts of plants, without flowers or buds, for o",63,Non-durable
240210,"Cigars, cheroots and cigarillos containing toba",63,Non-durable
240220,Cigarettes containing tobacco,63,Non-durable
240290,"Cigars, cigarillos, cigarettes, etc, not contai",63,Non-durable
240310,Smoking tobacco with or without tobacco substit,63,Non-durable
240391,Homogenized or reconstituted tobacco,63,Non-durable
240399,"Other manufactured tobacco, nes",63,Non-durable
300310,Medicaments of penicillins... or streptomycins.,63,Non-durable
300320,"Medicaments of other antibiotics, not for retai",63,Non-durable
300331,"Medicaments of insulin, not for retail sale",63,Non-durable
300339,"Medicaments of other hormones, not for retail s",63,Non-durable
300340,Medicaments of alkaloids or derivatives thereof,63,Non-durable
300390,"Other medicaments with >=2 constituents, not fo",63,Non-durable
300410,Medicaments of penicillins... or streptomycins.,63,Non-durable
300420,"Medicaments of other antibiotics, for retail sa",63,Non-durable
300431,"Medicaments of insulin, for retail sale",63,Non-durable
300432,"Medicaments of adrenal cortical hormones, for r",63,Non-durable
300439,"Medicaments of other hormones, for retail sale,",63,Non-durable
300440,Medicaments of alkaloids or derivatives thereof,63,Non-durable
300450,Other medicaments of vitamins or other products,63,Non-durable
300490,"Other medicaments of mixed or unmixed products,",63,Non-durable
300510,"Adhesive dressings..., for medical... purposes",63,Non-durable
300590,"Wadding, gauze, etc with pharmaceutical substan",63,Non-durable
321310,Colours in sets,63,Non-durable
321390,"Artists', students' or signboard painters' colo",63,Non-durable
330300,Perfumes and toilet waters,63,Non-durable
330410,Lip make-up preparations,63,Non-durable
330420,Eye make-up preparations,63,Non-durable
330430,Manicure or pedicure preparations,63,Non-durable
330491,"Powders, whether or not compressed, for cosmeti",63,Non-durable
330499,"Beauty, make-up, skin-care (incl. suntan), nes",63,Non-durable
330510,Shampoos,63,Non-durable
330520,Preparations for permanent waving or straighten,63,Non-durable
330530,Hair lacquers,63,Non-durable
330590,"Preparations for use on the hair, nes",63,Non-durable
330610,Dentifrices,63,Non-durable
330690,Preparations for oral or dental hygiene (incl.,63,Non-durable
330710,"Pre-shave, shaving or after-shave preparations",63,Non-durable
330720,Personal deodorants and antiperspirants,63,Non-durable
330730,Perfumed bath salts and other bath preparations,63,Non-durable
330741,Agarbatti and other odiferous preparations whic,63,Non-durable
330749,"Preparations for deodorizing rooms, nes",63,Non-durable
330790,"Other perfumery, cosmetic or toilet preparation",63,Non-durable
340111,Soap and organic surface-active products in bar,63,Non-durable
340119,Soap and organic surface-active products in bar,63,Non-durable
340120,"Soap in other forms, nes",63,Non-durable
340211,"Anionic surface-active agents, (excl. soap)",63,Non-durable
340212,"Cationic surface-active agents, (excl. soap)",63,Non-durable
340213,"Non-ionic surface-active agents, (excl. soap)",63,Non-durable
340219,"Organic surface-active agents, (excl. soap), ne",63,Non-durable
340220,"Washing and cleaning preparations, put up for r",63,Non-durable
340290,"Washing and cleaning preparations, not put up f",63,Non-durable
340510,"Polishes, creams and similar preparations for f",63,Non-durable
340520,"Polishes, creams and similar preparations for m",63,Non-durable
340530,Polishes and similar preparations for coachwork,63,Non-durable
340540,Scouring pastes and powders and other scouring,63,Non-durable
340590,"Other polishes, creams and similar preparations",63,Non-durable
340600,"Candles, tapers and the like",63,Non-durable
360500,Matches (excl. pyrotechnic articles of 36.04),63,Non-durable
360610,"Liquid or liquefied-gas fuels in containers, fo",63,Non-durable
360690,"Ferro-cerium, pyrophoric alloys; articles of co",63,Non-durable
392620,Articles of apparel and clothing accessories of,63,Non-durable
401511,Surgical gloves,63,Non-durable
401519,Gloves of vulcanized rubber (excl. surgical glo,63,Non-durable
401590,Articles of apparel and clothing accessories of,63,Non-durable
401610,Articles of vulcanized rubber of cellular rubbe,63,Non-durable
401691,"Floor coverings and mats of vulcanized rubber,",63,Non-durable
401692,"Erasers, of vulcanized rubber",63,Non-durable
401693,"Gaskets, washers and other seals, of vulcanized",63,Non-durable
401694,"Boat or dock fenders, of vulcanized rubber",63,Non-durable
401695,"Inflatable articles, of vulcanized rubber, nes",63,Non-durable
401699,"Articles of vulcanized rubber, nes",63,Non-durable
481710,Envelopes of paper or paperboard,63,Non-durable
481720,"Letter cards, plain postcards and correspondanc",63,Non-durable
481730,"Boxes, etc, of paper or paperboard containing p",63,Non-durable
481810,Toilet paper,63,Non-durable
481820,Handkerchiefs and cleansing or facial tissues o,63,Non-durable
481830,Tablecloths and serviettes of paper,63,Non-durable
481840,"Sanitary towels and tampons, napkins and napkin",63,Non-durable
481850,"Articles of apparel and clothing of paper, cell",63,Non-durable
481890,"Household, sanitary or hospital articles of pap",63,Non-durable
482360,"Trays, dishes, plates and cups, etc, of paper o",63,Non-durable
490110,"Printed books, brochures, leaflets, etc, in sin",63,Non-durable
490191,"Dictionaries and encyclopaedias, and serial ins",63,Non-durable
490199,"Printed books, brochures, leaflets and similar",63,Non-durable
490210,"Newspapers, journals and periodicals, appearing",63,Non-durable
490290,"Newspapers, journals and periodicals, appearing",63,Non-durable
490300,"Children's picture, drawing or colouring books",63,Non-durable
490510,Globes,63,Non-durable
490591,"Maps and hydrographic or similar charts, in boo",63,Non-durable
490599,"Maps and hydrographic or similar charts, printe",63,Non-durable
490810,"Transfers (decalcomanias), vitrifiable",63,Non-durable
490890,Transfers (decalcomanias) (excl. vitrifiable),63,Non-durable
490900,Printed or illustrated postcards; printed cards,63,Non-durable
491000,"Calendars of any kind, printed, including calen",63,Non-durable
491191,"Pictures, designs and photographs",63,Non-durable
491199,"Other printed matter, nes",63,Non-durable
500600,"Silk yarn, put up for retail sale; silk-worm gu",63,Non-durable
510910,"Yarn, with >=85% wool or of fine animal hair, p",63,Non-durable
510990,"Yarn, with <85% wool or of fine animal hair, pu",63,Non-durable
520420,"Cotton sewing thread, put up for retail sale",63,Non-durable
520710,"Cotton yarn (excl. sewing), put up for retail s",63,Non-durable
520790,"Cotton yarn (excl. sewing), put up for retail s",63,Non-durable
540610,"Synthetic filament yarn (excl. sewing thread),",63,Non-durable
540620,"Artificial filament yarn (excl. sewing thread),",63,Non-durable
551110,"Yarn, with >=85% synthetic staple fibres, put u",63,Non-durable
551120,"Yarn, <85% synthetic staple fibres, put up for",63,Non-durable
551130,"Yarn of artificial staple fibres, put up for re",63,Non-durable
610510,"Men's or boys' shirts of cotton, knitted or cro",63,Non-durable
610520,"Men's or boys' shirts of man-made fibres, knitt",63,Non-durable
610590,"Men's or boys' shirts of other textiles, nes, k",63,Non-durable
610711,"Men's or boys' underpants and briefs of cotton,",63,Non-durable
610712,"Men's or boys' underpants, etc, of man-made fib",63,Non-durable
610719,"Men's or boys' underpants, etc, of other textil",63,Non-durable
610721,"Men's or boys' pyjamas of cotton, knitted or cr",63,Non-durable
610722,"Men's or boys' pyjamas of man-made fibres, knit",63,Non-durable
610729,"Men's or boys' pyjamas of other textiles, nes,",63,Non-durable
610811,"Women's or girls' slips, etc, of man-made fibre",63,Non-durable
610819,"Women's or girls' slips, etc, of other textiles",63,Non-durable
610821,"Women's or girls' briefs and panties of cotton,",63,Non-durable
610822,"Women's or girls' briefs, etc, of man-made fibr",63,Non-durable
610829,"Women's or girls' briefs, etc, of other textile",63,Non-durable
610831,"Women's or girls' nighties..., etc, of cotton,",63,Non-durable
610832,"Women's or girls' pyjamas, etc, of man-made fib",63,Non-durable
610839,"Women's or girls' nighties, etc, of other texti",63,Non-durable
610891,"Women's or girls' dressing gowns..., of cotton,",63,Non-durable
610892,Women's or girls' dressing gowns of man-made fi,63,Non-durable
610899,Women's or girls' dressing gowns of other texti,63,Non-durable
610910,"T-shirts, singlets and other vests, of cotton,",63,Non-durable
610990,"T-shirts, singlets, etc, of other textiles, nes",63,Non-durable
611511,"Panty hose, etc, of synthetic fibres, <67decite",63,Non-durable
611512,"Panty hose, etc, of synthetic fibres, >=67decit",63,Non-durable
611519,"Panty hose and tights of other textiles, nes, k",63,Non-durable
611520,"Women's hosiery of synthetic fibres, <67decitex",63,Non-durable
611591,"Hosiery and footwear, of wool..., knitted or cr",63,Non-durable
611592,"Hosiery and footwear, of cotton, knitted or cro",63,Non-durable
611593,"Hosiery and footwear, of synthetic fibres, knit",63,Non-durable
611599,"Hosiery and footwear, of other textiles, knitte",63,Non-durable
611610,"Gloves, impregnated... with plastics or rubber,",63,Non-durable
611691,"Gloves, mittens and mitts, of wool..., knitted",63,Non-durable
611692,"Gloves, mittens and mitts, of cotton, knitted o",63,Non-durable
611693,"Gloves, mittens and mitts, of synthetic fibres,",63,Non-durable
611699,"Gloves, mittens and mitts, of other textiles, k",63,Non-durable
611780,"Other clothing accessories, knitted or crochete",63,Non-durable
611790,"Parts of garments or clothing accessories, knit",63,Non-durable
620510,Men's or boys' shirts of wool or fine animal ha,63,Non-durable
620520,Men's or boys' shirts of cotton,63,Non-durable
620530,Men's or boys' shirts of man-made fibres,63,Non-durable
620590,"Men's or boys' shirts of other textiles, nes",63,Non-durable
620711,Men's or boys' underpants and briefs of cotton,63,Non-durable
620719,Men's or boys' underpants and briefs of textile,63,Non-durable
620721,Men's or boys' nightshirts and pyjamas of cotto,63,Non-durable
620722,Men's or boys' nightshirts and pyjamas of man-m,63,Non-durable
620729,Men's or boys' nightshirts and pyjamas of texti,63,Non-durable
620791,"Men's or boys' singlets... dressing gowns, etc,",63,Non-durable
620792,"Men's or boys' singlets... dressing gowns, etc,",63,Non-durable
620799,"Men's or boys' singlets... dressing gowns, etc,",63,Non-durable
620811,Slips and petticoats of man-made fibres,63,Non-durable
620819,"Slips and petticoats of other textiles, nes",63,Non-durable
620821,Women's or girls' nightdresses and pyjamas of c,63,Non-durable
620822,Women's or girls' nightdresses and pyjamas of m,63,Non-durable
620829,Women's or girls' nightdresses and pyjamas of t,63,Non-durable
620891,"Women's or girls' dressing gowns, panties, etc,",63,Non-durable
620892,"Women's or girls' dressing gowns, panties, etc,",63,Non-durable
620899,"Women's or girls' dressing gowns, panties, etc,",63,Non-durable
621210,Brassieres,63,Non-durable
621220,Girdles and panty-girdles,63,Non-durable
621230,Corselettes,63,Non-durable
621290,"Corsets, braces, garters, suspenders and simila",63,Non-durable
621310,Handkerchiefs of silk or silk waste,63,Non-durable
621320,Handkerchiefs of cotton,63,Non-durable
621390,"Handkerchiefs of other textiles, nes",63,Non-durable
621410,"Shawls, scarves, mufflers, mantillas, veils, et",63,Non-durable
621420,"Shawls, scarves, mufflers, mantillas, veils, et",63,Non-durable
621430,"Shawls, scarves, mufflers, mantillas, veils, et",63,Non-durable
621440,"Shawls, scarves, mufflers, mantillas, veils, et",63,Non-durable
621490,"Shawls, scarves, mufflers, mantillas, veils, et",63,Non-durable
621510,"Ties, bow ties and cravats of silk or silk wast",63,Non-durable
621520,"Ties, bow ties and cravats of man-made fibres",63,Non-durable
621590,"Ties, bow ties and cravats of other textiles, n",63,Non-durable
621600,"Gloves, mittens and mitts",63,Non-durable
621710,"Clothing accessories, nes",63,Non-durable
621790,"Parts of garments or clothing accessories, nes",63,Non-durable
731910,"Needles, sewing, darning or embroidery, iron or",63,Non-durable
731920,"Pins, safety, iron or steel",63,Non-durable
731930,"Pins, iron or steel, nes",63,Non-durable
731990,"Articles for use in the hand, i or s, similar t",63,Non-durable
821210,Razors including safety razors and open blade t,63,Non-durable
821220,"Safety razor blades, including razor blade blan",63,Non-durable
821290,Parts of non-electric razors,63,Non-durable
850611,Manganese dioxide primary cells&batt of an exte,63,Non-durable
850612,Mercuric oxide primary cells & batteries of an,63,Non-durable
850613,Silver oxide primary cells&batteries of an exte,63,Non-durable
850619,Primary cells and primary batteries of an exter,63,Non-durable
850620,Primary cells and primary batteries of an exter,63,Non-durable
853921,"Filament lamps, tungsten halogen",63,Non-durable
853922,"Filament lamps,of a power not exceed 200 W and",63,Non-durable
853929,"Filament lamps, excluding ultraviolet or infra-",63,Non-durable
900662,"Flashbulbs, flashcubes and the like",63,Non-durable
940530,Lighting sets of a kind used for Christmas tree,63,Non-durable
950510,Articles for Christmas festivities,63,Non-durable
950590,"Festive,carnival or oth entertainment art incl",63,Non-durable
960810,Ball point pens,63,Non-durable
960820,Felt tipped and other porous-tipped pens and ma,63,Non-durable
960831,Indian ink drawing pens,63,Non-durable
960839,"Fountain pens, stylograph pens and oth pens, o/",63,Non-durable
960840,Propelling or sliding pencils,63,Non-durable
960850,Sets of art. from 2 or >of foregoing subheading,63,Non-durable
960860,"Refills for ball point pens, comprising the bal",63,Non-durable
960891,Pen nibs and nib points,63,Non-durable
960899,Duplicating stylos; pen/pencil holders; parts o,63,Non-durable
960910,"Pencils and crayons, with leads encased in a ri",63,Non-durable
960920,"Pencil leads, black or coloured",63,Non-durable
960990,"Pastels, drawing charcoals, writing or drawing",63,Non-durable
961620,Powder-puffs and pads for the application of co,63,Non-durable
970190,Collages and similar decorative plaques,63,Non-durable
010111,Live pure bred breeding horses,111,Mainly for industry
010119,"Live horses, other than for pure-bred breeding",111,Mainly for industry
010120,Live asses mules and hinnies,111,Mainly for industry
010290,"Live bovine animals, other than pure-bred breed",111,Mainly for industry
010391,Live swine weighing <50kg (excl. pure-bred bree,111,Mainly for industry
010392,Live swine weighing >=50kg (excl. pure-bred bre,111,Mainly for industry
010410,Live sheep,111,Mainly for industry
010420,Live goats,111,Mainly for industry
010511,"Live fowls of species Gallus domesticus, weighi",111,Mainly for industry
010519,"Live ducks, geese, turkeys and guinea fowls, we",111,Mainly for industry
010591,Live fowls of species Gallus domesticus (chicke,111,Mainly for industry
010599,"Live ducks, geese, turkeys and guinea fowls, we",111,Mainly for industry
010600,"Other live animals, nes",111,Mainly for industry
071410,"Manioc, fresh or dried",111,Mainly for industry
071420,"Sweet potatoes, fresh or dried",111,Mainly for industry
071490,"Roots and tubers with high starch content, fres",111,Mainly for industry
080110,"Coconuts, fresh or dried",111,Mainly for industry
081210,"Cherries, provisionally preserved, not for imme",111,Mainly for industry
081220,"Strawberries, provisionally preserved, not for",111,Mainly for industry
081290,"Fruit and nuts, provisionally preserved, not fo",111,Mainly for industry
