HS 1988/92 Product Code,HS 1988/92 Product Description,BEC Product Code,BEC Product Description
520645,"Combed cabled cotton yarn, with <85% cotton, np",22,Processed
520811,"Unbleached plain cotton weave, with >=85% cotto",22,Processed
520812,"Unbleached plain cotton weave, with >=85% cotto",22,Processed
520813,"Unbleached 3 or 4-thread twill, with >=85% cott",22,Processed
520819,"Unbleached woven cotton fabrics, nes, with >=85",22,Processed
520821,"Bleached plain cotton weave, with >=85% cotton,",22,Processed
520822,"Bleached plain cotton weave, with >=85% cotton,",22,Processed
520823,Bleached 3 or 4-thread twill (incl. cross twill,22,Processed
520829,"Bleached woven cotton fabrics, nes, with >=85%",22,Processed
520831,"Dyed plain cotton weave, with >=85% cotton, =<1",22,Processed
520832,"Dyed plain cotton weave, with >=85% cotton, >10",22,Processed
520833,"Dyed 3 or 4-thread twill (incl. cross twill), w",22,Processed
520839,"Dyed woven cotton fabrics, with >=85% cotton, n",22,Processed
520841,"Coloured plain cotton weave, with >=85% cotton,",22,Processed
520842,"Coloured plain cotton weave, with >=85% cotton,",22,Processed
520843,Coloured 3 or 4-thread twill (incl. cross twill,22,Processed
520849,"Coloured woven cotton fabrics, with >=85% cotto",22,Processed
520851,"Printed plain cotton weave, with >=85% cotton,",22,Processed
520852,"Printed plain cotton weave, with >=85% cotton,",22,Processed
520853,Printed 3 or 4-thread twill (incl. cross twill),22,Processed
520859,"Printed woven cotton fabrics, with >=85% cotton",22,Processed
520911,"Unbleached plain cotton weave, with >=85% cotto",22,Processed
520912,Unbleached 3 or 4-thread twill (incl. cross twi,22,Processed
520919,"Unbleached cotton fabrics, with >=85% cotton, >",22,Processed
520921,"Bleached plain cotton weave, with >=85% cotton,",22,Processed
520922,"Bleached 3 or 4-thread twill, >=85% cotton, >20",22,Processed
520929,"Bleached woven cotton fabrics, with >=85% cotto",22,Processed
520931,"Dyed plain cotton weave, with >=85% cotton, >20",22,Processed
520932,"Dyed 3 or 4-thread twill (incl. cross twill), w",22,Processed
520939,"Dyed woven cotton fabrics, with >=85% cotton, >",22,Processed
520941,"Coloured plain cotton weave, with >=85% cotton,",22,Processed
520942,"Denim, with >=85% cotton, >200g/m2",22,Processed
520943,"Coloured 3 or 4-thread twill, with >=85% cotton",22,Processed
520949,"Coloured woven cotton fabrics, with >=85% cotto",22,Processed
520951,"Printed plain cotton weave, with >=85% cotton,",22,Processed
520952,"Printed 3 or 4-thread twill, with >=85% cotton,",22,Processed
520959,"Printed woven cotton fabrics, with >=85% cotton",22,Processed
521011,"Unbleached plain cotton weave, with <85% cotton",22,Processed
521012,"Unbleached 3 or 4-thread twill, with <85% cotto",22,Processed
521019,"Unbleached woven cotton fabrics, nes, with <85%",22,Processed
521021,"Bleached plain cotton weave, with <85% cotton,",22,Processed
521022,"Bleached 3 or 4-thread twill, with <85% cotton,",22,Processed
521029,"Bleached woven cotton fabrics, nes, with <85% c",22,Processed
521031,"Dyed plain cotton weave, with <85% cotton, =<20",22,Processed
521032,"Dyed 3 or 4-thread twill, with <85% cotton, =<2",22,Processed
521039,"Dyed woven cotton fabrics, nes, with <85% cotto",22,Processed
521041,"Coloured plain cotton weave, with <85% cotton,",22,Processed
521042,"Coloured 3 or 4-thread twill, with <85% cotton,",22,Processed
521049,"Coloured woven cotton fabrics, nes, with <85% c",22,Processed
521051,"Printed plain cotton weave, with <85% cotton, =",22,Processed
521052,"Printed 3 or 4-thread twill, with <85% cotton,",22,Processed
521059,"Printed woven cotton fabrics, nes, with <85% co",22,Processed
521111,"Unbleached plain cotton weave, with <85% cotton",22,Processed
521112,"Unbleached 3 or 4-thread twill, with <85% cotto",22,Processed
521119,"Unbleached woven cotton fabrics, nes, with <85%",22,Processed
521121,"Bleached plain cotton weave, with <85% cotton,",22,Processed
521122,"Bleached 3 or 4-thread twill, with <85% cotton,",22,Processed
521129,"Bleached woven cotton fibres, nes, with <85% co",22,Processed
521131,"Dyed plain cotton weave, with <85% cotton, >200",22,Processed
521132,"Dyed 3 or 4-thread twill, with <85% cotton, >20",22,Processed
521139,"Dyed woven cotton fabrics, nes, with <85% cotto",22,Processed
521141,"Coloured plain cotton weave, with <85% cotton,",22,Processed
521142,"Coloured denim, with <85% cotton, >200g/m2",22,Processed
521143,"Coloured fabrics of 3 or 4-thread twill, with <",22,Processed
521149,"Coloured woven cotton fabrics, nes, with <85% c",22,Processed
521151,"Printed plain cotton weave, with <85% cotton, >",22,Processed
521152,"Printed 3 or 4-thread twill, with <85% cotton,",22,Processed
521159,"Printed woven cotton fabrics, nes, with <85% co",22,Processed
521211,"Unbleached woven fabrics of cotton, =<200g/m2,",22,Processed
521212,"Bleached woven fabrics of cotton, =<200g/m2, ne",22,Processed
521213,"Dyed woven fabrics of cotton, =<200g/m2, nes",22,Processed
521214,"Coloured woven fabrics of cotton, =<200g/m2, ne",22,Processed
521215,"Printed woven fabrics of cotton, =<200g/m2, nes",22,Processed
521221,"Unbleached woven fabrics of cotton, >200g/m2, n",22,Processed
521222,"Bleached woven fabrics of cotton, >200g/m2, nes",22,Processed
521223,"Dyed woven fabrics of cotton, >200g/m2, nes",22,Processed
521224,"Coloured woven fabrics of cotton, >200g/m2, nes",22,Processed
521225,"Printed woven fabrics of cotton, >200g/m2, nes",22,Processed
530121,"Flax, broken or scutched, but not spun",22,Processed
530129,"Flax, hackled or otherwise processed, but not s",22,Processed
530610,Single flax yarn put up for retail sale,22,Processed
530620,Multiple or cabled flax yarn put up for retail,22,Processed
530710,Single yarn of jute or of other textile bast fi,22,Processed
530720,Multiple or cabled yarn of jute or of other tex,22,Processed
530810,Coir yarn,22,Processed
530820,True hemp yarn,22,Processed
530830,Paper yarn,22,Processed
530890,"Yarn of vegetable textile fibres, nes",22,Processed
530911,"Bleached or unbleached, woven fabrics of flax,",22,Processed
530919,"Woven fabrics of flax, with >=85% flax, printed",22,Processed
530921,"Bleached or unbleached, woven fabrics of flax,",22,Processed
530929,"Woven fabrics of flax, with <85% flax, printed,",22,Processed
531010,Unbleached woven fabrics of jute or of other te,22,Processed
531090,Woven fabrics of jute or other textile bast fib,22,Processed
531100,Woven fabrics of other vegetable textile fibres,22,Processed
540110,Sewing thread of synthetic filaments,22,Processed
540120,Sewing thread of artificial filaments,22,Processed
540210,High tenacity yarn of nylon or other polyamides,22,Processed
540220,"High tenacity yarn of polyesters, nprs",22,Processed
540231,"Textured yarn, of nylon or other polyamides, =<",22,Processed
540232,"Textured yarn, of nylon or other polyamides, >5",22,Processed
540233,"Textured yarn of polyesters, nprs",22,Processed
540239,"Textured yarn, nes, nprs",22,Processed
540241,"Single yarn of nylon or other polyamides, with",22,Processed
540242,"Single yarn of partially oriented polyesters, w",22,Processed
540243,"Single yarn of polyesters, nes, with =<50turns/",22,Processed
540249,"Single synthetic yarn, nes, with =<50turns/m, n",22,Processed
540251,"Single yarn of nylon or other polyamides, with",22,Processed
540252,"Single yarn of polyesters, with >50turns/m, npr",22,Processed
540259,"Single synthetic yarn, nes, with >50turns/m, np",22,Processed
540261,Multiple or cabled yarn of nylon or other polya,22,Processed
540262,"Multiple or cabled yarn of polyesters, nprs",22,Processed
540269,"Multiple or cabled yarn, nes, nprs",22,Processed
540310,"High tenacity yarn of viscose rayon, nprs",22,Processed
540320,"Artificial textured yarn, nprs",22,Processed
540331,"Single yarn of viscose rayon, with =<120turns/m",22,Processed
540332,"Single yarn of viscose rayon, with >120turns/m,",22,Processed
540333,"Single yarn of cellulose acetate, nprs",22,Processed
540339,"Single artificial yarn, nes, nprs",22,Processed
540341,"Multiple or cabled yarn of viscose rayon, nprs",22,Processed
540342,"Multiple or cabled yarn of cellulose acetate, n",22,Processed
540349,"Multiple or cabled artificial yarn, nes, nprs",22,Processed
540410,Synthetic monofilament of >=67decitex,22,Processed
540490,Strip and the like of synthetic textile materia,22,Processed
540500,Monofilament; strip and the like of artificial,22,Processed
540710,Woven fabrics of high tenacity yarn of nylon...,22,Processed
540720,Woven fabrics obtained from synthetic strip or,22,Processed
540730,Fabrics of synthetic filament yarn specified in,22,Processed
540741,"Unbleached or bleached woven fabrics, >=85% nyl",22,Processed
540742,"Dyed woven fabrics of synthetic filament yarn,",22,Processed
540743,Coloured woven fabrics of synthetic filament ya,22,Processed
540744,Printed woven fabrics of synthetic filament yar,22,Processed
540751,"Unbleached or bleached woven fabrics, >=85% tex",22,Processed
540752,"Dyed woven fabrics of synthetic filament yarn,",22,Processed
540753,"Coloured woven fabrics of synthetic yarn, >=85%",22,Processed
540754,"Printed woven fabrics of synthetic yarn, >=85%",22,Processed
540760,"Other woven fabrics of synthetic yarn, >=85% no",22,Processed
540771,"Unbleached or bleached woven fabrics, >=85% syn",22,Processed
540772,"Dyed woven fabrics, >=85% synthetic filaments,",22,Processed
540773,"Coloured woven fabrics, >=85% synthetic filamen",22,Processed
540774,"Printed woven fabrics, >=85% synthetic filament",22,Processed
540781,"Unbleached or bleached woven fabrics, <85% synt",22,Processed
540782,"Dyed woven fabrics, <85% synthetic filaments, m",22,Processed
540783,"Coloured woven fabrics, <85% synthetic filament",22,Processed
540784,"Printed woven fabrics, <85% synthetic filaments",22,Processed
540791,Unbleached or bleached woven fabrics of synthet,22,Processed
540792,"Dyed woven fabrics of synthetic filament yarn,",22,Processed
540793,Coloured woven fabrics of synthetic filament ya,22,Processed
540794,Printed woven fabrics of synthetic filament yar,22,Processed
540810,Woven fabrics of high tenacity synthetic filame,22,Processed
540821,"Unbleached or bleached woven fabrics, >=85% art",22,Processed
540822,"Dyed woven fabrics, >=85% artificial filaments",22,Processed
540823,"Coloured woven fabrics, >=85% artificial filame",22,Processed
540824,"Printed woven fabrics, >=85% artificial filamen",22,Processed
540831,Unbleached or bleached woven fabrics of artific,22,Processed
540832,"Dyed woven fabrics of artificial filament yarn,",22,Processed
540833,Coloured woven fabrics of artificial filament y,22,Processed
540834,Printed woven fabrics of artificial filament ya,22,Processed
550110,Synthetic filament tow of nylon or other polyam,22,Processed
550120,Synthetic filament tow of polyesters,22,Processed
550130,"Synthetic filament tow, acrylic or modacrylic",22,Processed
550190,"Synthetic filament tow, nes",22,Processed
550200,Artificial filament tow,22,Processed
550310,"Synthetic staple fibres, of nylon or other poly",22,Processed
550320,"Synthetic staple fibres, of polyesters, not car",22,Processed
550330,"Acrylic or modacrylic synthetic staple fibres,",22,Processed
550340,"Synthetic staple fibres, of polypropylene, not",22,Processed
550390,"Synthetic staple fibres, nes, not carded, etc",22,Processed
550410,"Artificial staple fibres, of viscose rayon, not",22,Processed
550490,"Artificial staple fibres, (excl. viscose), not",22,Processed
550610,"Synthetic staple fibres, of nylon or other poly",22,Processed
550620,"Synthetic staple fibres, of polyesters, carded,",22,Processed
550630,"Acrylic or modacrylic synthetic staple fibres,",22,Processed
550690,"Synthetic staple fibres, nes, carded, etc",22,Processed
550700,"Artificial staple fibres, carded, combed or pro",22,Processed
550810,Sewing thread of synthetic staple fibres,22,Processed
550820,Sewing thread of artificial staple fibres,22,Processed
550911,"Single yarn, with >=85% staple fibres of nylon",22,Processed
550912,"Multiple or cabled yarn, >=85% staple fibres of",22,Processed
550921,"Single yarn, with >=85% polyester staple fibres",22,Processed
550922,"Multiple or cabled yarn, with >=85% polyester s",22,Processed
550931,"Single yarn, with >=85% acrylic or modacrylic s",22,Processed
550932,"Multiple or cabled yarn, >=85% acrylic or modac",22,Processed
550941,"Single yarn, with >=85% synthetic staple fibres",22,Processed
550942,"Multiple or cabled yarn, with >=85% synthetic s",22,Processed
550951,"Yarn, <85% polyester staple fibres, with artifi",22,Processed
550952,"Yarn, <85% polyester staple fibres, with wool o",22,Processed
550953,"Yarn, <85% polyester staple fibres, mixed with",22,Processed
550959,"Yarn, <85% polyester staple fibres, nes, nprs",22,Processed
550961,"Yarn, <85% acrylic or modacrylic staple fibres,",22,Processed
550962,"Yarn, <85% acrylic or modacrylic staple fibres,",22,Processed
550969,"Yarn, <85% acrylic or modacrylic staple fibres,",22,Processed
550991,"Yarn, <85% synthetic staple fibres, nes, mixed",22,Processed
550992,"Yarn, <85% synthetic staple fibres, nes, mixed",22,Processed
550999,"Yarn, <85% synthetic staple fibres, nes, nprs",22,Processed
551011,"Single yarn, with >=85% artificial staple fibre",22,Processed
551012,"Multiple or cabled yarn, with >=85% artificial",22,Processed
551020,"Yarn, with <85% artificial staple fibres, mixed",22,Processed
551030,"Yarn, with <85% artificial staple fibres, mixed",22,Processed
551090,"Yarn, with <85% artificial staple fibres, nes,",22,Processed
551211,"Unbleached or bleached woven fabrics, >=85% pol",22,Processed
551219,"Printed, dyed or coloured woven fabrics, >=85%",22,Processed
551221,"Unbleached or bleached woven fabrics, >=85% acr",22,Processed
551229,"Printed, dyed or coloured woven fabrics, >=85%",22,Processed
551291,"Unbleached or bleached woven fabrics, >=85% syn",22,Processed
551299,"Printed, dyed, coloured woven fabrics, >=85% sy",22,Processed
551311,"Plain weave fabrics, <85% polyester fibres + co",22,Processed
551312,"3 or 4-thread twill, <85% polyester staple fibr",22,Processed
551313,"Woven fabrics, nes, <85% polyester staple fibre",22,Processed
551319,"Woven fabrics, <85% synthetic staple fibres + c",22,Processed
551321,"Dyed plain weave fabrics, <85% polyester fibres",22,Processed
551322,"Dyed 3 or 4-thread twill, <85% polyester fibres",22,Processed
551323,"Dyed woven fabrics, nes, <85% polyester fibres",22,Processed
551329,"Dyed woven fabrics, <85% synthetic fibres + cot",22,Processed
551331,"Coloured plain weave fabrics, <85% polyester fi",22,Processed
551332,"Coloured 3 or 4-thread twill, <85% polyester fi",22,Processed
551333,"Coloured woven fabrics, nes, <85% polyester fib",22,Processed
551339,"Coloured woven fabrics, <85% synthetic fibres +",22,Processed
551341,"Printed plain weave fabrics, <85% polyester fib",22,Processed
551342,"Printed 3 or 4-thread twill, <85% polyester fib",22,Processed
551343,"Printed woven fabrics, nes, <85% polyester fibr",22,Processed
551349,"Printed woven fabrics, <85% synthetic fibres +",22,Processed
551411,"Plain weave fabrics, <85% polyester staple fibr",22,Processed
551412,"3 or 4-thread twill, <85% polyester staple fibr",22,Processed
551413,"Woven fabrics, nes, <85% polyester staple fibre",22,Processed
551419,"Woven fabrics, <85% synthetic staple fibres + c",22,Processed
551421,"Dyed plain weave fabrics, <85% polyester fibres",22,Processed
551422,"Dyed 3 or 4-thread twill, <85% polyester fibres",22,Processed
551423,"Dyed woven fabrics, nes, <85% polyester fibres",22,Processed
551429,"Dyed woven fabrics, <85% synthetic fibres + cot",22,Processed
551431,"Coloured plain weave fabrics, <85% polyester fi",22,Processed
551432,"Coloured 3 or 4-thread twill, <85% polyester fi",22,Processed
551433,"Coloured woven fabrics, nes, <85% polyester fib",22,Processed
551439,"Coloured woven fabrics, <85% synthetic fibres +",22,Processed
551441,"Printed plain weave fabrics, <85% polyester fib",22,Processed
551442,"Printed 3 or 4-thread twill, <85% polyester fib",22,Processed
551443,"Printed woven fabrics, nes, <85% polyester fibr",22,Processed
551449,"Printed woven fabrics, <85% synthetic fibres +",22,Processed
551511,"Woven fabrics, <85% polyester staple fibres, wi",22,Processed
551512,"Woven fabrics of polyester staple fibres, mixed",22,Processed
551513,"Woven fabrics of polyester staple fibres, mixed",22,Processed
551519,"Woven fabrics of polyester staple fibres, nes",22,Processed
551521,"Woven fabrics of acrylic or modacrylic fibres,",22,Processed
551522,"Woven fabrics of acrylic or modacrylic fibres,",22,Processed
551529,Woven fabrics of acrylic or modacrylic staple f,22,Processed
551591,"Woven fabrics of synthetic staple fibres, nes,",22,Processed
551592,"Woven fabrics of synthetic staple fibres, nes,",22,Processed
551599,"Woven fabrics of synthetic staple fibres, nes",22,Processed
551611,"Unbleached or bleached woven fabrics, >=85% art",22,Processed
551612,"Dyed woven fabrics, >=85% artificial staple fib",22,Processed
551613,"Coloured woven fabrics, >=85% artificial staple",22,Processed
551614,"Printed woven fabrics, >=85% artificial staple",22,Processed
551621,"Woven fabrics, <85% artificial fibres, with man",22,Processed
551622,"Dyed woven fabrics, <85% artificial fibres, wit",22,Processed
551623,"Coloured woven fabrics, <85% artificial fibres,",22,Processed
551624,"Printed woven fabrics, <85% artificial fibres,",22,Processed
551631,"Woven fabrics, <85% artificial fibres, with woo",22,Processed
551632,"Dyed woven fabrics, <85% artificial fibres, wit",22,Processed
551633,"Coloured woven fabrics, <85% artificial staple",22,Processed
551634,"Printed woven fabrics, <85% artificial staple f",22,Processed
551641,"Woven fabrics, <85% artificial staple fibres, m",22,Processed
551642,"Dyed woven fabrics, <85% artificial staple fibr",22,Processed
551643,"Coloured woven fabrics, <85% artificial staple",22,Processed
551644,"Printed woven fabrics, <85% artificial staple f",22,Processed
551691,"Woven fabrics, artificial staple fibres, nes",22,Processed
551692,"Dyed woven fabrics, artificial staple fibres, n",22,Processed
551693,"Coloured woven fabrics, artificial staple fibre",22,Processed
551694,"Printed woven fabrics, artificial staple fibres",22,Processed
560110,"Sanitary towels and tampons, napkins, etc, of t",22,Processed
560121,Cotton wadding and articles thereof,22,Processed
560122,Wadding of man-made fibres and articles thereof,22,Processed
560129,"Wadding and articles of wadding, nes",22,Processed
560130,Textile flock and dust and mill neps,22,Processed
560210,Needleloom felt and stitch-bonded fibre fabrics,22,Processed
560221,Felt of wool or fine animal hair (excl. impregn,22,Processed
560229,"Felt of textile materials (excl. impregnated, c",22,Processed
560290,"Felt, nes",22,Processed
560300,Nonwovens,22,Processed
560410,"Rubber thread and cord, textile covered",22,Processed
560420,"High tenacity yarn of polyesters, of nylon... ,",22,Processed
560490,"Textile yarn and strip, etc, impregnated or coa",22,Processed
560500,"Metallized yarn, being textile yarn, or strip,",22,Processed
560600,Gimped yarn and strip; chenille yarn; loop wale,22,Processed
560710,"Twine, cordage, ropes and cables, of jute or ot",22,Processed
560721,"Binder or baler twine of sisal, etc, of the gen",22,Processed
560729,"Twine, cordage, ropes and cables, of sisal, etc",22,Processed
560730,"Twine, cordage, ropes and cables, of abaca or o",22,Processed
560741,Binder or baler twine of polyethylene or polypr,22,Processed
560749,"Twine, cordage, ropes and cables, of polyethyle",22,Processed
560750,"Twine, cordage, ropes and cables, of synthetic",22,Processed
560790,"Twine, cordage, ropes and cables, nes",22,Processed
560811,Made up fishing nets of man-made textile materi,22,Processed
560819,Knotted netting of man-made textile materials (,22,Processed
560890,"Knotted netting of twine, cordage or rope of te",22,Processed
560900,"Articles of yarn, strip, etc, twine, cordage, r",22,Processed
580110,Woven pile fabrics and chenille fabrics of wool,22,Processed
580121,Uncut weft pile fabrics of cotton,22,Processed
580122,Cut corduroy of cotton,22,Processed
580123,"Weft pile fabrics of cotton, nes",22,Processed
580124,"Warp pile fabrics, epingle (uncut), of cotton",22,Processed
580125,"Warp pile fabrics, cut, of cotton",22,Processed
580126,"Chenille fabrics, of cotton",22,Processed
580131,"Uncut weft pile fabrics of man-made fibres, nes",22,Processed
580132,"Cut corduroy of man-made fibres, nes",22,Processed
580133,"Weft pile fabrics of man-made fibres, nes",22,Processed
580134,"Warp pile fabrics, epingle (uncut), of man-made",22,Processed
580135,"Warp pile fabrics, cut, of man-made fibres, nes",22,Processed
580136,"Chenille fabrics of man-made fibres, nes",22,Processed
580190,Woven pile and chenille fabrics of other textil,22,Processed
580211,Unbleached terry towelling and similar woven te,22,Processed
580219,Terry towelling and similar woven terry fabrics,22,Processed
580220,Terry towelling and similar woven terry fabrics,22,Processed
580230,Tufted textile fabrics,22,Processed
580310,Cotton gauze (excl. narrow fabrics),22,Processed
580390,Gauze of other textiles (excl. narrow fabrics),22,Processed
580410,Tulles and other net fabrics,22,Processed
580421,"Lace of man-made fibres in piece, in strips or",22,Processed
580429,"Lace of other textiles in piece, in strips or i",22,Processed
580430,"Hand-made lace in pieces, in strips or in motif",22,Processed
580610,Narrow woven pile fabrics and chenille fabrics,22,Processed
580620,"Narrow woven fabrics, with >=5% elastomeric yar",22,Processed
580631,"Narrow woven fabrics of cotton, nes",22,Processed
580632,"Narrow woven fabrics of man-made fibres, nes",22,Processed
580639,"Narrow woven fabrics of other textiles, nes",22,Processed
580640,Fabrics with warp without weft assembled by an,22,Processed
580710,"Labels, badges... of textiles, woven, in piece.",22,Processed
580790,"Labels, badges... of textiles, unwoven, in piec",22,Processed
580810,"Braids, in the piece",22,Processed
580890,"Ornamental trimmings in the piece; tassels, pom",22,Processed
580900,Woven fabrics of metal thread and woven fabrics,22,Processed
581010,Embroidery without visible ground,22,Processed
581091,"Cotton embroidery, in the piece, in strips or i",22,Processed
581092,"Embroidery of man-made fibres, in the piece, in",22,Processed
581099,"Embroidery of other textiles, in the piece, in",22,Processed
581100,Quilted textile products in the piece (excl. em,22,Processed
590110,Textile fabrics coated with gum or amylaceous s,22,Processed
590190,Tracing cloth; prepared painting canvas; buckra,22,Processed
590210,Tyre cord fabric of high tenacity yarn of nylon,22,Processed
590220,Tyre cord fabric of high tenacity yarn of polye,22,Processed
590290,Tyre cord fabric of high tenacity yarn of visco,22,Processed
590310,Textile fabrics impregnated... with polyvinyl c,22,Processed
590320,Textile fabrics impregnated... with polyurethan,22,Processed
590390,"Textile fabrics impregnated... with plastics, n",22,Processed
590500,Textile wall coverings,22,Processed
590610,Adhesive tape of a width =<20cm,22,Processed
590691,Knitted or crocheted rubberized textile fabrics,22,Processed
590699,"Rubberized textile fabrics, nes",22,Processed
590700,Textile fabrics otherwise impregnated... ; pain,22,Processed
590800,Textile wicks for lamps...; incandescent gas ma,22,Processed
600110,"Long pile fabrics, knitted or crocheted",22,Processed
600121,"Looped pile fabrics of cotton, knitted or croch",22,Processed
600122,"Looped pile fabrics of man-made fibres, knitted",22,Processed
600129,"Looped pile fabrics of textile materials, knitt",22,Processed
600191,"Pile fabrics of cotton, nes, knitted or crochet",22,Processed
600192,"Pile fabrics of man-made fibres, nes, knitted o",22,Processed
600199,"Pile fabrics of textile materials, nes, knitted",22,Processed
600210,"Knitted or crocheted fabrics, =<30cm wide, >=5%",22,Processed
600220,"Knitted or crocheted fabrics, =<30cm wide, non-",22,Processed
600230,"Knitted or crocheted fabrics, >30cm wide, >=5%",22,Processed
600241,"Fabrics, warp knit, of wool or fine animal hair",22,Processed
600242,"Fabrics, warp knit, of cotton",22,Processed
600243,"Fabrics, warp knit, of man-made fibres",22,Processed
600249,"Fabrics, warp knit, nes",22,Processed
600291,Weft knits and crocheted fabrics of wool...,22,Processed
600292,Weft knits or crocheted fabrics of cotton,22,Processed
600293,Weft knits or crocheted fabrics of man-made fib,22,Processed
600299,"Weft knits or crocheted fabrics, nes",22,Processed
630510,"Sacks and bags, used for packing goods, of jute",22,Processed
630520,"Sacks and bags, used for packing goods, of cott",22,Processed
630531,"Sacks and bags, used for packing goods, of poly",22,Processed
630539,"Sacks and bags, used for packing goods, of man-",22,Processed
630590,"Sacks and bags, used for packing goods, of othe",22,Processed
650100,"Hat-forms, hat bodies and hoods of felt; platea",22,Processed
650200,"Hat-shapes, plaited or made by assembling strip",22,Processed
660310,Handles and knobs of articles of 66.01 or 66.02,22,Processed
660320,"Umbrella frames, including frames mounted on sh",22,Processed
660390,"Parts, trimmings and accessories of articles of",22,Processed
670100,"Prepared skins of birds with feathers or down,",22,Processed
670210,"Artificial flowers, foliage and fruit and artic",22,Processed
670290,"Artificial flowers, foliage, etc and articles t",22,Processed
670300,"Human hair, dressed, etc; animal hair and synth",22,Processed
680100,"Setts, curbstones and flagstones of natural sto",22,Processed
680210,Tiles etc rect or not >7 cm etc; arti coloured,22,Processed
680221,"Monumental/building stone,cut/sawn flat/even,ma",22,Processed
680222,"Monumental/building stone, cut/sawn flat or eve",22,Processed
680223,"Monumental/building stone, cut/sawn flat or eve",22,Processed
680229,"Monumental/building stone, cut/sawn flat or eve",22,Processed
680291,"Worked monumental/building stone nes, marble, t",22,Processed
680292,"Worked monumental/building stone nes, calcareou",22,Processed
680293,"Worked monumental/building stone nes, granite",22,Processed
680299,Worked monumental/building stone nes,22,Processed
680300,Worked slate and articles of slate or of agglom,22,Processed
680410,"Millstones and grindstones for milling, grindin",22,Processed
680421,"Millstones,grindstones etc of agglomerated synt",22,Processed
680422,"Millstones, grindstones etc of oth agglomerated",22,Processed
680423,"Millstones, grindstones etc of natural stone",22,Processed
680430,Hand sharpening or polishing stones,22,Processed
680510,Natural or artificial abrasive powder or grain,22,Processed
680520,Natural or artificial abrasive powder or grain,22,Processed
680530,Natural or artificial abrasive powder or grain,22,Processed
680610,"Slag wool, rock wool & similar mineral wools in",22,Processed
680620,"Exfoliated vermiculite,expanded clays,foamed sl",22,Processed
680690,"Art. of heat/sound insulating,etc,nes,mineral m",22,Processed
680710,"Asphalt or similar material articles, in rolls",22,Processed
680790,Asphalt or similar material articles nes,22,Processed
680800,"Panels,boards etc of veg fbr,straw etc agglomer",22,Processed
680911,Plaster boards etc not ornamental faced or rein,22,Processed
680919,Plaster boards etc not ornamental faced or rein,22,Processed
680990,Articles of plaster or compositions based on pl,22,Processed
681011,"Building blocks and bricks of cement, concrete",22,Processed
681019,"Tiles,flagstones and similar art. of cement/con",22,Processed
681020,Pipes of cement or concrete,22,Processed
681091,Prefabri structural components of buildings etc,22,Processed
681099,"Articles of cement, of concrete or of artificia",22,Processed
681110,"Corrugated sheets of asbestos-cement,of cellulo",22,Processed
681120,"Sheets nes,panels/tiles etc of asbestos-cement,",22,Processed
681130,"Tubes,pipes&tube or pipe fittings of asbestos-c",22,Processed
681190,"Articles nes, of asbestos-cement of cellulose f",22,Processed
681210,Asbestos fibres etc,22,Processed
681220,Asbestos yarn and thread,22,Processed
681230,"Asbestos cords and string, whether or not plait",22,Processed
681240,Asbestos woven or knitted fabric,22,Processed
681250,"Asbestos clothing, clothing accessories, footwe",22,Processed
681260,"Asbestos paper, millboard and felt",22,Processed
681270,"Compressed asbestos fibre jointing, in sheets o",22,Processed
681290,Asbestos fabricated products nes,22,Processed
681310,Asbestos brake linings and pads,22,Processed
681390,Asbestos friction material and articles nes,22,Processed
681410,"Mica plates,sheets and strips,agglomerated/reco",22,Processed
681490,Worked mica and articles of mica nes,22,Processed
681510,Non-electrical articles of graphite or other ca,22,Processed
681520,Articles of peat,22,Processed
681591,"Articles containing magnesite, dolomite or chro",22,Processed
681599,Articles of stone or of other mineral substance,22,Processed
690100,"Bricks, blocks etc&ceramic gds of siliceous fos",22,Processed
690210,"Refractory bricks etc >50% Mg, Ca or Cr express",22,Processed
690220,"Refractory bricks etc >50% alumina Al2O3, silic",22,Processed
690290,Refractory bricks etc nes,22,Processed
690310,"Refractory ceramic gds nes, >50% of graphite or",22,Processed
690320,"Refractory ceramic gds nes,>50% of Al2O3 or mx/",22,Processed
690390,Refractory ceramic goods nes,22,Processed
690410,Building bricks,22,Processed
690490,"Ceramic flooring blocks, support or filler tile",22,Processed
690510,"Roofing tiles, ceramic",22,Processed
690590,"Chimney-pots, cowls, chimney liners etc&oth cer",22,Processed
690600,"Ceramic pipes, conduits, guttering and pipe fit",22,Processed
690710,"Tiles, cubes and sim <7 cm rect or not etc, ung",22,Processed
690790,"Tiles, cubes and sim nes, unglazed ceramics",22,Processed
690810,"Tiles, cubes and sim <7 cm rect or not etc, gla",22,Processed
690890,"Tiles, cubes and sim nes, glazed ceramics",22,Processed
690911,"Ceramic wares laboratory,chemical/oth technical",22,Processed
690919,"Ceramic wares laboratory, chemical/other techni",22,Processed
690990,"Ceramic troughs, tubes etc used in agriculture,",22,Processed
691010,"Ceramic sinks,wash basins etc&similar sanitary",22,Processed
691090,"Ceramic sinks, wash basins etc & similar sanita",22,Processed
691410,Articles of porcelain or china nes,22,Processed
691490,Articles of ceramics nes,22,Processed
700100,Cullet and other waste and scrap of glass; glas,22,Processed
700210,"Balls, glass exc microspheres of No 70.18",22,Processed
700220,"Rods, glass",22,Processed
700231,Tubes of fused quartz or other fused silica,22,Processed
