HS 1996 Product Code,HS 1996 Product Description,BEC Product Code,BEC Product Description
730840,"Equipment for scaffolding, shuttering, propping or pitpropping",22,Processed
730890,Other,22,Processed
731210,"Stranded wire, ropes and cables",22,Processed
731290,Other,22,Processed
731300,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel.",22,Processed
731412,"Woven cloth :-- Endless bands for machinery, of stainless steel",22,Processed
731413,Woven cloth :-- Other endless bands for machinery,22,Processed
731414,"Woven cloth :-- Other woven cloth, of stainless steel",22,Processed
731419,Woven cloth :-- Other,22,Processed
731420,"Grill, netting and fencing, welded at the intersection, of wire with a maximum cross-sectional dimension of 3 mm or more and having a mesh size of 100 cm2 or more",22,Processed
731431,"Other grill, netting and fencing, welded at the intersection :-- Plated or coated with zinc",22,Processed
731439,"Other grill, netting and fencing, welded at the intersection :-- Other",22,Processed
731441,"Other cloth, grill, netting and fencing :-- Plated or coated with zinc",22,Processed
731442,"Other cloth, grill, netting and fencing :-- Coated with plastics",22,Processed
731449,"Other cloth, grill, netting and fencing :-- Other",22,Processed
731450,Expanded metal,22,Processed
731511,Articulated link chain and parts thereof :-- Roller chain,22,Processed
731512,Articulated link chain and parts thereof :-- Other chain,22,Processed
731519,Articulated link chain and parts thereof :-- Parts,22,Processed
731520,Skid chain,22,Processed
731581,Other chain :-- Stud-link,22,Processed
731582,"Other chain :-- Other, welded link",22,Processed
731589,Other chain :-- Other,22,Processed
731590,Other parts,22,Processed
731700,"Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading No. 83.05) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads",22,Processed
731811,Threaded articles :-- Coach screws,22,Processed
731812,Threaded articles :-- Other wood screws,22,Processed
731813,Threaded articles :-- Screw hooks and screw rings,22,Processed
731814,Threaded articles :-- Self-tapping screws,22,Processed
731815,"Threaded articles :-- Other screws and bolts, whether or not with their nuts or washers",22,Processed
731816,Threaded articles :-- Nuts,22,Processed
731819,Threaded articles :-- Other,22,Processed
731821,Non-threaded articles :-- Spring washers and other lock washers,22,Processed
731822,Non-threaded articles :-- Other washers,22,Processed
731823,Non-threaded articles :-- Rivets,22,Processed
731824,Non-threaded articles :-- Cotters and cotter-pins,22,Processed
731829,Non-threaded articles :-- Other,22,Processed
732010,Leaf-springs and leaves therefor,22,Processed
732020,Helical springs,22,Processed
732090,Other,22,Processed
732190,Parts,22,Processed
732410,"Sinks and wash basins, of stainless steel",22,Processed
732421,"Baths :-- Of cast iron, whether or not enamelled",22,Processed
732429,Baths :-- Other,22,Processed
732490,"Other, including parts",22,Processed
732510,Of non-malleable cast iron,22,Processed
732591,Other :-- Grinding balls and similar articles for mills,22,Processed
732599,Other,22,Processed
732611,"Forged or stamped, but not further worked :-- Grinding balls and similar articles for mills",22,Processed
732619,"Forged or stamped, but not further worked :-- Other",22,Processed
732620,Articles of iron or steel wire,22,Processed
732690,Other,22,Processed
740110,Copper mattes,22,Processed
740120,Cement copper (precipitated copper),22,Processed
740200,Unrefined copper; copper anodes for electrolytic refining.,22,Processed
740311,Refined copper :-- Cathodes and sections of cathodes,22,Processed
740312,Refined copper :-- Wire-bars,22,Processed
740313,Refined copper :-- Billets,22,Processed
740319,Refined copper :-- Other,22,Processed
740321,Copper alloys :-- Copper-zinc base alloys (brass),22,Processed
740322,Copper alloys :-- Copper-tin base alloys (bronze),22,Processed
740323,Copper alloys :-- Copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),22,Processed
740329,Copper alloys :-- Other copper alloys (other than master alloys of heading No. 74.05),22,Processed
740500,Master alloys of copper.,22,Processed
740610,Powders of non-lamellar structure,22,Processed
740620,Powders of lamellar structure; flakes,22,Processed
740710,Of refined copper,22,Processed
740721,Of copper alloys :-- Of copper-zinc base alloys (brass),22,Processed
740722,Of copper alloys :-- Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),22,Processed
740729,Of copper alloys :-- Other,22,Processed
740811,Of refined copper :-- Of which the maximum cross-sectional dimension exceeds 6 mm,22,Processed
740819,Of refined copper :-- Other,22,Processed
740821,Of copper alloys :-- Of copper-zinc base alloys (brass),22,Processed
740822,Of copper alloys :-- Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),22,Processed
740829,Of copper alloys :-- Other,22,Processed
740911,Of refined copper :-- In coils,22,Processed
740919,Of refined copper :-- Other,22,Processed
740921,Of copper-zinc base alloys (brass) :-- In coils,22,Processed
740929,Of copper-zinc base alloys (brass) :-- Other,22,Processed
740931,Of copper-tin base alloys (bronze) :-- In coils,22,Processed
740939,Of copper-tin base alloys (bronze) :-- Other,22,Processed
740940,Of copper-nickel base alloys (cupro-nickel) or copper- nickel-zinc base alloys (nickel silver),22,Processed
740990,Of other copper alloys,22,Processed
741011,Not backed :-- Of refined copper,22,Processed
741012,Not backed :-- Of copper alloys,22,Processed
741021,Backed :-- Of refined copper,22,Processed
741022,Backed :-- Of copper alloys,22,Processed
741110,Of refined copper,22,Processed
741121,Of copper alloys :-- Of copper-zinc base alloys (brass),22,Processed
741122,Of copper alloys :-- Of copper-nickel base alloys (cupro-nickel) or copper-nickel-zinc base alloys (nickel silver),22,Processed
741129,Of copper alloys :-- Other,22,Processed
741210,Of refined copper,22,Processed
741220,Of copper alloys,22,Processed
741300,"Stranded wire, cables, plaited bands and the like, of copper, not electrically insulated.",22,Processed
741420,Cloth,22,Processed
741490,Other,22,Processed
741510,"Nails and tacks, drawing pins, staples and similar articles",22,Processed
741521,"Other articles, not threaded :-- Washers (including spring washers)",22,Processed
741529,"Other articles, not threaded :-- Other",22,Processed
741531,Other threaded articles :-- Screws for wood,22,Processed
741532,Other threaded articles :-- Other screws; bolts and nuts,22,Processed
741539,Other threaded articles :-- Other,22,Processed
741600,Copper springs.,22,Processed
741820,Sanitary ware and parts thereof,22,Processed
741910,Chain and parts thereof,22,Processed
741991,"Other :-- Cast, moulded, stamped or forged, but not further worked",22,Processed
741999,Other,22,Processed
750110,Nickel mattes,22,Processed
750120,Nickel oxide sinters and other intermediate products of nickel metallurgy,22,Processed
750210,"Nickel, not alloyed",22,Processed
750220,Nickel alloys,22,Processed
750400,Nickel powders and flakes.,22,Processed
750511,"Bars, rods and profiles :-- Of nickel, not alloyed",22,Processed
750512,"Bars, rods and profiles :-- Of nickel alloys",22,Processed
750521,"Wire :-- Of nickel, not alloyed",22,Processed
750522,Wire :-- Of nickel alloys,22,Processed
750610,"Of nickel, not alloyed",22,Processed
750620,Of nickel alloys,22,Processed
750711,"Tubes and pipes :-- Of nickel, not alloyed",22,Processed
750712,Tubes and pipes :-- Of nickel alloys,22,Processed
750720,Tube or pipe fittings,22,Processed
750810,"Cloth, grill and netting, of nickel wire",22,Processed
750890,Other,22,Processed
760110,"Aluminium, not alloyed",22,Processed
760120,Aluminium alloys,22,Processed
760310,Powders of non-lamellar structure,22,Processed
760320,Powders of lamellar structure; flakes,22,Processed
760410,"Of aluminium, not alloyed",22,Processed
760421,Of aluminium alloys :-- Hollow profiles,22,Processed
760429,Of aluminium alloys :,22,Processed
760511,"Of aluminium, not alloyed :- Of which the maximum cross-sectional dimension exceeds 7 mm",22,Processed
760519,"Of aluminium, not alloyed :-- Other",22,Processed
760521,Of aluminium alloys :-- Of which the maximum cross-sectional dimension exceeds 7 mm,22,Processed
760529,Of aluminium alloys :-- Other,22,Processed
760611,"Rectangular (including square) :-- Of aluminium, not alloyed",22,Processed
760612,Rectangular (including square) :-- Of aluminium alloys,22,Processed
760691,"Other :-- Of aluminium, not alloyed",22,Processed
760692,Other :-- Of aluminium alloys,22,Processed
760711,Not backed :-- Rolled but not further worked,22,Processed
760719,Not backed :-- Other,22,Processed
760720,Backed,22,Processed
760810,"Of aluminium, not alloyed",22,Processed
760820,Of aluminium alloys,22,Processed
760900,"Aluminium tube or pipe fittings (for example, couplings, elbows, sleeves).",22,Processed
761010,"Doors, windows and their frames and thresholds for doors",22,Processed
761090,Other,22,Processed
761410,With steel core,22,Processed
761490,Other,22,Processed
761520,Sanitary ware and parts thereof,22,Processed
761610,"Nails, tacks, staples (other than those of heading No. 83.05), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles",22,Processed
761691,"Other :-- Cloth, grill, netting and fencing, of aluminium wire",22,Processed
761699,Other,22,Processed
780110,Refined lead,22,Processed
780191,Other :-- Containing by weight antimony as the principal other element,22,Processed
780199,Other,22,Processed
780300,"Lead bars, rods, profiles and wire.",22,Processed
780411,"Plates, sheets, strip and foil :-- Sheets, strip and foil of a thickness (excluding any backing) not exceeding 0.2 mm",22,Processed
780419,"Plates, sheets, strip and foil :-- Other",22,Processed
780420,Powders and flakes,22,Processed
780500,"Lead tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",22,Processed
780600,Other articles of lead.,22,Processed
790111,"Zinc, not alloyed :- Containing by weight 99.99 % or more of zinc",22,Processed
790112,"Zinc, not alloyed :-- Containing by weight less than 99.99 % of zinc",22,Processed
790120,Zinc alloys,22,Processed
790310,Zinc dust,22,Processed
790390,Other,22,Processed
790400,"Zinc bars, rods, profiles and wire.",22,Processed
790500,"Zinc plates, sheets, strip and foil.",22,Processed
790600,"Zinc tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",22,Processed
790700,Other articles of zinc.,22,Processed
800110,"Tin, not alloyed",22,Processed
800120,Tin alloys,22,Processed
800300,"Tin bars, rods, profiles and wire.",22,Processed
800400,"Tin plates, sheets and strip, of a thickness exceeding 0.2 mm.",22,Processed
800500,"Tin foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials), of a thickness (excluding any backing) not exceeding 0.2 mm; tin powders and flakes.",22,Processed
800600,"Tin tubes, pipes and tube or pipe fittings (for example, couplings, elbows, sleeves).",22,Processed
810110,Powders,22,Processed
810191,"Other :-- Unwrought tungsten, including bars and rods obtained simply by sintering; waste and scrap",22,Processed
810192,"Other :-- Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",22,Processed
810193,Other :-- Wire,22,Processed
810199,Other,22,Processed
810210,Powders,22,Processed
810291,"Other :-- Unwrought molybdenum, including bars and rods obtained simply by sintering; waste and scrap",22,Processed
810292,"Other :-- Bars and rods, other than those obtained simply by sintering, profiles, plates, sheets, strip and foil",22,Processed
810293,Other :-- Wire,22,Processed
810299,Other,22,Processed
810310,"Unwrought tantalum, including bars and rods obtained simply by sintering; waste and scrap; powders",22,Processed
810390,Other,22,Processed
810411,Unwrought magnesium :-- Containing at least 99.8 % by weight of magnesium,22,Processed
810419,Unwrought magnesium :-- Other,22,Processed
810430,"Raspings, turnings and granules, graded according to size; powders",22,Processed
810490,Other,22,Processed
810510,Cobalt mattes and other intermediate products of cobalt metallurgy; unwrought cobalt; waste and scrap; powders,22,Processed
810590,Other,22,Processed
810600,"Bismuth and articles thereof, including waste and scrap.",22,Processed
810710,Unwrought cadmium; waste and scrap; powders,22,Processed
810790,Other,22,Processed
810810,Unwrought titanium; waste and scrap; powders,22,Processed
810890,Other,22,Processed
810910,Unwrought zirconium; waste and scrap; powders,22,Processed
810990,Other,22,Processed
811000,"Antimony and articles thereof, including waste and scrap.",22,Processed
811100,"Manganese and articles thereof, including waste and scrap.",22,Processed
811211,Beryllium :-- Unwrought; waste and scrap; powders,22,Processed
811219,Beryllium :-- Other,22,Processed
811220,Chromium,22,Processed
811230,Germanium,22,Processed
811240,Vanadium,22,Processed
811291,Other :-- Unwrought; waste and scrap; powders,22,Processed
811299,Other,22,Processed
811300,"Cermets and articles thereof, including waste and scrap.",22,Processed
830110,Padlocks,22,Processed
830120,Locks of a kind used for motor vehicles,22,Processed
830130,Locks of a kind used for furniture,22,Processed
830140,Other locks,22,Processed
830150,"Clasps and frames with clasps, incorporating locks",22,Processed
830160,Parts,22,Processed
830170,Keys presented separately,22,Processed
830210,Hinges,22,Processed
830220,Castors,22,Processed
830241,"Other mountings, fittings and similar articles :-- Suitable for buildings",22,Processed
830242,"Other mountings, fittings and similar articles :- Other, suitable for furniture",22,Processed
830249,"Other mountings, fittings and similar articles :- Other",22,Processed
830250,"Hat-racks, hat-pegs, brackets and similar fixtures",22,Processed
830260,Automatic door closers,22,Processed
830510,Fittings for loose-leaf binders or files,22,Processed
830520,Staples in strips,22,Processed
830590,"Other, including parts",22,Processed
830610,"Bells, gongs and the like",22,Processed
830710,Of iron or steel,22,Processed
830790,Of other base metal,22,Processed
830810,"Hooks, eyes and eyelets",22,Processed
830820,Tubular or bifurcated rivets,22,Processed
830890,"Other, including parts",22,Processed
830910,Crown corks,22,Processed
830990,Other,22,Processed
831000,"Sign-plates, name-plates, address-plates and similar plates, numbers, letters and other symbols, of base metal, excluding those of heading No. 94.05.",22,Processed
831110,"Coated electrodes of base metal, for electric arc-welding",22,Processed
831120,"Cored wire of base metal, for electric arc-welding",22,Processed
831130,"Coated rods and cored wire, of base metal, for soldering, brazing or welding by flame",22,Processed
831190,"Other, including parts",22,Processed
845230,Sewing machine needles,22,Processed
845240,"Furniture, bases and covers for sewing machines and parts thereof",22,Processed
845290,Other parts of sewing machines,22,Processed
850690,Parts,22,Processed
850790,Parts,22,Processed
850990,Parts,22,Processed
851090,Parts,22,Processed
851190,Parts,22,Processed
851290,Parts,22,Processed
851310,Lamps,22,Processed
851390,Parts,22,Processed
851610,Electric instantaneous or storage water heaters and immersion heaters,22,Processed
851680,Electric heating resistors,22,Processed
851690,Parts,22,Processed
853931,"Discharge lamps, other than ultra-violet lamps :-- Fluorescent, hot cathode",22,Processed
853932,"Discharge lamps, other than ultra-violet lamps :-- Mercury or sodium vapour lamps; metal halide lamps",22,Processed
853939,"Discharge lamps, other than ultra-violet lamps :-- Other",22,Processed
853941,Ultra-violet or infra-red lamps; arc-lamps :-- Arc-lamps,22,Processed
853949,Ultra-violet or infra-red lamps; arc-lamps :-- Other,22,Processed
853990,Parts,22,Processed
854411,Winding wire :-- Of copper,22,Processed
854419,Winding wire :-- Other,22,Processed
854420,Co-axial cable and other co-axial electric conductors,22,Processed
854430,"Ignition wiring sets and other wiring sets of a kind used in vehicles, aircraft or ships",22,Processed
854441,"Other electric conductors, for a voltage not exceeding 80 V :-- Fitted with connectors",22,Processed
854449,"Other electric conductors, for a voltage not exceeding 80 V :-- Other",22,Processed
854451,"Other electric conductors, for a voltage exceeding 80 V but not exceeding 1,000 V :-- Fitted with connectors",22,Processed
854459,"Other electric conductors, for a voltage exceeding 80 V but not exceeding 1,000 V :-- Other",22,Processed
854460,"Other electric conductors, for a voltage exceeding 1,000 V",22,Processed
854470,Optical fibre cables,22,Processed
854690,Other,22,Processed
854710,Insulating fittings of ceramics,22,Processed
854720,Insulating fittings of plastics,22,Processed
854790,Other,22,Processed
900110,"Optical fibres, optical fibre bundles and cables",22,Processed
900120,Sheets and plates of polarising material,22,Processed
900130,Contact lenses,22,Processed
900140,Spectacle lenses of glass,22,Processed
900150,Spectacle lenses of other materials,22,Processed
900190,Other,22,Processed
900211,"Objective lenses :-- For cameras, projectors or photographic enlargers or reducers",22,Processed
900219,Objective lenses :-- Other,22,Processed
900220,Filters,22,Processed
900290,Other,22,Processed
900691,Parts and accessories :-- For cameras,22,Processed
900699,Parts and accessories :-- Other,22,Processed
910811,Electrically operated :- Electrically operated :-- With mechanical display only or with a device to which a mechanical display can be incorporated,22,Processed
910812,Electrically operated :-- With opto-electronic display only,22,Processed
910819,Electrically operated :-- Other,22,Processed
910820,With automatic winding,22,Processed
910891,Other :-- Measuring 33.8 mm or less,22,Processed
910899,Other,22,Processed
910911,Electrically operated :-- Of alarm clocks,22,Processed
910919,Electrically operated :-- Other,22,Processed
910990,Other,22,Processed
911011,"Of watches :-- Complete movements, unassembled or partly assembled (movement sets)",22,Processed
911012,"Of watches :-- Incomplete movements, assembled",22,Processed
911019,Of watches :-- Rough movements,22,Processed
911090,Other,22,Processed
911110,Cases of precious metal or of metal clad with precious metal,22,Processed
911120,"Cases of base metal, whether or not gold- or silver-plated",22,Processed
911180,Other cases,22,Processed
911190,Parts,22,Processed
911210,Cases of metal,22,Processed
911280,Other cases,22,Processed
911290,Parts,22,Processed
911410,"Springs, including hair-springs",22,Processed
911420,Jewels,22,Processed
911430,Dials,22,Processed
911440,Plates and bridges,22,Processed
911490,Other,22,Processed
920910,"Metronomes, tuning forks and pitch pipes",22,Processed
920920,Mechanisms for musical boxes,22,Processed
920930,Musical instrument strings,22,Processed
920991,Other :-- Parts and accessories for pianos,22,Processed
920992,Other :-- Parts and accessories for the musical instruments of heading No. 92.02,22,Processed
920993,Other :-- Parts and accessories for the musical instruments of heading No. 92.03,22,Processed
920994,Other :-- Parts and accessories for the musical instruments of heading No. 92.07,22,Processed
920999,Other,22,Processed
940190,Parts,22,Processed
940510,"Chandeliers and other electric ceiling or wall lighting fittings, excluding those of a kind used for lighting public open spaces or thoroughfares",22,Processed
940520,"Electric table, desk, bedside or floor-standing lamps",22,Processed
940540,Other electric lamps and lighting fittings,22,Processed
940550,Non-electrical lamps and lighting fittings,22,Processed
940560,"Illuminated signs, illuminated name-plates and the like",22,Processed
940591,Parts :-- Of glass,22,Processed
940592,Parts :-- Of plastics,22,Processed
940599,Parts :-- Other,22,Processed
940600,Prefabricated buildings.,22,Processed
960310,"Brooms and brushes, consisting of twigs or other vegetable materials bound together, with or without handles",22,Processed
960321,"Tooth brushes, shaving brushes, hair brushes, nail brushes, eyelash brushes and other toilet brushes for use on the person, including such brushes constituting parts of appliances :-- Tooth brushes, including dental-plate",22,Processed
960329,"Tooth brushes, shaving brushes, hair brushes, nail brushes, eyelash brushes and other toilet brushes for use on the person, including such brushes constituting parts of appliances :-- Other",22,Processed
960330,"Artists' brushes, writing brushes and similar brushes for the application of cosmetics",22,Processed
960340,"Paint, distemper, varnish or similar brushes (other than brushes of subheading No. 9603.30); paint pads and rollers",22,Processed
960350,"Other brushes constituting parts of machines, appliances or vehicles",22,Processed
960390,Other,22,Processed
960400,Hand sieves and hand riddles.,22,Processed
960610,"Press-fasteners, snap-fasteners and press-studs and parts therefor",22,Processed
960621,"Buttons :-- Of plastics, not covered with textile material",22,Processed
960622,"Buttons :-- Of base metal, not covered with textile material",22,Processed
960629,Buttons :-- Other,22,Processed
960630,Button moulds and other parts of buttons; button blanks,22,Processed
960711,Slide fasteners :-- Fitted with chain scoops of base metal,22,Processed
960719,Slide fasteners :-- Other,22,Processed
960720,Parts,22,Processed
961100,"Date, sealing or numbering stamps, and the like (including devices for printing or embossing labels), designed for operating in the hand; hand-operated composing sticks and hand printing sets incorporating such composing st",22,Processed
961210,Ribbons,22,Processed
961220,Ink-pads,22,Processed
961390,Parts,22,Processed
270111,"Coal, whether or not pulverised, but not agglomerated :-- Anthracite",31,Primary
270112,"Coal, whether or not pulverised, but not agglomerated :-- Bituminous coal",31,Primary
270119,"Coal, whether or not pulverised, but not agglomerated :-- Other coal",31,Primary
270210,"Lignite, whether or not pulverised, but not agglomerated",31,Primary
270300,"Peat (including peat litter), whether or not agglomerated.",31,Primary
270900,"Petroleum oils and oils obtained from bituminous minerals, crude.",31,Primary
271121,In gaseous state :-- Natural gas,31,Primary
271129,In gaseous state :-- Other,31,Primary
440110,"Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms",31,Primary
010210,Pure-bred breeding animals,41,Capital goods (except for transport equipment)
010310,Pure-bred breeding animals,41,Capital goods (except for transport equipment)
711510,"Catalysts in the form of wire cloth or grill, of platinum",41,Capital goods (except for transport equipment)
711590,Other,41,Capital goods (except for transport equipment)
730900,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with me",41,Capital goods (except for transport equipment)
731010,Of a capacity of 50 l or more,41,Capital goods (except for transport equipment)
731021,Of a capacity of less than 50 l :-- Cans which are to be closed by soldering or crimping,41,Capital goods (except for transport equipment)
731029,Of a capacity of less than 50 l :-- Other,41,Capital goods (except for transport equipment)
731100,"Containers for compressed or liquefied gas, of iron or steel.",41,Capital goods (except for transport equipment)
732211,Radiators and parts thereof :-- Of cast iron,41,Capital goods (except for transport equipment)
732219,Radiators and parts thereof :-- Other,41,Capital goods (except for transport equipment)
732290,Other,41,Capital goods (except for transport equipment)
761100,"Aluminium reservoirs, tanks, vats and similar containers, for any material (other than compressed or liquefied gas), of a capacity exceeding 300 l, whether or not lined or heat-insulated, but not fitted with mechanica",41,Capital goods (except for transport equipment)
761210,Collapsible tubular containers,41,Capital goods (except for transport equipment)
761290,Other,41,Capital goods (except for transport equipment)
761300,Aluminium containers for compressed or liquefied gas.,41,Capital goods (except for transport equipment)
820110,Spades and shovels,41,Capital goods (except for transport equipment)
820120,Forks,41,Capital goods (except for transport equipment)
820130,"Mattocks, picks, hoes and rakes",41,Capital goods (except for transport equipment)
820140,"Axes, bill hooks and similar hewing tools",41,Capital goods (except for transport equipment)
820150,Secateurs and similar one-handed pruners and shears (including poultry shears),41,Capital goods (except for transport equipment)
820160,"Hedge shears, two-handed pruning shears and similar two-handed shears",41,Capital goods (except for transport equipment)
820190,"Other hand tools of a kind used in agriculture, horticulture or forestry",41,Capital goods (except for transport equipment)
820210,Hand saws,41,Capital goods (except for transport equipment)
820310,"Files, rasps and similar tools",41,Capital goods (except for transport equipment)
820320,"Pliers (including cutting pliers), pincers, tweezers and similar tools",41,Capital goods (except for transport equipment)
820330,Metal cutting shears and similar tools,41,Capital goods (except for transport equipment)
820340,"Pipe-cutters, bolt croppers, perforating punches and similar tools",41,Capital goods (except for transport equipment)
820411,Hand-operated spanners and wrenches :-- Non-adjustable,41,Capital goods (except for transport equipment)
820412,Hand-operated spanners and wrenches :-- Adjustable,41,Capital goods (except for transport equipment)
820420,"Interchangeable spanner sockets, with or without handles",41,Capital goods (except for transport equipment)
820510,"Drilling, threading or tapping tools",41,Capital goods (except for transport equipment)
820520,Hammers and sledge hammers,41,Capital goods (except for transport equipment)
820530,"Planes, chisels, gouges and similar cutting tools for working wood",41,Capital goods (except for transport equipment)
820540,Screwdrivers,41,Capital goods (except for transport equipment)
820551,Other hand tools (including glaziers' diamonds) :-- Household tools,41,Capital goods (except for transport equipment)
820559,Other hand tools (including glaziers' diamonds) :-- Other,41,Capital goods (except for transport equipment)
820560,Blow lamps,41,Capital goods (except for transport equipment)
820570,"Vices, clamps and the like",41,Capital goods (except for transport equipment)
820580,Anvils; portable forges; hand or pedal-operated grinding wheels with frameworks,41,Capital goods (except for transport equipment)
820590,Sets of articles of two or more of the foregoing subheadings,41,Capital goods (except for transport equipment)
820600,"Tools of two or more of the headings Nos. 82.02 to 82.05, put up in sets for retail sale.",41,Capital goods (except for transport equipment)
830300,"Armoured or reinforced safes, strong-boxes and doors and safe deposit lockers for strong-rooms, cash or deed boxes and the like, of base metal.",41,Capital goods (except for transport equipment)
830400,"Filing cabinets, card-index cabinets, paper trays, paper rests, pen trays, office-stamp stands and similar office or desk equipment, of base metal, other than office furniture of heading No. 94.03.",41,Capital goods (except for transport equipment)
840110,Nuclear reactors,41,Capital goods (except for transport equipment)
840120,"Machinery and apparatus for isotopic separation, and parts thereof",41,Capital goods (except for transport equipment)
840130,"Fuel elements (cartridges), non-irradiated",41,Capital goods (except for transport equipment)
840211,Steam or other vapour generating boilers :-- Watertube boilers with a steam production exceeding 45 t per hour,41,Capital goods (except for transport equipment)
840212,Steam or other vapour generating boilers :-- Watertube boilers with a steam production not exceeding 45 t per hour,41,Capital goods (except for transport equipment)
840219,"Steam or other vapour generating boilers :-- Other vapour generating boilers, including hybrid boilers",41,Capital goods (except for transport equipment)
840220,Super-heated water boilers,41,Capital goods (except for transport equipment)
840310,Boilers,41,Capital goods (except for transport equipment)
840390,Parts,41,Capital goods (except for transport equipment)
840410,Auxiliary plant for use with boilers of heading No. 84.02 or 84.03,41,Capital goods (except for transport equipment)
840420,Condensers for steam or other vapour power units,41,Capital goods (except for transport equipment)
840510,"Producer gas or water gas generators, with or without their purifiers; acetylene gas generators and similar water process gas generators, with or without their purifiers",41,Capital goods (except for transport equipment)
840610,Turbines for marine propulsion,41,Capital goods (except for transport equipment)
840681,Other turbines :-- Of an output exceeding 40 MW,41,Capital goods (except for transport equipment)
840682,Other turbines :-- Of an output not exceeding 40 MW,41,Capital goods (except for transport equipment)
840790,Other engines,41,Capital goods (except for transport equipment)
840890,Other engines,41,Capital goods (except for transport equipment)
841011,"Hydraulic turbines and water wheels :-- Of a power not exceeding 1,000 kW",41,Capital goods (except for transport equipment)
841012,"Hydraulic turbines and water wheels :-- Of a power exceeding 1,000 kW but not exceeding 10,000 kW",41,Capital goods (except for transport equipment)
841013,"Hydraulic turbines and water wheels :-- Of a power exceeding 10,000 kW",41,Capital goods (except for transport equipment)
841221,Hydraulic power engines and motors :-- Linear acting (cylinders),41,Capital goods (except for transport equipment)
841229,Hydraulic power engines and motors :-- Other,41,Capital goods (except for transport equipment)
841231,Pneumatic power engines and motors :-- Linear acting (cylinders),41,Capital goods (except for transport equipment)
841239,Pneumatic power engines and motors :-- Other,41,Capital goods (except for transport equipment)
841280,Other,41,Capital goods (except for transport equipment)
841311,"Pumps fitted or designed to be fitted with a measuring device :-- Pumps for dispensing fuel or lubricants, of the type used in filling-stations or in garages",41,Capital goods (except for transport equipment)
841319,Pumps fitted or designed to be fitted with a measuring device :-- Other,41,Capital goods (except for transport equipment)
841320,"Hand pumps, other than those of subheading No. 8413.11 or 8413.19",41,Capital goods (except for transport equipment)
841330,"Fuel, lubricating or cooling medium pumps for internal combustion piston engines",41,Capital goods (except for transport equipment)
841340,Concrete pumps,41,Capital goods (except for transport equipment)
841350,Other reciprocating positive displacement pumps,41,Capital goods (except for transport equipment)
841360,Other rotary positive displacement pumps,41,Capital goods (except for transport equipment)
841370,Other centrifugal pumps,41,Capital goods (except for transport equipment)
841381,Other pumps; liquid elevators :-- Pumps,41,Capital goods (except for transport equipment)
841382,Other pumps; liquid elevators :-- Liquid elevators,41,Capital goods (except for transport equipment)
841410,Vacuum pumps,41,Capital goods (except for transport equipment)
841420,Hand- or foot-operated air pumps,41,Capital goods (except for transport equipment)
841430,Compressors of a kind used in refrigerating equipment,41,Capital goods (except for transport equipment)
841440,Air compressors mounted on a wheeled chassis for towing,41,Capital goods (except for transport equipment)
841459,Fans :-- Other,41,Capital goods (except for transport equipment)
841480,Other,41,Capital goods (except for transport equipment)
841510,"Window or wall types, self-contained",41,Capital goods (except for transport equipment)
841520,"Of a kind used for persons, in motor vehicles",41,Capital goods (except for transport equipment)
841581,Other :-- Incorporating a refrigerating unit and a valve for reversal of the cooling/heat cycle,41,Capital goods (except for transport equipment)
841582,"Other :-- Other, incorporating a refrigerating unit",41,Capital goods (except for transport equipment)
841583,Other :-- Not incorporating a refrigerating unit,41,Capital goods (except for transport equipment)
841610,Furnace burners for liquid fuel,41,Capital goods (except for transport equipment)
841620,"Other furnace burners, including combination burners",41,Capital goods (except for transport equipment)
841630,"Mechanical stokers, including their mechanical grates, mechanical ash dischargers and similar appliances",41,Capital goods (except for transport equipment)
841710,"Furnaces and ovens for the roasting, melting or other heat-treatment of ores, pyrites or of metals",41,Capital goods (except for transport equipment)
841720,"Bakery ovens, including biscuit ovens",41,Capital goods (except for transport equipment)
841780,Other,41,Capital goods (except for transport equipment)
841850,"Other refrigerating or freezing chests, cabinets, display counters, show-cases and similar refrigerating or freezing furniture",41,Capital goods (except for transport equipment)
841861,Other refrigerating or freezing equipment; heat pumps :-- Compression type units whose condensers are heat exchangers,41,Capital goods (except for transport equipment)
841869,Other refrigerating or freezing equipment; heat pumps :-- Other,41,Capital goods (except for transport equipment)
