HS 2007 Product Code,HS 2007 Product Description,CCCN Product Code,CCCN Product Description
300590,"Wadding, gauze, bandages & similar articles (eg. dressings, adhesive plasters, poultices), impregnated/coated with pharmaceutical substances/put up in forms/packings for retail sale for medical, surgical, dental/veterinary purposes(excl. of 3005.10)",3004,Wadding for medical purposes
300610,"Sterile surgical catgut, similar sterile suture materials (including sterile absorbable surgical/dental yarns)&sterile tissue adhesives for surgical wound closure; sterile laminaria&sterile laminaria tents; sterile absorbable surgical/dental/veterinary p",3005,Other pharmaceutical goods
300620,Blood-grouping reagents,3005,Other pharmaceutical goods
300630,Opacifying preparations for X-ray examinations; diagnostic reagents designed to be administered to the patient,3005,Other pharmaceutical goods
300640,Dental cements & other dental fillings; bone reconstruction cements,3005,Other pharmaceutical goods
300650,First-aid boxes & kits,3005,Other pharmaceutical goods
300660,Chemical contraceptive preparations based on hormones/other products of 29.37/spermicides,3005,Other pharmaceutical goods
300670,Gel preparations designed to be used in human/veterinary medicine as a lubricant for parts of the body for surgical operations/physical examinations/as a coupling agent between the body & medical instruments,3819C,"Other chemical products,preparations,nes"
300691,Appliances identifiable for ostomy use,3907H,Othr plastc articles nes
300692,Waste pharmaceuticals,3005,Other pharmaceutical goods
310100,"Animal/vegetable fertilisers, whether/not mixed together/chemically treated; fertilisers produced by the mixing/chemical treatment of animal/vegetable products",3101,Animal or vegetable fertilisers
310210,"Urea, whether/not in aqueous solution",3102G,Urea
310221,Ammonium sulphate,3102D,Ammonium sulphate
310229,Double salts & mixtures of ammonium sulphate & ammonium nitrate,3102C,Ammonium sulphonitrate
310230,"Ammonium nitrate, whether/not in aqueous solution",3102B,Ammonium nitrate
310240,Mixtures of ammonium nitrate with calcium carbonate/other inorganic non-fertilising substance,3102H,Chemical nitrogen frtilisers nes
310250,Sodium nitrate,3102A,Natural sodium nitrate
310260,Double salts & mixtures of calcium nitrate & ammonium nitrate,3102H,Chemical nitrogen frtilisers nes
310280,Mixtures of urea & ammonium nitrate in aqueous/ammoniacal solution,3102H,Chemical nitrogen frtilisers nes
310290,"Mineral/chemical fertilisers, nitrogenous (excl. of 3102.10-3102.80), including mixtures not specified in the foregoing subheadings",3102H,Chemical nitrogen frtilisers nes
310310,Superphosphates,3103B,Superphosphates
310390,"Mineral/chemical fertilisers, phosphatic(excl. of 3103.10)",3103C,Chemical phosphatic fertilsers nes
310420,Potassium chloride,3104B,Potassium chloride
310430,Potassium sulphate,3104C,Potassium sulphate nes
310490,"Mineral/chemical fertilisers, potassic(excl. of 3104.20 & 3104.30)",3104D,Chemical potassic frtiliserzr nes
310510,Fertilisers of Ch.31 in tablets/similar forms/in packages of a gross weight not >10kg,3105D,Other fertilisers nes
310520,"Mineral/chemical fertilisers containing the 3 fertilising elements nitrogen, phosphorus & potassium",3105A,Nitrogen-phosphorus-potassium fertilisers nes
310530,Diammonium hydrogenorthophosphate (diammonium phosphate),3105B,Nitrogen-phosphorus fertilsers nes
310540,Ammonium dihydrogenorthophosphate (monoammonium phosphate) & mixtures thereof with diammonium hydrogenorthophosphate (diammonium phosphate),3105B,Nitrogen-phosphorus fertilsers nes
310551,Mineral/chemical fertilisers containing nitrates & phosphates,3105B,Nitrogen-phosphorus fertilsers nes
310559,"Mineral/chemical fertilisers containing the 2 fertilising elements nitrogen & phosphorus, other than those containing nitrates & phosphates",3105B,Nitrogen-phosphorus fertilsers nes
310560,Mineral/chemical fertilisers containing the 2 fertilising elements phosphorus & potassium,3105D,Other fertilisers nes
310590,"Mineral/chemical fertilisers containing two/three of the fertilising elements nitrogen, phosphorus & potassium; other fertilisers (excl. of 3105.20-3105.60)",3105D,Other fertilisers nes
320110,Quebracho extract,3201,"Vegetable tanning extrcts,tannins"
320120,Wattle extract,3201,"Vegetable tanning extrcts,tannins"
320190,"Tanning extracts of vegetable origin other than quebracho extract/wattle extract; tannins & their salts, ethers, esters & other derivatives",3201,"Vegetable tanning extrcts,tannins"
320210,Synthetic organic tanning substance,3203,Synthetic organic tanning substances
320290,"Inorganic tanning substance; tanning preparations, whether/not containing natural tanning substance; enzymatic preparations for pre-tanning",3203,Synthetic organic tanning substances
320300,"Colouring matter of vegetable/animal origin (incl. dyeing extracts. excl. animal black), whether/not chemically defined; preparations as spec. in Note 3, Ch.32 based on colouring matter of vegetable/animal origin",3204,"Dyeing extrcts vegetable,anmal"
320411,Disperse dyes & preparations based thereon,3205A,Synthetic orgnic dyestuffs
320412,"Acid dyes, whether/not premetallised, & preparationsbased thereon; mordant dyes & preparations based thereon",3205A,Synthetic orgnic dyestuffs
320413,Basic dyes & preparations based thereon,3205A,Synthetic orgnic dyestuffs
320414,Direct dyes & preparations based thereon,3205A,Synthetic orgnic dyestuffs
320415,Vat dyes (incl. those usable in that state as pigments) & preparations based thereon,3205A,Synthetic orgnic dyestuffs
320416,Reactive dyes & preparations based thereon,3205A,Synthetic orgnic dyestuffs
320417,Pigments & preparations based thereon,3205A,Synthetic orgnic dyestuffs
320419,"Synthetic organic colouring matter & preparations based thereon as spec. in Note 3 to Ch.32, incl. mixtures of colouring matter of 2/more headings of 3204.11-3204.19, n.e.s. in Ch.32",3205A,Synthetic orgnic dyestuffs
320420,Synthetic organic products of a kind used as fluorescent brightening agents,3205B,"Synthetic organic luminophores etc,indgo"
320490,"Synthetic organic products of a kind used as luminophores, whether/not chemically defined",3205B,"Synthetic organic luminophores etc,indgo"
320500,Colour lakes; preparations as spec. in Note 3 to Ch.32 based on colour lakes,3206,Colour lakes
320611,"Pigments & preparations based on titanium dioxide, containing 80%/more by weight of titanium dioxide calc. on the dry matter",3207,Other colouring matter
320619,Pigments & preparations based on titanium dioxide other than those containing 80%/more by weight of titanium dioxide calc. on the dry matter,3207,Other colouring matter
320620,Pigments & preparations based on chromium comps.,3207,Other colouring matter
320641,Ultramarine & preparations based thereon,3207,Other colouring matter
320642,Lithopone & other pigments & preparations based on zinc sulphide,3207,Other colouring matter
320649,"Colouring matter&other preparations,n.e.s. in Ch 32",3207,Other colouring matter
320650,Inorganic products of a kind used as luminophores,3207,Other colouring matter
320710,"Prepared pigments, prepared opacifiers, prepared colours & similar preparations",3208,"Prepared pigment,glaze etc"
320720,"Vitrifiable enamels & glazes, engobes (slips) & similar preparations",3208,"Prepared pigment,glaze etc"
320730,Liquid lustres & similar preparations,3208,"Prepared pigment,glaze etc"
320740,"Glass frit & other glass, in the form of powder/granules/flakes",3208,"Prepared pigment,glaze etc"
320810,Paints & varnishes (incl. enamels & lacquers) based on polyesters,3209B,"Other paints,varnishes etc"
320820,Paints & varnishes (incl. enamels & lacquers) based on acrylic/vinyl polymers,3209B,"Other paints,varnishes etc"
320890,"Paints & varnishes (incl. enamels & lacquers, excl. of 3208.10 & 3208.20) based on synthetic polymers/chemically modified natural polymers, dispersed/dissolved in a non-aqueous medium; solutions as defined in Note 4 to this Ch.",3209B,"Other paints,varnishes etc"
320910,Paints & varnishes (incl. enamels & lacquers) based on acrylic/vinyl polymers,3209A,Water-thinned paints
320990,"Paints & varnishes (incl. enamels & lacquers) based on synthetic polymers/chemically modified natural polymers other than acrylic/vinyl polymers, dispersed/dissolved in an aqueous medium",3209A,Water-thinned paints
321000,"Paints & varnishes (incl. enamels, lacquers & distempers; excl. of 32.08 & 32.09); prepared water pigments of a kind used for finishing leather",3209B,"Other paints,varnishes etc"
321100,Prepared driers,3211,Prepared driers
321210,Stamping foils,3209D,"Distempers,dyes nes etc"
321290,"Pigments (incl. metallic powders & flakes) dispersed in non-aqueous media/in liquid/paste form, of a kind used in the manufacture of paints (incl. enamels); dyes & other colouring matter put up in forms/packings-RS",3209D,"Distempers,dyes nes etc"
321310,Artists'/students'/signboard painters' colours in sets,3210,"Artists colours, etc"
321390,"Artists'/students'/signboard painters' colours, modifying tints, amusement colours&the like, in tablets/tubes/jars/bottles/pans/in similar forms/packings, other than in sets",3210,"Artists colours, etc"
321410,"Glaziers' putty, grafting putty, resin cements, caulking comps. & other mastics; painters' fillings",3212,Putty surfacing preparations
321490,Non-refractory surfacing preparations for fa?ades/indoor walls/floors/ceilings/the like,3212,Putty surfacing preparations
321511,"Printing ink, black",3213A,Printing inks
321519,Printing ink (excl. black),3213A,Printing inks
321590,"Writing/drawing ink & other inks, other than printing ink, whether/not concentrated/solid",3213B,Ink excluding printing ink
330112,Essential oils of orange,3301,"Essentl oil,resinoid,etc"
330113,Essential oils of lemon,3301,"Essentl oil,resinoid,etc"
330119,"Essential oils of citrus fruit, other than of orange/lemon",3301,"Essentl oil,resinoid,etc"
330124,Essential oils of peppermint (Mentha piperita),3301,"Essentl oil,resinoid,etc"
330125,Essential oils of mints other than peppermint,3301,"Essentl oil,resinoid,etc"
330129,Essential oils other than those of citrus fruit (excl. of 3301.24 & 3301.25),3301,"Essentl oil,resinoid,etc"
330130,Resinoids,3301,"Essentl oil,resinoid,etc"
330190,"Essential oils (terpeneless/not), including concretes & absolutes(excl. of 3301.12-3301.29);extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes/the like, obtained by enfleurage/maceration; terpenic by-products of the det",3301,"Essentl oil,resinoid,etc"
330210,"Mixtures of odoriferous substance & mixtures (incl. alcoholic solutions) with a basis of one/more of these substance, of a kind used in the food/drink industries",3304,Mixed perfume substances
330290,"Mixtures of odoriferous substance & mixtures, incl. alcoholic solutions, with a basis of one/more of these substance, of a kind used as raw materials in industry other than food/drink industries",3304,Mixed perfume substances
330300,Perfumes & toilet waters,3306,"Perfumery,cosmetics,etc"
330410,Lip make-up preparations,3306,"Perfumery,cosmetics,etc"
330420,Eye make-up preparations,3306,"Perfumery,cosmetics,etc"
330430,Manicure/pedicure preparations,3306,"Perfumery,cosmetics,etc"
330491,"Powders, whether/not compressed, for beauty/make-up/care of the skin (excl. meds.; excl. of 3304.10-3304.30)",3306,"Perfumery,cosmetics,etc"
330499,"Beauty/make-up preparations & preparations for the care of the skin (excl. meds.; excl. of 3304.10-3304.91), incl. sunscreen/sun tan preparations",3306,"Perfumery,cosmetics,etc"
330510,Shampoos,3306,"Perfumery,cosmetics,etc"
330520,Preparations for permanent waving/straightening the hair,3306,"Perfumery,cosmetics,etc"
330530,Hair lacquers,3306,"Perfumery,cosmetics,etc"
330590,Preparations for use on the hair (excl. of 3305.10-3305.30),3306,"Perfumery,cosmetics,etc"
330610,"Dentifrices, in individual retail packages",3306,"Perfumery,cosmetics,etc"
330620,"Yarn used to clean between the teeth (dental floss), in individual retail packages",5101B,"Synthetic fibre yarn,bulk,monofil --non-textured etc continuous polyamide"
330690,"Preparations for oral/dental hygiene, incl. denture fixative pastes & powders, in individual retail packages (excl. of 3306.10 & 3306.20)",3306,"Perfumery,cosmetics,etc"
330710,Pre-shave/shaving/after-shave preparations,3306,"Perfumery,cosmetics,etc"
330720,Personal deodorants & antiperspirants,3306,"Perfumery,cosmetics,etc"
330730,Perfumed bath salts & other bath preparations,3306,"Perfumery,cosmetics,etc"
330741,Agarbatti & other odoriferous preparations which operate by burning,3306,"Perfumery,cosmetics,etc"
330749,Preparations for perfuming/deodorizing rooms other than agarbatti & other odoriferous preparations which operate by burning,3306,"Perfumery,cosmetics,etc"
330790,"Depilatories & other perfumery, cosmetic/toilet preparations, n.e.s.",3306,"Perfumery,cosmetics,etc"
340111,"Soap & organic surface-active products & preparations, in the form of bars, cakes, moulded pieces/shapes, & paper, wadding, felt & nonwovens, impregnated, coated/covered with soap/detergent, for toilet use(incl. medicated products)",3401,Soap
340119,"Soap & organic surface-active products & preparations, in the form of bars, cakes, moulded pieces/shapes, & paper, wadding, felt & nonwovens, impregnated, coated/covered with soap/detergent(excl. of 3401.11)",3401,Soap
340120,Soap in other forms (excl. of 3401.11 & 3401.19),3401,Soap
340130,"Organic surface-active products & preparations for washing the skin, in the form of liquid/cream & put up for RS, whether/not containing soap",3402,Organic surface-active agents
340211,"Anionic surface-active agents, whether/not PURS",3402,Organic surface-active agents
340212,"Cationic surface-active agents, whether/not PURS",3402,Organic surface-active agents
340213,"Non-ionic surface-active agents, whether/not PURS",3402,Organic surface-active agents
340219,"Organic surface-active agents, whether/not PURS (excl. of 3402.11-3402.13)",3402,Organic surface-active agents
340220,"Surface-active preparations, washing preparations (incl. auxiliary washing preparations) & cleaning preparations, whether/not containing soap (excl. of 34.01/3402.11-3402.9), put up for RS",3402,Organic surface-active agents
340290,"Organic surface-active agents, surface-active preparations, washing preparations & cleaning preparations, n.e.s. in Ch.34",3402,Organic surface-active agents
340311,"Lubricating preparations containing petroleum oils/oils obt. from bituminous mins., for the treatment of textile materials/leather/furskins/other materials",3403,Lubricating preparations
340319,"Lubricating preparations containing petroleum oils/oils obt. from bituminous mins., other than for treatment of textile materials/leather/furskins/other materials",3403,Lubricating preparations
340391,"Lubricating preparations (excl. those containing petroleum oils/oils obt. from bituminous mins.), for the treatment of textile materials/leather/furskins/other mats",3403,Lubricating preparations
340399,"Lubricating preparations (excl. those containing petroleum oils/oils obt. from bituminous mins.), other than for the treatment of textile materials/leather/furskins/other mats",3403,Lubricating preparations
340420,"Artificial waxes & prepared waxes, of poly(oxyethylene) (polyethylene glycol)",3404,"Artificial,etc waxes"
340490,Artificial waxes & prepared waxes (excl. of  3404.20),3404,"Artificial,etc waxes"
340510,"Polishes, creams & similar preparations for footwear/leather",3405,Polishes and creams
340520,"Polishes, creams & similar preparations for the maintenance of wooden furniture/floors/other woodwork",3405,Polishes and creams
340530,Polishes & similar preparations for coachwork (excl. metal polishes),3405,Polishes and creams
340540,Scouring pastes & powders & other scouring preparations,3405,Polishes and creams
340590,"Polishes & creams, scouring pastes & powders & similar preparations (excl. waxes of 34.04; excl. of 3405.10-3405.40)",3405,Polishes and creams
340600,"Candles, tapers&the like",3406,"Candles,tapers,etc"
340700,"Modelling pastes, including those put up for children's amusement; preparations known as dental wax/as dental impression compounds, put up in sets, in packings for retail sale/in plates, horseshoe shapes, sticks/similar forms; other preparations",3407,"Modelling pastes, etc"
350110,Casein,3501,"Casein and derivatives, casein glues"
350190,Caseinates & other casein derivatives; casein glues,3501,"Casein and derivatives, casein glues"
350211,Dried egg albumin,3502,Albumins and derivatives
350219,Egg albumin (excl. dried),3502,Albumins and derivatives
350220,"Milk albumin, incl. concentrates of 2/more whey proteins",3502,Albumins and derivatives
350290,"Albumins (including concentrates of two/more whey proteins, containing by weight more than 80 % whey proteins, calculated on the dry matter), albuminates&other albumin derivatives (excl. of 3502.11 - 3502.20)",3502,Albumins and derivatives
350300,"Gelatin, incl. gelatin in rectangular (incl. square) sheets, whether/not surface-worked /coloured & gelatin derivatives; isinglass; other glues of animal origin (excl. casein glues of 35.01)",3503,"Gelatin and derivatives, etc"
350400,"Peptones&their derivatives; other protein substances&their derivatives, n.e.s/incld.; hide powder, whether/not chromed.",3504,Peptones and other protein substances
350510,Dextrins & other modified starches,3505,Dextrins and dextrin glues
350520,Glues based on starches/dextrins/other modified starches,3505,Dextrins and dextrin glues
350610,"Products suit. for use as glues/adhesives, put up for RS as glues/adhesives, not > a net weight of 1kg",3506,"Prepared glues nes,etc"
350691,Adhesives based on polymers of 39.01-39.13/based on rubber,3506,"Prepared glues nes,etc"
350699,"Prepared glues & other prepared adhesives, n.e.s. in 35.06",3506,"Prepared glues nes,etc"
350710,Rennet & concentrates thereof,3507,Enzymes; prepared enzymes nes
350790,"Prepared enzymes, n.e.s., other than rennet & concentrates thereof",3507,Enzymes; prepared enzymes nes
360100,Propellent powders,3601,Propellent powders
360200,Prepared explosives (excl. propellent powders),3602,Prepared explosives nes
360300,Safety fuses; detonating fuses; percussion/detonating caps; igniters; electric detonators,3604,Percussion and detonating caps
360410,Fireworks,3605,Pyrotechnic articles
360490,"Signalling flares, rain rockets, fog signals & other pyrotechnic articles (excl. fireworks)",3605,Pyrotechnic articles
360500,"Matches, other than pyrotechnic articles of 36.04",3606,Matches excluding bengal matches
360610,Liquid/liquefied-gas fuels in containters of a kind used for filling/refilling cigarette/similar lighters & of a capacity not >300cm3,3608,Other combustible preparations
360690,Ferro-cerium & other pyrophoric alloys in all forms; articles of combustible materials as spec. in Note 2 to Ch.36 (excl. of 3606.10),3608,Other combustible preparations
370110,"Photographic plates & film in the flat, sensitised, unexposed, of any material other than paper/paperboard/textiles, for X-ray",3701,Photo film flat unexposd
370120,"Instant print film in the flat, sensitised, unexposed, whether/not in packs",3701,Photo film flat unexposd
370130,"Photographic plates & film in the flat (excl. film for X-rays, instant print film), sensitised, unexposed, of any material other than paper/paperboard/textiles, with any side >255mm",3701,Photo film flat unexposd
370191,"Photographic plates & film in the flat (excl. of 3701.20 & 3701.30), sensitised, unexposed, of any material other than paper/paperboard/textiles, for colour photography (polychrome)",3701,Photo film flat unexposd
370199,"Photographic plates & film in the flat, sensitised, unexposed, of any material other than paper/paperboard/textiles, n.e.s. in Ch.37",3701,Photo film flat unexposd
370210,"Photographic film in rolls, sensitised, unexposed, of any material other than paper/paperboard/textiles, for X-ray",3702,Photo film roll unexposd
370231,"Photographic film in rolls ( excl. film for X-ray),  without perforations, of a width not > 105 mm,for colour photography (polychrome)",3702,Photo film roll unexposd
370232,"Photographic film in rolls ( excl. film for X-ray),  without perforations, of a width not >105 mm, with silver halide emulsion",3702,Photo film roll unexposd
370239,"Photographic film in rolls ( excl. film for X-ray),  without perforations, of a width not >105 mm (excl. of 3702.31 & 3702.32)",3702,Photo film roll unexposd
370241,"Photographic film in rolls ( excl. film for X-ray),  without perforations, of a width exceeding 610mm&of a length exceeding 200 m, for colour photography (polychrome)",3702,Photo film roll unexposd
370242,"Photographic film in rolls ( excl. film for X-ray),  without perforations, of a width > 610mm&of a length > 200 m, other than for colour photography ",3702,Photo film roll unexposd
370243,"Photographic film in rolls ( excl. film for X-ray),  without perforations, of a width > 610mm&of a length not >200 m",3702,Photo film roll unexposd
370244,"Photographic film in rolls ( excl. film for X-ray),  without perforations, of a width > 105 mm but          not > 610 mm. ",3702,Photo film roll unexposd
370251,"Photographic film in rolls (excl. film for X-rays & instant print film), for colour photography (polychrome), of a width not >16mm & of a length not >14m",3702,Photo film roll unexposd
370252,"Photographic film in rolls (excl. film for X-rays & instant print film), for colour photography (polychrome), of a width not >16mm & of a length >14m",3702,Photo film roll unexposd
370253,"Photographic film in rolls (excl. film for X-rays & instant print film), for colour photography (polychrome), of a width >16mm but not >35mm & of a length not >30m, for slides",3702,Photo film roll unexposd
370254,"Photographic film in rolls (excl. film for X-rays & instant print film), for colour photography (polychrome), of a width >16mm but not >35mm & of a length not >30m, other than for slides",3702,Photo film roll unexposd
370255,"Photographic film in rolls (excl. film for X-rays & instant print film), for colour photography (polychrome), of a width >16mm but not >35mm & of a length >30m",3702,Photo film roll unexposd
370256,"Photographic film in rolls (excl. film for X-rays & instant print film), for colour photography (polychrome), of a width >35mm",3702,Photo film roll unexposd
370291,"Photographic film in rolls (excl. film for X-rays & instant print film), n.e.s., of a width not >16mm",3702,Photo film roll unexposd
370293,"Photographic film in rolls (excl. film for X-rays & instant print film), n.e.s., of a width >16mm but not >35mm & of a length not >30m",3702,Photo film roll unexposd
370294,"Photographic film in rolls (excl. film for X-rays & instant print film), n.e.s., of a width >16mm but not >35mm & of a length >30m",3702,Photo film roll unexposd
370295,"Photographic film in rolls (excl. film for X-rays & instant print film), n.e.s., of a width >35mm",3702,Photo film roll unexposd
370310,"Photographic paper, paperboard & textiles, sensitised, unexposed, in rolls of a width >610mm",3703,Photo sensitised cloth etc
370320,"Photographic paper, paperboard & textiles, sensitised, unexposed, for colour photography (polychrome)",3703,Photo sensitised cloth etc
370390,"Photographic paper, paperboard & textiles, sensitised, unexposed, n.e.s.",3703,Photo sensitised cloth etc
370400,"Photographic plates, film, paper, paperboard & textiles, exposed but not developed",3703,Photo sensitised cloth etc
370510,"Photographic plates & film, exposed & developed (excl. cinematographic film), for offset reproduction",3705,"Plates, exposed and developed"
370590,"Photographic plates & film, exposed&developed, other than cinematographic film (excl. of 3705.10)",3705,"Plates, exposed and developed"
370610,"Cinematographic film, exposed & developed, whether/not incorporating sound track/consisting only of sound track, of a width of 35mm/more",3707,Developed cinema film
370690,"Cinematographic film, exposed & developed, whether/not incorporating sound track/consisting only of sound track, of a width of <35mm",3707,Developed cinema film
370710,"Sensitising emulsions for photog. uses, put up in measured portions/put up for RS in a form ready for use",3708,Chemical products for photography use
370790,"Chemical preparations for photographic uses (other than varnishes, glues, adhesives&similar preparations); unmixed products for photographic uses, put up in measured portions/put up for retail sale in a form ready for use (excl. of 3707.10)",3708,Chemical products for photography use
380110,Artificial graphite,3801,"Artificial,etc graphite"
380120,Colloidal/semi-colloidal graphite,3801,"Artificial,etc graphite"
380130,Carbonaceous pastes for electrodes & similar pastes for furnace linings,3801,"Artificial,etc graphite"
380190,Preparations based on graphite/other carbon in the form of pastes/blocks/plates/other semi-manufactures (excl. of 3801.10-3801.30),3801,"Artificial,etc graphite"
380210,Activated carbon,3803,Activated natural mineral products
380290,"Activated natural mineral products other than of activated carbon; animal black, incl. spent animal black",3803,Activated natural mineral products
380300,"Tall oil, whether/not refined",3805,Tall oil
380400,"Residual lyes from the manufacture of wood pulp, whether/not concentrated/desugared/chemically treated, incl. lignin sulphonates (excl. tall oil of 38.03)",3806,Concentrated sulphite lye
380510,Gum/wood/sulphate turpentine oils,3807,Spirts of turpentine etc
380590,Terpenic oils produced by the distillation/other treatment of coniferous woods; crude dipentene; sulphite turpentine&other crude para-cymene; pine oil containing alpha-terpineol as the main constituent.,3807,Spirts of turpentine etc
380610,Rosin & resin acids,3808,Rosin and resin acids
380620,Salts of rosin/resin acids/derivatives of rosin/resin acids (excl. salts of rosin adducts),3808,Rosin and resin acids
380630,Ester gums,3808,Rosin and resin acids
380690,Derivatives of rosin/resin acids (excl. of 3806.2); rosin spirit & rosin oils; run gums,3808,Rosin and resin acids
380700,Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch & similar preparations based on rosin/resin acids/vegetable pitch,3809,"Wood tar,vegetable pitch etc"
380850,Goods specified in Subheading Note 1 to this Ch.,3811D,"Herbicides,for retail"
380891,"Insecticides, put up in forms/packings for retail sale/as preparations/articles ",3811B,"Insecticides,for retail"
380892,"Fungicides, put up in forms/packings for retail sale/as preparations/articles ",3811C,"Fungicides,for retail"
380893,"Herbicides, anti-sprounting products&plant-growth regulators, put up in forms/packings for retail sale/as preparations/articles ",3811D,"Herbicides,for retail"
380894,"Disinfectants, put up in forms/packings for retail sale/as preparations/articles ",3811A,Disinfectants for retail
380899,"Rodenticides&other biocides, n.e.s.,put up in forms/packings for retail sale/as preparations/articles ",3811E,Rat poisons etc fr retail
380910,"Finishing agents, dye carriers to accelerate the dyeing/fixing of dyestuffs & other products & preparations, with a basis of amylaceous substance",3812,"Prepared glazings,dressings"
380991,"Finishing agents, dye carriers to accelerate the dyeing/fixing of dyestuffs & other products & preparations (e.g., dressings & mordants), of a kind used in the textile industries (excl. of 3809.10)",3812,"Prepared glazings,dressings"
380992,"Finishing agents, dye carriers to accelerate the dyeing/fixing of dyestuffs & other products & preparations (e.g., dressings & mordants), of a kind used in the paper industries (excl. of 3809.10)",3812,"Prepared glazings,dressings"
380993,"Finishing agents, dye carriers to accelerate the dyeing/fixing of dyestuffs & other products & preparations (e.g., dressings & mordants), of a kind used in the leather industries (excl. of 3809.10)",3812,"Prepared glazings,dressings"
381010,Pickling preparations for metal surfaces; soldering/brazing/welding powders & pastes consisting of metal & other materials,3813,Pickling preparations
381090,Fluxes & other auxiliary preparations for soldering/brazing/welding; preparations of a kind used as cores/coatings for welding electrodes/rods,3813,Pickling preparations
381111,Anti-knock preparations based on lead comps.,3814,Anti-knock preparations etc
381119,Anti-knock preparations other than those based on lead comps.,3814,Anti-knock preparations etc
381121,Additives for lubricating oils containing petroleum oils/oils obt. from bituminous mins.,3814,Anti-knock preparations etc
381129,Additives for lubricating oils (excl. of 3811.21),3814,Anti-knock preparations etc
381190,"Oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations (excl. of 3811.21 & 3811.29)",3814,Anti-knock preparations etc
381210,Prepared rubber accelerators,3815,Prepared rubber accelerators
381220,"Compound plasticisers for rubber/plastics, n.e.s.",3819C,"Other chemical products,preparations,nes"
381230,Anti-oxidising preparations & other compound stabilisers for rubber/plastics,3819C,"Other chemical products,preparations,nes"
381300,Preparations & charges for fire-extinguishers; charged fire-extinguishing grenades,3817,Preparations for fire-extinguishers
381400,"Organic composite solvents & thinners, n.e.s.; prepared paint/varnish removers",3818,"Varnish solvents,thinnrs"
381511,"Supported catalysts, with nickel/nickel comps. as the active substance",3819A,Compound catalysts
381512,"Supported catalysts, with precious metal/precious metal comps. as the active substance",3819A,Compound catalysts
381519,Supported catalysts other than those with nickel/nickel comps./precious metal/precial metal comps. as the active substance,3819A,Compound catalysts
381590,"Reaction initiators, reaction accelerators & catalytic preparations (excl. of 3815.11-3815.19)",3819A,Compound catalysts
381600,"Refractory cements, mortars, concretes & similar compositions, other than products of 38.01",3819B,"Refractory cement,mortar"
381700,Mixed alkylbenzenes & mixed alkylnaphthalenes (excl. of 27.07/29.02),3819C,"Other chemical products,preparations,nes"
381800,"Chemical elements doped for use in electronics, in the form of discs/wafers/similar forms; chemical comps. doped for use in electronics",3819C,"Other chemical products,preparations,nes"
381900,"Hydraulic brake fluids & other prepared liquids for hydraulic transmission, not containing/containing <70% by weight of petroleum oils/oils obt. from bituminous mins.",3819C,"Other chemical products,preparations,nes"
382000,Anti-freezing preparations & prepared de-icing fluids,3819C,"Other chemical products,preparations,nes"
382100,"Prepared culture media for the development/maintenance of micro-organisms (including viruses&the like)/of plant, human/animal cells.",3816,Culture media for micro-organisms
382200,"Diagnostic/laboratory reagents on a backing, prepared diagnostic/laboratory reagents whether/not on a backing, other than those of heading 30.02/30.06; certified reference materials.",3819C,"Other chemical products,preparations,nes"
382311,Stearic acid,1510A,"Fatty acids,acid oils"
382312,Oleic acid,1510A,"Fatty acids,acid oils"
382313,Tall oil fatty acids,1510A,"Fatty acids,acid oils"
382319,Industrial monocarboxylic fatty acids other than stearic acid/oleic acid/tall oil fatty acids; acid oils from refining,1510A,"Fatty acids,acid oils"
382370,Industrial fatty alcohols,1510B,Fatty alcohols
382410,Prepared binders for foundry moulds/cores,3819C,"Other chemical products,preparations,nes"
382430,Non-agglomerated metal carbides mixed together/with metallic binders,3819C,"Other chemical products,preparations,nes"
382440,Prepared additives for cements/mortars/concretes,3819C,"Other chemical products,preparations,nes"
382450,Non-refractory mortars & concretes,3819C,"Other chemical products,preparations,nes"
382460,Sorbitol other than of 2905.44,3819C,"Other chemical products,preparations,nes"
382471,"Mixtures containing chlorofluorocarbons (CFCs), whether/not containing hydrochlorofluorocarbons (HCFCs), perfluorocarbons (PFCs)/hydrofluorocarbons (HFCs)",3819C,"Other chemical products,preparations,nes"
382472,"Mixtures containing bromochlorodifluoromethane, bromotrifluoromethane/dibromotetrafluoroethanes",3819C,"Other chemical products,preparations,nes"
382473,Mixtures containing hydrobromofluorocarbons (HBFCs),3819C,"Other chemical products,preparations,nes"
382474,"Mixtures containing hydrochlorofluorocarbons (HCFCs), whether/not containing perfluorocarbons (PFCs)/hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs)",3819C,"Other chemical products,preparations,nes"
382475,Mixtures containing carbon tetrachloride,3819C,"Other chemical products,preparations,nes"
382476,"Mixtures containing 1,1,1-trichloroethane (methyl chloroform)",3819C,"Other chemical products,preparations,nes"
382477,Mixtures containing bromomethane (methyl bromide)/bromochloromethane,3819C,"Other chemical products,preparations,nes"
382478,"Mixtures containing perfluorocarbons (PFCs)/hydrofluorocarbons (HFCs), but not containing chlorofluorocarbons (CFCs)/hydrochlorofluorocarbons (HCFCs)",3819C,"Other chemical products,preparations,nes"
