HS - Combined  Product Code,HS - Combined  Product Description,BEC Product Code,BEC Product Description
620819,Of other textile materials,63,Non-durable
620821,Of cotton,63,Non-durable
620822,Of manmade fibres,63,Non-durable
620829,Of other textile materials,63,Non-durable
620891,Of cotton,63,Non-durable
620892,Of manmade fibres,63,Non-durable
620899,Of other textile materials,63,Non-durable
621210,Brassières,63,Non-durable
621220,Girdles and pantygirdles,63,Non-durable
621230,Corselettes,63,Non-durable
621290,Other,63,Non-durable
621310,(-2006) Of silk or silk waste,63,Non-durable
621320,Of cotton,63,Non-durable
621390,Of other textile materials,63,Non-durable
621410,Of silk or silk waste,63,Non-durable
621420,Of wool or fine animal hair,63,Non-durable
621430,Of synthetic fibres,63,Non-durable
621440,Of artificial fibres,63,Non-durable
621490,Of other textile materials,63,Non-durable
621510,Of silk or silk waste,63,Non-durable
621520,Of manmade fibres,63,Non-durable
621590,Of other textile materials,63,Non-durable
621600,"Gloves, mittens and mitts.",63,Non-durable
621710,Accessories,63,Non-durable
621790,Parts,63,Non-durable
731910,"(-2006) Sewing, darning or embroidery needles",63,Non-durable
731920,Safety pins,63,Non-durable
731930,Other pins,63,Non-durable
731990,Other,63,Non-durable
821210,Razors,63,Non-durable
821220,"Safety razor blades, including razor blade blanks in strips",63,Non-durable
821290,Other parts,63,Non-durable
850610,(1996-) Manganese dioxide,63,Non-durable
850611,(-1995) Manganese dioxide primary cells&batt of an,63,Non-durable
850612,(-1995) Mercuric oxide primary cells & batteries o,63,Non-durable
850613,(-1995) Silver oxide primary cells&batteries of an,63,Non-durable
850619,(-1995) Primary cells and primary batteries of an ,63,Non-durable
850620,(-1995) Primary cells and primary batteries of an ,63,Non-durable
850630,(1996-) Mercuric oxide,63,Non-durable
850640,(1996-) Silver oxide,63,Non-durable
850650,(1996-) Lithium,63,Non-durable
850660,(1996-) Airzinc,63,Non-durable
850680,(1996-) Other primary cells and primary batteries,63,Non-durable
853921,Tungsten halogen,63,Non-durable
853922,"Other, of a power not exceeding 200 W and for a voltage exceeding 100 V",63,Non-durable
853929,Other,63,Non-durable
900662,"(-2006) Flashbulbs, flashcubes and the like",63,Non-durable
940530,Lighting sets of a kind used for Christmas trees,63,Non-durable
950510,Articles for Christmas festivities,63,Non-durable
950590,Other,63,Non-durable
960810,Ball point pens,63,Non-durable
960820,Felt tipped and other poroustipped pens and markers,63,Non-durable
960831,Indian ink drawing pens,63,Non-durable
960839,Other,63,Non-durable
960840,Propelling or sliding pencils,63,Non-durable
960850,Sets of articles from two or more of the foregoing subheadings,63,Non-durable
960860,"Refills for ball point pens, comprising the ball point and inkreservoir",63,Non-durable
960891,Pen nibs and nib points,63,Non-durable
960899,Other,63,Non-durable
960910,"Pencils and crayons, with leads encased in a rigid sheath",63,Non-durable
960920,"Pencil leads, black or coloured",63,Non-durable
960990,Other,63,Non-durable
961620,Powderpuffs and pads for the application of cosmetics or toilet preparations,63,Non-durable
970190,Other,63,Non-durable
010110,(2002-) Purebred breeding animals,111,Mainly for industry
010111,(-2001) Horses :-- Pure-bred breeding animals,111,Mainly for industry
010119,(-2001) Horses :-- Other,111,Mainly for industry
010120,"(-2001) Asses, mules and hinnies",111,Mainly for industry
010190,(2002-) Other,111,Mainly for industry
010290,Other,111,Mainly for industry
010391,Weighing less than 50 kg,111,Mainly for industry
010392,Weighing 50 kg or more,111,Mainly for industry
010410,Sheep,111,Mainly for industry
010420,Goats,111,Mainly for industry
010511,Fowls of the species Gallus domesticus,111,Mainly for industry
010512,(1996-) Turkeys,111,Mainly for industry
010519,Other,111,Mainly for industry
010591,(-1995) Live fowls of species Gallus domesticus (c,111,Mainly for industry
010592,"(1996-2006) Fowls of the species Gallus domesticus, weighing not more than 2,000 g",111,Mainly for industry
010593,"(1996-2006) Fowls of the species Gallus domesticus, weighing more than 2,000 g",111,Mainly for industry
010599,Other,111,Mainly for industry
010600,(-2001) Other live animals.,111,Mainly for industry
010611,(2002-) Primates,111,Mainly for industry
010612,"(2002-) Whales, dolphins and porpoises (mammals of the order       Cetacea); manatees and dugongs (mammals of the order  Sirenia)",111,Mainly for industry
010619,(2002-) Other,111,Mainly for industry
010620,(2002-) Reptiles (including snakes and turtles),111,Mainly for industry
010631,(2002-) Birds of prey,111,Mainly for industry
010632,"(2002-) Psittaciformes (including parrots, parakeets, macaws and cockatoos)",111,Mainly for industry
010639,(2002-) Other,111,Mainly for industry
010690,(2002-) Other,111,Mainly for industry
071410,Manioc (cassava),111,Mainly for industry
071420,Sweet potatoes,111,Mainly for industry
071490,Other,111,Mainly for industry
080110,"(-1995) Coconuts, fresh or dried",111,Mainly for industry
080111,(1996-) Desiccated,111,Mainly for industry
080119,(1996-) Other,111,Mainly for industry
081210,Cherries,111,Mainly for industry
081220,(-2001) Strawberries,111,Mainly for industry
081290,Other,111,Mainly for industry
081400,"Peel of citrus fruit or melons (including watermelons), fresh, frozen, dried or provisionally preserved in brine, in sulphur water or in other preservative solutions.",111,Mainly for industry
090111,Not decaffeinated,111,Mainly for industry
090112,Decaffeinated,111,Mainly for industry
090130,(-1995) Coffee husks and skins,111,Mainly for industry
100110,Durum wheat,111,Mainly for industry
100190,Other,111,Mainly for industry
100200,Rye.,111,Mainly for industry
100300,Barley.,111,Mainly for industry
100610,Rice in the husk (paddy or rough),111,Mainly for industry
100620,Husked (brown) rice,111,Mainly for industry
100700,Grain sorghum.,111,Mainly for industry
100810,Buckwheat,111,Mainly for industry
100820,Millet,111,Mainly for industry
100830,Canary seed,111,Mainly for industry
100890,Other cereals,111,Mainly for industry
120100,"Soya beans, whether or not broken.",111,Mainly for industry
120210,In shell,111,Mainly for industry
120220,"Shelled, whether or not broken",111,Mainly for industry
120300,Copra.,111,Mainly for industry
120500,"(-2001) Rape or colza seeds, whether or not broken.",111,Mainly for industry
120510,(2002-) Low erucic acid rape or colza seeds,111,Mainly for industry
120590,(2002-) Other,111,Mainly for industry
120600,"Sunflower seeds, whether or not broken.",111,Mainly for industry
120710,(-2006) Palm nuts and kernels,111,Mainly for industry
120720,Cotton seeds,111,Mainly for industry
120740,Sesamum seeds,111,Mainly for industry
120750,Mustard seeds,111,Mainly for industry
121010,"Hop cones, neither ground nor powdered nor in the form of pellets",111,Mainly for industry
121020,"Hop cones, ground, powdered or in the form of pellets; lupulin",111,Mainly for industry
121210,"(-2006) Locust beans, including locust bean seeds",111,Mainly for industry
121230,"(-2006) Apricot, peach (including nectarine) or plum stones and kernels",111,Mainly for industry
121291,Sugar beet,111,Mainly for industry
121292,(-2001) Other :-- Sugar cane,111,Mainly for industry
121299,Other,111,Mainly for industry
180100,"Cocoa beans, whole or broken, raw or roasted.",111,Mainly for industry
350210,(-1995) Egg albumin,111,Mainly for industry
350211,(1996-) Dried,111,Mainly for industry
350219,(1996-) Other,111,Mainly for industry
030110,Ornamental fish,112,Mainly for household consumption
030191,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",112,Mainly for household consumption
030192,Eels (Anguilla spp.),112,Mainly for household consumption
030193,Carp,112,Mainly for household consumption
030199,Other,112,Mainly for household consumption
030211,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",112,Mainly for household consumption
030212,"Pacific salmon (Oncorhynchus nerka, Oncorhynchus gorbuscha, Oncorhynchus keta, Oncorhynchus tschawytscha, Oncorhynchus kisutch, Oncorhynchus masou and Oncorhynchus rhodurus), Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho)",112,Mainly for household consumption
030219,Other,112,Mainly for household consumption
030221,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",112,Mainly for household consumption
030222,Plaice (Pleuronectes platessa),112,Mainly for household consumption
030223,Sole (Solea spp.),112,Mainly for household consumption
030229,Other,112,Mainly for household consumption
030231,Albacore or longfinned tunas (Thunnus alalunga),112,Mainly for household consumption
030232,Yellowfin tunas (Thunnus albacares),112,Mainly for household consumption
030233,Skipjack or stripebellied bonito,112,Mainly for household consumption
030234,(2002-) Bigeye tunas (Thunnus obesus),112,Mainly for household consumption
030235,(2002-) Bluefin tunas (Thunnus thynnus),112,Mainly for household consumption
030236,(2002-) Southern bluefin tunas (Thunnus maccoyii),112,Mainly for household consumption
030239,Other,112,Mainly for household consumption
030240,"Herrings (Clupea harengus, Clupea pallasii), excluding livers and roes",112,Mainly for household consumption
030250,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), excluding livers and roes",112,Mainly for household consumption
030261,"Sardines (Sardina pilchardus, Sardinops spp.), sardinella (Sardinella spp.), brisling or sprats (Sprattus sprattus)",112,Mainly for household consumption
030262,Haddock (Melanogrammus aeglefinus),112,Mainly for household consumption
030263,Coalfish (Pollachius virens),112,Mainly for household consumption
030264,"Mackerel (Scomber scombrus, Scomber australasicus, Scomber japonicus)",112,Mainly for household consumption
030265,Dogfish and other sharks,112,Mainly for household consumption
030266,Eels (Anguilla spp.),112,Mainly for household consumption
030269,Other,112,Mainly for household consumption
030270,Livers and roes,112,Mainly for household consumption
030530,"Fish fillets, dried, salted or in brine, but not smoked",112,Mainly for household consumption
030551,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",112,Mainly for household consumption
030559,Other,112,Mainly for household consumption
030561,"Herrings (Clupea harengus, Clupea pallasii)",112,Mainly for household consumption
030562,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",112,Mainly for household consumption
030563,Anchovies (Engraulis spp.),112,Mainly for household consumption
030569,Other,112,Mainly for household consumption
030611,"Rock lobster and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.)",112,Mainly for household consumption
030612,Lobsters (Homarus spp.),112,Mainly for household consumption
030613,Shrimps and prawns,112,Mainly for household consumption
030614,Crabs,112,Mainly for household consumption
030619,"Other, including flours, meals and pellets of crustaceans, fit for human consumption",112,Mainly for household consumption
030710,Oysters,112,Mainly for household consumption
030721,"Live, fresh or chilled",112,Mainly for household consumption
030729,Other,112,Mainly for household consumption
030731,"Live, fresh or chilled",112,Mainly for household consumption
030739,Other,112,Mainly for household consumption
030741,"Live, fresh or chilled",112,Mainly for household consumption
030749,Other,112,Mainly for household consumption
030751,"Live, fresh or chilled",112,Mainly for household consumption
030759,Other,112,Mainly for household consumption
030791,"Live, fresh or chilled",112,Mainly for household consumption
030799,Other,112,Mainly for household consumption
040110,"Of a fat content, by weight, not exceeding 1 %",112,Mainly for household consumption
040120,"Of a fat content, by weight, exceeding 1 % but not exceeding     6 %",112,Mainly for household consumption
040130,"Of a fat content, by weight, exceeding 6 %",112,Mainly for household consumption
040310,Yogurt,112,Mainly for household consumption
040390,Other,112,Mainly for household consumption
040700,"Birds' eggs, in shell, fresh, preserved or cooked.",112,Mainly for household consumption
040900,Natural honey.,112,Mainly for household consumption
070110,Seed,112,Mainly for household consumption
070190,Other,112,Mainly for household consumption
070200,"Tomatoes, fresh or chilled.",112,Mainly for household consumption
070310,Onions and shallots,112,Mainly for household consumption
070320,Garlic,112,Mainly for household consumption
070390,Leeks and other alliaceous vegetables,112,Mainly for household consumption
070410,Cauliflowers and headed broccoli,112,Mainly for household consumption
070420,Brussels sprouts,112,Mainly for household consumption
070490,Other,112,Mainly for household consumption
070511,Cabbage lettuce (head lettuce),112,Mainly for household consumption
070519,Other,112,Mainly for household consumption
070521,Witloof chicory (Cichorium intybus var. foliosum),112,Mainly for household consumption
070529,Other,112,Mainly for household consumption
070610,Carrots and turnips,112,Mainly for household consumption
070690,Other,112,Mainly for household consumption
070700,"Cucumbers and gherkins, fresh or chilled.",112,Mainly for household consumption
070810,Peas (Pisum sativum),112,Mainly for household consumption
070820,"Beans (Vigna spp., Phaseolus spp.)",112,Mainly for household consumption
070890,Other leguminous vegetables,112,Mainly for household consumption
070910,(-2006) Globe artichokes,112,Mainly for household consumption
070920,Asparagus,112,Mainly for household consumption
070930,Aubergines (eggplants),112,Mainly for household consumption
070940,Celery other than celeriac,112,Mainly for household consumption
070951,Mushrooms of the genus Agaricus,112,Mainly for household consumption
070952,(-2006) Truffles,112,Mainly for household consumption
070959,(2002-) Other,112,Mainly for household consumption
070960,Fruits of the genus Capsicum or of the genus Pimenta,112,Mainly for household consumption
070970,"Spinach, New Zealand spinach and orache spinach (garden spinach)",112,Mainly for household consumption
070990,Other,112,Mainly for household consumption
071010,Potatoes,112,Mainly for household consumption
071021,Peas (Pisum sativum),112,Mainly for household consumption
071022,"Beans (Vigna spp., Phaseolus spp.)",112,Mainly for household consumption
071029,Other,112,Mainly for household consumption
071030,"Spinach, New Zealand spinach and orache spinach (garden spinach)",112,Mainly for household consumption
071040,Sweet corn,112,Mainly for household consumption
071080,Other vegetables,112,Mainly for household consumption
071090,Mixtures of vegetables,112,Mainly for household consumption
071310,Peas (Pisum sativum),112,Mainly for household consumption
071320,Chickpeas (garbanzos),112,Mainly for household consumption
071331,Beans of the species Vigna mungo (L.) Hepper or Vigna radiata (L.) Wilczek,112,Mainly for household consumption
071332,Small red (Adzuki) beans (Phaseolus or Vigna angularis),112,Mainly for household consumption
071333,"Kidney beans, including white pea beans (Phaseolus vulgaris)",112,Mainly for household consumption
071339,Other,112,Mainly for household consumption
071340,Lentils,112,Mainly for household consumption
071350,"Broad beans (Vicia faba var. major) and horse beans (Vicia faba var. equina, Vicia faba var. minor)",112,Mainly for household consumption
071390,Other,112,Mainly for household consumption
080120,"(-1995) Brazil nuts, fresh or dried",112,Mainly for household consumption
080121,(1996-) In shell,112,Mainly for household consumption
080122,(1996-) Shelled,112,Mainly for household consumption
080130,"(-1995) Cashew nuts, fresh or dried",112,Mainly for household consumption
080131,(1996-) In shell,112,Mainly for household consumption
080132,(1996-) Shelled,112,Mainly for household consumption
080211,In shell,112,Mainly for household consumption
080212,Shelled,112,Mainly for household consumption
080221,In shell,112,Mainly for household consumption
080222,Shelled,112,Mainly for household consumption
080231,In shell,112,Mainly for household consumption
080232,Shelled,112,Mainly for household consumption
080240,Chestnuts (Castanea spp.),112,Mainly for household consumption
080250,Pistachios,112,Mainly for household consumption
080290,Other,112,Mainly for household consumption
080300,"Bananas, including plantains, fresh or dried.",112,Mainly for household consumption
080410,Dates,112,Mainly for household consumption
080420,Figs,112,Mainly for household consumption
080430,Pineapples,112,Mainly for household consumption
080440,Avocados,112,Mainly for household consumption
080450,"Guavas, mangoes and mangosteens",112,Mainly for household consumption
080510,Oranges,112,Mainly for household consumption
080520,"Mandarins (including tangerines and satsumas); clementines, wilkings and similar citrus hybrids",112,Mainly for household consumption
080530,"(-2001) Lemons (Citrus limon, Citrus limonum) and limes (C",112,Mainly for household consumption
080540,Grapefruit,112,Mainly for household consumption
080550,"(2002-) Lemons (Citrus limon, Citrus limonum) and limes (Citrus aurantifolia, Citrus latifolia)",112,Mainly for household consumption
080590,Other,112,Mainly for household consumption
080610,Fresh,112,Mainly for household consumption
080620,Dried,112,Mainly for household consumption
080710,"(-1995) Melons and watermelons, fresh",112,Mainly for household consumption
080711,(1996-) Watermelons,112,Mainly for household consumption
080719,(1996-) Other,112,Mainly for household consumption
080720,Papaws (papayas),112,Mainly for household consumption
080810,Apples,112,Mainly for household consumption
080820,Pears and quinces,112,Mainly for household consumption
080910,Apricots,112,Mainly for household consumption
080920,Cherries,112,Mainly for household consumption
080930,"Peaches, including nectarines",112,Mainly for household consumption
080940,Plums and sloes,112,Mainly for household consumption
081010,Strawberries,112,Mainly for household consumption
081020,"Raspberries, blackberries, mulberries and loganberries",112,Mainly for household consumption
081030,"(-2006) Black, white or red currants and gooseberries",112,Mainly for household consumption
081040,"Cranberries, bilberries and other fruits of the genus Vaccinium",112,Mainly for household consumption
081050,(1996-) Kiwifruit,112,Mainly for household consumption
081060,(2002-) Durians,112,Mainly for household consumption
081090,Other,112,Mainly for household consumption
081310,Apricots,112,Mainly for household consumption
081320,Prunes,112,Mainly for household consumption
081330,Apples,112,Mainly for household consumption
081340,Other fruit,112,Mainly for household consumption
081350,Mixtures of nuts or dried fruits of this Chapter,112,Mainly for household consumption
090210,Green tea (not fermented) in immediate packings of a content not exceeding 3 kg,112,Mainly for household consumption
090220,Other green tea (not fermented),112,Mainly for household consumption
090230,"Black tea (fermented) and partly fermented tea, in immediate packings of a content not exceeding 3 kg",112,Mainly for household consumption
090240,Other black tea (fermented) and other partly fermented tea,112,Mainly for household consumption
090300,Maté.,112,Mainly for household consumption
090411,Neither crushed nor ground,112,Mainly for household consumption
090412,Crushed or ground,112,Mainly for household consumption
090420,"Fruits of the genus Capsicum or of the genus Pimenta, dried or crushed or ground",112,Mainly for household consumption
090500,Vanilla.,112,Mainly for household consumption
090610,(-2006) Neither crushed nor ground,112,Mainly for household consumption
090620,Crushed or ground,112,Mainly for household consumption
090700,"Cloves (whole fruit, cloves and stems).",112,Mainly for household consumption
090810,Nutmeg,112,Mainly for household consumption
090820,Mace,112,Mainly for household consumption
090830,Cardamoms,112,Mainly for household consumption
090910,Seeds of anise or badian,112,Mainly for household consumption
090920,Seeds of coriander,112,Mainly for household consumption
090930,Seeds of cumin,112,Mainly for household consumption
090940,Seeds of caraway,112,Mainly for household consumption
090950,Seeds of fennel; juniper berries,112,Mainly for household consumption
091010,Ginger,112,Mainly for household consumption
091020,Saffron,112,Mainly for household consumption
091030,Turmeric (curcuma),112,Mainly for household consumption
091040,(-2006) Thyme; bay leaves,112,Mainly for household consumption
091050,(-2006) Curry,112,Mainly for household consumption
091091,Mixtures referred to in Note 1 (b) to this Chapter,112,Mainly for household consumption
091099,Other,112,Mainly for household consumption
210120,"Extracts, essences and concentrates, of tea or maté, and preparations with a basis of these extracts, essences or concentrates or with a basis of tea or maté",112,Mainly for household consumption
020900,"Pig fat, free of lean meat, and poultry fat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked.",121,Mainly for industry
030510,"Flours, meals and pellets of fish, fit for human consumption",121,Mainly for industry
040210,"In powder, granules or other solid forms, of a fat content, by weight, not exceeding 1.5 %",121,Mainly for industry
040410,"Whey and modified whey, whether or not concentrated or containing added sugar or other sweetening matter",121,Mainly for industry
040811,Dried,121,Mainly for industry
040819,Other,121,Mainly for industry
040891,Dried,121,Mainly for industry
040899,Other,121,Mainly for industry
081110,Strawberries,121,Mainly for industry
081120,"Raspberries, blackberries, mulberries, loganberries, black, white or red currants and gooseberries",121,Mainly for industry
081190,Other,121,Mainly for industry
110100,Wheat or meslin flour.,121,Mainly for industry
110210,Rye flour,121,Mainly for industry
110220,Maize (corn) flour,121,Mainly for industry
110230,(-2006) Rice flour,121,Mainly for industry
110290,Other,121,Mainly for industry
110311,Of wheat,121,Mainly for industry
110312,(-2001) Groats and meal :-- Of oats,121,Mainly for industry
110313,Of maize (corn),121,Mainly for industry
110314,(-2001) Groats and meal :-- Of rice,121,Mainly for industry
110319,Of other cereals,121,Mainly for industry
110320,(2002-) Pellets,121,Mainly for industry
110321,(-2001) Pellets :-- Of wheat,121,Mainly for industry
110329,(-2001) Pellets :-- Of other cereals,121,Mainly for industry
110510,"Flour, meal and powder",121,Mainly for industry
110520,"Flakes, granules and pellets",121,Mainly for industry
110610,Of the dried leguminous vegetables of heading 07.13,121,Mainly for industry
110620,Of sago or of roots or tubers of heading 07.14,121,Mainly for industry
110630,Of the products of Chapter 8,121,Mainly for industry
110710,Not roasted,121,Mainly for industry
110720,Roasted,121,Mainly for industry
110900,"Wheat gluten, whether or not dried.",121,Mainly for industry
120810,Of soya beans,121,Mainly for industry
120890,Other,121,Mainly for industry
150420,"Fats and oils and their fractions, of fish, other than liver oils",121,Mainly for industry
150430,"Fats and oils and their fractions, of marine mammals",121,Mainly for industry
150710,"Crude oil, whether or not degummed",121,Mainly for industry
150790,Other,121,Mainly for industry
150810,Crude oil,121,Mainly for industry
150890,Other,121,Mainly for industry
151000,"Other oils and their fractions, obtained solely from olives, whether or not refined, but not chemically modified, including blends of these oils or fractions with oils or fractions of heading 15.09.",121,Mainly for industry
151190,Other,121,Mainly for industry
151221,"Crude oil, whether or not gossypol has been removed",121,Mainly for industry
151229,Other,121,Mainly for industry
151319,Other,121,Mainly for industry
151329,Other,121,Mainly for industry
151419,(2002-) Other,121,Mainly for industry
151490,(-2001) Other,121,Mainly for industry
151499,(2002-) Other,121,Mainly for industry
151529,Other,121,Mainly for industry
151550,Sesame oil and its fractions,121,Mainly for industry
151610,Animal fats and oils and their fractions,121,Mainly for industry
151620,Vegetable fats and oils and their fractions,121,Mainly for industry
160300,"Extracts and juices of meat, fish or crustaceans, molluscs or other aquatic invertebrates.",121,Mainly for industry
170111,Cane sugar,121,Mainly for industry
170112,Beet sugar,121,Mainly for industry
170191,Containing added flavouring or colouring matter,121,Mainly for industry
170210,(-1995) Lactose and lactose syrup,121,Mainly for industry
170211,"(1996-) Containing by weight 99 % or more lactose, expressed as anhydrous lactose, calculated on the dry matter",121,Mainly for industry
170219,(1996-) Other,121,Mainly for industry
170220,Maple sugar and maple syrup,121,Mainly for industry
170230,"Glucose and glucose syrup, not containing fructose or containing in the dry state less than 20 % by weight of fructose",121,Mainly for industry
170240,"Glucose and glucose syrup, containing in the dry state at least  20 % but less than 50 % by weight of fructose, excluding invert sugar",121,Mainly for industry
170250,Chemically pure fructose,121,Mainly for industry
170260,"Other fructose and fructose syrup, containing in the dry state more than 50 % by weight of fructose, excluding invert sugar",121,Mainly for industry
170290,"Other, including invert sugar and other sugar and sugar syrup blends containing in the dry state 50 % by weight of fructose",121,Mainly for industry
170310,Cane molasses,121,Mainly for industry
170390,Other,121,Mainly for industry
180200,"Cocoa shells, husks, skins and other cocoa waste.",121,Mainly for industry
180310,Not defatted,121,Mainly for industry
180320,Wholly or partly defatted,121,Mainly for industry
180400,"Cocoa butter, fat and oil.",121,Mainly for industry
180500,"Cocoa powder, not containing added sugar or other sweetening matter.",121,Mainly for industry
190300,"Tapioca and substitutes therefor prepared from starch, in the form of flakes, grains, pearls, siftings or in similar forms.",121,Mainly for industry
210210,Active yeasts,121,Mainly for industry
210220,"Inactive yeasts; other singlecell microorganisms, dead",121,Mainly for industry
210230,Prepared baking powders,121,Mainly for industry
220430,Other grape must,121,Mainly for industry
230210,Of maize (corn),121,Mainly for industry
230220,(-2006) Of rice,121,Mainly for industry
230230,Of wheat,121,Mainly for industry
230240,Of other cereals,121,Mainly for industry
230250,Of leguminous plants,121,Mainly for industry
230310,Residues of starch manufacture and similar residues,121,Mainly for industry
230320,"Beetpulp, bagasse and other waste of sugar manufacture",121,Mainly for industry
230330,Brewing or distilling dregs and waste,121,Mainly for industry
230700,Wine lees; argol.,121,Mainly for industry
020110,Carcasses and halfcarcasses,122,Mainly for household consumption
020120,Other cuts with bone in,122,Mainly for household consumption
020130,Boneless,122,Mainly for household consumption
020210,Carcasses and halfcarcasses,122,Mainly for household consumption
020220,Other cuts with bone in,122,Mainly for household consumption
020230,Boneless,122,Mainly for household consumption
020311,Carcasses and halfcarcasses,122,Mainly for household consumption
020312,"Hams, shoulders and cuts thereof, with bone in",122,Mainly for household consumption
020319,Other,122,Mainly for household consumption
020321,Carcasses and halfcarcasses,122,Mainly for household consumption
020322,"Hams, shoulders and cuts thereof, with bone in",122,Mainly for household consumption
020329,Other,122,Mainly for household consumption
020410,"Carcasses and halfcarcasses of lamb, fresh or chilled",122,Mainly for household consumption
020421,Carcasses and halfcarcasses,122,Mainly for household consumption
020422,Other cuts with bone in,122,Mainly for household consumption
020423,Boneless,122,Mainly for household consumption
020430,"Carcasses and halfcarcasses of lamb, frozen",122,Mainly for household consumption
020441,Carcasses and halfcarcasses,122,Mainly for household consumption
020442,Other cuts with bone in,122,Mainly for household consumption
020443,Boneless,122,Mainly for household consumption
020450,Meat of goats,122,Mainly for household consumption
020500,"Meat of horses, asses, mules or hinnies, fresh, chilled or frozen.",122,Mainly for household consumption
020610,"Of bovine animals, fresh or chilled",122,Mainly for household consumption
020621,Tongues,122,Mainly for household consumption
020622,Livers,122,Mainly for household consumption
020629,Other,122,Mainly for household consumption
020630,"Of swine, fresh or chilled",122,Mainly for household consumption
020641,Livers,122,Mainly for household consumption
020649,Other,122,Mainly for household consumption
020680,"Other, fresh or chilled",122,Mainly for household consumption
020690,"Other, frozen",122,Mainly for household consumption
020710,(-1995) Fresh or chilled whole poultry,122,Mainly for household consumption
020711,"(1996-) Not cut in pieces, fresh or chilled",122,Mainly for household consumption
020712,"(1996-) Not cut in pieces, frozen",122,Mainly for household consumption
020713,"(1996-) Cuts and offal, fresh or chilled",122,Mainly for household consumption
020714,"(1996-) Cuts and offal, frozen",122,Mainly for household consumption
020721,(-1995) Frozen whole chickens,122,Mainly for household consumption
020722,(-1995) Frozen whole turkeys,122,Mainly for household consumption
020723,"(-1995) Frozen whole ducks, geese and guinea fowls",122,Mainly for household consumption
020724,"(1996-) Not cut in pieces, fresh or chilled",122,Mainly for household consumption
020725,"(1996-) Not cut in pieces, frozen",122,Mainly for household consumption
020726,"(1996-) Cuts and offal, fresh or chilled",122,Mainly for household consumption
020727,"(1996-) Cuts and offal, frozen",122,Mainly for household consumption
020731,(-1995) Fresh or chilled fatty livers of geese or ,122,Mainly for household consumption
020732,"(1996-) Not cut in pieces, fresh or chilled",122,Mainly for household consumption
020733,"(1996-) Not cut in pieces, frozen",122,Mainly for household consumption
020734,"(1996-) Fatty livers, fresh or chilled",122,Mainly for household consumption
020735,"(1996-) Other, fresh or chilled",122,Mainly for household consumption
020736,"(1996-) Other, frozen",122,Mainly for household consumption
020739,(-1995) Fresh or chilled poultry cuts and offal (e,122,Mainly for household consumption
020741,(-1995) Frozen cuts and offal of chicken (excl. li,122,Mainly for household consumption
020742,(-1995) Frozen cuts and offal of turkey (excl. liv,122,Mainly for household consumption
020743,"(-1995) Frozen cuts and offal of geese, ducks and ",122,Mainly for household consumption
020750,(-1995) Frozen poultry livers,122,Mainly for household consumption
020810,Of rabbits or hares,122,Mainly for household consumption
020820,(-2006) Frogs' legs,122,Mainly for household consumption
020830,(2002-) Of primates,122,Mainly for household consumption
020840,"(2002-) Of whales, dolphins and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",122,Mainly for household consumption
020850,(2002-) Of reptiles (including snakes and turtles),122,Mainly for household consumption
020890,Other,122,Mainly for household consumption
021011,"Hams, shoulders and cuts thereof, with bone in",122,Mainly for household consumption
021012,Bellies (streaky) and cuts thereof,122,Mainly for household consumption
021019,Other,122,Mainly for household consumption
021020,Meat of bovine animals,122,Mainly for household consumption
021090,"(-2001) Other, including edible flours and meals of meat o",122,Mainly for household consumption
021091,(2002-) Of primates,122,Mainly for household consumption
021092,"(2002-) Of whales, dolphins and porpoises (mammals of the order Cetacea); of  manatees and dugongs (mammals of the order Sirenia)",122,Mainly for household consumption
021093,(2002-) Of reptiles (including snakes and turtles),122,Mainly for household consumption
021099,(2002-) Other,122,Mainly for household consumption
030310,"(-2001) Pacific salmon (Oncorhynchus nerka, Oncorhynchus g",122,Mainly for household consumption
030311,(2002-) Sockeye salmon (red salmon) (Oncorhynchus nerka),122,Mainly for household consumption
030319,(2002-) Other,122,Mainly for household consumption
030321,"Trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",122,Mainly for household consumption
030322,Atlantic salmon (Salmo salar) and Danube salmon (Hucho hucho),122,Mainly for household consumption
030329,Other,122,Mainly for household consumption
030331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus, Hippoglossus stenolepis)",122,Mainly for household consumption
030332,Plaice (Pleuronectes platessa),122,Mainly for household consumption
