HS 1988/92 Product Code,HS 1988/92 Product Description,CPC Product Code,CPC Product Description
847990,Parts of machines & mechanical appliances nes h,44929,Parts for the goods of subclass 44915; other parts n.e.c. of special purpose
848010,"Boxes, moulding, for metal foundry",44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848020,"Bases, mould",44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848030,"Patterns, moulding",44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848041,"Moulds, injection or compression types, for met",44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848049,"Moulds for metal or metal carbides, nes",44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848050,Moulds for glass,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848060,Moulds for mineral materials,44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848071,"Moulds, injection or compression types, for rub",44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848079,"Moulds for rubber or plastics, nes",44916,Moulding boxes for metal foundry; mould bases; moulding patterns; moulds for metal (except ingot
848110,"Valves, pressure reducing",4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848120,Valves for oleohydraulic or pneumatic transmiss,4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848130,"Valves, check",4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848140,"Valves, safety or relief",4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848180,"Taps, cocks, valves and similar appliances, nes",4324,"Taps, cocks, valves and similar appliances for pipes, boiler shells,"
848190,"Parts of taps, cocks, valves or similar applian",43254,Parts for the goods of subclass 43240
848210,"Bearings, ball",4331,Ball or roller bearings
848220,"Bearings, tapered roller, including cone and ta",4331,Ball or roller bearings
848230,"Bearings, spherical roller",4331,Ball or roller bearings
848240,"Bearings, needle roller",4331,Ball or roller bearings
848250,"Bearings, cylindrical roller, nes",4331,Ball or roller bearings
848280,"Bearings, ball or roller, nes, including combin",4331,Ball or roller bearings
848291,"Balls, needles and rollers for bearings",43331,Parts for the goods of subclass 43310
848299,"Bearing parts, nes",43331,Parts for the goods of subclass 43310
848310,"Transmission shafts and cranks, including cam s",4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848320,"Bearing housings, incorporating ball or roller",4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848330,"Bearing housings,not incorporating ball/roller",4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848340,"Gears and gearing,ball screws,gear boxes,speed",4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848350,"Flywheels and pulleys, including pulley blocks",4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848360,Clutches and shaft couplings (including univers,4332,Transmission shafts and cranks; bearing housings and plain shaft bearings; gears and gearing; ball
848390,Parts of power transmission equipment or oth gd,43332,Parts for the goods of subclass 43320
848410,Gaskets of metal sheeting combined with other m,43924,Gaskets of metal sheeting
848490,Gasket sets consisting of gaskets of different,43924,Gaskets of metal sheeting
848510,Ships' or boats propellers and blades therefor,42998,Ships' propellers and blades therefor
848590,"Machinery parts, non-electrical, nes",43949,"Machinery parts, non-electrical, n.e.c."
850110,Electric motors of an output not exceeding 37.5,46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850120,Universal AC/DC motors of an output exceeding 3,46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850131,"DC motors, DC generators, of an output not exce",46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850132,"DC motors,DC generators,of an output exceeding",46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850133,"DC motors,DC generators,of an output exceeding",46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850134,"DC motors, DC generators, of an output exceedin",46111,Motors of an output not exceeding 37.5 W; other DC motors; DC generators
850140,"AC motors, single-phase, nes",46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850151,"AC motors, multi-phase, of an output not exceed",46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850152,"AC motors, multi-phase, of an output exceeding",46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850153,"AC motors, multi-phase, of an output exceeding",46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850161,"AC generators (alternators), of an output not e",46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850162,"AC generators, of an output exceeding 75 KVA bu",46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850163,"AC generators, of an output exceeding 375 KVA b",46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850164,"AC generators, of an output exceeding 750 KVA",46112,Universal AC/DC motors of an output exceeding 37.5 W; other AC motors;
850211,"Generating sets,diesel or semi-diesel engines,o",46113,Electric generating sets and rotary converters
850212,"Generating sets,diesel or semi-diesel exceeding",46113,Electric generating sets and rotary converters
850213,"Generating sets,diesel or semi-diesel engines,o",46113,Electric generating sets and rotary converters
850220,Generating sets with spark-ignition internal co,46113,Electric generating sets and rotary converters
850230,"Electric generating sets, nes",46113,Electric generating sets and rotary converters
850240,Electric rotary converters,46113,Electric generating sets and rotary converters
850300,"Parts of electric motors,generators,generating",46131,"Parts of electric motors, generators and the like"
850410,Ballasts for discharge lamps or tubes,46122,Ballasts for discharge lamps or tubes; static converters; other inductors
850421,Liquid dielectric transformers having a power h,46121,Electrical transformers
850422,Liq dielectric transf having a power handling c,46121,Electrical transformers
850423,Liq dielectric transf having a power handling c,46121,Electrical transformers
850431,Transformers electric power handling capacity n,46121,Electrical transformers
850432,Transformers electric power handling capacity >,46121,Electrical transformers
850433,Transformers electric power handling capacity >,46121,Electrical transformers
850434,Transformers electric having a power handling c,46121,Electrical transformers
850440,"Static converters, nes",46122,Ballasts for discharge lamps or tubes; static converters; other inductors
850450,"Inductors, electric",46122,Ballasts for discharge lamps or tubes; static converters; other inductors
850490,"Parts of electrical transformers, static conver",46132,"Parts of electrical transformers, static converters and inductors"
850511,Permanent magnets and art. intended to become p,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850519,Permanent magnets and articles intended to beco,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850520,"Electro-magnetic couplings, clutches and brakes",4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850530,Electro-magnetic lifting heads,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850590,Electro-magnets nes and parts of heading No 85.,4694,Electrical equipment n.e.c. (including electro-magnets; permanent magnets; electro-magnetic
850611,Manganese dioxide primary cells&batt of an exte,4641,Primary cells and primary batteries
850612,Mercuric oxide primary cells & batteries of an,4641,Primary cells and primary batteries
850613,Silver oxide primary cells&batteries of an exte,4641,Primary cells and primary batteries
850619,Primary cells and primary batteries of an exter,4641,Primary cells and primary batteries
850620,Primary cells and primary batteries of an exter,4641,Primary cells and primary batteries
850690,Parts of primary cells and primary batteries,4643,"Parts of primary cells, primary batteries and electric accumulators (including separators)"
850710,Lead-acid electric accumulators of a kind used,4642,Electric accumulators
