HS 1988/92 Product Code,HS 1988/92 Product Description,MTN Categories Product Code,MTN Categories Product Description
611110,"Babies' garments, etc, of wool or fine animal h",0203,"Textiles & clothing, finished manufactures"
611120,"Babies' garments, etc, of cotton, knitted or cr",0203,"Textiles & clothing, finished manufactures"
611130,"Babies' garments, etc, of synthetic fibres, kni",0203,"Textiles & clothing, finished manufactures"
611190,"Babies' garments, etc, of other textiles, knitt",0203,"Textiles & clothing, finished manufactures"
611211,"Track-suits of cotton, knitted or crocheted",0203,"Textiles & clothing, finished manufactures"
611212,"Track-suits of synthetic fibres, knitted or cro",0203,"Textiles & clothing, finished manufactures"
611219,"Track-suits of other textiles, knitted or croch",0203,"Textiles & clothing, finished manufactures"
611220,"Ski-suits, knitted or crocheted",0203,"Textiles & clothing, finished manufactures"
611231,"Men's or boys' swimwear of synthetic fibres, kn",0203,"Textiles & clothing, finished manufactures"
611239,"Men's or boys' swimwear of other textiles, knit",0203,"Textiles & clothing, finished manufactures"
611241,"Women's or girls' swimwear of synthetic fibres,",0203,"Textiles & clothing, finished manufactures"
611249,"Women's or girls' swimwear of other textiles, k",0203,"Textiles & clothing, finished manufactures"
611300,Garments made up of knitted or crocheted fabric,0203,"Textiles & clothing, finished manufactures"
611410,"Garments of wool or fine animal hair, knitted o",0203,"Textiles & clothing, finished manufactures"
611420,"Garments of cotton, knitted or crocheted, nes",0203,"Textiles & clothing, finished manufactures"
611430,"Garments of man-made fibres, knitted or crochet",0203,"Textiles & clothing, finished manufactures"
611490,"Garments of other textiles, knitted or crochete",0203,"Textiles & clothing, finished manufactures"
611511,"Panty hose, etc, of synthetic fibres, <67decite",0203,"Textiles & clothing, finished manufactures"
611512,"Panty hose, etc, of synthetic fibres, >=67decit",0203,"Textiles & clothing, finished manufactures"
611519,"Panty hose and tights of other textiles, nes, k",0203,"Textiles & clothing, finished manufactures"
611520,"Women's hosiery of synthetic fibres, <67decitex",0203,"Textiles & clothing, finished manufactures"
611591,"Hosiery and footwear, of wool..., knitted or cr",0203,"Textiles & clothing, finished manufactures"
611592,"Hosiery and footwear, of cotton, knitted or cro",0203,"Textiles & clothing, finished manufactures"
611593,"Hosiery and footwear, of synthetic fibres, knit",0203,"Textiles & clothing, finished manufactures"
611599,"Hosiery and footwear, of other textiles, knitte",0203,"Textiles & clothing, finished manufactures"
611610,"Gloves, impregnated... with plastics or rubber,",0203,"Textiles & clothing, finished manufactures"
611691,"Gloves, mittens and mitts, of wool..., knitted",0203,"Textiles & clothing, finished manufactures"
611692,"Gloves, mittens and mitts, of cotton, knitted o",0203,"Textiles & clothing, finished manufactures"
611693,"Gloves, mittens and mitts, of synthetic fibres,",0203,"Textiles & clothing, finished manufactures"
611699,"Gloves, mittens and mitts, of other textiles, k",0203,"Textiles & clothing, finished manufactures"
611710,"Shawls, scarves, mufflers, mantillas, veils, et",0203,"Textiles & clothing, finished manufactures"
611720,"Ties, bow ties and cravats, knitted or crochete",0203,"Textiles & clothing, finished manufactures"
611780,"Other clothing accessories, knitted or crochete",0203,"Textiles & clothing, finished manufactures"
611790,"Parts of garments or clothing accessories, knit",0203,"Textiles & clothing, finished manufactures"
620111,"Men's or boys' overcoats, etc, of wool or fine",0203,"Textiles & clothing, finished manufactures"
620112,"Men's or boys' overcoats, etc, of cotton",0203,"Textiles & clothing, finished manufactures"
620113,"Men's or boys' overcoats, etc, of man-made fibr",0203,"Textiles & clothing, finished manufactures"
620119,"Men's or boys' overcoats, etc, of other textile",0203,"Textiles & clothing, finished manufactures"
620191,"Men's or boys' anoraks, wind-cheaters, etc, of",0203,"Textiles & clothing, finished manufactures"
620192,"Men's or boys' anoraks, wind-cheaters, etc, of",0203,"Textiles & clothing, finished manufactures"
620193,"Men's or boys' anoraks, wind-cheaters, etc, of",0203,"Textiles & clothing, finished manufactures"
620199,"Men's or boys' anoraks, wind-cheaters, etc, of",0203,"Textiles & clothing, finished manufactures"
620211,"Woman's or girls' overcoats, etc, of wool or fi",0203,"Textiles & clothing, finished manufactures"
620212,"Woman's or girls' overcoats, etc, of cotton",0203,"Textiles & clothing, finished manufactures"
620213,"Woman's or girls' overcoats, etc, of man-made f",0203,"Textiles & clothing, finished manufactures"
620219,"Woman's or girls' overcoats, etc, of other text",0203,"Textiles & clothing, finished manufactures"
620291,"Woman's or girls' anoraks, wind-cheaters, etc,",0203,"Textiles & clothing, finished manufactures"
620292,"Woman's or girls' anoraks, wind-cheaters, etc,",0203,"Textiles & clothing, finished manufactures"
620293,"Woman's or girls' anoraks, wind-cheaters, etc,",0203,"Textiles & clothing, finished manufactures"
620299,"Woman's or girls' anoraks, wind-cheaters, etc,",0203,"Textiles & clothing, finished manufactures"
620311,Men's or boys' suits of wool or fine animal hai,0203,"Textiles & clothing, finished manufactures"
620312,Men's or boys' suits of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620319,"Men's or boys' suits of other textiles, nes",0203,"Textiles & clothing, finished manufactures"
620321,Men's or boys' ensembles of wool or fine animal,0203,"Textiles & clothing, finished manufactures"
620322,Men's or boys' ensembles of cotton,0203,"Textiles & clothing, finished manufactures"
620323,Men's or boys' ensembles of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620329,"Men's or boys' ensembles of other textiles, nes",0203,"Textiles & clothing, finished manufactures"
620331,Men's or boys' jackets and blazers of wool or f,0203,"Textiles & clothing, finished manufactures"
620332,Men's or boys' jackets and blazers of cotton,0203,"Textiles & clothing, finished manufactures"
620333,Men's or boys' jackets and blazers of synthetic,0203,"Textiles & clothing, finished manufactures"
620339,Men's or boys' jackets and blazers of other tex,0203,"Textiles & clothing, finished manufactures"
620341,"Men's or boys' trousers, breeches, etc, of wool",0203,"Textiles & clothing, finished manufactures"
620342,"Men's or boys' trousers, breeches, etc, of cott",0203,"Textiles & clothing, finished manufactures"
620343,"Men's or boys' trousers, breeches of synthetic",0203,"Textiles & clothing, finished manufactures"
620349,"Men's or boys' trousers, breeches of other text",0203,"Textiles & clothing, finished manufactures"
620411,Women's or girls' suits of wool or fine animal,0203,"Textiles & clothing, finished manufactures"
620412,Women's or girls' suits of cotton,0203,"Textiles & clothing, finished manufactures"
620413,Women's or girls' suits of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620419,"Women's or girls' suits of other textiles, nes",0203,"Textiles & clothing, finished manufactures"
620421,Women's or girls' ensembles of wool or fine ani,0203,"Textiles & clothing, finished manufactures"
620422,Women's or girls' ensembles of cotton,0203,"Textiles & clothing, finished manufactures"
620423,Women's or girls' ensembles of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620429,"Women's or girls' ensembles of other textiles,",0203,"Textiles & clothing, finished manufactures"
620431,Women's or girls' jackets and blazers of wool o,0203,"Textiles & clothing, finished manufactures"
620432,Women's or girls' jackets and blazers of cotton,0203,"Textiles & clothing, finished manufactures"
620433,Women's or girls' jackets and blazers of synthe,0203,"Textiles & clothing, finished manufactures"
620439,Women's or girls' jackets and blazers of other,0203,"Textiles & clothing, finished manufactures"
620441,Dresses of wool or fine animal hair,0203,"Textiles & clothing, finished manufactures"
620442,Dresses of cotton,0203,"Textiles & clothing, finished manufactures"
620443,Dresses of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620444,Dresses of artificial fibres,0203,"Textiles & clothing, finished manufactures"
620449,"Dresses of other textiles, nes",0203,"Textiles & clothing, finished manufactures"
620451,Skirts and divided skirts of wool or fine anima,0203,"Textiles & clothing, finished manufactures"
620452,Skirts and divided skirts of cotton,0203,"Textiles & clothing, finished manufactures"
620453,Skirts and divided skirts of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
620459,"Skirts and divided skirts of other textiles, ne",0203,"Textiles & clothing, finished manufactures"
620461,"Women's or girls' trousers, breeches, etc, of w",0203,"Textiles & clothing, finished manufactures"
620462,"Women's or girls' trousers, breeches, etc, of c",0203,"Textiles & clothing, finished manufactures"
620463,"Women's or girls' trousers, breeches, etc, of s",0203,"Textiles & clothing, finished manufactures"
620469,"Women's or girls' trousers, breeches, etc, of o",0203,"Textiles & clothing, finished manufactures"
620510,Men's or boys' shirts of wool or fine animal ha,0203,"Textiles & clothing, finished manufactures"
620520,Men's or boys' shirts of cotton,0203,"Textiles & clothing, finished manufactures"
620530,Men's or boys' shirts of man-made fibres,0203,"Textiles & clothing, finished manufactures"
620590,"Men's or boys' shirts of other textiles, nes",0203,"Textiles & clothing, finished manufactures"
620610,"Women's or girls' blouses, shirts, etc, of silk",0203,"Textiles & clothing, finished manufactures"
620620,"Women's or girls' blouses, shirts, etc, of wool",0203,"Textiles & clothing, finished manufactures"
620630,"Women's or girls' blouses, shirts, etc, of cott",0203,"Textiles & clothing, finished manufactures"
620640,"Women's or girls' blouses, shirts, etc, of man-",0203,"Textiles & clothing, finished manufactures"
620690,"Women's or girls' blouses, shirts, etc, of othe",0203,"Textiles & clothing, finished manufactures"
620711,Men's or boys' underpants and briefs of cotton,0203,"Textiles & clothing, finished manufactures"
620719,Men's or boys' underpants and briefs of textile,0203,"Textiles & clothing, finished manufactures"
620721,Men's or boys' nightshirts and pyjamas of cotto,0203,"Textiles & clothing, finished manufactures"
620722,Men's or boys' nightshirts and pyjamas of man-m,0203,"Textiles & clothing, finished manufactures"
620729,Men's or boys' nightshirts and pyjamas of texti,0203,"Textiles & clothing, finished manufactures"
620791,"Men's or boys' singlets... dressing gowns, etc,",0203,"Textiles & clothing, finished manufactures"
620792,"Men's or boys' singlets... dressing gowns, etc,",0203,"Textiles & clothing, finished manufactures"
620799,"Men's or boys' singlets... dressing gowns, etc,",0203,"Textiles & clothing, finished manufactures"
620811,Slips and petticoats of man-made fibres,0203,"Textiles & clothing, finished manufactures"
620819,"Slips and petticoats of other textiles, nes",0203,"Textiles & clothing, finished manufactures"
620821,Women's or girls' nightdresses and pyjamas of c,0203,"Textiles & clothing, finished manufactures"
620822,Women's or girls' nightdresses and pyjamas of m,0203,"Textiles & clothing, finished manufactures"
620829,Women's or girls' nightdresses and pyjamas of t,0203,"Textiles & clothing, finished manufactures"
620891,"Women's or girls' dressing gowns, panties, etc,",0203,"Textiles & clothing, finished manufactures"
620892,"Women's or girls' dressing gowns, panties, etc,",0203,"Textiles & clothing, finished manufactures"
620899,"Women's or girls' dressing gowns, panties, etc,",0203,"Textiles & clothing, finished manufactures"
620910,Bables' garments and clothing accessories of wo,0203,"Textiles & clothing, finished manufactures"
620920,Bables' garments and clothing accessories of co,0203,"Textiles & clothing, finished manufactures"
620930,Bables' garments and clothing accessories of sy,0203,"Textiles & clothing, finished manufactures"
620990,Bables' garments and clothing accessories of ot,0203,"Textiles & clothing, finished manufactures"
621010,"Garments, made up of fabrics of 56.02 or 56.03",0203,"Textiles & clothing, finished manufactures"
621020,"Garments of 6201.11 to 19, made up of fabrics o",0203,"Textiles & clothing, finished manufactures"
621030,"Garments of 6202.11 to 19, made up of fabrics o",0203,"Textiles & clothing, finished manufactures"
621040,Men's or boys' garments made up of fabrics of 5,0203,"Textiles & clothing, finished manufactures"
621050,Women's or girls' garments made up of fabrics o,0203,"Textiles & clothing, finished manufactures"
621111,Men's or boys' swimwear,0203,"Textiles & clothing, finished manufactures"
621112,Women's or girls' swimwear,0203,"Textiles & clothing, finished manufactures"
621120,Ski suits,0203,"Textiles & clothing, finished manufactures"
621131,Men's or boys' garments of wool or fine animal,0203,"Textiles & clothing, finished manufactures"
621132,"Men's or boys' garments of cotton, nes",0203,"Textiles & clothing, finished manufactures"
621133,"Men's or boys' garments of man-made fibres, nes",0203,"Textiles & clothing, finished manufactures"
621139,"Men's or boys' garments of other textiles, nes",0203,"Textiles & clothing, finished manufactures"
621141,Women's or girls' garments of wool or fine anim,0203,"Textiles & clothing, finished manufactures"
621142,"Women's or girls' garments of cotton, nes",0203,"Textiles & clothing, finished manufactures"
621143,"Women's or girls' garments of man-made fibres,",0203,"Textiles & clothing, finished manufactures"
621149,"Women's or girls' garments of other textiles, n",0203,"Textiles & clothing, finished manufactures"
621210,Brassieres,0203,"Textiles & clothing, finished manufactures"
621220,Girdles and panty-girdles,0203,"Textiles & clothing, finished manufactures"
621230,Corselettes,0203,"Textiles & clothing, finished manufactures"
621290,"Corsets, braces, garters, suspenders and simila",0203,"Textiles & clothing, finished manufactures"
621310,Handkerchiefs of silk or silk waste,0203,"Textiles & clothing, finished manufactures"
621320,Handkerchiefs of cotton,0203,"Textiles & clothing, finished manufactures"
621390,"Handkerchiefs of other textiles, nes",0203,"Textiles & clothing, finished manufactures"
621410,"Shawls, scarves, mufflers, mantillas, veils, et",0203,"Textiles & clothing, finished manufactures"
621420,"Shawls, scarves, mufflers, mantillas, veils, et",0203,"Textiles & clothing, finished manufactures"
621430,"Shawls, scarves, mufflers, mantillas, veils, et",0203,"Textiles & clothing, finished manufactures"
621440,"Shawls, scarves, mufflers, mantillas, veils, et",0203,"Textiles & clothing, finished manufactures"
621490,"Shawls, scarves, mufflers, mantillas, veils, et",0203,"Textiles & clothing, finished manufactures"
621510,"Ties, bow ties and cravats of silk or silk wast",0203,"Textiles & clothing, finished manufactures"
621520,"Ties, bow ties and cravats of man-made fibres",0203,"Textiles & clothing, finished manufactures"
621590,"Ties, bow ties and cravats of other textiles, n",0203,"Textiles & clothing, finished manufactures"
621600,"Gloves, mittens and mitts",0203,"Textiles & clothing, finished manufactures"
621710,"Clothing accessories, nes",0203,"Textiles & clothing, finished manufactures"
621790,"Parts of garments or clothing accessories, nes",0203,"Textiles & clothing, finished manufactures"
630110,Electric blankets,0203,"Textiles & clothing, finished manufactures"
630120,Blankets (excl. electric blankets) and travelli,0203,"Textiles & clothing, finished manufactures"
630130,Blankets (excl. electric blankets) and travelli,0203,"Textiles & clothing, finished manufactures"
630140,"Blankets (excl. electric blankets), etc, of syn",0203,"Textiles & clothing, finished manufactures"
630190,"Other blankets and travelling rugs, nes",0203,"Textiles & clothing, finished manufactures"
630210,"Bed linen, knitted or crocheted",0203,"Textiles & clothing, finished manufactures"
630221,Printed bed-linen of cotton (excl. knitted or c,0203,"Textiles & clothing, finished manufactures"
630222,Printed bed-linen of man-made fibres (excl. kni,0203,"Textiles & clothing, finished manufactures"
630229,Printed bed-linen of other textiles (excl. knit,0203,"Textiles & clothing, finished manufactures"
630231,"Bed linen of cotton (excl. printed, knitted or",0203,"Textiles & clothing, finished manufactures"
630232,"Bed linen of man-made fibres (excl. printed, kn",0203,"Textiles & clothing, finished manufactures"
630239,"Bad linen of other textiles (excl. printed, kni",0203,"Textiles & clothing, finished manufactures"
630240,"Table linen, knitted or crocheted",0203,"Textiles & clothing, finished manufactures"
630251,Table linen of cotton (excl. knitted or crochet,0203,"Textiles & clothing, finished manufactures"
630252,Table linen of flax (excl. knitted or crocheted,0203,"Textiles & clothing, finished manufactures"
630253,Table linen of man-made fibres (excl. knitted o,0203,"Textiles & clothing, finished manufactures"
630259,"Table linen of other textiles, nes (excl. knitt",0203,"Textiles & clothing, finished manufactures"
630260,"Toilet linen and kitchen linen, of terry fabric",0203,"Textiles & clothing, finished manufactures"
630291,"Toilet linen and kitchen linen of cotton, nes",0203,"Textiles & clothing, finished manufactures"
630292,"Toilet linen and kitchen linen of flax, nes",0203,"Textiles & clothing, finished manufactures"
630293,Toilet linen and kitchen linen of man-made fibr,0203,"Textiles & clothing, finished manufactures"
630299,Toilet linen and kitchen linen of other textile,0203,"Textiles & clothing, finished manufactures"
630311,Curtains and interior blinds; valances of cotto,0203,"Textiles & clothing, finished manufactures"
630312,"Curtains, etc; valances of synthetic fibres, kn",0203,"Textiles & clothing, finished manufactures"
630319,"Curtains, etc; valances of textile materials, k",0203,"Textiles & clothing, finished manufactures"
630391,Curtains and interior blinds; curtain or bed va,0203,"Textiles & clothing, finished manufactures"
630392,Curtains and interior blinds; curtain/bed valan,0203,"Textiles & clothing, finished manufactures"
630399,Curtains and interior blinds; curtain/bed valan,0203,"Textiles & clothing, finished manufactures"
630411,Knitted or crocheted bedspreads,0203,"Textiles & clothing, finished manufactures"
630419,Bedspreads (excl. knitted or crocheted),0203,"Textiles & clothing, finished manufactures"
630491,"Knitted or crocheted furnishing articles, nes",0203,"Textiles & clothing, finished manufactures"
630492,"Furnishing articles, nes, of cotton (excl. knit",0203,"Textiles & clothing, finished manufactures"
630493,Furnishing articles of synthetic fibres (excl.,0203,"Textiles & clothing, finished manufactures"
630499,Furnishing articles of other textiles (excl. kn,0203,"Textiles & clothing, finished manufactures"
630510,"Sacks and bags, used for packing goods, of jute",0203,"Textiles & clothing, finished manufactures"
630520,"Sacks and bags, used for packing goods, of cott",0203,"Textiles & clothing, finished manufactures"
630531,"Sacks and bags, used for packing goods, of poly",0203,"Textiles & clothing, finished manufactures"
630539,"Sacks and bags, used for packing goods, of man-",0203,"Textiles & clothing, finished manufactures"
630590,"Sacks and bags, used for packing goods, of othe",0203,"Textiles & clothing, finished manufactures"
630611,"Tarpaulins, awnings and sunblinds, of cotton",0203,"Textiles & clothing, finished manufactures"
630612,"Tarpaulins, awnings and sunblinds, of synthetic",0203,"Textiles & clothing, finished manufactures"
630619,"Tarpaulins, awnings and sunblinds, of other tex",0203,"Textiles & clothing, finished manufactures"
630621,Tents of cotton,0203,"Textiles & clothing, finished manufactures"
630622,Tents of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
630629,"Tents of other textiles, nes",0203,"Textiles & clothing, finished manufactures"
630631,Sails of synthetic fibres,0203,"Textiles & clothing, finished manufactures"
630639,Sails of other textiles (excl. synthetic fibres,0203,"Textiles & clothing, finished manufactures"
630641,"Pneumatic mattresses, of cotton",0203,"Textiles & clothing, finished manufactures"
630649,"Pneumatic mattresses, of other textiles (excl.",0203,"Textiles & clothing, finished manufactures"
630691,"Camping goods, of cotton (excl. tents)",0203,"Textiles & clothing, finished manufactures"
630699,Camping goods of other textiles (excl. cotton a,0203,"Textiles & clothing, finished manufactures"
630710,"Floor-cloths, dish-cloths, dusters and similar",0203,"Textiles & clothing, finished manufactures"
630720,Life-jackets and life-belts,0203,"Textiles & clothing, finished manufactures"
630790,"Made up articles (incl. dress patterns), nes",0203,"Textiles & clothing, finished manufactures"
630800,"Sets of woven fabric and yarn, for making up in",0203,"Textiles & clothing, finished manufactures"
640520,"Footwear, nes, with textile uppers",0203,"Textiles & clothing, finished manufactures"
640610,Uppers and parts thereof (excl. stiffeners),0203,"Textiles & clothing, finished manufactures"
640699,"Non-wood parts of footwear (excl. uppers, outer",0203,"Textiles & clothing, finished manufactures"
650100,"Hat-forms, hat bodies and hoods of felt; platea",0203,"Textiles & clothing, finished manufactures"
650200,"Hat-shapes, plaited or made by assembling strip",0203,"Textiles & clothing, finished manufactures"
650300,"Felt hats and other felt headgear, made from th",0203,"Textiles & clothing, finished manufactures"
650400,"Hats and other headgear, plaited or assembled b",0203,"Textiles & clothing, finished manufactures"
650510,Hair-nets of any material,0203,"Textiles & clothing, finished manufactures"
650590,"Hats and other headgear, knitted or crocheted,",0203,"Textiles & clothing, finished manufactures"
660110,Garden or similar umbrellas,0203,"Textiles & clothing, finished manufactures"
660191,"Umbrellas and sun umbrellas, having a telescopi",0203,"Textiles & clothing, finished manufactures"
660199,"Umbrellas and sun umbrellas, nes",0203,"Textiles & clothing, finished manufactures"
701910,"Slivers, rovings, yarn and chopped strands of g",0203,"Textiles & clothing, finished manufactures"
701920,"Woven fabrics, including narrow fabrics of glas",0203,"Textiles & clothing, finished manufactures"
870821,Safety seat belts for motor vehicles,0203,"Textiles & clothing, finished manufactures"
880400,Parachutes and parts and accessories thereof,0203,"Textiles & clothing, finished manufactures"
911390,"Watch straps, watch bands and watch bracelets,",0203,"Textiles & clothing, finished manufactures"
940490,"Articles of bedding/furnishing, nes, stuffed or",0203,"Textiles & clothing, finished manufactures"
950291,Garments and access therefor footwear&headgear,0203,"Textiles & clothing, finished manufactures"
961210,"Typewriter or similar ribbons, prepared for giv",0203,"Textiles & clothing, finished manufactures"
400110,"Natural rubber latex, in primary forms or in pl",0301,"Leather, rubber, footwear, raw materials"
400121,Smoked sheets of natural rubber,0301,"Leather, rubber, footwear, raw materials"
400122,"Technically specified natural rubber, in primar",0301,"Leather, rubber, footwear, raw materials"
400129,"Other natural rubber, in primary forms or in pl",0301,"Leather, rubber, footwear, raw materials"
400130,"Balata, gutta-percha... and similar gums, in pr",0301,"Leather, rubber, footwear, raw materials"
400211,Latex of styrene-butadiene or carboxylated styr,0301,"Leather, rubber, footwear, raw materials"
400219,Styrene-butadiene rubber; carboxylated styrene-,0301,"Leather, rubber, footwear, raw materials"
400220,"Butadiene rubber, in primary forms or in plates",0301,"Leather, rubber, footwear, raw materials"
400231,Isobutene-isoprene (butyl) rubber,0301,"Leather, rubber, footwear, raw materials"
400239,Halo-isobutene-isoprene rubber,0301,"Leather, rubber, footwear, raw materials"
400241,Latex of chloroprene (chlorobutadiene) rubber,0301,"Leather, rubber, footwear, raw materials"
400249,Chloroprene (chlorobutadiene) rubber (excl. lat,0301,"Leather, rubber, footwear, raw materials"
400251,Latex of acrylonitrile-butadiene rubber,0301,"Leather, rubber, footwear, raw materials"
400259,Acrylonitrile-butadiene rubber (excl. latex),0301,"Leather, rubber, footwear, raw materials"
400260,Isoprene rubber,0301,"Leather, rubber, footwear, raw materials"
400270,Ethylene-propylene-non-conjugated diene rubber,0301,"Leather, rubber, footwear, raw materials"
400280,Mixtures of any product of 40.01 with any produ,0301,"Leather, rubber, footwear, raw materials"
400291,"Latex of synthetic rubber, nes",0301,"Leather, rubber, footwear, raw materials"
400299,"Other synthetic rubber products (excl. latex),",0301,"Leather, rubber, footwear, raw materials"
400300,"Reclaimed rubber in primary forms or in plates,",0301,"Leather, rubber, footwear, raw materials"
400400,"Waste, parings and scrap of rubber (excl. hard",0301,"Leather, rubber, footwear, raw materials"
411000,Waste... of leather or of composition leather;,0301,"Leather, rubber, footwear, raw materials"
400510,"Rubber compounded with carbon black or silica,",0302,"Leather, rubber, footwear, semi-finished manufactu"
400520,"Rubber solutions; dispersions, unvulcanized, ne",0302,"Leather, rubber, footwear, semi-finished manufactu"
400591,"Plates, sheets and strip of unvulcanized, compo",0302,"Leather, rubber, footwear, semi-finished manufactu"
400599,"Compounded rubber, unvulcanized, in primary for",0302,"Leather, rubber, footwear, semi-finished manufactu"
400610,Camel-back strips for retreading rubber tyres,0302,"Leather, rubber, footwear, semi-finished manufactu"
400690,Other forms and articles of unvulcanized rubber,0302,"Leather, rubber, footwear, semi-finished manufactu"
400700,Vulcanized rubber thread and cord,0302,"Leather, rubber, footwear, semi-finished manufactu"
400811,"Plates, sheets and strip of cellular vulcanized",0302,"Leather, rubber, footwear, semi-finished manufactu"
400819,Rods and profile shapes of cellular vulcanized,0302,"Leather, rubber, footwear, semi-finished manufactu"
400821,"Plates, sheets and strip of non-cellular, vulca",0302,"Leather, rubber, footwear, semi-finished manufactu"
400829,"Rods and profile shapes of non-cellular, vulcan",0302,"Leather, rubber, footwear, semi-finished manufactu"
400910,"Tubes..., of vulcanized rubber, not reinforced,",0302,"Leather, rubber, footwear, semi-finished manufactu"
400920,"Tubes..., of vulcanized rubber, reinforced with",0302,"Leather, rubber, footwear, semi-finished manufactu"
400930,"Tubes..., of vulcanized rubber, reinforced with",0302,"Leather, rubber, footwear, semi-finished manufactu"
400940,"Tubes..., of vulcanized rubber, reinforced with",0302,"Leather, rubber, footwear, semi-finished manufactu"
400950,"Tubes, pipes and hoses, of vulcanized rubber wi",0302,"Leather, rubber, footwear, semi-finished manufactu"
410410,"Whole bovine skin leather, of surface area =<2.",0302,"Leather, rubber, footwear, semi-finished manufactu"
410421,"Bovine leather, vegetable pre-tanned (excl. fur",0302,"Leather, rubber, footwear, semi-finished manufactu"
410422,"Bovine leather, non-vegetable pre-tanned (excl.",0302,"Leather, rubber, footwear, semi-finished manufactu"
410429,"Other bovine and equine leather, tanned (excl.",0302,"Leather, rubber, footwear, semi-finished manufactu"
410431,"Full-grains, splits of bovine and equine leathe",0302,"Leather, rubber, footwear, semi-finished manufactu"
410439,"Bovine and equine leather, prepared after tanni",0302,"Leather, rubber, footwear, semi-finished manufactu"
410511,"Sheep, lamb skin leather, vegetable pre-tanned",0302,"Leather, rubber, footwear, semi-finished manufactu"
410512,"Sheep, lamb skin leather, non-veg. pre-tanned (",0302,"Leather, rubber, footwear, semi-finished manufactu"
410519,"Sheep or lamb skin leather, (excl. further prep",0302,"Leather, rubber, footwear, semi-finished manufactu"
410520,"Sheep or lamb skin leather, prepared after tann",0302,"Leather, rubber, footwear, semi-finished manufactu"
410611,"Goat or kid skin leather, vegetable pre-tanned,",0302,"Leather, rubber, footwear, semi-finished manufactu"
410612,"Goat or kid skin leather, pre-tanned, (excl. fu",0302,"Leather, rubber, footwear, semi-finished manufactu"
410619,"Goat or kid skin leather, (excl. further prepar",0302,"Leather, rubber, footwear, semi-finished manufactu"
410620,"Goat or kid skin leather, prepared after tannin",0302,"Leather, rubber, footwear, semi-finished manufactu"
410710,"Leather of swine, without hair on",0302,"Leather, rubber, footwear, semi-finished manufactu"
410721,"Leather of reptiles, vegetable pre-tanned",0302,"Leather, rubber, footwear, semi-finished manufactu"
410729,"Leather of reptiles, nes",0302,"Leather, rubber, footwear, semi-finished manufactu"
410790,"Leather of animals, nes",0302,"Leather, rubber, footwear, semi-finished manufactu"
410800,Chamois (incl. combination chamois) leather,0302,"Leather, rubber, footwear, semi-finished manufactu"
410900,Patent leather and patent laminated leather; me,0302,"Leather, rubber, footwear, semi-finished manufactu"
411100,"Composition leather with a basis of leather...,",0302,"Leather, rubber, footwear, semi-finished manufactu"
430211,"Tanned or dressed whole skins of mink, not asse",0302,"Leather, rubber, footwear, semi-finished manufactu"
430212,Tanned or dressed whole skins of rabbit or hare,0302,"Leather, rubber, footwear, semi-finished manufactu"
430213,"Tanned or dressed whole skins of lamb, not asse",0302,"Leather, rubber, footwear, semi-finished manufactu"
430219,"Tanned or dressed whole furskins, not assembled",0302,"Leather, rubber, footwear, semi-finished manufactu"
430220,"Tanned or dressed heads, tails, paws and other",0302,"Leather, rubber, footwear, semi-finished manufactu"
430230,Tanned or dressed whole furskins and other piec,0302,"Leather, rubber, footwear, semi-finished manufactu"
401010,"Conveyor... belting, of vulcanized rubber of tr",0303,"Leather, rubber, footwear, finished manufactures"
401091,"Conveyor... belting, of vulcanized rubber of a",0303,"Leather, rubber, footwear, finished manufactures"
401099,"Conveyor... belting, of vulcanized rubber of a",0303,"Leather, rubber, footwear, finished manufactures"
401110,"New pneumatic tyres, of rubber of a kind used o",0303,"Leather, rubber, footwear, finished manufactures"
401120,"New pneumatic tyres, of rubber of a kind used o",0303,"Leather, rubber, footwear, finished manufactures"
401130,"New pneumatic tyres, of rubber for aircraft",0303,"Leather, rubber, footwear, finished manufactures"
401140,"New pneumatic tyres, of rubber of a kind used o",0303,"Leather, rubber, footwear, finished manufactures"
401150,"New pneumatic tyres, of rubber of a kind used o",0303,"Leather, rubber, footwear, finished manufactures"
401191,"New pneumatic tyres, of rubber, nes, of herring",0303,"Leather, rubber, footwear, finished manufactures"
401199,"New pneumatic tyres, of rubber, nes (excl. of h",0303,"Leather, rubber, footwear, finished manufactures"
401210,Retreaded tyres of rubber,0303,"Leather, rubber, footwear, finished manufactures"
401220,Used pneumatic tyres of rubber,0303,"Leather, rubber, footwear, finished manufactures"
401290,"Solid... tyres, interchangeable tyre treads and",0303,"Leather, rubber, footwear, finished manufactures"
401310,"Inner tubes, of rubber of a kind used on motor",0303,"Leather, rubber, footwear, finished manufactures"
401320,"Inner tubes, of rubber of a kind used on bicycl",0303,"Leather, rubber, footwear, finished manufactures"
401390,"Inner tubes, of rubber, nes",0303,"Leather, rubber, footwear, finished manufactures"
401410,Sheath contraceptives,0303,"Leather, rubber, footwear, finished manufactures"
