HS 2007 Product Code,HS 2007 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
010110,Live horses/asses/mules/hinnies: pure-bred breeding animals,010111,Live pure bred breeding horses
010190,Live horses/asses/mules/hinnies other than pure-bred breeding animals,010120,Live asses mules and hinnies
010210,Live bovine animals: pure-bred breeding animals,010210,Live pure-bred breeding bovine animals
010290,Live bovine animals other than pure-bred breeding animals,010290,"Live bovine animals, other than pure-bred breed"
010310,Live swine: pure-bred breeding animals,010310,Live pure-bred breeding swine
010391,"Live swine other than pure-bred breeding animals, weighing < 50kg",010391,Live swine weighing <50kg (excl. pure-bred bree
010392,"Live swine other than pure-bred breeding animals, weighing 50kg/more",010392,Live swine weighing >=50kg (excl. pure-bred bre
010410,Live sheep,010410,Live sheep
010420,Live goats,010420,Live goats
010511,"Live fowls of species Gallus domesticus, weighing not >185g",010511,"Live fowls of species Gallus domesticus, weighi"
010512,"Live turkeys, weighing not >185g",010519,"Live ducks, geese, turkeys and guinea fowls, we"
010519,"Live ducks/geese/guinea fowls, weighing not >185g",010519,"Live ducks, geese, turkeys and guinea fowls, we"
010594,"Live fowls of species Gallus domesticus, weighing > 185g",010591,Live fowls of species Gallus domesticus (chicke
010599,"Live ducks/geese/turkeys/guinea fowls, weighing >185g",010599,"Live ducks, geese, turkeys and guinea fowls, we"
010611,Live primates,010600,"Other live animals, nes"
010612,Live whales/dolphins & porpoises (order Cetacea)/manatees & dugongs (order Sirenia),010600,"Other live animals, nes"
010619,"Live mammals, n.e.s.",010600,"Other live animals, nes"
010620,"Live reptiles, incl. snakes & turtles",010600,"Other live animals, nes"
010631,Live birds of prey,010600,"Other live animals, nes"
010632,"Live birds (order Psittaciformes), incl. parrots/parakeets/macaws/cockatoos",010600,"Other live animals, nes"
010639,Live birds (excl. of 0106.31 & 0106.32),010600,"Other live animals, nes"
010690,"Live animals, n.e.s.",010600,"Other live animals, nes"
020110,"Carcasses/half-carcasses of bovine animals, fresh/chilled",020110,Fresh or chilled bovine carcasses and half carc
020120,"Meat of bovine animals, fresh/chilled (excl. of 0201.10), bone-in",020120,Fresh or chilled unboned bovine meat (excl. car
020130,"Meat of bovine animals, fresh/chilled, boneless",020130,Fresh or chilled boneless bovine meat
020210,"Carcasses/half-carcasses of bovine animals, frozen",020210,Frozen bovine carcasses and half carcasses
020220,"Meat of bovine animals, frozen (excl. of 0202.10), bone-in",020220,Frozen unboned bovine meat (excl. carcasses)
020230,"Meat of bovine animals, frozen, boneless",020230,Frozen boneless bovine meat
020311,"Carcasses/half-carcasses of swine, fresh/chilled",020311,Fresh or chilled swine carcasses and half carca
020312,"Hams, shoulders & cuts thereof , fresh/chilled, bone-in",020312,"Fresh or chilled unboned hams, shoulders and cu"
020319,"Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ), fresh/chilled",020319,"Fresh or chilled swine meat, nes (unboned)"
020321,"Carcasses/half-carcasses of swine, frozen",020321,Frozen swine carcasses and half carcasses
020322,"Hams, shoulders & cuts thereof , frozen, bone-in",020322,"Frozen unboned hams, shoulders and cuts thereof"
020329,"Meat of swine (excl. carcasses/half-carcasses/hams/shoulders & cuts thereof ), froxen",020329,"Frozen swine meat, nes"
020410,"Carcasses/half-carcasses of lamb, fresh/chilled",020410,Fresh or chilled lamb carcasses and half carcas
020421,"Carcasses/half-carcasses of sheep (excl. lamb), fresh/chilled",020421,Fresh or chilled sheep carcasses and half carca
020422,"Meat of sheep (excl. lamb & carcasses), fresh/chilled, bone-in",020422,Fresh or chilled unboned meat of sheep
020423,"Meat of sheep (excl. lamb), fresh/chilled, boneless",020423,Fresh or chilled boneless meat of sheep
020430,"Carcasses/half-carcasses of lamb, frozen",020430,Frozen lamb carcasses and half carcasses
020441,"Carcasses/half-carcasses of sheep (excl. lamb), frozen",020441,Frozen sheep carcasses and half carcasses (excl
020442,"Meat of sheep (excl. lamb & carcasses), frozen, bone-in",020442,Frozen unboned meat of sheep
020443,"Meat of sheep (excl. lamb), frozen, boneless",020443,Frozen boned meat of sheep
020450,"Meat of goats, fresh/chilled/frozen",020450,"Fresh, chilled or frozen goat meat"
020500,"Meat of horses/asses/mules/hinnies, fresh/chilled/frozen",020500,"Meat of horses, asses, mules or hinnies, fresh,"
020610,"Edible offal of bovine animals, fresh/chilled",020610,Fresh or chilled edible bovine offal
020621,"Tongues of bovine animals, frozen",020621,Frozen bovine tongues
020622,"Livers of bovine animals, frozen",020622,Frozen bovine livers
020629,"Edible offal of bovine animals (excl. tongues & livers), frozen",020629,Frozen edible bovine offal (excl. tongues and l
020630,"Edible offal of swine, fresh/chilled",020630,Fresh or chilled edible swine offal
020641,"Livers of swine, frozen",020641,Frozen swine livers
020649,"Edible offal of swine (excl. liver), frozen",020649,Frozen edible swine offal (excl. livers)
020680,"Edible offal, n.e.s., fresh/chilled",020680,"Fresh or chilled edible offal of sheep, goats,"
020690,"Edible offal, n.e.s., frozen",020690,"Frozen edible offal of sheep, goats, horses..."
020711,"Meat of fowls of species Gallus domesticus, not cut in pieces, fresh/chilled",020710,Fresh or chilled whole poultry
020712,"Meat of fowls of species Gallus domesticus, not cut in pieces, frozen",020721,Frozen whole chickens
020713,"Cuts & edible offal of species Gallus domesticus, fresh/chilled",020739,Fresh or chilled poultry cuts and offal (excl.
020714,"Cuts & edible offal of species Gallus domesticus, frozen",020741,Frozen cuts and offal of chicken (excl. livers)
020724,"Meat of turkeys, not cut in pieces, fresh/chilled",020710,Fresh or chilled whole poultry
020725,"Meat of turkeys, not cut in pieces, frozen",020722,Frozen whole turkeys
020726,"Cuts & edible offal of turkey, fresh/chilled",020739,Fresh or chilled poultry cuts and offal (excl.
020727,"Cuts & edible offal of turkey, frozen",020742,Frozen cuts and offal of turkey (excl. livers)
020732,"Meat of ducks/geese/guinea fowls, not cut in pieces, fresh/chilled",020710,Fresh or chilled whole poultry
020733,"Meat of ducks/geese/guinea fowls, not cut in pieces, frozen",020723,"Frozen whole ducks, geese and guinea fowls"
020734,"Fatty livers of ducks/geese/guinea fowls, fresh/chilled",020731,Fresh or chilled fatty livers of geese or ducks
020735,"Meat & edible meat offal of ducks/geese/guinea fowls (excl. of 0207.32-0207.34), fresh/chilled",020739,Fresh or chilled poultry cuts and offal (excl.
020736,"Meat & edible meat offal of ducks/geese/guinea fowls (excl. of 0207.32-0207.34), frozen",020743,"Frozen cuts and offal of geese, ducks and guine"
020810,"Meat & edible meat offal of rabbits/hares, fresh/chilled/frozen",020810,"Fresh, chilled or frozen meat and edible offal"
020830,"Meat & edible meat offal of primates, fresh/chilled/frozen",020890,"Fresh, chilled or frozen meat and edible offal,"
020840,"Meat & edible offal of whales, dolphins & porpoises (order Cetacea); of manatees & dugongs (order Sirenia), fresh/chilled/frozen",020890,"Fresh, chilled or frozen meat and edible offal,"
020850,"Meat & edible offal of reptiles, incl. snakes & turtles, fresh/chilled/frozen",020890,"Fresh, chilled or frozen meat and edible offal,"
020890,"Meat&edible meat offal, n.e.s., fresh/chilled/frozen",020890,"Fresh, chilled or frozen meat and edible offal,"
020900,"Pig fat (free of lean meat) & poultry fat (not rendered/othw. extracted), fresh/chilled/frozen/salted/in brine/dried/smoked",020900,"Pig and poultry fat, fresh, chilled, frozen, sa"
021011,"Hams, shoulders & cuts thereof , of swine, salted/in brine/dried/smoked, bone-in",021011,"Unboned swine hams, shoulders and cuts thereof,"
021012,"Bellies (streaky) & cuts thereof , of swine, salted/in brine/dried/smoked",021012,"Bellies and cuts thereof of swine, salted... or"
021019,"Meat of swine (excl. hams/shoulders & cuts thereof & bellies (streaky) & cuts thereof ), salted/in brine/dried/smoked",021019,"Meat of swine, salted... or smoked, nes"
021020,"Meat of bovine animals, salted/in brine/dried/smoked",021020,"Meat of bovine animals, salted... or smoked"
021091,"Meat & edible meat offal of primates, salted/in brine/dried/smoked, incl. edible flours/meals",021090,"Other meat, nes, salted... or smoked; flours an"
021092,"Meat & edible meat offal of whales/dolphins/porpoises (order Cetacea)/manatees & dugongs (order Sirenia), salted/in brine/dried/smoked, incl. edible flours/meals",021090,"Other meat, nes, salted... or smoked; flours an"
021093,"Meat & edible meat offal of reptiles, incl. snakes & turtles, salted/in brine/dried/smoked, incl. edible flours/meals",021090,"Other meat, nes, salted... or smoked; flours an"
021099,"Meat & edible meat offal, n.e.s., salted/in brine/dried/smoked, incl. edible flours/meals",021090,"Other meat, nes, salted... or smoked; flours an"
030110,Live ornamental fish,030110,Live ornamental fish
030191,"Live trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster)",030191,Live trout
030192,Live eels (Anguilla spp.),030192,Live eels
030193,Live carp,030193,Live carp
030194,Live bluefin tunas (Thunnus thynnus),030199,Other live fish
030195,Live southern bluefin tunas (Thunnus maccoyii),030199,Other live fish
030199,"Live fish(excl. of 0301.10-0301.95),n.e.s.",030199,Other live fish
030211,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030211,Fresh or chilled trout
030212,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030212,"Fresh or chilled Pacific, Atlantic and Danube s"
030219,"Salmonidae (excl. of 0302.11 & 0302.12; excl. fillets/other fish meat of 03.04/livers & roes), fresh/chilled",030219,Fresh or chilled salmonidae (excl. 0302.11 and
030221,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030221,Fresh or chilled halibut
030222,"Plaice (Pleuronectes platessa), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030222,Fresh or chilled plaice
030223,"Sole (Solea spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030223,Fresh or chilled sole
030229,"Flat fish (excl. of 0302.21-0302.23) [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030229,"Fresh or chilled flat fish (excl. halibut, plai"
030231,"Albacore/longfinned tunas (Thunnus alalunga), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030231,Fresh or chilled albacore or longfinned tunas
030232,"Yellowfin tunas (Thunnus albacares), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030232,Fresh or chilled yellowfin tunas
030233,"Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030233,Fresh or chilled skipjack or stripe-bellied bon
030234,"Bigeye tunas (Thunnus obesus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030239,"Fresh or chilled tunas, nes"
030235,"Bluefin tunas (Thunnus thynnus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030239,"Fresh or chilled tunas, nes"
030236,"Southern bluefin tunas (Thunnus maccoyii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030239,"Fresh or chilled tunas, nes"
030239,"Tunas, skipjack & bonito (excl. of 0302.31-0302.36), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030239,"Fresh or chilled tunas, nes"
030240,"Herrings (Clupea harengus/pallasii), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030240,Fresh or chilled herrings (excl. livers and roe
030250,"Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030250,Fresh or chilled cod (excl. livers and roes)
030261,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers/roes)",030261,"Fresh or chilled sardines, brisling or sparts"
030262,"Haddock (Melanogrammus aeglefinus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030262,Fresh or chilled haddock
030263,"Coalfish (Pollachius virens), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030263,Fresh or chilled coalfish
030264,"Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030264,Fresh or chilled mackerel
030265,"Dogfish & other sharks, fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030265,Fresh or chilled dogfish and other sharks
030266,"Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030266,Fresh or chilled eels
030267,"Swordfish (Xiphias gladius), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030269,"Fresh or chilled fish, nes"
030268,"Toothfish (Dissostichus spp.),fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",030269,"Fresh or chilled fish, nes"
030269,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",030269,"Fresh or chilled fish, nes"
030270,"Fish livers & roes, fresh/chilled",030270,Fresh or chilled fish livers and roes
030311,"Sockeye salmon (red salmon) (Oncorhynchus nerka), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030310,Frozen Pacific salmon
030319,"Pacific salmon (Oncorhynchus gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), frozen (excl. of 0303.11; excl. fillets/other fish meat of 03.04/livers & roes)",030310,Frozen Pacific salmon
030321,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030321,Frozen trout
030322,"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030322,Frozen Atlantic and Danube salmon
030329,"Salmonidae (excl. of 0303.21 & 0303.22), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030329,"Frozen salmonidae (excl. Pacific, Atlantic, Dan"
030331,"Halibut (Reinhardtius hippoglossoides, Hippoglossus hippoglossus/stenolepis), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030331,Frozen halibut
030332,"Plaice (Pleuronectes platessa), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030332,Frozen plaice
030333,"Sole (Solea spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030333,Frozen sole
030339,"Flat fish (excl. of 0303.31-0303.33) [see list of conventions for species incld.], frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030339,"Frozen flat fish (excl. halibut, plaice and sol"
030341,"Albacore/longfinned tunas (Thunnus alalunga), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030341,Frozen albacore or longfinned tunas
030342,"Yellowfin tunas (Thunnus albacares), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030342,Frozen yellowfin tunas
030343,"Skipjack/stripe-bellied bonito (Euthynnus (Katsuwonus) pelamis), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030343,Frozen skipjack or stripe-bellied bonito
030344,"Bigeye tunas (Thunnus obesus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030349,"Frozen tunas, nes"
030345,"Bluefin tunas (Thunnus thynnus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030349,"Frozen tunas, nes"
030346,"Southern bluefin tunas (Thunnus maccoyii), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030349,"Frozen tunas, nes"
030349,"Tunas (excl. of 0303.41-0303.46), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030349,"Frozen tunas, nes"
030351,"Herrings (Clupea harengus, Clupea pallasii), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030350,Frozen herrings (excl. livers and roes)
030352,"Cod (Gadus morhua, Gadus ogac, Gadus macrocephalus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030360,Frozen cod (excl. livers and roes)
030361,"Swordfish (Xiphias gladius), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030379,"Frozen fish, nes"
030362,"Toothfish (Dissostichus spp.),frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030379,"Frozen fish, nes"
030371,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030371,"Frozen sardines, brisling or sprats"
030372,"Haddock (Melanogrammus aeglefinus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030372,Frozen haddock
030373,"Coalfish (Pollachius virens), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030373,Frozen coalfish
030374,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030374,Frozen mackerel
030375,"Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030375,Frozen dogfish and sharks
030376,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030376,Frozen eels
030377,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030377,Frozen sea-bass
030378,"Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030378,Frozen hake
030379,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",030379,"Frozen fish, nes"
030380,"Fish livers & roes, frozen",030380,Frozen fish livers and roes
030411,"Swordfish (Xiphias gladius),fresh/chilled",030410,Fresh or chilled fish fillets
030412,"Toothfish (Dissostichus spp.),fresh/chilled ",030410,Fresh or chilled fish fillets
030419,"Fish fillets&other fish meat (excl. of 0304.11-0304.12, whether/not minced), fresh/chilled",030410,Fresh or chilled fish fillets
030421,"Swordfish (Xiphias gladius),frozen fillets",030420,Frozen fish fillets
030422,"Toothfish (Dissostichus spp.), frozen fillets",030420,Frozen fish fillets
030429,"Fish fillets&other fish meat (excl. of 0304.21-0304.92, whether/not minced), frozen fillets",030420,Frozen fish fillets
030491,"Swordfish (Xiphias gladius),n.e.s.",030490,Frozen fish meat (excl. fillets)
030492,"Toothfish (Dissostichus spp.),n.e.s.",030490,Frozen fish meat (excl. fillets)
030499,"Fish fillets&other fish meat (excl. of 0304.11-0304.29, whether/not minced),n.e.s.",030490,Frozen fish meat (excl. fillets)
030510,"Flours, meals & pellets of fish, fit for human consumption",030510,"Flours, meals and pellets of fish, fit for huma"
030520,"Livers & roes of fish, dried/smoked/salted/in brine",030520,"Livers and roes, dried, smoked, salted or in br"
030530,"Fish fillets, dried/salted/in brine but not smoked",030530,"Fish fillets, dried, salted or in brine, but no"
030541,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], smoked, incl. fillets",030541,"Smoked Pacific, Atlantic and Danube salmon (inc"
030542,"Herrings (Clupea harengus/pallasii), smoked, incl. fillets",030542,Smoked herrings (incl. fillets)
030549,"Smoked fish (excl. of 0305.41 & 0305.42), incl. fillets",030549,Smoked fish (excl. salmon and herrings)
030551,"Cod (Gadus morhua/ogac/macrocephalus), dried, whether/not salted but not smoked",030551,"Dried cod, not smoked"
030559,"Dried fish other than cod (Gadus morhua/ogac/macrocephalus), whether/not salted but not smoked",030559,"Dried fish, not smoked (excl. cod)"
030561,"Herrings (Clupea harengus/pallasii), salted (but not dried/smoked)/in brine",030561,Herrings salted or in brine but not dried or sm
030562,"Cod (Gadus morhua/ogac/macrocephalus), salted (but not dried/smoked)/in brine",030562,Cod salted or in brine but not dried or smoked
030563,"Anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine",030563,Anchovies salted or in brine but not dried or s
030569,"Fish other than herrings (Clupea harengus/pallasii), cod (Gadus morhua/ogac/macrocephalus) & anchovies (Engraulis spp.), salted (but not dried/smoked)/in brine",030569,Other fish salted or in brine but not dried or
030611,"Rock lobster & other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), whether/not in shell, frozen",030611,Frozen rock lobster and other sea crawfish
030612,"Lobsters (Homarus spp.), whether/not in shell, frozen",030612,Frozen lobsters
030613,"Shrimps & prawns, whether/not in shell, frozen",030613,Frozen shrimps and prawns
030614,"Crabs, whether/not in shell, frozen",030614,Frozen crabs
030619,"Frozen crustaceans (excl. of 0306.11-0306.14); frozen flours/meals/pellets of crustaceans, fit for human consumption",030619,"Frozen crustaceans,nes,including flours,meals &"
030621,"Rock lobster & other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), whether/not in shell, other than frozen",030621,Rock lobster and other sea crawfish (excl. froz
030622,"Lobsters (Homarus spp.), whether/not in shell, other than frozen",030622,Lobsters (excl.frozen)
030623,"Shrimps & prawns, whether/not in shell, other than frozen",030623,Shrimps and prawns (excl. frozen)
030624,"Crabs, whether/not in shell, other than frozen",030624,Crabs (excl.frozen)
030629,"Crustaceans, other than frozen (excl. of 0306.21-0306.24); flours/meals/pellets of crustaceans, fit for human consumption, other than frozen",030629,"Crustaceans not frozen,nes,includ.flours,meals,"
030710,"Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine",030710,Oysters
030721,"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), live/fresh/chilled",030721,"Scallops, live, fresh or chilled"
030729,"Scallops, incl. queen scallops (genera Pecten/Chlamys/Placopecten), other than live/fresh/chilled",030729,"Scallops (excl. live, fresh or chilled)"
030731,"Mussels (Mytilus spp., Perna spp.), live/fresh/chilled",030731,"Mussels, live, fresh or chilled"
030739,"Mussels (Mytilus spp., Perna spp.), other than live/fresh/chilled",030739,"Mussels (excl. live, fresh or chilled)"
030741,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), live/fresh/chilled",030741,"Cuttle fish and squid, live, fresh or chilled"
030749,"Cuttle fish (Sepia officinalis, Rossia macrosoma, Sepiola spp.) & squid (Ommastrephes spp., Loligo spp., Nototodarus spp., Sepioteuthis spp.), other than live/fresh/chilled",030749,"Cuttle fish and squid (excl. live, fresh or chi"
030751,"Octopus (Octopus spp.), live/fresh/chilled",030751,"Octopus live, fresh or chilled"
030759,"Octopus (Octopus spp.), other than live/fresh/chilled",030759,"Octopus (excl. live, fresh or chilled)"
030760,Snails (excl. sea snails),030760,Snails other than sea snails
030791,"Molluscs & invertebrates (excl. of 0307.10-0307.60), live/fresh/chilled",030791,"Aquatic invertebrates, nes, live, fresh or chil"
030799,"Molluscs & invertebrates (excl. of 0307.10-0307.60), frozen/dried/salted/in brine; incl. flours/meals/pellets of aquatic invertebrates other than crustaceans, fit for human consumption",030799,"Aquatic invertebrates,nes,includ.flours,meals,p"
040110,"Milk & cream, not concentrated/sweetened, fat content by weight not >1%",040110,"Milk and cream of =<1% fat, not concentrated or"
040120,"Milk & cream, not concentrated/sweetened, fat content by weight >1% but not >6%",040120,"Milk and cream of >1% but =<6% fat, not concent"
040130,"Milk & cream, not concentrated/sweetened, fat content by weight >6%",040130,"Milk and cream of >6% fat, not concentrated or"
040210,"Milk in powder/granules/other solid form, fat content by weight not >1.5%",040210,Milk and cream in solid forms of =<1.5% fat
040221,"Milk in powder/granules/other solid form, unsweetened, fat content by weight >1.5%",040221,"Milk and cream in solid forms of >1.5% fat, uns"
040229,"Milk in powder/granules/other solid form, sweetened, fat content by weight >1.5%",040229,"Milk and cream in solid forms of >1.5% fat, swe"
040291,"Milk & cream, concentrated (excl. in powder), unsweetened",040291,"Concentrated milk and cream, unsweetened (excl."
040299,"Milk & cream, concentrated (excl. in powder), sweetened",040299,Sweetened milk and cream (excl. in solid form)
040310,Yogurt,040310,Yogurt
040390,"Buttermilk/curdled milk & cream/kephir & other fermented/acidified milk & cream, whether/not concentrated/sweetened/flavoured/containing fruit/nuts/cocoa",040390,"Buttermilk, curdled milk and cream, etc (excl."
040410,"Whey & modified whey, whether/not concentrated/sweetened",040410,"Whey & modified whey, concentrated or not, or c"
040490,"Milk products of natural milk constituents, whether/not sweetened, n.e.s.",040490,Products consisting of natural milk constituent
040510,Butter,040500,Butter and other fats and oils derived from mil
040520,Dairy spreads,040500,Butter and other fats and oils derived from mil
040590,"Fats & oils derived from milk, other than butter & dairy spreads",040500,Butter and other fats and oils derived from mil
040610,"Fresh (unripened/uncured) cheese, incl. whey cheese, & curd",040610,"Fresh (unripened or uncured) cheese, including"
040620,"Grated/powdered cheese, of all kinds",040620,Grated or powdered cheese
040630,"Processed cheese, not grated/powdered",040630,"Processed cheese, not grated or powdered"
040640,Blue-veined cheese,040640,Blue-veined cheese
040690,Cheese (excl. of 0406.10-0406.40),040690,"Cheese, nes"
040700,"Birds' eggs, in shell, fresh/preserved/cooked",040700,"Birds' eggs, in shell, fresh, preserved or cook"
040811,"Egg yolks, dried, whether/not containing added sugar/other sweetening matter",040811,Dried egg yolks
040819,"Egg yolks (excl. dried), whether/not containing added sugar/other sweetening matter",040819,Egg yolks (excl. dried)
040891,"Birds' eggs, not in shell (excl. yolks), dried, whether/not containing added sugar/other sweetening matter",040891,"Dried birds' eggs, not in shell"
040899,"Birds' eggs, not in shell (excl. yolks), other than dried, whether/not containing added sugar/other sweetening matter",040899,"Birds' eggs, not in shell (excl. dried)"
040900,Natural honey,040900,Natural honey
041000,"Edible products of animal origin, n.e.s.",041000,"Edible products of animal origin, nes"
050100,"Human hair, unworked, whether/not washed/scoured; waste of human hair",050100,"Human hair and waste, unworked"
050210,Pigs'/hogs'/boars' bristles & hair & waste thereof,050210,"Pigs', hogs', or boars' bristles or hair"
050290,Badger hair & other brush making hair; waste of such bristles/hair,050290,Badger and other brush making hair
050400,"Guts, bladders & stomachs of animals (other than fish), whole & pieces thereof , fresh/chilled/frozen/salted/in brine/dried/smoked",050400,"Guts, bladders and stomachs of animals (excl. f"
050510,Feathers of a kind used for stuffing; down,050510,Raw feathers for stuffing; down
050590,"Skins & other parts of birds with feathers/down; feathers & parts of feathers (excl. of 0505.10), not further worked than cleaned, disinfected/treated for preservation; powder & waste of feathers/parts of feathers",050590,Skins and parts of birds (excl. feathers for st
050610,Ossein & bones treated with acid,050610,Ossein and bones treated with acid
050690,"Bones & horn-cores, unworked, defatted, simply prepared but not cut to shape, treated with acid/degelatinised (excl. of 0506.10); powder & waste of these products",050690,Bones and horn-cores (excl. ossein...)
050710,Ivory; ivory powder & waste,050710,"Ivory, its powder and waste, unworked"
050790,"Tortoise-shell, whalebone & whalebone hair, horns, antlers, hooves, nails, claws & beaks, unworked/simply prepared but not cut to shape; powder & waste of these products",050790,"Tortoise-shell, whalebone and whalebone-hair, e"
050800,"Coral & similar materials, unworked/simply prepared but not othw. worked; shells of molluscs/crustaceans/echinoderms & cuttle-bone, unworked/simply prepared but not cut to shape, powder & waste thereof ",050800,"Coral; shells of molluscs, crustaceans, unworke"
051000,"Ambergris, castoreum, civet & musk; cantharides; bile, whether/not dried; glands & other animal products used in the preparation of pharmaceutical products, fresh/chilled/frozen/othw. provisionally perserved",051000,"Ambergris, castoreum, civet and musk; cantharid"
051110,Bovine semen,051110,Bovine semen
051191,"Products of fish/crustaceans, molluscs/other aquatic invertebrates; dead animals of Ch.3, unfit for human consumption",051191,"Products of fish, etc; dead animals of Chapter"
051199,"Animal products not elsewhere specified/incld. (excl. of 0511.10); dead animals of Ch. 1, unfit for human consumption",051199,"Animal products, nes; dead animals of Chapter 1"
060110,"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, dormant",060110,"Dormant bulbs, tubers... rhizomes"
060120,"Bulbs, tubers, tuberous roots, corms, crowns & rhizomes, in growth/in flower; chicory plants & roots (excl. of 12.12)",060120,"Bulbs, tubers... rhizomes in growth or flower;"
060210,Unrooted cuttings & slips,060210,Unrooted cuttings and slips
