HS 2007 Product Code,HS 2007 Product Description,HS 1988/92 Product Code,HS 1988/92 Product Description
730449,"Tubes, pipes & hollow profiles (excl. of 7304.10-7304.39), seamless, of circular cross-section, of stainless steel other than cold drawn/cold rolled (cold reduced)",730449,"Tubes, pipe & hollow profiles, stainless steel,"
730451,"Tubes, pipes & hollow profiles (excl. of 7304.10-7304.49), seamless, of circular cross-section, of alloy steel other than stainless steel, cold-drawn/cold-rolled (cold-reduced)",730451,"Tubes,pipe&hollow profiles,as,(o/t stain) smls,"
730459,"Tubes, pipes & hollow profiles (excl. of 7304.10-7304.49), seamless, of circular cross-section, of alloy steel other than stainless steel (excl. of 7304.51)",730459,"Tubes,pipe&hollow profiles,as,(o/t stainless) s"
730490,"Tubes, pipes & hollow profiles (excl. of 7304.10-7304.59), seamless, of iron other than cast iron/steel",730490,"Tubes, pipe & hollow profiles, iron or steel, s"
730511,"Line pipe of a kind used for oil/gas pipelines, having circular cross-sections, the external diameter of which exceeds 406.4mm, longitudinally submerged arc welded",730511,"Pipe,line,i or s,longitudinally subm arc wld,in"
730512,"Line pipe of a kind used for oil/gas pipelines, having circular cross-sections, the external diameter of which exceeds 406.4mm, longitudinally welded (excl. of 7305.11)",730512,"Pipe,line,i or s,longitudinally wld w int/ext c"
730519,"Line pipe of a kind used for oil/gas pipelines, having circular cross-sections, the external diameter of which exceeds 406.4mm (excl. of 7305.11 & 7305.19)",730519,"Pipe, line, i or s, int/ext circ cross sect, wl"
730520,"Casing of a kind used in drilling for oil/gas, having circular cross-sections, the external diameter of which exceeds 406.4mm",730520,"Casings,i/s,int/ext circ c sect,wld ext dia >40"
730531,"Tubes & pipes (excl. of 7305.11-7305.20), having circular cross-sections, the external diameter of which exceeds 406.4mm, of iron/steel, longitudinally welded",730531,"Tubes & pipe, i or s, longitudinally welded, ex"
730539,"Tubes & pipes (excl. of 7305.11-7305.20), having circular cross-sections, the external diameter of which exceeds 406.4mm, of iron/steel (excl. of 7305.31)",730539,"Tubes&pipe,i or s,welded,riveted or sim closed,"
730590,"Tubes & pipes (e.g., welded/riveted/similarly closed), having circular cross-sections, the external diameter of which exceeds 406.4mm, of iron/steel (excl. of 7305.11-7305.39)",730590,"Tubes & pipe, i or s, riveted or sim closed, ex"
730611,"Line pipe of a kind used for oil/gas pipelines, welded, of stainless steel",730610,"Pipe,line,i or s,welded,riveted or sim closed,n"
730619,"Other line pipe of a kind used for oil/gas pipelines, other than welded/of stainless steel",730610,"Pipe,line,i or s,welded,riveted or sim closed,n"
730621,"Casing & tubing of a kind used in drilling for oil/gas, welded, of stainless steel",730620,"Casing/tubing,i or s,welded,riveted or sim clsd"
730629,"Casing & tubing of a kind used in drilling for oil/gas, other than welded/of stainless steel",730620,"Casing/tubing,i or s,welded,riveted or sim clsd"
730630,"Tubes, pipes & hollow profiles (excl. of 7306.10 & 7306.20), welded, of circular cross-section, of iron/non-alloy steel",730630,"Tubes,pipe&hollow profiles,iron or nas,welded,o"
730640,"Tubes, pipes & hollow profiles (excl. of 7306.10-7306.30), welded, of circular cross-section, of stainless steel",730640,"Tubes,pipe&hollow profiles,stainless steel,weld"
730650,"Tubes, pipes & hollow profiles (excl. of 7306.10-7306.40), welded, of circular cross-section, of alloy steel other than stainless steel",730650,"Tubes, pipe & hollow profiles,al/s,(o/t stain)"
730661,"Other tubes, pipes & hollow profiles (excl. of 7306.10-7306.40), welded, of non-circular cross-section, of square/rectangular cross-section",730660,"Tubes, pipe & hollow profiles, i/s, welded, of"
730669,"Other tubes, pipes & hollow profiles (excl. of 7306.10-7306.40), welded, of other non-circular cross-section, other than of square/rectangular cross-section",730660,"Tubes, pipe & hollow profiles, i/s, welded, of"
730690,"Tubes, pipes & hollow profiles of iron (excl. cast iron)/steel, n.e.s. (excl. of 73.04, 73.05 & 7306.10-7306.60)",730690,"Tubes, pipe & hollow profiles, iron or steel, w"
730711,"Cast tube/pipe fittings (e.g., couplings, elbows, sleeves) of non-malleable cast iron",730711,"Fittings, pipe or tube, of non-malleable cast i"
730719,"Cast tube/pipe fittings (e.g., couplings, elbows, sleeves) of iron (excl. non-malleable cast iron)/steel",730719,"Fittings, pipe or tube, cast, of iron or steel,"
730721,Flanges of stainless steel,730721,"Flanges, stainless steel"
730722,"Threaded elbows, bends & sleeves of stainless steel",730722,"Threaded elbows, bends and sleeves of stainless"
730723,Butt welding fittings of stainless steel,730723,"Fittings, butt welding, stainless steel"
730729,Tube/pipe fittings of stainless steel (excl. of 7307.21-7307.23),730729,"Fittings pipe or tube of stainless steel, nes"
730791,Flanges of iron/steel (excl. of cast iron/stainless steel),730791,"Flanges, iron or steel, nes"
730792,"Threaded elbows, bends & sleeves of iron/steel (excl. of cast iron/stainless steel)",730792,"Threaded elbows, bend and sleeves, iron or stee"
730793,Butt welding fittings of iron/steel (excl. of cast iron/stainless steel),730793,"Fittings, but welding, iron or steel, nes"
730799,Tube/pipe fittings of iron/steel (excl. cast iron/stainless steel; excl. of 7307.91-7307.93),730799,"Fittings, pipe or tube, iron or steel, nes"
730810,Bridges & bridge-sections of iron/steel,730810,"Bridges and bridge sections, iron or steel"
730820,Towers & lattice masts of iron/steel,730820,"Towers and lattice masts, iron or steel"
730830,"Doors, windows & their frames, & thresholds for doors, of iron/steel",730830,"Doors, windows and their frames and thresholds"
730840,Equipment for scaffolding/shuttering/propping/pitpropping of iron/steel,730840,"Equipment for scaffolding, shuttering, propping"
730890,"Structures (excld.prefabricated buildings of heading 94.06) & parts of structures (eg. Bridges & bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors & windows & their frames & thresholds for doors, shutters, balustrades,",730890,"Structures and parts of structures,i or s"
730900,"Reservoirs, tanks, vats & similar containters for any material other than compressed/liquefied gas, of iron/steel, of a capacity >300 l, whether/not lined/heat-insulated but not fitted with mechanical/thermal equip.",730900,"Reservoirs, tanks, vats & sim ctnr, cap >300L,"
731010,"Tanks,casks,drums,cans,boxes&similarcontainters,for any materialother thancompressed/liquefied gas,of iron/steel,of a capacityof 50 l/more,whether/not lined/heat-insulated but not fitted with mechanical/thermal equip.",731010,"Tanks, casks, drums, cans, boxes&sim contr, i o"
731021,"Cans to be closed by soldering/crimping, for any material other than compressed/liquefied gas, of iron/steel,of a capacity of <50 l, whether/not lined/heat-insulated but not fitted with mechanical/thermal equip.",731021,"Cans,iron or steel,cap<50 litres,to be closed b"
731029,"Tanks, casks, drums, cans (excl. of 7310.21), boxes & similar containters, for any material other than compressed/liquefied gas, of iron/steel, of a capacity of <50 l, whether/not lined/heat-insulated, but not fitted with mechanical/thermal equipment",731029,"Cans, iron or steel, capacity <50 litres nes"
731100,"Containers for compressed/liquefied gas, of iron/steel",731100,Containers for compressed or liquefied gas of i
731210,"Stranded wire, ropes & cables of iron/steel, not electrically insulated",731210,"Stranded wire,ropes and cables of iron or steel"
731290,"Plaited bands, slings & the like, of iron/steel, not electrically insulated",731290,"Plaited bands, slings and the like of iron or s"
731300,"Barbed wire of iron/steel; twisted hoop/single flat wire, barbed/not, & loosely twisted double wire, of a kind used for fencing, of iron/steel",731300,"Wire,barbed,twisted hoop,single flat or twisted"
731412,"Endless bands for machinery, of woven cloth of stainless steel wire",731411,"Woven products, stainless steel"
731414,"Woven cloth (excl. endless bands for machinery), of stainless steel wire",731411,"Woven products, stainless steel"
731419,"Woven cloth (excl. endless bands for machinery), other than of stainless steel wire",731419,"Woven products, iron or steel, other than stain"
731420,"Grill, netting & fencing, welded at he intersection, of iron/steel wire with a maximum cross-sectional dim. of 3mm/more & having a mesh size of 100cm2/more",731420,"Grill,netting,fencing,i or s,welded inter,cross"
731431,"Grill, netting & fencing of iron/steel wire (excl. of 7314.20), welded at the intersection, plated/coated with zinc",731430,"Grill, netting, fencing, iron or steel, welded"
731439,"Grill, netting & fencing of iron/steel wire (excl. of 7314.20 & 7314.31), welded at the intersection",731430,"Grill, netting, fencing, iron or steel, welded"
731441,"Cloth, grill, netting & fencing of iron/steel wire (excl. that welded at the intersection), plated/coated with zinc",731441,"Grill, netting, fencing, iron or steel, plated"
731442,"Cloth, grill, netting & fencing of iron/steel wire (excl. of 7314.20-7314.41), coated with plastics",731442,"Grill, netting, fencing, iron or steel, coated"
731449,"Cloth, grill, netting & fencing of iron/steel wire, n.e.s. in 73.14",731449,"Grill, netting, fencing, iron or steel, nes"
731450,Expanded metal of iron/steel,731450,"Expanded metal, iron or steel"
731511,Roller chain of iron/steel,731511,"Chain, roller, iron or steel"
731512,"Articulated link chain other than roller chain, of iron/steel",731512,"Chain, articulated link, iron or steel, nes"
731519,Parts of articulated link chain of iron/steel,731519,"Chain parts, articulated link, iron or steel"
731520,Skid chain of iron/steel,731520,"Chain, skid, iron or steel"
731581,Stud-link chain of iron/steel,731581,"Chain, stud link, iron or steel"
731582,Welded link chain of iron/steel,731582,"Chain, welded link, iron or steel, nes"
731589,"Chain, of iron/steel, n.e.s. in 73.15",731589,"Chain, iron or steel, nes"
731590,"Parts of chains (excl. articulated link chain), of iron/steel",731590,"Chain parts, iron or steel, nes"
731600,"Anchors, grapnels & parts thereof , of iron/steel",731600,"Anchors, grapnels and parts thereof of iron or"
731700,"Nails, tacks, drawing pins, corrugated nails, staples (excl. of 83.05) & similar articles, of iron/steel, whether/not with heads of other material (excl. with heads of copper)",731700,"Nails, staples & sim art, i or s,excl art of he"
731811,Coach screws of iron/steel,731811,"Screws, coach, iron or steel"
731812,"Wood screws other than coach screws, of iron/steel",731812,"Screws, wood, iron or steel, nes"
731813,"Screw hooks & screw rings, of iron/steel",731813,Screw hooks and screw rings of iron or steel
731814,Self-tapping screws of iron/steel,731814,"Screws, self-tapping, iron or steel"
731815,"Screws & bolts (excl. of 7318.11-7318.14), whether/not with their nuts/washers, of iron/steel",731815,"Bolts or screws nes, with or without their nuts"
731816,Nuts of iron/steel,731816,"Nuts, iron or steel, nes"
731819,"Threaded articles of iron/steel (excl. of 73.07, 7318.11-7318.16)",731819,"Threaded articles of iron or steel, nes"
731821,"Spring washers & other lock washers, of iron/steel",731821,"Washers, spring or lock, iron or steel"
731822,Washers (excl. of 7318.21) of iron/steel,731822,"Washers, iron or steel, nes"
731823,Rivets of iron/steel,731823,"Rivets, iron or steel"
731824,"Cotters & cotter-pins, of iron/steel",731824,"Cotters and cotter-pins, iron or steel"
731829,"Non-threaded articles similar to rivets, cotters & the like, of iron/steel (excl. of 7318.21-7318.24)",731829,"Non-threaded articles of iron or steel, nes"
731920,Safety pins of iron/steel,731920,"Pins, safety, iron or steel"
731930,"Pins other than safety pins, of iron/steel",731930,"Pins, iron or steel, nes"
731990,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos & similar articles, for use in the hand, of iron/steel; not elsewhere specified/incld..",731990,"Articles for use in the hand, i or s, similar t"
732010,"Leaf-springs & leaves therefor, of iron/steel",732010,"Springs, leaf and leaves therefor, iron or stee"
732020,Helical springs of iron/steel,732020,"Springs, helical, iron or steel"
732090,"Springs & leaves for springs, of iron/steel (excl. of 7320.10 & 7320.20)",732090,"Springs, iron or steel, nes"
732111,"Cooking appliances & plate warmers , for gas fuel/for both gas & other fuels. ",732111,Cooking appliances&plate warmers for gas fuel o
732112,"Cooking appliances & plate warmers, for liquid fuel",732112,Cooking appliances & plate warmers for liquid f
732119,"Other cooking appliances & plate warmers incl. appliances for solid fuel, other than for gas fuel/for both gas & other fuels/liquid fuel.",732111,Cooking appliances&plate warmers for gas fuel o
732181,"Non-electric domestic appliances. & parts thereof , of iron/steel (similar to but excl. those of 7321.11-7321.13), for gas fuel/ for both gas & other fuels.",732181,"Household or camping appliances,i/s,for htg or"
732182,"Non-electric domestic appliances, & parts thereof , of iron/steel (similar to but excl. those of 7321.11-7321.13), for liquid fuel",732182,"Household or camping appliances,i/s,for htg or"
732189,"Non-electric domestic appliances, & parts thereof, of iron/steel (incl. appliances for solid fuel), other than for gas fuel/for both gas & other fuels/liquid fuel. ",732183,"Household or camping appliances,i/s,for htg or"
732190,"Parts of the non-electric domestic appliances of 7321.11-7321.83, of iron/steel",732190,Appliance parts clearly identifiable as for hou
732211,"Radiators for central heating, non-electrically heated, & parts thereof , of cast iron",732211,"Radiators and parts thereof, cast iron"
732219,"Radiators for central heating, non-electrically heated, & parts thereof , of iron (excl. cast iron)/steel",732219,"Radiators and parts thereof, iron or steel, oth"
732290,"Air heaters & hot air distributors (incl. distributors which can distribute fresh/conditioned air), not electrically heated, incorporating a motor-driven fan/blower, & parts thereof , of iron/steel",732290,"Air heaters,hot air distributors,iron or steel&"
732310,"Iron/steel wool; pot scourers & scouring/polishing pads, gloves & the like",732310,"Iron or steel wool,incl pot scourers,polishing"
732391,"Table/kitchen/other h-hold. articles & parts thereof (excl. of 7323.10), of cast iron, not enamelled",732391,"Table,kitchen or oth household art&parts thereo"
732392,"Table/kitchen/other h-hold. articles & parts thereof (excl. of 7323.10), of cast iron, enamelled",732392,"Table, kitchen or other household art & parts,"
732393,"Table/kitchen/other h-hold. articles & parts thereof (excl. of 7323.10), of stainless steel",732393,"Table, kitchen or oth household art&parts there"
732394,"Table/kitchen/other h-hold. articles & parts thereof (excl. of 7323.10), of iron (excl. cast iron)/steel (excl. stainless steel), enamelled",732394,"Table, kitchen or other household art & parts t"
732399,"Table/kitchen/other h-hold. articles & parts thereof (similar to but excl. those of 7323.10-7323.94), of iron/steel",732399,"Table,kitchen or oth household art&parts thereo"
732410,"Sinks & wash basins, of stainless steel",732410,"Sinks and wash basins, stainless steel"
732421,"Baths of cast iron, whether/not enamelled",732421,"Baths, cast iron, enamelled or not"
732429,Baths of iron other than cast iron/steel,732429,"Baths, iron or steel, nes"
732490,"Sanitary ware & parts thereof , of iron/steel (excl. of 7324.10-7324.29)",732490,"Sanitary ware&parts thereof,i or s,nes,for exam"
732510,"Cast articles of non-malleable cast iron, n.e.s.",732510,Cast articles of non-malleable cast iron nes
732591,"Grinding balls & similar cast articles for mills, of iron/steel",732591,"Balls, grinding and similar articles of iron or"
732599,"Cast articles of iron (excl. non-malleable cast iron)/steel, n.e.s.",732599,"Articles of iron or steel, cast, nes"
732611,"Grinding balls & similar articles for mills, of iron/steel, forged/stamped but not further worked",732611,"Balls,grinding and similar art. of i or s,forge"
732619,"Articles of iron/steel, forged/stamped but not further worked, n.e.s.",732619,"Articles of iron or steel, forged or stamped, b"
732620,Articles of iron/steel wire,732620,"Articles of wire, iron or steel, nes"
732690,"Articles of iron/steel, n.e.s.",732690,"Articles, iron or steel, nes"
740100,Copper mattes; cement copper (precipitated copper).,740110,Copper mattes
740200,Unrefined copper; copper anodes for electrolytic refining,740200,"Copper unrefined, copper anodes for electrolyti"
740311,"Cathodes & sections of cathodes, of refined copper, unwrought",740311,Copper cathodes and sections of cathodes unwrou
740312,"Wire-bars of refined copper, unwrought",740312,"Wire bars, copper, unwrought"
740313,"Billets of refined copper, unwrought",740313,"Billets, copper, unwrought"
740319,Unwrought products of refined copper (excl. of 7403.11-7403.13),740319,"Refined copper products, unwrought, nes"
740321,"Copper-zinc base alloys (brass), unwrought",740321,"Copper-zinc base alloys, unwrought"
740322,"Copper-tin base alloys (bronze), unwrought",740322,"Copper-tin base alloys, unwrought"
740329,"Other copper alloys (other than master alloys of heading 74.05), other than copper-zinc alloys(brass),/copper-tin base alloys(bronze).",740329,"Copper alloys, unwrought (other than master all"
740400,Copper waste & scrap,740400,"Waste and scrap, copper or copper alloy"
740500,Master alloys of copper,740500,Master alloys of copper
740610,"Powders of non-lamellar structure, of copper",740610,"Powders, copper, of non-lamellar structure"
740620,"Powders of lamellar structure, of copper; flakes, of copper",740620,"Powders, copper, of lamellar structure and flak"
740710,"Bars, rods & profiles, of refined copper",740710,"Bars, rods and profiles of refined copper"
740721,"Bars, rods & profiles, of copper-zinc base alloys (brass)",740721,"Bars, rods and profiles of copper-zinc base all"
740729,"Bars, rods & profiles, of copper alloys (excl. of 7407.21)",740729,"Bars, rods and profiles, copper alloy nes"
740811,"Copper wire, of refined copper of which the maximum cross-sectional dim. exceeds 6mm",740811,Wire of refined copper of which the max cross s
740819,"Copper wire, of refined copper (excl. of 7408.11)",740819,Wire of refined copper of which the max cross s
740821,Wire of copper-zinc base alloys (brass),740821,"Wire, copper-zinc base alloy"
740822,Wire of copper-nickel base alloys (cupro-nickel)/copper-nickel-zinc base alloys (nickel silver),740822,"Wire, copper-nickel base alloy or copper-nickel"
740829,Wire of copper alloys (excl. of 7408.21 & 7408.22),740829,"Wire, copper alloy, nes"
740911,"Copper plates, sheets & strip, of a thickness >0.15mm, of refined copper, in coils",740911,"Plate, sheet & strip of refined copper, in coil"
740919,"Copper plates, sheets & strip, of a thickness >0.15mm, of refined copper, other than in coils",740919,"Plate,sheet&strip of refined copper,not in coil"
740921,"Copper plates, sheets & strip, of a thickness >0.15mm, of copper-zinc base alloys (brass), in coils",740921,"Plate,sheet&strip of copper-zinc base alloys,in"
740929,"Copper plates, sheets & strip, of a thickness >0.15mm, of copper-zinc base alloys (brass), other than in coils",740929,"Plate,sheet&strip of copper-zinc base alloys,no"
740931,"Copper plates, sheets & strip, of a thickness >0.15mm, of copper-tin base alloys (bronze), in coils",740931,"Plate, sheet & strip of copper-tin base alloys,"
740939,"Copper plates, sheets & strip, of a thickness >0.15mm, of copper-tin base alloys (bronze), other than in coils",740939,"Plate,sheet&strip of copper-tin base alloys,not"
740940,"Copper plates, sheets & strip, of a thickness >0.15mm, of copper-nickel base alloys (cupro-nickel)/copper-nickel-zinc base alloys (nickel silver)",740940,"Plate,sheet&strip of copper-nickel or cop-nick-"
740990,"Copper plates, sheets & strip, of a thickness >0.15mm, of other copper alloys (excl. of 7409.11-7409.40)",740990,"Plate, sheet & strip of copper alloy, nes"
741011,"Copper foil, whether/not printed, not backed with paper/paperboard/plactics/similar backing materials, of refined copper, of a thickness not >0.15mm",741011,"Foil of refined copper, not backed"
741012,"Copper foil, whether/not printed, not backed with paper/paperboard/plactics/similar backing materials, of copper alloys, of a thickness not >0.15mm",741012,"Foil, copper alloy, not backed"
741021,"Copper foil, whether/not printed, backed with paper/paperboard/plactics/similar backing materials, of refined copper, of a thickness (excl. any backing) not >0.15mm",741021,"Foil of refined copper, backed"
741022,"Copper foil, whether/not printed, backed with paper/paperboard/plactics/similar backing materials, of copper alloys, of a thickness (excl. any backing) not >0.15mm",741022,"Foil, copper alloy, backed"
741110,"Copper tubes & pipes, of refined copper",741110,"Pipes and tubes, refined copper"
741121,"Copper tubes & pipes, of copper-zinc base alloys (brass)",741121,"Pipes and tubes, copper-zinc base alloy"
741122,"Copper tubes & pipes, of copper-nickel base alloys (cupro-nickel)/copper-nickel-zinc base alloys (nickel silver)",741122,"Pipes and tubes,copper-nickel base alloy or cop"
741129,"Copper tubes & pipes, of copper alloys (excl. of 7411.21 & 7411.22)",741129,"Pipes and tubes, copper alloy, nes"
741210,"Copper tube/pipe fittings (e.g., couplings, elbows, sleeves), of refined copper",741210,"Fittings, pipe or tube, of refined copper"
741220,"Copper tube/pipe fittings (e.g., couplings, elbows, sleeves), of copper alloys",741220,"Fittings, pipe or tube, copper alloy"
741300,"Stranded wire, cables, plaited bands & the like, of copper, not electrically insulated",741300,"Stranded wire,cable,plaited bands and like of c"
741510,"Nails, tacks, drawing pins, staples (excl. of 83.05) & similar articles, of copper/of iron/steel with heads of copper",741510,"Nails, tacks, drawing pins,staples & sim art of"
741521,Washers (incl. spring washers) of copper,741521,"Washers, copper, including spring washers"
741529,"Non-threaded articles (e.g., rivets, cotters), of copper (excl. of 7415.10 & 7415.21)",741529,"Art. of copper,not threaded,nes,similar to thos"
741533,"Screws; bolts & nuts, of copper",741532,"Screws, bolts and nuts of copper excluding wood"
741539,Threaded articles of copper (excl. of 7415.33),741539,"Articles of copper threaded, nes similar to bol"
741811,"Pot scourers & scouring/polishing pads, gloves & the like, of copper",741810,"Table, kitchen or other household articles and"
741819,"Table, kitchen/other household articles & parts thereof; of copper, other than pot scourers & scouring/polishing pads, gloves & the like",741810,"Table, kitchen or other household articles and"
741820,"Sanitary ware & parts thereof , of copper",741820,Sanitary ware and parts thereof of copper
741910,"Chain & parts thereof , of copper",741910,Chain and parts thereof of copper
741991,"Other articles of copper such as cast, moulded, stamped/forged, but not further worked, other than chain & parts thereof,",741991,"Articles of copper, not further wkd than cast,"
741999,"Other articles of copper, other than chain & parts thereof/cast, moulded, stamped/forged, but not further worked",741999,"Articles of copper, nes"
750110,Nickel mattes,750110,Nickel mattes
750120,Nickel oxide sinters & other intermediate products of nickel metallurgy,750120,Nickel oxide sinters and other intermediate pro
750210,"Nickel, not alloyed, unwrought",750210,"Nickel unwrought, not alloyed"
750220,"Nickel alloys, unwrought",750220,"Nickel unwrought, alloyed"
750300,Nickel waste & scrap,750300,"Waste and scrap, nickel"
750400,Nickel powders & flakes,750400,"Powders and flakes, nickel"
750511,"Bars, rods, profiles & wire, of nickel, not alloyed",750511,"Bars, rods and profiles, nickel, not alloyed"
750512,"Bars, rods, profiles & wire, of nickel alloys",750512,"Bars, rods and profiles, nickel alloy"
750521,"Wire of nickel, not alloyed",750521,"Wire, nickel, not alloyed"
750522,Wire of nickel alloys,750522,"Wire, nickel alloy"
750610,"Plates, sheets, strip & foil, of nickel, not alloyed",750610,"Plates, sheet, strip and foil, nickel, not allo"
750620,"Plates, sheets, strip & foil, of nickel alloys",750620,"Plates, sheet, strip and foil, nickel alloy"
750711,"Tubes & pipes, of nickel, not alloyed",750711,"Tubes and pipe, nickel, not alloyed"
750712,"Tubes & pipes, of nickel alloys",750712,"Tubes and pipe, nickel alloy"
750720,"Tube/pipe fittings (e.g., couplings, elbows, sleeves), of nickel",750720,"Fittings, pipe and tube, nickel"
750810,"Cloth, grill & netting, of nickel wire",750800,"Articles of nickel, nes"
750890,Articles of nickel n.e.s. in Ch.75,750800,"Articles of nickel, nes"
760110,"Aluminium, not alloyed, unwrought",760110,"Aluminium unwrought, not alloyed"
760120,"Aluminium alloys, unwrought",760120,"Aluminium unwrought, alloyed"
760200,Aluminium waste & scrap,760200,"Waste and scrap, aluminium"
760310,"Powders of non-lamellar structure, of aluminium",760310,"Powders, aluminium, of non-lamellar structure"
760320,"Powders of lamellar structure, of aluminium; flakes of aluminium",760320,"Powders, aluminium, of lamellar structure, incl"
760410,"Bars, rods & profiles, of aluminium, not alloyed",760410,"Bars, rods and profiles, aluminium, not alloyed"
760421,Hollow profiles of aluminium,760421,"Profiles, hollow, aluminium, alloyed"
760429,"Bars, rods & profiles (excl. hollow profiles) of aluminium alloys",760429,"Bars, rods and other profiles, aluminium alloye"
760511,"Wire of aluminium, not alloyed, of which the maximum cross-sectional dim. exceeds 7mm",760511,"Wire,aluminium,not alloyed,with a max cross sec"
760519,"Wire of aluminium, not alloyed (excl. of 7605.11)",760519,"Wire,aluminium,not alloyed,with a max cross sec"
760521,"Wire of aluminium alloys, of which the maximum cross-sectional dim. exceeds 7mm",760521,"Wire, aluminium alloy, with a maximum cross sec"
760529,Wire of aluminium alloys (excl. of 7605.21),760529,"Wire, aluminium alloy, with a maximum cross sec"
760611,"Plates, sheets & strip, rectangular (incl. square), of a thickness >0.2mm, of aluminium, not alloyed",760611,"Plate,sheet or strip,aluminium,not alloyed,rect"
760612,"Plates, sheets & strip, rectangular (incl. square), of a thickness >0.2mm, of aluminium alloys",760612,"Plate, sheet or strip, aluminium alloy, rect or"
760691,"Plates, sheets & strip other than rectangular (incl. square), of a thickness >0.2mm, of aluminium, not alloyed",760691,"Plate, sheet or strip, aluminium, not alloyed,"
760692,"Plates, sheets & strip other than rectangular (incl. square), of a thickness >0.2mm, of aluminium alloys",760692,"Plate, sheet or strip, aluminium alloy, exceedi"
760711,"Aluminium foil, whether/not printed, not backed, of a thickness not >0.2mm, rolled but not further worked",760711,"Foil, aluminium, not backed, rolled but not fur"
760719,"Aluminium foil, whether/not printed, not backed, of a thickness not >0.2mm (excl. of 7607.11)",760719,"Foil, aluminium, not backed and not exceeding 0"
760720,"Aluminium foil, whether/not printed, backed with paper/paperboard/plastics/similar backing materials, of a thickness (excl. any backing) not >0.2mm",760720,"Foil, aluminium, backed, not exceeding 0.2mm th"
760810,"Tubes & pipes of aluminium, not alloyed",760810,"Tubes and pipe, aluminium, not alloyed"
760820,Tubes & pipes of aluminium alloys,760820,"Tubes and pipe, aluminium alloy"
760900,"Aluminium tube/pipe fittings (e.g., couplings, elbows, sleeves)",760900,"Fittings,pipe or tube,aluminium,for example cou"
761010,"Doors, windows & their frames & thresholds for doors, of aluminium",761010,"Doors, windows and their frames and thresholds"
761090,"Aluminium Structures (excld.prefabricated buildings of heading 94.06) & parts of structures (eg. Bridges & bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works,shutters, balustrades, pillars & columns) aluminium plates, rods,pro",761090,"Structures&parts,alum,eg plate,rods etc,for str"
761100,"Aluminium reservoirs, tanks, vats & similar containters, for any material (other than compressed/liquefied gas), of a capacity >300 l, whether/not lined/heat-insulated but not fitted with mechanical/thermal equip.",761100,"Reservoirs,vats&similar cont of aluminium,cap >"
761210,"Collapsible tubular containters for any material (other than compressed/liquiefied gas), of aluminium",761210,"Containers, collapsible tubular, aluminium"
761290,"Aluminium casks, drums, cans, boxes&similar containters,incl.rigid tubular containtersbut excl.collapsible tubular containters,for any material(other than compressed/liquefied gas),of a capacity not >300 l, whether/not line/heat-insulated, but not fitted",761290,"Containers, alum, cap <300L, lined or heated, n"
761300,Aluminium containters for compressed/liquefied gas,761300,"Containers, aluminium, for compressed or liquef"
761410,"Stranded wire, cables, plaited bands & the like, of aluminium, not electrically insulated, with steel core",761410,"Stranded wire,cables,plaited bands,etc,alum,ste"
761490,"Stranded wire, cables, plaited bands & the like, of aluminium, not electrically insulated (excl. of 7614.10)",761490,"Stranded wire,cables,plaited bands and like or"
761511,"Pot scourers & scouring/polishing pads, gloves & the like, of aluminium",761510,"Table,kitchen&household art,alum&parts,nes,eg p"
761519,"Table/kitchen/other h-hold. articles & parts thereof (excl. of 7615.11), of aluminium",761510,"Table,kitchen&household art,alum&parts,nes,eg p"
761520,"Sanitary ware & parts thereof , of aluminium",761520,"Sanitary ware&parts thereof,aluminium for the k"
761610,"Nails, tacks, staples (excl. of 83.05), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers & similar articles, of aluminium",761610,"Nails,tacks,staples,bolts,nuts&sim art,aluminiu"
761691,"Cloth, grill, netting & fencing of aluminium wire",761690,"Articles of aluminium, nes, for example casting"
761699,Articles of aluminium n.e.s. in Ch.76,761690,"Articles of aluminium, nes, for example casting"
780110,"Unwrought lead, refined",780110,Lead refined unwrought
780191,"Unwrought lead other than refined, containing by weight antimony as the principal other element",780191,Lead unwrought containing by wt. antimony as th
780199,"Unwrought lead other than refined, n.e.s. in 78.01",780199,Lead unwrought nes
780200,Lead waste & scrap,780200,Lead waste and scrap
780411,"Lead sheets, strip & foil of a thickness (excl. any backing) not >0.2mm",780411,"Lead sheets, strip and foil of a thickness (exc"
780419,"Lead plates, sheets, strip & foil (excl. of 7804.11)",780419,"Lead plates, sheet, strip and foil nes"
780420,Lead powders & flakes,780420,Lead powders and flakes
780600,Other articles of lead.,780600,Articles of lead nes
790111,"Zinc, not alloyed, unwrought, containing by weight 99.99%/more of zinc",790111,Zinc not alloyed unwrought containing by weight
790112,"Zinc, not alloyed, unwrought, containing by weight <99.99% of zinc",790112,Zinc not alloyed unwrought containing by weight
790120,"Zinc alloys, unwrought",790120,Zinc alloys unwrought
790200,Zinc waste & scrap,790200,Zinc waste and scrap
790310,Zinc dust,790310,Zinc dust
790390,Zinc powders & flakes,790390,Zinc powders and flakes
790400,"Zinc bars, rods, profiles & wire",790400,"Zinc bars, rods, profiles and wire"
