HS 1988/92 Product Code,HS 1988/92 Product Description,CCCN Product Code,CCCN Product Description
110430,"Cereal germ, whole, rolled, flaked or ground",1102C,"Cereal flaked,rolled,etc"
110510,Potato flour and meal,1105,"Flour, meal and flakes of potato"
110520,"Potato flakes, granules and pellets",1105,"Flour, meal and flakes of potato"
110610,Flour and meal of the dried leguminous vegetabl,1104,Flour of fruit or vegetable
110620,"Flour and meal of sago, roots or tubers of 0714",1104,Flour of fruit or vegetable
110630,"Flour, meal and powder of products of Chapter 8",1104,Flour of fruit or vegetable
110710,Malt not roasted,1107,Malt including flour
110720,Roasted malt,1107,Malt including flour
110811,Wheat starch,1108,"Starches,inulin"
110812,Maize (corn) starch,1108,"Starches,inulin"
110813,Potato starch,1108,"Starches,inulin"
110814,Manioc (cassava) starch,1108,"Starches,inulin"
110819,"Other starches, nes",1108,"Starches,inulin"
110820,Inulin,1108,"Starches,inulin"
110900,Wheat gluten,1109,"Wheat gluten,dry or not"
120100,Soya beans,1201D,Soya beans
120210,"Ground-nuts in shell, not roasted or otherwise",1201A,"Groundnuts,green"
120220,"Shelled ground-nuts, not roasted or otherwise c",1201A,"Groundnuts,green"
120300,Copra,1201B,Copra
120400,Linseed,1201E,Linseed
120500,Rape or colza seeds,1201J,Rape and colza seeds
120600,Sunflower seeds,1201H,Sunflower seeds
120710,Palm nuts and kernels,1201C,Palm nuts and kernels
120720,Cotton seeds,1201F,Cotton seeds
120730,Castor oil seeds,1201G,Castor oil seeds
120740,Sesamum seeds,1201I,Sesame seeds
120750,Mustard seeds,1201K,Oil seeds and fruits nes
120760,Safflower seeds,1201K,Oil seeds and fruits nes
120791,Poppy seeds,1201K,Oil seeds and fruits nes
120792,Shea nuts (karite nuts),1201K,Oil seeds and fruits nes
120799,"Other oil seeds and oleaginous fruits, nes",1201K,Oil seeds and fruits nes
120810,Soya bean flour and meal,1202,Oil seed flour and meal
120890,Other flours and meal of oil seeds or oleaginou,1202,Oil seed flour and meal
120911,"Sugar beet seed, of a kind used for sowing",1203,"Seeds,etc for planting"
120919,"Beet seed, of a kind used for sowing, (excl. su",1203,"Seeds,etc for planting"
120921,"Lucerne (alfalfa) seed, of a kind used for sowi",1203,"Seeds,etc for planting"
120922,"Clover seed, of a kind used for sowing",1203,"Seeds,etc for planting"
120923,"Fescue seed, of a kind used for sowing",1203,"Seeds,etc for planting"
120924,"Kentucky blue grass seed, of a kind used for so",1203,"Seeds,etc for planting"
120925,"Rye grass seed, of a kind used for sowing",1203,"Seeds,etc for planting"
120926,"Timothy grass seed, of a kind used for sowing",1203,"Seeds,etc for planting"
120929,"Other seeds of forage plants, of a kind used fo",1203,"Seeds,etc for planting"
120930,"Seeds of herbaceous plants, of a kind used for",1203,"Seeds,etc for planting"
120991,"Vegetable seed, of a kind used for sowing",1203,"Seeds,etc for planting"
120999,"Other seeds, fruit and spores, of a kind used f",1203,"Seeds,etc for planting"
121010,"Hop cones (excl. ground, powdered or pellets),",1206,Hop cones and lupulin
121020,"Hop cones, ground, powdered or in pellets; lupu",1206,Hop cones and lupulin
121110,"Liquorice roots, of a kind used in perfumery, p",1207,Plants used in perfumery
121120,"Ginseng roots, of a kind used in perfumery, pha",1207,Plants used in perfumery
121190,"Other plants or parts, of a kind used in perfum",1207,Plants used in perfumery
121210,"Locust beans (incl. locust bean seeds), fresh o",1208,"Vegetable products nes fresh,dry"
121220,Seaweeds and other algae used for human consump,1405,Other crd vegetable materials nes
121230,"Apricot, peach or plum stones and kernels used",1208,"Vegetable products nes fresh,dry"
121291,"Sugar beet, fresh or dried",1204,"Sugar beet frsh dry,cane"
121292,"Sugar cane, fresh or dried",1204,"Sugar beet frsh dry,cane"
121299,Vegetable products used primarily for human con,1208,"Vegetable products nes fresh,dry"
121300,Cereal straw and husks,1209,Cereal straw etc unprepared
121410,Lucerne (alfalfa) meal and pellets,1210,"Mangolds, swedes, fodder roots"
121490,"Other forage products, nes",1210,"Mangolds, swedes, fodder roots"
130110,Lac,1302,"Nat gums,resins,lacs,etc"
130120,Natural Gum Arabic,1302,"Nat gums,resins,lacs,etc"
130190,"Natural gums, resins, gum-resins and balsams (e",1302,"Nat gums,resins,lacs,etc"
130211,Opium,1303,Vegetable saps and extracts
130212,Liquorice sap and extract,1303,Vegetable saps and extracts
130213,Hop extract,1303,Vegetable saps and extracts
130214,Sap and extract of pryrethrum and roots of plan,1303,Vegetable saps and extracts
130219,"Other vegetable saps and extracts, nes",1303,Vegetable saps and extracts
130220,"Pectic substances, pectinates and pectates",1303,Vegetable saps and extracts
130231,Agar-agar,1303,Vegetable saps and extracts
130232,"Mucilages and thickeners of locust beans, bean",1303,Vegetable saps and extracts
130239,"Mucilages and thickeners, derived from vegetabl",1303,Vegetable saps and extracts
140110,Bamboos,1401,Vegetable materials for plaiting
140120,Rattans,1401,Vegetable materials for plaiting
140190,"Vegetable materials for plaiting, (excl. bamboo",1401,Vegetable materials for plaiting
140210,Kapok,1402,Vegetable materials for stuffing
140291,Vegetable hair,1402,Vegetable materials for stuffing
140299,"Vegetable materials for stuffing or padding, ne",1402,Vegetable materials for stuffing
140310,Broomcorn,1403,Vegetable materials for brushes
140390,Vegetable materials primarily for brooms or bru,1403,Vegetable materials for brushes
140410,Raw vegetable materials primarily for dyeing or,1405,Other crd vegetable materials nes
140420,Cotton linters,5502,Cotton linters
140490,"Vegetable products, nes",1405,Other crd vegetable materials nes
150100,"Lard, other pig fat and poultry fat, rendered",1501,"Pig,poultry fat rendered"
150200,"Fats of bovine animals, sheep or goats, raw or",1502,"Fats of bovine,sheep,etc"
150300,"Lard stearin, lardoil, oleostearin, oleo-oil an",1503,"Lard stearin and oil,etc"
150410,Fish-liver oils and their fractions,1504A,Fish liver oil
150420,"Fish fats, oils and fractions (excl. fish liver",1504B,Other fish oils and fats
150430,"Marine mammal fats, oils and their liquid fract",1504C,"Marine mammals oils,fats"
150510,Crude wool grease,1505,"Wool grease,etc"
150590,Fatty substances of crude wool grease (incl. la,1505,"Wool grease,etc"
150600,Other animal fats and oils and their fractions,1506,Other animal oils and fats
150710,Crude soya-bean oil,1507A,Soya bean oil
150790,Soya-bean oil (excl. crude) and fractions,1507A,Soya bean oil
150810,Crude ground-nut oil,1507C,Groundnut(peanut) oil
150890,Ground-nut oil (excl. crude) and fractions,1507C,Groundnut(peanut) oil
150910,Virgin olive oil and fractions,1507D,Olive oil
150990,Olive oil and fractions (excl. virgin),1507D,Olive oil
151000,"Other oils and their fractions, obtained solely",1507D,Olive oil
151110,Crude palm oil,1507H,Palm oil
151190,Palm oil (excl. crude) and liquid fractions,1507H,Palm oil
151211,Crude sunflower-seed and safflower oil and frac,1507E,Sunflower seed oil
151219,Sunflower-seed and safflower oil (excl. crude),1507E,Sunflower seed oil
151221,"Crude cotton-seed oil, whether or not gossypol",1507B,Cotton seed oil
151229,Cotton-seed oil (excl. crude) and fractions the,1507B,Cotton seed oil
151311,Crude coconut (copra) oil and fractions thereof,1507I,Coconut (copra) oil
151319,Coconut copra oil (excl. crude) and fractions t,1507I,Coconut (copra) oil
151321,Crude palm kernel or babassu oil and fractions,1507J,Palm kernel oil
151329,Palm kernel or babassu oil (excl. crude) and fr,1507J,Palm kernel oil
151410,"Crude rape, colza or mustard oil and fractions",1507F,"Rape,colza,mustard oils"
151490,"Rape, colza or mustard oil (excl. crude) and fr",1507F,"Rape,colza,mustard oils"
151511,Crude linseed oil,1507G,Linseed oil
151519,Linseed oil (excl. crude) and fractions,1507G,Linseed oil
151521,Crude maize (corn) oil,1507M,Fixed vegetable oils nes
151529,Maize (corn) oil (excl. crude) and fractions,1507M,Fixed vegetable oils nes
151530,Castor oil and its fractions,1507K,Castor oil
151540,Tung oil and its fractions,1507M,Fixed vegetable oils nes
151550,Sesame oil and fractions,1507L,Sesame oil
151560,Jojoba oil and fractions,1507M,Fixed vegetable oils nes
151590,"Other fixed vegetable fats and fractions, nes",1507M,Fixed vegetable oils nes
151610,"Animal fats and oils and fractions, hydrogenate",1512,Animal or vegetable oils and fats nes
151620,"Vegetable fats and oils and their fractions, hy",1512,Animal or vegetable oils and fats nes
151710,Margarine (excl. liquid),1513A,Margarine
151790,"Edible preparations of fats and oils, nes",1513B,Other prepared edible fats
151800,Animal or vegetable fats and oils... chemically,1508,"Animal and vegetable oils, modified"
151911,Indus.monocarboxylic fatty acids;acid oils from,1510A,"Fatty acids,acid oils"
151912,Indus.monocarboxylic fatty acids;acid oils from,1510A,"Fatty acids,acid oils"
151913,Indus.monocarbox.fatty acids;acid oils from ref,1510A,"Fatty acids,acid oils"
151919,Industrial monocarboxylic fatty acids;acid oils,1510A,"Fatty acids,acid oils"
151920,Industrial fatty alcohols,1510A,"Fatty acids,acid oils"
151930,  UN Special Code,1510B,Fatty alcohols
152010,"Glycerol (glycerine), crude, glycerol waters an",1511,"Glycerol,glycerol lyes"
152090,"Glycerol (excl. crude), including synthetic",1511,"Glycerol,glycerol lyes"
152110,Vegetable waxes (excl. triglycerides),1516,Vegetable waxes
152190,"Beeswax, other insect waxes and spermaceti",1515,Spermacetti beeswax etc
152200,Degras; residues of fatty substances or animal,1517,Residues of fatty substances
160100,Sausages and similar products; food preparation,1601,Sausages inclding tinned
160210,"Homogenized preparations of meat, meat offal or",1602,"Other prepared,presrved meat"
160220,Preparations of animal liver,1602,"Other prepared,presrved meat"
160231,Preparations of turkey meat,1602,"Other prepared,presrved meat"
160239,Preparations of poultry (excl. turkey),1602,"Other prepared,presrved meat"
160241,"Preparations of swine, hams and cuts",1602,"Other prepared,presrved meat"
160242,"Preparations of swine, shoulders and cuts",1602,"Other prepared,presrved meat"
160249,"Preparations of swine meat, including mixtures,",1602,"Other prepared,presrved meat"
160250,Preparations of meat of bovine animals,1602,"Other prepared,presrved meat"
160290,Preparations of meat (incl.preparations of bloo,1602,"Other prepared,presrved meat"
160300,"Extracts and juices of meat, fish and aquatic i",1603,Meat extracts and meat juices
160411,Prepared or preserved salmon (excl. minced),1604,Prepared or preserved fish
160412,Prepared or preserved herrings (excl. minced),1604,Prepared or preserved fish
160413,"Prepared or preserved sardines, sardinella, bri",1604,Prepared or preserved fish
160414,"Prepared or preserved tuna, skipjack and bonito",1604,Prepared or preserved fish
160415,Prepared or preserved mackerel (excl. minced),1604,Prepared or preserved fish
160416,Prepared or preserved anchovies (excl. minced),1604,Prepared or preserved fish
160419,"Prepared or preserved fish (excl. minced), nes",1604,Prepared or preserved fish
160420,"Other prepared or preserved fish, nes",1604,Prepared or preserved fish
160430,Caviar and caviar substitutes,1604,Prepared or preserved fish
160510,"Crab, prepared or preserved",1605,"Crustaceans and molluscs, prepared"
160520,"Shrimps and prawns, prepared or preserved",1605,"Crustaceans and molluscs, prepared"
160530,"Lobster, prepared or preserved",1605,"Crustaceans and molluscs, prepared"
160540,"Crustaceans, nes, prepared or preserved",1605,"Crustaceans and molluscs, prepared"
160590,"Molluscs and other aquatic invertebrates, prepa",1605,"Crustaceans and molluscs, prepared"
170111,"Raw cane sugar, in solid form",1701A,Raw beet and cane sugar
170112,"Raw beet sugar, in solid form",1701A,Raw beet and cane sugar
170191,"Cane or beet sugar, containing added flavouring",1701B,Refined sugar etc
170199,"Cane or beet sugar, in solid form, nes",1701B,Refined sugar etc
170210,Lactose and lactose syrup,1702,Sugars and syrups nes
170220,Maple sugar and maple syrup,1702,Sugars and syrups nes
170230,"Glucose and glucose syrup, containing <20% fruc",1702,Sugars and syrups nes
170240,"Glucose and glucose syrup, containing >=20% but",1702,Sugars and syrups nes
170250,Chemically pure fructose,2943,"Sugars,chemeically pure etc,nes"
170260,"Other fructose and fructose syrup, containing >",1702,Sugars and syrups nes
170290,"Artificial honey, caramel and other sugars (inc",1702,Sugars and syrups nes
170310,Cane molasses resulting from the extraction or,1703,Molasses
170390,Molasses resulting from the extraction or refin,1703,Molasses
170410,Chewing gum,1704,Sugar preparations non-choclate
170490,"Sugar confectionery (incl. white chocolate), no",1704,Sugar preparations non-choclate
180100,"Cocoa beans, whole or broken, raw or roasted",1801,"Cocoa beans,raw,roasted"
180200,"Cocoa shells, husks, skins and other cocoa wast",1802,Cocoa shells
180310,"Cocoa paste, not defatted",1803,Cocoa paste
180320,"Cocoa paste, wholly or partly defatted",1803,Cocoa paste
180400,"Cocoa butter, fat and oil",1804,Cocoa butter
180500,"Cocoa powder, not containing added sugar or oth",1805,"Cocoa powder,unsweetened"
180610,"Cocoa powder, containing added sugar or other s",1806,Chocolate and products
180620,"Chocolate, etc, containing cocoa, in blocks, sl",1806,Chocolate and products
180631,"Chocolate, etc, containing cocoa, in blocks, sl",1806,Chocolate and products
180632,"Chocolate, etc, containing cocoa in blocks, sla",1806,Chocolate and products
180690,"Chocolate, etc, containing cocoa, not in blocks",1806,Chocolate and products
190110,"Preparations for infant use, for retail sale, o",1902,"Other cereal preparations,malt excluding"
190120,Mixes and doughs for preparation of bakers' war,1902,"Other cereal preparations,malt excluding"
190190,"Other food preparations of flour, etc, nes",1902,"Other cereal preparations,malt excluding"
190211,Uncooked pasta containing eggs not stuffed,1903,"Macaroni,spaghetti etc"
190219,"Uncooked pasta, not containing eggs, not stuffe",1903,"Macaroni,spaghetti etc"
190220,Stuffed pasta,1903,"Macaroni,spaghetti etc"
190230,"Other pasta, nes",1903,"Macaroni,spaghetti etc"
190240,Couscous,1903,"Macaroni,spaghetti etc"
190300,Tapioca and substitutes prepared from starch in,1904,Tapioca and sago
190410,Prepared foods obtained by the swelling or roas,1905,"Cereal roasted,puffed"
190490,Prepared cereals in grain form (excl. maize),1102C,"Cereal flaked,rolled,etc"
190510,Crispbread,1907,Ordinary cereal bakers' wares
190520,Gingerbread and the like,1908,"Pastry,biscuits,cakes etc"
190530,Sweet biscuits; waffles and wafers,1908,"Pastry,biscuits,cakes etc"
190540,"Rusks, toasted bread and similar toasted produc",1907,Ordinary cereal bakers' wares
190590,"Other bread, etc, nes; communion wafers, rice p",1907,Ordinary cereal bakers' wares
200110,"Cucumbers and gherkins, preserved by vinegar or",2001,Vegetable and fruit in vinegar
200120,"Onions, prepared or preserved by vinegar or ace",2001,Vegetable and fruit in vinegar
200190,"Other vegetables, fruits, etc, preserved by vin",2001,Vegetable and fruit in vinegar
200210,"Tomatoes, whole or in pieces, preserved other t",0702,Vegetables preserved by freezing
200290,"Tomatoes, preserved otherwise than by vinegar o",0702,Vegetables preserved by freezing
200310,"Mushrooms, preserved otherwise than by vinegar",2002,Vegetables otherwise preserved
200320,"Truffles, prepared or preserved otherwise than",2002,Vegetables otherwise preserved
200410,"Potatoes, preserved other than by vinegar or ac",0702,Vegetables preserved by freezing
200490,Other vegetables preserved other than by vinega,0702,Vegetables preserved by freezing
200510,"Homogenized vegetable, preserved other than by",2107,Miscellaneous food preprtions nes
200520,"Potatoes, preserved other than by vinegar or ac",2002,Vegetables otherwise preserved
200530,"Sauerkraut, preserved other than by vinegar or",2002,Vegetables otherwise preserved
200540,"Peas, preserved other than by vinegar or acetic",2002,Vegetables otherwise preserved
200551,"Shelled beans, preserved other than by vinegar,",2002,Vegetables otherwise preserved
200559,"Beans, unshelled, preserved other than by vineg",2002,Vegetables otherwise preserved
200560,"Asparagus, preserved other than by vinegar or a",2002,Vegetables otherwise preserved
200570,"Olives, preserved other than by vinegar or acet",2002,Vegetables otherwise preserved
200580,"Sweetcorn, preserved other than by vinegar or a",2107,Miscellaneous food preprtions nes
200590,"Vegetables preserved other than by vinegar, etc",2002,Vegetables otherwise preserved
200600,"Fruit, nuts, fruit-peel and other parts of plan",2004,Fruit preserved by sugar
200710,"Jams, fruit jellies, marmalades, etc, homogeniz",2005,"Fruit jams,jellies etc"
200791,"Jams, fruit jellies, marmalades, etc, of citrus",2005,"Fruit jams,jellies etc"
200799,"Other jams, fruit jellies, marmalades, etc, bei",2005,"Fruit jams,jellies etc"
200811,"Ground-nuts, preserved",2006A,Nuts roastd(including peanut)
200819,"Nuts and seeds including mixtures, preserved",2006A,Nuts roastd(including peanut)
