HS 1988/92 Product Code,HS 1988/92 Product Description,CCCN Product Code,CCCN Product Description
611692,"Gloves, mittens and mitts, of cotton, knitted o",6002,"Textile clothing accessories nes ---- gloves,etc nonelastic"
611693,"Gloves, mittens and mitts, of synthetic fibres,",6002,"Textile clothing accessories nes ---- gloves,etc nonelastic"
611699,"Gloves, mittens and mitts, of other textiles, k",6002,"Textile clothing accessories nes ---- gloves,etc nonelastic"
611710,"Shawls, scarves, mufflers, mantillas, veils, et",6106,"Textile clothing accessories nes ---- shawls,veils etc"
611720,"Ties, bow ties and cravats, knitted or crochete",6107,"Textile clothing accessories nes ---- ties,cravats,etc"
611780,"Other clothing accessories, knitted or crochete",6111,Textile clothing accessories nes ---- made up accessories nes
611790,"Parts of garments or clothing accessories, knit",6111,Textile clothing accessories nes ---- made up accessories nes
620111,"Men's or boys' overcoats, etc, of wool or fine",6101B,"Overcoat,other,men's -- wool,fine hair,not-knitted"
620112,"Men's or boys' overcoats, etc, of cotton",6101C,"Overcoat,other,men's -- other fibrres,not-knitted"
620113,"Men's or boys' overcoats, etc, of man-made fibr",6101C,"Overcoat,other,men's -- other fibrres,not-knitted"
620119,"Men's or boys' overcoats, etc, of other textile",6101C,"Overcoat,other,men's -- other fibrres,not-knitted"
620191,"Men's or boys' anoraks, wind-cheaters, etc, of",6101A,"Garments,waterproof fabrics,men's,not-knitted"
620192,"Men's or boys' anoraks, wind-cheaters, etc, of",6101A,"Garments,waterproof fabrics,men's,not-knitted"
620193,"Men's or boys' anoraks, wind-cheaters, etc, of",6101A,"Garments,waterproof fabrics,men's,not-knitted"
620199,"Men's or boys' anoraks, wind-cheaters, etc, of",6101A,"Garments,waterproof fabrics,men's,not-knitted"
620211,"Woman's or girls' overcoats, etc, of wool or fi",6102B,"Coat & jackt,women's -- wool,fine hair,not-knitted"
620212,"Woman's or girls' overcoats, etc, of cotton",6102B,"Coat & jackt,women's -- wool,fine hair,not-knitted"
620213,"Woman's or girls' overcoats, etc, of man-made f",6102B,"Coat & jackt,women's -- wool,fine hair,not-knitted"
620219,"Woman's or girls' overcoats, etc, of other text",6102B,"Coat & jackt,women's -- wool,fine hair,not-knitted"
620291,"Woman's or girls' anoraks, wind-cheaters, etc,",6102A,"Garm,waterproof fab,women's,not-knitted"
620292,"Woman's or girls' anoraks, wind-cheaters, etc,",6102A,"Garm,waterproof fab,women's,not-knitted"
620293,"Woman's or girls' anoraks, wind-cheaters, etc,",6102A,"Garm,waterproof fab,women's,not-knitted"
620299,"Woman's or girls' anoraks, wind-cheaters, etc,",6102A,"Garm,waterproof fab,women's,not-knitted"
620311,Men's or boys' suits of wool or fine animal hai,6101D,"Suits,men's -- wool,fine hair,not-knitted"
620312,Men's or boys' suits of synthetic fibres,6101F,"Suits,men's -- man-made fibres,not-knitted"
620319,"Men's or boys' suits of other textiles, nes",6101F,"Suits,men's -- man-made fibres,not-knitted"
620321,Men's or boys' ensembles of wool or fine animal,6101P,"Other outer garments,men's -- wool,fine hair,not-knitted"
620322,Men's or boys' ensembles of cotton,6101P,"Other outer garments,men's -- wool,fine hair,not-knitted"
620323,Men's or boys' ensembles of synthetic fibres,6101P,"Other outer garments,men's -- wool,fine hair,not-knitted"
620329,"Men's or boys' ensembles of other textiles, nes",6101P,"Other outer garments,men's -- wool,fine hair,not-knitted"
620331,Men's or boys' jackets and blazers of wool or f,6101L,"Jackets,etc,men's -- wool,fine hair,not-knitted"
620332,Men's or boys' jackets and blazers of cotton,6101L,"Jackets,etc,men's -- wool,fine hair,not-knitted"
620333,Men's or boys' jackets and blazers of synthetic,6101L,"Jackets,etc,men's -- wool,fine hair,not-knitted"
620339,Men's or boys' jackets and blazers of other tex,6101L,"Jackets,etc,men's -- wool,fine hair,not-knitted"
620341,"Men's or boys' trousers, breeches, etc, of wool",6101H,"Trousers,etc,men's -- wool,fine hair,not-knitted"
620342,"Men's or boys' trousers, breeches, etc, of cott",6101H,"Trousers,etc,men's -- wool,fine hair,not-knitted"
620343,"Men's or boys' trousers, breeches of synthetic",6101H,"Trousers,etc,men's -- wool,fine hair,not-knitted"
620349,"Men's or boys' trousers, breeches of other text",6101H,"Trousers,etc,men's -- wool,fine hair,not-knitted"
620411,Women's or girls' suits of wool or fine animal,6102F,"Suit & costm,women's -- wool,fine hair,not-knitted"
620412,Women's or girls' suits of cotton,6102F,"Suit & costm,women's -- wool,fine hair,not-knitted"
620413,Women's or girls' suits of synthetic fibres,6102F,"Suit & costm,women's -- wool,fine hair,not-knitted"
620419,"Women's or girls' suits of other textiles, nes",6102F,"Suit & costm,women's -- wool,fine hair,not-knitted"
620421,Women's or girls' ensembles of wool or fine ani,6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
620422,Women's or girls' ensembles of cotton,6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
620423,Women's or girls' ensembles of synthetic fibres,6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
620429,"Women's or girls' ensembles of other textiles,",6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
620431,Women's or girls' jackets and blazers of wool o,6102C,"Coat & jackt,women's -- cotton,not-knitted"
620432,Women's or girls' jackets and blazers of cotton,6102C,"Coat & jackt,women's -- cotton,not-knitted"
620433,Women's or girls' jackets and blazers of synthe,6102C,"Coat & jackt,women's -- cotton,not-knitted"
620439,Women's or girls' jackets and blazers of other,6102C,"Coat & jackt,women's -- cotton,not-knitted"
620441,Dresses of wool or fine animal hair,6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620442,Dresses of cotton,6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620443,Dresses of synthetic fibres,6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620444,Dresses of artificial fibres,6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620449,"Dresses of other textiles, nes",6102J,"Dresses,women's -- wool,fine hair,not-knitted"
620451,Skirts and divided skirts of wool or fine anima,6102N,"Skirts,women's -- wool,fine hair,not-knitted"
620452,Skirts and divided skirts of cotton,6102N,"Skirts,women's -- wool,fine hair,not-knitted"
620453,Skirts and divided skirts of synthetic fibres,6102N,"Skirts,women's -- wool,fine hair,not-knitted"
620459,"Skirts and divided skirts of other textiles, ne",6102N,"Skirts,women's -- wool,fine hair,not-knitted"
620461,"Women's or girls' trousers, breeches, etc, of w",6102V,"Other out garm,women's -- cotton,not-knitted"
620462,"Women's or girls' trousers, breeches, etc, of c",6102V,"Other out garm,women's -- cotton,not-knitted"
620463,"Women's or girls' trousers, breeches, etc, of s",6102V,"Other out garm,women's -- cotton,not-knitted"
620469,"Women's or girls' trousers, breeches, etc, of o",6102V,"Other out garm,women's -- cotton,not-knitted"
620510,Men's or boys' shirts of wool or fine animal ha,6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
620520,Men's or boys' shirts of cotton,6103A,"Shirts,men's & boys' -- cotton,not knitted"
620530,Men's or boys' shirts of man-made fibres,6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
620590,"Men's or boys' shirts of other textiles, nes",6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
620610,"Women's or girls' blouses, shirts, etc, of silk",6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620620,"Women's or girls' blouses, shirts, etc, of wool",6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620630,"Women's or girls' blouses, shirts, etc, of cott",6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620640,"Women's or girls' blouses, shirts, etc, of man-",6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620690,"Women's or girls' blouses, shirts, etc, of othe",6102R,"Blouses,women's -- wool,fine hair,not-knitted"
620711,Men's or boys' underpants and briefs of cotton,6103D,"Under garments nes,men's & boys' -- cotton,not knitted"
620719,Men's or boys' underpants and briefs of textile,6103D,"Under garments nes,men's & boys' -- cotton,not knitted"
620721,Men's or boys' nightshirts and pyjamas of cotto,6103E,"Under garments nes,men's & boys' -- synthetic,not knitted"
620722,Men's or boys' nightshirts and pyjamas of man-m,6103E,"Under garments nes,men's & boys' -- synthetic,not knitted"
620729,Men's or boys' nightshirts and pyjamas of texti,6103E,"Under garments nes,men's & boys' -- synthetic,not knitted"
620791,"Men's or boys' singlets... dressing gowns, etc,",6103F,"Under garments nes,men's & boys' -- other,not knitted"
620792,"Men's or boys' singlets... dressing gowns, etc,",6103F,"Under garments nes,men's & boys' -- other,not knitted"
620799,"Men's or boys' singlets... dressing gowns, etc,",6103F,"Under garments nes,men's & boys' -- other,not knitted"
620811,Slips and petticoats of man-made fibres,6104A,"Under garments,women's & girls' -- cottn,not knitted"
620819,"Slips and petticoats of other textiles, nes",6104A,"Under garments,women's & girls' -- cottn,not knitted"
620821,Women's or girls' nightdresses and pyjamas of c,6104B,"Under garments,women's & girls' -- synthetic fibres,not knitted"
620822,Women's or girls' nightdresses and pyjamas of m,6104B,"Under garments,women's & girls' -- synthetic fibres,not knitted"
620829,Women's or girls' nightdresses and pyjamas of t,6104B,"Under garments,women's & girls' -- synthetic fibres,not knitted"
620891,"Women's or girls' dressing gowns, panties, etc,",6102W,"Other out garm,women's -- man-made fibres,not-knitted"
620892,"Women's or girls' dressing gowns, panties, etc,",6102W,"Other out garm,women's -- man-made fibres,not-knitted"
620899,"Women's or girls' dressing gowns, panties, etc,",6102W,"Other out garm,women's -- man-made fibres,not-knitted"
620910,Bables' garments and clothing accessories of wo,6102X,"Other out garm,women's -- other fibres,not-knitted"
620920,Bables' garments and clothing accessories of co,6102X,"Other out garm,women's -- other fibres,not-knitted"
620930,Bables' garments and clothing accessories of sy,6102X,"Other out garm,women's -- other fibres,not-knitted"
620990,Bables' garments and clothing accessories of ot,6102X,"Other out garm,women's -- other fibres,not-knitted"
621010,"Garments, made up of fabrics of 56.02 or 56.03",6102A,"Garm,waterproof fab,women's,not-knitted"
621020,"Garments of 6201.11 to 19, made up of fabrics o",6101Q,"Other outer garments,men's -- cotton,not-knitted"
621030,"Garments of 6202.11 to 19, made up of fabrics o",6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
621040,Men's or boys' garments made up of fabrics of 5,6101Q,"Other outer garments,men's -- cotton,not-knitted"
621050,Women's or girls' garments made up of fabrics o,6102U,"Other out garm,women's -- wool,fine hair,not-knitted"
621111,Men's or boys' swimwear,6101R,"Other outer garments,men's -- man-made fibres,not-knitted"
621112,Women's or girls' swimwear,6102V,"Other out garm,women's -- cotton,not-knitted"
621120,Ski suits,6102W,"Other out garm,women's -- man-made fibres,not-knitted"
621131,Men's or boys' garments of wool or fine animal,6101S,"Other outer garments,men's -- other fibres,not-knitted"
621132,"Men's or boys' garments of cotton, nes",6101S,"Other outer garments,men's -- other fibres,not-knitted"
621133,"Men's or boys' garments of man-made fibres, nes",6101S,"Other outer garments,men's -- other fibres,not-knitted"
621139,"Men's or boys' garments of other textiles, nes",6101S,"Other outer garments,men's -- other fibres,not-knitted"
621141,Women's or girls' garments of wool or fine anim,6102X,"Other out garm,women's -- other fibres,not-knitted"
621142,"Women's or girls' garments of cotton, nes",6102X,"Other out garm,women's -- other fibres,not-knitted"
621143,"Women's or girls' garments of man-made fibres,",6102X,"Other out garm,women's -- other fibres,not-knitted"
621149,"Women's or girls' garments of other textiles, n",6102X,"Other out garm,women's -- other fibres,not-knitted"
621210,Brassieres,6109A,Brassieres
621220,Girdles and panty-girdles,6109B,"Corsets,braces etc"
621230,Corselettes,6109B,"Corsets,braces etc"
621290,"Corsets, braces, garters, suspenders and simila",6109B,"Corsets,braces etc"
621310,Handkerchiefs of silk or silk waste,6105,Textile clothing accessories nes ---- handkerchiefs
621320,Handkerchiefs of cotton,6105,Textile clothing accessories nes ---- handkerchiefs
621390,"Handkerchiefs of other textiles, nes",6105,Textile clothing accessories nes ---- handkerchiefs
621410,"Shawls, scarves, mufflers, mantillas, veils, et",6106,"Textile clothing accessories nes ---- shawls,veils etc"
621420,"Shawls, scarves, mufflers, mantillas, veils, et",6106,"Textile clothing accessories nes ---- shawls,veils etc"
621430,"Shawls, scarves, mufflers, mantillas, veils, et",6106,"Textile clothing accessories nes ---- shawls,veils etc"
621440,"Shawls, scarves, mufflers, mantillas, veils, et",6106,"Textile clothing accessories nes ---- shawls,veils etc"
621490,"Shawls, scarves, mufflers, mantillas, veils, et",6106,"Textile clothing accessories nes ---- shawls,veils etc"
621510,"Ties, bow ties and cravats of silk or silk wast",6107,"Textile clothing accessories nes ---- ties,cravats,etc"
621520,"Ties, bow ties and cravats of man-made fibres",6107,"Textile clothing accessories nes ---- ties,cravats,etc"
621590,"Ties, bow ties and cravats of other textiles, n",6107,"Textile clothing accessories nes ---- ties,cravats,etc"
621600,"Gloves, mittens and mitts",6110,"Textile clothing accessories nes ---- gloves,socks,etc"
621710,"Clothing accessories, nes",6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
621790,"Parts of garments or clothing accessories, nes",6103B,"Shirts,men's & boys' -- synthetic fibres,not knitted"
630110,Electric blankets,6201A,Electric blankets
630120,Blankets (excl. electric blankets) and travelli,6201B,Blankets etc non electric -- of wool or fine hair
630130,Blankets (excl. electric blankets) and travelli,6201C,Blankets etc non electric -- of cotton
630140,"Blankets (excl. electric blankets), etc, of syn",6201D,Blankets etc non electric -- of syntheticetic fibres
630190,"Other blankets and travelling rugs, nes",6201E,Blankets etc non electric -- of other fibres
630210,"Bed linen, knitted or crocheted",6005P,Knitted etc articles nes
630221,Printed bed-linen of cotton (excl. knitted or c,6202A,Bed linen of cotton
630222,Printed bed-linen of man-made fibres (excl. kni,6202B,Bed linen of other fibres
630229,Printed bed-linen of other textiles (excl. knit,6202B,Bed linen of other fibres
630231,"Bed linen of cotton (excl. printed, knitted or",6202A,Bed linen of cotton
630232,"Bed linen of man-made fibres (excl. printed, kn",6202B,Bed linen of other fibres
630239,"Bad linen of other textiles (excl. printed, kni",6202B,Bed linen of other fibres
630240,"Table linen, knitted or crocheted",6005P,Knitted etc articles nes
630251,Table linen of cotton (excl. knitted or crochet,6202C,Table linen of cotton
630252,Table linen of flax (excl. knitted or crocheted,6202D,Table linen of other fibre
630253,Table linen of man-made fibres (excl. knitted o,6202D,Table linen of other fibre
630259,"Table linen of other textiles, nes (excl. knitt",6202D,Table linen of other fibre
630260,"Toilet linen and kitchen linen, of terry fabric",6202E,Other linen of cotton
630291,"Toilet linen and kitchen linen of cotton, nes",6202E,Other linen of cotton
630292,"Toilet linen and kitchen linen of flax, nes",6202F,Other linen of other fibre
630293,Toilet linen and kitchen linen of man-made fibr,6202F,Other linen of other fibre
630299,Toilet linen and kitchen linen of other textile,6202F,Other linen of other fibre
630311,Curtains and interior blinds; valances of cotto,6202H,Other furnishing articles of other fibres
630312,"Curtains, etc; valances of synthetic fibres, kn",6202H,Other furnishing articles of other fibres
630319,"Curtains, etc; valances of textile materials, k",6202H,Other furnishing articles of other fibres
630391,Curtains and interior blinds; curtain or bed va,6202H,Other furnishing articles of other fibres
630392,Curtains and interior blinds; curtain/bed valan,6202H,Other furnishing articles of other fibres
630399,Curtains and interior blinds; curtain/bed valan,6202H,Other furnishing articles of other fibres
630411,Knitted or crocheted bedspreads,6202H,Other furnishing articles of other fibres
630419,Bedspreads (excl. knitted or crocheted),6202H,Other furnishing articles of other fibres
630491,"Knitted or crocheted furnishing articles, nes",6005P,Knitted etc articles nes
630492,"Furnishing articles, nes, of cotton (excl. knit",6005P,Knitted etc articles nes
630493,Furnishing articles of synthetic fibres (excl.,6005P,Knitted etc articles nes
630499,Furnishing articles of other textiles (excl. kn,6005P,Knitted etc articles nes
630510,"Sacks and bags, used for packing goods, of jute",6203,"Bags,sacks of textiles"
630520,"Sacks and bags, used for packing goods, of cott",6203,"Bags,sacks of textiles"
630531,"Sacks and bags, used for packing goods, of poly",6203,"Bags,sacks of textiles"
630539,"Sacks and bags, used for packing goods, of man-",6203,"Bags,sacks of textiles"
630590,"Sacks and bags, used for packing goods, of othe",6203,"Bags,sacks of textiles"
630611,"Tarpaulins, awnings and sunblinds, of cotton",6204A,Made-up canvas goods -- of cotton
630612,"Tarpaulins, awnings and sunblinds, of synthetic",6204A,Made-up canvas goods -- of cotton
630619,"Tarpaulins, awnings and sunblinds, of other tex",6204A,Made-up canvas goods -- of cotton
630621,Tents of cotton,6204B,Made-up canvas goods -- other than of cotton
630622,Tents of synthetic fibres,6204B,Made-up canvas goods -- other than of cotton
630629,"Tents of other textiles, nes",6204B,Made-up canvas goods -- other than of cotton
630631,Sails of synthetic fibres,6204B,Made-up canvas goods -- other than of cotton
630639,Sails of other textiles (excl. synthetic fibres,6204B,Made-up canvas goods -- other than of cotton
630641,"Pneumatic mattresses, of cotton",6204B,Made-up canvas goods -- other than of cotton
630649,"Pneumatic mattresses, of other textiles (excl.",6204B,Made-up canvas goods -- other than of cotton
630691,"Camping goods, of cotton (excl. tents)",6204B,Made-up canvas goods -- other than of cotton
630699,Camping goods of other textiles (excl. cotton a,6204B,Made-up canvas goods -- other than of cotton
630710,"Floor-cloths, dish-cloths, dusters and similar",6005P,Knitted etc articles nes
630720,Life-jackets and life-belts,6205,Other made up textile articles
630790,"Made up articles (incl. dress patterns), nes",6205,Other made up textile articles
630800,"Sets of woven fabric and yarn, for making up in",5607J,Discontinuous regenerated blend fabrics nes -- with textile fibres nes
630900,Worn clothing and other worn articles,6301,"Used clothing, furnishing articles"
631010,"Used or new rags, worn out scrap twine, cordage",6302,"Used or new rags, scrap twine"
631090,"Used or new rags, worn out scrap twine, cordage",6302,"Used or new rags, scrap twine"
640110,Waterproof footwear incorporating a protective,6401,Footwear with outer soles and uppers of rubber
640191,Waterproof footwear covering the knee...,6401,Footwear with outer soles and uppers of rubber
640192,Waterproof footwear covering the ankle but not,6401,Footwear with outer soles and uppers of rubber
640199,Waterproof footwear (not covering the ankle),6401,Footwear with outer soles and uppers of rubber
640211,Ski-boots and cross-country ski footwear of rub,6401,Footwear with outer soles and uppers of rubber
640219,"Sport footwear, nes, of rubber or plastics",6401,Footwear with outer soles and uppers of rubber
640220,"Footwear with thongs plugged into soles, of rub",6401,Footwear with outer soles and uppers of rubber
640230,"Footwear, with metal toe-cap, of rubber or plas",6401,Footwear with outer soles and uppers of rubber
640291,"Footwear, nes, covering the ankle of rubber or",6401,Footwear with outer soles and uppers of rubber
640299,"Footwear, nes, not covering the ankle, of rubbe",6401,Footwear with outer soles and uppers of rubber
640311,"Ski-boots, etc, with rubber, plastics, leather.",6402,Footwear leather
640319,"Sports footwear, with rubber, plastics, leather",6402,Footwear leather
640320,"Sandles, with leather soles and straps (over in",6402,Footwear leather
640330,"Footwear with a wood base, no inner soles or ca",6402,Footwear leather
640340,"Footwear, with a metal toe-cap, leather uppers",6402,Footwear leather
640351,"Footwear with leather soles and uppers, coverin",6402,Footwear leather
640359,"Footwear with leather soles and uppers, not cov",6402,Footwear leather
640391,Footwear with rubber... soles and leather upper,6402,Footwear leather
640399,"Footwear with rubber... soles, leather uppers,",6402,Footwear leather
640411,"Sports footwear,with rubber or plastic soles an",6402,Footwear leather
640419,"Other footwear,with rubber or plastic soles and",6402,Footwear leather
640420,Footwear with leather or composition leather so,6402,Footwear leather
640510,"Footwear, nes, with leather or composition leat",6403,Footwear with outer soles of wood or cork
640520,"Footwear, nes, with textile uppers",6404,Footwear with outer soles of other materials
640590,"Footwear, nes",6402,Footwear leather
640610,Uppers and parts thereof (excl. stiffeners),6405,Parts of footwear of any material except metal
640620,Outer soles and heels of rubber or plastics,6405,Parts of footwear of any material except metal
640691,"Wooden parts of footwear (excl. uppers, outer s",6405,Parts of footwear of any material except metal
640699,"Non-wood parts of footwear (excl. uppers, outer",6405,Parts of footwear of any material except metal
650100,"Hat-forms, hat bodies and hoods of felt; platea",6501,"Hat-forms, hat bodies, of felt"
650200,"Hat-shapes, plaited or made by assembling strip",6502,Hat bodies nes
650300,"Felt hats and other felt headgear, made from th",6503,Felt hats and other felt headgear
650400,"Hats and other headgear, plaited or assembled b",6504,Hats and other headgear
650510,Hair-nets of any material,6505,"Hats and headgear, knitted or crocheted"
650590,"Hats and other headgear, knitted or crocheted,",6505,"Hats and headgear, knitted or crocheted"
650610,Safety headgear,6506,Other headgear
650691,"Hats and other headgear, of rubber or plastics",6506,Other headgear
650692,"Hats and other headgear, of furskin",6506,Other headgear
650699,"Hats and other headgear, nes",6506,Other headgear
650700,"Head-bands, linings, covers, hat foundations, e",6507,"Head-bands etc., peaks and chinstraps"
660110,Garden or similar umbrellas,6601,Umbrellas and sunshades
660191,"Umbrellas and sun umbrellas, having a telescopi",6601,Umbrellas and sunshades
660199,"Umbrellas and sun umbrellas, nes",6601,Umbrellas and sunshades
660200,"Walking-sticks, seat-sticks, whips, riding-crop",6602,"Walking-sticks, canes, whips"
660310,Handles and knobs of articles of 66.01 or 66.02,6603,"Parts, and accessories of articles of cccn 6601 & 6602"
660320,"Umbrella frames, including frames mounted on sh",6603,"Parts, and accessories of articles of cccn 6601 & 6602"
660390,"Parts, trimmings and accessories of articles of",6603,"Parts, and accessories of articles of cccn 6601 & 6602"
670100,"Prepared skins of birds with feathers or down,",6701,Parts of birds with feathers
670210,"Artificial flowers, foliage and fruit and artic",6702,Artificial flowers etc
670290,"Artificial flowers, foliage, etc and articles t",6702,Artificial flowers etc
670300,"Human hair, dressed, etc; animal hair and synth",6703,"Human hair, dressed"
670411,Complete wigs of synthetic textile materials,6704,"Wigs,false beards,etc"
670419,"False beards, eyebrows and eyelashes, etc, of s",6704,"Wigs,false beards,etc"
670420,"Wigs, false beards, eyebrows, etc and articles,",6704,"Wigs,false beards,etc"
670490,"Wigs, false beards, eyebrows, etc, nes",6704,"Wigs,false beards,etc"
680100,"Setts, curbstones and flagstones of natural sto",6801,"Flagstones etc,natural stone"
680210,Tiles etc rect or not >7 cm etc; arti coloured,6802,Worked monumental or building stone
680221,"Monumental/building stone,cut/sawn flat/even,ma",6802,Worked monumental or building stone
680222,"Monumental/building stone, cut/sawn flat or eve",6802,Worked monumental or building stone
680223,"Monumental/building stone, cut/sawn flat or eve",6802,Worked monumental or building stone
680229,"Monumental/building stone, cut/sawn flat or eve",6802,Worked monumental or building stone
680291,"Worked monumental/building stone nes, marble, t",6802,Worked monumental or building stone
680292,"Worked monumental/building stone nes, calcareou",6802,Worked monumental or building stone
680293,"Worked monumental/building stone nes, granite",6802,Worked monumental or building stone
680299,Worked monumental/building stone nes,6802,Worked monumental or building stone
680300,Worked slate and articles of slate or of agglom,6803,Worked slate and articles
680410,"Millstones and grindstones for milling, grindin",6804,"Millstones, grinding wheels"
680421,"Millstones,grindstones etc of agglomerated synt",6804,"Millstones, grinding wheels"
680422,"Millstones, grindstones etc of oth agglomerated",6804,"Millstones, grinding wheels"
680423,"Millstones, grindstones etc of natural stone",6804,"Millstones, grinding wheels"
680430,Hand sharpening or polishing stones,6804,"Millstones, grinding wheels"
680510,Natural or artificial abrasive powder or grain,6806,Abrasive cloths etc
680520,Natural or artificial abrasive powder or grain,6806,Abrasive cloths etc
680530,Natural or artificial abrasive powder or grain,6806,Abrasive cloths etc
680610,"Slag wool, rock wool & similar mineral wools in",6807,Mineral insulating products nes
680620,"Exfoliated vermiculite,expanded clays,foamed sl",6807,Mineral insulating products nes
680690,"Art. of heat/sound insulating,etc,nes,mineral m",6807,Mineral insulating products nes
680710,"Asphalt or similar material articles, in rolls",6808,Asphalt etc products
680790,Asphalt or similar material articles nes,6808,Asphalt etc products
680800,"Panels,boards etc of veg fbr,straw etc agglomer",6809,Panels and similar articles
680911,Plaster boards etc not ornamental faced or rein,6810,Articles of plastering material
680919,Plaster boards etc not ornamental faced or rein,6810,Articles of plastering material
680990,Articles of plaster or compositions based on pl,6810,Articles of plastering material
681011,"Building blocks and bricks of cement, concrete",6811,"Cement,artificial stone products"
681019,"Tiles,flagstones and similar art. of cement/con",6811,"Cement,artificial stone products"
681020,Pipes of cement or concrete,6811,"Cement,artificial stone products"
681091,Prefabri structural components of buildings etc,6811,"Cement,artificial stone products"
681099,"Articles of cement, of concrete or of artificia",6811,"Cement,artificial stone products"
681110,"Corrugated sheets of asbestos-cement,of cellulo",6812,Articles of asbestos-cement
681120,"Sheets nes,panels/tiles etc of asbestos-cement,",6812,Articles of asbestos-cement
681130,"Tubes,pipes&tube or pipe fittings of asbestos-c",6812,Articles of asbestos-cement
681190,"Articles nes, of asbestos-cement of cellulose f",6812,Articles of asbestos-cement
681210,Asbestos fibres etc,6813,"Asbestos manufactures,  nonfriction"
681220,Asbestos yarn and thread,6813,"Asbestos manufactures,  nonfriction"
681230,"Asbestos cords and string, whether or not plait",6813,"Asbestos manufactures,  nonfriction"
681240,Asbestos woven or knitted fabric,6813,"Asbestos manufactures,  nonfriction"
681250,"Asbestos clothing, clothing accessories, footwe",6813,"Asbestos manufactures,  nonfriction"
681260,"Asbestos paper, millboard and felt",6813,"Asbestos manufactures,  nonfriction"
681270,"Compressed asbestos fibre jointing, in sheets o",6813,"Asbestos manufactures,  nonfriction"
681290,Asbestos fabricated products nes,6813,"Asbestos manufactures,  nonfriction"
681310,Asbestos brake linings and pads,6814,Friction material for brakes
681390,Asbestos friction material and articles nes,6814,Friction material for brakes
681410,"Mica plates,sheets and strips,agglomerated/reco",6815,Worked mica and articles
681490,Worked mica and articles of mica nes,6815,Worked mica and articles
681510,Non-electrical articles of graphite or other ca,6816,"Other mineral manufactures,  nonceramic"
681520,Articles of peat,6816,"Other mineral manufactures,  nonceramic"
681591,"Articles containing magnesite, dolomite or chro",6816,"Other mineral manufactures,  nonceramic"
681599,Articles of stone or of other mineral substance,6816,"Other mineral manufactures,  nonceramic"
690100,"Bricks, blocks etc&ceramic gds of siliceous fos",6901,"Siliceous earths,bricks"
690210,"Refractory bricks etc >50% Mg, Ca or Cr express",6902,Refractory brick nes
690220,"Refractory bricks etc >50% alumina Al2O3, silic",6902,Refractory brick nes
690290,Refractory bricks etc nes,6902,Refractory brick nes
690310,"Refractory ceramic gds nes, >50% of graphite or",6903,"Refractory ware, nonbuilding"
690320,"Refractory ceramic gds nes,>50% of Al2O3 or mx/",6903,"Refractory ware, nonbuilding"
690390,Refractory ceramic goods nes,6903,"Refractory ware, nonbuilding"
690410,Building bricks,6904,Building bricks
690490,"Ceramic flooring blocks, support or filler tile",6904,Building bricks
690510,"Roofing tiles, ceramic",6905,"Roofing tiles etc,ceramic"
690590,"Chimney-pots, cowls, chimney liners etc&oth cer",6905,"Roofing tiles etc,ceramic"
690600,"Ceramic pipes, conduits, guttering and pipe fit",6906,"Piping, conduits and guttering"
690710,"Tiles, cubes and sim <7 cm rect or not etc, ung",6907,"Unglazed setts, hearth and wall tiles"
690790,"Tiles, cubes and sim nes, unglazed ceramics",6907,"Unglazed setts, hearth and wall tiles"
690810,"Tiles, cubes and sim <7 cm rect or not etc, gla",6908,"Glazed setts, hearth and wall tiles"
690890,"Tiles, cubes and sim nes, glazed ceramics",6908,"Glazed setts, hearth and wall tiles"
690911,"Ceramic wares laboratory,chemical/oth technical",6909,"Laboratory,chemical wares,troughs"
690919,"Ceramic wares laboratory, chemical/other techni",6909,"Laboratory,chemical wares,troughs"
690990,"Ceramic troughs, tubes etc used in agriculture,",6909,"Laboratory,chemical wares,troughs"
691010,"Ceramic sinks,wash basins etc&similar sanitary",6910,"Sinks, baths and sanitary fixtures"
691090,"Ceramic sinks, wash basins etc & similar sanita",6910,"Sinks, baths and sanitary fixtures"
691110,Tableware and kitchenware of porcelain or china,6911,"Porcelain,china house ware"
691190,Household articles nes & toilet articles of por,6911,"Porcelain,china house ware"
691200,"Ceramic tableware, kitchenware, other household",6912,Coarse ceramic houseware
691310,Statuettes and other ornamental articles of por,6913,Ceramic ornaments etc
691390,Statuettes and other ornamental articles of cer,6913,Ceramic ornaments etc
691410,Articles of porcelain or china nes,6914,Other ceramic articles nes
