SITC Revision 1 Product Code,SITC Revision 1 Product Description,BEC Product Code,BEC Product Description
5543,"Polishes, pastes, powder for polishing/preserving",63,Non-durable
5714,Hunting and sporting ammunition,63,Non-durable
62998,"Articles of unhardened rubber, n.e.s.",63,Non-durable
6422,"Envelopes, writing blocks, etc. for correspondence",63,Non-durable
65114,Silk yarn put up for retail sale,63,Non-durable
65125,"Yarn wool or anim hair, put up for retail sale",63,Non-durable
65142,"Cotton yarn and thread, put up for retail sale",63,Non-durable
65152,"Flax of ramie yarn, put up for retail sale",63,Non-durable
65163,Yarn of continuous synth. fibres. not for sale,63,Non-durable
65165,Yarn of discontinuous synt.fib. Not for sale,63,Non-durable
65173,"Yarn of continuous regen. fibres, for retail sale",63,Non-durable
65175,"Yarn of discont. regen. fibres, for retail sale",63,Non-durable
69791,"Steel wool, pot scourers & polishing pads",63,Non-durable
69851,"Needles for hand sewing, knitting, netting, etc.",63,Non-durable
69852,"Pins, hairpins & curling grips of iron or steel",63,Non-durable
72911,Primary batteries & cells,63,Non-durable
7292,Electric lamps,63,Non-durable
86242,"Films in rolls, sensitized, unexposed",63,Non-durable
89211,"Printed books, pamphlets, etc",63,Non-durable
89212,Children’s picture & painting books,63,Non-durable
89213,"Maps, hydrographic  charts, etc.",63,Non-durable
8922,Newspapers and periodicals,63,Non-durable
89241,Transfers (decalcomanias),63,Non-durable
89242,"Picture postcards, etc., printed by any process",63,Non-durable
89294,"Calendars, incl. cal. blocks, of paper",63,Non-durable
89299,Other printed matter (incl. picture & photograph,63,Non-durable
89425,"Christmas decorations, etc.",63,Non-durable
89923,Brooms/brushes of vegetable mat. not mounted,63,Non-durable
89924,"Other brooms, brushes, mops, paint rollers.etc.",63,Non-durable
89926,Feather dusters,63,Non-durable
89931,"Candles, tapers, etc.",63,Non-durable
89932,Matches (excluding Bengal matches),63,Non-durable
89933,"Combustible preparations and products, n.e.s.",63,Non-durable
89951,"Powder puffs pads for applying cosm./toil, prep.",63,Non-durable
89954,"Combs, hair slides, etc",63,Non-durable
89996,"Fans, non mechanical, etc.",63,Non-durable
0011,Bovine cattle including buffaloes,111,Mainly for industry
0012,"Sheep, lambs and goats",111,Mainly for industry
0013,Swine,111,Mainly for industry
0014,"Poultry ,live",111,Mainly for industry
0019,"Live animals chiefly for food , n.e.s.",111,Mainly for industry
0410,"Wheat and meslin, unmilled",111,Mainly for industry
0421,"Rice in the husk or not, not further prepared",111,Mainly for industry
0430,"Barley, unmilled",111,Mainly for industry
0451,"Rye, unmilled",111,Mainly for industry
0459,"Cereals, unmilled, n.e.s",111,Mainly for industry
05363,Fruit in temporary preservative,111,Mainly for industry
05462,Vegetables in temporary preservative,111,Mainly for industry
05481,"Roots & tubers, fresh or dried, sago pith",111,Mainly for industry
05482,"Sugar beet, fresh or dried; sugar cane",111,Mainly for industry
05483,"Chicory roots, fresh or dried, unroasted",111,Mainly for industry
05484,Hops,111,Mainly for industry
05489,"Vegetable products, fresh or dried, n.e.s.",111,Mainly for industry
0711,"Coffee, green or roasted",111,Mainly for industry
0721,"Cocoa beans, raw or roasted",111,Mainly for industry
2211,"Groundnuts peanuts green, ex. flour and meal",111,Mainly for industry
2212,"Copra, ex. flour and meal",111,Mainly for industry
2213,Palm nuts & kernels,111,Mainly for industry
2214,Soya beans,111,Mainly for industry
2216,Cotton seed,111,Mainly for industry
2218,"Oil seeds, oil nuts & oil kernels, n.e.s.",111,Mainly for industry
0111,"Meat of bovine animals, fresh, chilled or frozen",112,Mainly for household consumption
0112,"Meat of sheep & goats, fresh, chilled or frozen",112,Mainly for household consumption
0113,"Meat of swine, fresh, chilled or frozen",112,Mainly for household consumption
0114,"Poultry, incl. offals ex. liver fresh, chilled, frozen",112,Mainly for household consumption
0115,"Meat of horses, asses, mules & hinnies, fr.ch.fro.",112,Mainly for household consumption
0116,"Edible offals of animals, fresh, chilled, frozen",112,Mainly for household consumption
01181,"Poultry liver, fresh, chilled, frozen salted",112,Mainly for household consumption
01189,"Meat & edible offals, n.e.s.",112,Mainly for household consumption
0223,Milk & cream fresh,112,Mainly for household consumption
0250,Eggs,112,Mainly for household consumption
0311,"Fish, fresh, chilled or frozen",112,Mainly for household consumption
0312,"Fish, salted, dried or smoked",112,Mainly for household consumption
0313,"Crustacean & molluscs, fresh, chilled, salted, dried",112,Mainly for household consumption
0511,"Oranges, tangerines and clementines",112,Mainly for household consumption
0512,Other citrus fruit,112,Mainly for household consumption
0513,"Bananas including plantains ,fresh",112,Mainly for household consumption
0514,"Apples, fresh",112,Mainly for household consumption
0515,"Grapes, fresh",112,Mainly for household consumption
05171,"Coconuts, brazil cashew nuts, fresh/dried",112,Mainly for household consumption
05172,"Other edible nuts, fresh or dried",112,Mainly for household consumption
05191,"Figs, fresh",112,Mainly for household consumption
05192,"Pears & quinces, fresh",112,Mainly for household consumption
05193,"Stone fruit, fresh",112,Mainly for household consumption
05194,"Berries, fresh",112,Mainly for household consumption
05195,"Tropical fruit other than bananas, fresh",112,Mainly for household consumption
05199,Other fresh fruit,112,Mainly for household consumption
05201,"Tropical fruit, dried",112,Mainly for household consumption
05202,"Figs, dried",112,Mainly for household consumption
05203,"Grapes, dried (raisins)",112,Mainly for household consumption
05209,Other dried fruit,112,Mainly for household consumption
0541,"Potatoes, fresh, not including sweet potatoes",112,Mainly for household consumption
0542,"Beans, peas, lentils & leguminous vegetable. dried",112,Mainly for household consumption
0544,"Tomatoes, fresh",112,Mainly for household consumption
0545,Other fresh vegetables,112,Mainly for household consumption
0616,Natural honey,112,Mainly for household consumption
0741,Tea,112,Mainly for household consumption
0742,Mate,112,Mainly for household consumption
0751,"Pepper & pimento, whether or not ground",112,Mainly for household consumption
07521,Vanilla,112,Mainly for household consumption
07522,Cinnamon & cinnamon tree flowers,112,Mainly for household consumption
07523,"Cloves (whole fruit, cloves & stems)",112,Mainly for household consumption
07524,"Nutmeg, mace & cardamoms",112,Mainly for household consumption
07525,"Seeds of anise, badian, fennel, coriander, cumin et",112,Mainly for household consumption
07529,"Thyme, saffron, bay leaves & other spices",112,Mainly for household consumption
04601,Flour of wheat or of meslin,121,Mainly for industry
04602,Meal & groats of wheat or of meslin,121,Mainly for industry
04701,Cereal flours excl. of wheat or of meslin,121,Mainly for industry
04702,Cereal meal & groats excl. Of wheat or meslin,121,Mainly for industry
0482,Malt including malt flour,121,Mainly for industry
04881,Malt extract,121,Mainly for industry
04883,Sealing wafers & similar products,121,Mainly for industry
05361,"Fruit pres. By freezing, not cont. Added sugar",121,Mainly for industry
05362,"Fruit pres. By freezing, cont. Added sugar",121,Mainly for industry
05364,Peel of melons & citrus fruit not pres by sugar,121,Mainly for industry
05541,Flours of leg. vegetables fall. in heading 054.2,121,Mainly for industry
05542,Flours of the fruits falling within group 051,121,Mainly for industry
05543,"Flour, meal & flakes of potato",121,Mainly for industry
05544,Flour & meal of roots & tubers fall. in 054.81,121,Mainly for industry
05545,"Tapioca, sago & substitutes",121,Mainly for industry
0611,"Raw sugar, beet & cane",121,Mainly for industry
0615,Molasses,121,Mainly for industry
0619,Sugars & syrups n.e.s incl. art. honey & caramel,121,Mainly for industry
06202,"Flavored or coloured sugars, syrups & molasses",121,Mainly for industry
0722,"Cocoa powder, unsweetened",121,Mainly for industry
07231,Cocoa paste,121,Mainly for industry
07232,Cocoa butter (fat or oil),121,Mainly for industry
09906,Natural yeasts & prepared baking powders,121,Mainly for industry
11211,"Grape must, in fermentation or with ferm. arrested",121,Mainly for industry
2219,"Flour & meal of oil seeds, nuts, kernels, fat",121,Mainly for industry
4111,Oils of fish and marine mammals,121,Mainly for industry
41131,"Pig and poultry fat, unrendered",121,Mainly for industry
4212,Soya bean oil,121,Mainly for industry
4213,Cotton seed oil,121,Mainly for industry
4214,Groundnut /peanut/ oil,121,Mainly for industry
4217,"Rape, colza and mustard oils",121,Mainly for industry
4222,Palm oil,121,Mainly for industry
4223,Coconut copra oil,121,Mainly for industry
4224,Palm kernel oil,121,Mainly for industry
4312,Hydrogenated oils and fats,121,Mainly for industry
59952,Gluten and gluten flour,121,Mainly for industry
0121,"Bacon, ham & other dried, salted, smoked pig meat",122,Mainly for household consumption
0129,"Meat & edible offals, n.e.s. Dried, salted, smoked",122,Mainly for household consumption
0133,Meat extracts & meat juices,122,Mainly for household consumption
0134,"Sausages, whether or not in airtight containers",122,Mainly for household consumption
0138,Other prepared or preserved meat,122,Mainly for household consumption
0221,Milk & cream evaporated or condensed,122,Mainly for household consumption
0222,"Milk & cream in solid form, blocks or powder",122,Mainly for household consumption
0230,Butter,122,Mainly for household consumption
0240,Cheese and curd,122,Mainly for household consumption
03201,Prepared or preserved fish incl. caviar,122,Mainly for household consumption
03202,"Crustacean & molluscs, prepared or preserved",122,Mainly for household consumption
0422,"Rice, glazed or polished, not further prepared",122,Mainly for household consumption
04811,"Cereal grains, rolled, flaked, polished",122,Mainly for household consumption
04812,Prep. foods obt. By roasting of cereal grains,122,Mainly for household consumption
0483,"Macaroni, spaghetti, noodles, vermicelli etc.",122,Mainly for household consumption
04841,"Bread, ships biscuits & other bakers wares",122,Mainly for household consumption
04842,"Pastry, biscuits, cakes & fine bakers wares",122,Mainly for household consumption
04882,"Prep. of flour, starch or malt as infant food",122,Mainly for household consumption
0532,"Fruit, fruit peel, preserved by sugar",122,Mainly for household consumption
0533,"Jams, marmalades, fruit jellies",122,Mainly for household consumption
0535,"Fruit juices & vegetable juices, unfermented",122,Mainly for household consumption
0539,"Fruit & nuts, prepared or preserved, n.e.s",122,Mainly for household consumption
05461,"Vegetables, frozen",122,Mainly for household consumption
0551,"Vegetables, dehydrated excl. leguminous vegetable.",122,Mainly for household consumption
05551,"Veg.& fruit, prep./pres. by vinegar or acet. acid",122,Mainly for household consumption
05552,"Vegetables otherwise preserved or prepared, n.e.s.",122,Mainly for household consumption
0612,"Refined sugar & other prod. of refining, no syrup",122,Mainly for household consumption
06201,"Sugar confectionery, not containing cocoa",122,Mainly for household consumption
0713,"Coffee extracts, essences, concentrates",122,Mainly for household consumption
0730,Chocolate & other food prep. Of cocoa,122,Mainly for household consumption
0913,Lard & other rendered pig & poultry fat,122,Mainly for household consumption
0914,"Margarine, imitn lard & prepared edible fats n.e.s.",122,Mainly for household consumption
09901,"Roasted coffee substitutes, etc.",122,Mainly for household consumption
09902,"Extracts, essences or conc. of tea or mate, etc.",122,Mainly for household consumption
09903,Mustard flour and prepared mustard,122,Mainly for household consumption
09904,Sauces; mixed seasonings,122,Mainly for household consumption
09905,Soups and broths,122,Mainly for household consumption
09907,Vinegar and substitutes for vinegar,122,Mainly for household consumption
09909,Other miscellaneous food preparations,122,Mainly for household consumption
11101,Waters(incl.spa waters);ice and snow,122,Mainly for household consumption
11102,"Lemonade & flav. waters, non alcoholic",122,Mainly for household consumption
11212,"Wine of fresh grapes, grape must",122,Mainly for household consumption
11213,Vermouths & other wines of fresh grapes,122,Mainly for household consumption
1122,"Cider & fermented beverages, n.e.s.",122,Mainly for household consumption
1123,"Beer including ale, stout, porter",122,Mainly for household consumption
1124,Distilled alcoholic beverages,122,Mainly for household consumption
4215,Olive oil,122,Mainly for household consumption
4216,Sunflower seed oil,122,Mainly for household consumption
3321,"Motor spirit, gasoline and other light oils",321,Motor spirit
2412,Wood charcoal,322,Other
3215,Briquettes of coal,322,Other
3218,"Coke & semi coke of coal, of lignite or of peat",322,Other
33102,"Petroleum, partly refined (incl. topped crudes)",322,Other
3322,Lamp oil and white spirit,322,Other
3323,Distillate fuels,322,Other
3324,Residual fuel oils,322,Other
33251,Lubricating prep. cont.>70% by weight of petr.,322,Other
33252,Lubricating prep. cont.<70% by weight of petr.,322,Other
3412,"Gas, manufactured",322,Other
3510,Electric energy,322,Other
7311,Railway locomotives steam and tenders,521,Industrial
7312,"Electric railway locomotives, not self generat.",521,Industrial
7313,"Railway locomotives, not steam or electric",521,Industrial
7314,Mechanically propelled railway and tramway cars,521,Industrial
7315,Rail & tram passenger cars not mech propelled,521,Industrial
73161,Railway & tramway service vehicles,521,Industrial
73162,Railway and tramway goods wagons /freight cars/,521,Industrial
73163,Road rail and similar containers,521,Industrial
7322,"Buses, including trolleybuses",521,Industrial
7323,"Lorries and trucks, including ambulances, etc.",521,Industrial
7324,"Special purpose lorries, trucks and vans",521,Industrial
7325,Road tractors for tractor trailer combinations,521,Industrial
7333,"Trailers & oth vehicles not motorized, & parts",521,Industrial
7341,"Aircraft, heavier than air",521,Industrial
73491,Airships & balloons,521,Industrial
7353,"Ships and boats, other than warships",521,Industrial
73591,Tugs,521,Industrial
73291,"Motorcycles, auto cycles, etc.& side cars",522,Non-industrial
73311,"Cycles, not motorized",522,Non-industrial
7334,Invalid carriages,522,Non-industrial
