HS 1996 Product Code,HS 1996 Product Description,CCCN Product Code,CCCN Product Description
846029,"Other grinding machines, in which the positioning in any one axis can be set up to an accuracy of at least 0.01 mm :-- Other",8445I,Other metal cuttng machinary-tools
846031,Sharpening (tool or cutter grinding) machines :-- Numerically controlled,8445I,Other metal cuttng machinary-tools
846039,Sharpening (tool or cutter grinding) machines :-- Other,8445I,Other metal cuttng machinary-tools
846040,Honing or lapping machines,8445I,Other metal cuttng machinary-tools
846090,Other,8445I,Other metal cuttng machinary-tools
846110,Planing machines,8445G,"Planing machines,metalworking"
846120,Shaping or slotting machines,8445N,Other metalwrkg machines-tools
846130,Broaching machines,8445N,Other metalwrkg machines-tools
846140,"Gear cutting, gear grinding or gear finishing machines",8445B,Gear-cutting machines
846150,Sawing or cutting-off machines,8445F,"Sawing machines,metalworkng"
846190,Other,8445N,Other metalwrkg machines-tools
846210,Forging or die-stamping machines (including presses) and hammers,8445K,"Forging etc machines,metalworking"
846221,"Bending, folding, straightening or flattening machines (including presses) :-- Numerically controlled",8445L,"Bending etc machines,metalworking"
846229,"Bending, folding, straightening or flattening machines (including presses) :-- Other",8445L,"Bending etc machines,metalworking"
846231,"Shearing machines (including presses), other than combined punching and shearing machines :-- Numerically controlled",8445M,"Shearing etc machinary,metalworking"
846239,"Shearing machines (including presses), other than combined punching and shearing machines :-- Other",8445M,"Shearing etc machinary,metalworking"
846241,"Punching or notching machines (including presses), including combined punching and shearing machines :-- Numerically controlled",8445M,"Shearing etc machinary,metalworking"
846249,"Punching or notching machines (including presses), including combined punching and shearing machines :-- Other",8445M,"Shearing etc machinary,metalworking"
846291,Other :-- Hydraulic presses,8445J,Other metalworking presses
846299,Other :-- Other,8445J,Other metalworking presses
846310,"Draw-benches for bars, tubes, profiles, wire or the like",8445N,Other metalwrkg machines-tools
846320,Thread rolling machines,8445N,Other metalwrkg machines-tools
846330,Machines for working wire,8445N,Other metalwrkg machines-tools
846390,Other,8445N,Other metalwrkg machines-tools
846410,Sawing machines,8446,"Machine-tools for working stone, etc"
846420,Grinding or polishing machines,8446,"Machine-tools for working stone, etc"
846490,Other,8446,"Machine-tools for working stone, etc"
846510,Machines which can carry out different types of machining operations without tool change between such operations,8447,"Machine-tools for working wood, etc"
846591,Other :-- Sawing machines,8447,"Machine-tools for working wood, etc"
846592,"Other :-- Planing, milling or moulding (by cutting) machines",8447,"Machine-tools for working wood, etc"
846593,"Other :-- Grinding, sanding or polishing machines",8447,"Machine-tools for working wood, etc"
846594,Other :-- Bending or assembling machines,8447,"Machine-tools for working wood, etc"
846595,Other :-- Drilling or morticing machines,8447,"Machine-tools for working wood, etc"
846596,"Other :-- Splitting, slicing or paring machines",8447,"Machine-tools for working wood, etc"
846599,Other,8447,"Machine-tools for working wood, etc"
846610,Tool holders and self-opening dieheads,8448A,"Work,tool holders etc"
846620,Work holders,8448A,"Work,tool holders etc"
846630,Dividing heads and other special attachments for machine-tools,8448A,"Work,tool holders etc"
846691,Other :-- For machines of heading No. 84.64,8448C,Parts nes of tools of 7281
846692,Other :-- For machines of heading No. 84.65,8448C,Parts nes of tools of 7281
846693,Other :-- For machines of headings Nos. 84.56 to 84.61,8448B,Parts nes of tools of 736
846694,Other :-- For machines of heading No. 84.62 or 84.63,8448B,Parts nes of tools of 736
846711,Pneumatic :-- Rotary type (including combined rotary-percussion),8449A,Power hand tools nonelectrical
846719,Pneumatic :-- Other,8449A,Power hand tools nonelectrical
846781,Other tools :-- Chain saws,8449A,Power hand tools nonelectrical
846789,Other tools :-- Other,8449A,Power hand tools nonelectrical
846791,Parts :-- Of chain saws,8449B,Parts nes of tool of 74511
846792,Parts :-- Of pneumatic tools,8449B,Parts nes of tool of 74511
846799,Parts :-- Other,8449B,Parts nes of tool of 74511
846810,Hand-held blow pipes,8450,"Gas-operated welding, etc & surface tempering appliances"
846820,Other gas-operated machinery and apparatus,8450,"Gas-operated welding, etc & surface tempering appliances"
846880,Other machinery and apparatus,8459G,Metal etc treatng machines nes
846890,Parts,8459I,Parts of machines of 7284 etc
846911,Automatic typewriters and word-processing machines :-- Word-processing machines,8451A,"Electrical typewriters,normal"
846912,Automatic typewriters and word-processing machines :-- Automatic typewriters,8451A,"Electrical typewriters,normal"
846920,"Other typewriters, electric",8451A,"Electrical typewriters,normal"
846930,"Other typewriters, non-electric",8451B,"Nonelectrical typewrtrs,normal"
847010,"Electronic calculators capable of operation without an     external source of electric power and pocket-size data recording, reproducing and displaying machines with calculating functions",8452A,Calculating machines
847021,Other electronic calculating machines :-- Incorporating a printing device,8452A,Calculating machines
847029,Other electronic calculating machines :-- Other,8452A,Calculating machines
847030,Other calculating machines,8452A,Calculating machines
847040,Accounting machines,8452B,Accounting machines
847050,Cash registers,8452C,Cash registers
847090,Other,8452D,Postage-franking etc machinary
847110,Analogue or hybrid automatic data processing machines,8453A,"Analog,hybrid computers"
847130,"Portable digital automatic data processing machines, weighing not more than 10 kg, consisting of at least a central processing unit, a keyboard and a display",8453B,Digital computers
847141,"Other digital automatic data processing machines :-- Comprising in the same housing at least a central processing unit and an input and output unit, whether or not combined",8453B,Digital computers
847149,"Other digital automatic data processing machines :-- Other, presented in the form of systems",8453C,Digitl centrl processors
847150,"Digital processing units other than those of sub-headings 8471.41 and 8471.49, whether or not containing in the same housing one or two of the following types of unit : storage units, input units, output units",8453C,Digitl centrl processors
847160,"Input or output units, whether or not containing storage units in the same housing",8453E,Adp peripheral units
847170,Storage units,8453D,Digitl centrl stor units
847180,Other units of automatic data processing machines,8453F,Off-line data processing equipment
847190,Other,8453F,Off-line data processing equipment
847210,Duplicating machines,8454A,"Duplicating machinary,hectograph,stencil"
847220,Addressing machines and address plate embossing machines,8454B,Othr office machines nes
847230,"Machines for sorting or folding mail or for inserting mail in envelopes or bands, machines for opening, closing or sealing mail and machines for affixing or cancelling postage stamps",8454B,Othr office machines nes
847290,Other,8454B,Othr office machines nes
847310,Parts and accessories of the machines of heading No. 84.69,8455A,"Typewriter parts,accessories nes"
847321,"Parts and accessories of the machines of heading No. 84.70 :-- Of the electronic calculating machines of subheading No. 8470.10, 8470.21 or 8470.29",8455B,"Parts & accessories of accounting,calculating,etc machines and of computer"
847329,Parts and accessories of the machines of heading No. 84.70 :-- Other,8455B,"Parts & accessories of accounting,calculating,etc machines and of computer"
847330,Parts and accessories of the machines of heading No. 84.71,8455B,"Parts & accessories of accounting,calculating,etc machines and of computer"
847340,Parts and accessories of the machines of heading No. 84.72,8455C,"Other office machinery parts,accessories nes"
847350,Parts and accessories equally suitable for use with machines of two or more of the headings Nos. 84.69 to 84.72,8455C,"Other office machinery parts,accessories nes"
847410,"Sorting, screening, separating or washing machines",8456A,Mineral sorting etc machinery
847420,Crushing or grinding machines,8456B,Mineral crushing etc machinery
847431,Mixing or kneading machines :-- Concrete or mortar mixers,8456C,"Mneral mixing,kneading machinary"
847432,Mixing or kneading machines :-- Machines for mixing mineral substances with bitumen,8456C,"Mneral mixing,kneading machinary"
847439,Mixing or kneading machines :-- Other,8456C,"Mneral mixing,kneading machinary"
847480,Other machinery,8456D,Mineral moulding etc machinery
847490,Parts,8456E,Parts nes of machinery of 7283
847510,"Machines for assembling electric or electronic lamps,     tubes or valves or flashbulbs, in glass envelopes",8457,Glass-working machinery
847521,Machines for manufacturing or hot working glass or glassware :-- Machines for making optical fibres and preforms thereof,8457,Glass-working machinery
847529,Machines for manufacturing or hot working glass or glassware :-- Other,8457,Glass-working machinery
847590,Parts,8457,Glass-working machinery
847621,Automatic beverage-vending machines :-- Incorporating heating or refrigerating devices,8458,Automatic vending machines
847629,Automatic beverage-vending machines :-- Other,8458,Automatic vending machines
847681,Other machines :-- Incorporating heating or refrigerating devices,8458,Automatic vending machines
847689,Other machines :-- Other,8458,Automatic vending machines
847690,Parts,8458,Automatic vending machines
847710,Injection-moulding machines,8459D,"Rubber,plastics working machinary"
847720,Extruders,8459D,"Rubber,plastics working machinary"
847730,Blow moulding machines,8459D,"Rubber,plastics working machinary"
847740,Vacuum moulding machines and other thermoforming machines,8459D,"Rubber,plastics working machinary"
847751,Other machinery for moulding or otherwise forming :-- For moulding or retreading pneumatic tyres or for moulding or otherwise forming inner tubes,8459D,"Rubber,plastics working machinary"
847759,Other machinery for moulding or otherwise forming :-- Other,8459D,"Rubber,plastics working machinary"
847780,Other machinery,8459D,"Rubber,plastics working machinary"
847790,Parts,8459I,Parts of machines of 7284 etc
847810,Machinery,8459E,Tobacco working machines nes
847890,Parts,8459I,Parts of machines of 7284 etc
847910,"Machinery for public works, building or the like",8459B,Public works machnery nes
847920,Machinery for the extraction or preparation of animal or fixed vegetable fats or oils,8459C,"Animal,vegetable oil ,fat machinary"
847930,Presses for the manufacture of particle board or fibre building board of wood or other ligneous materials and other machinery for treating wood or cork,8459F,Wood treating machines nes
847940,Rope or cable-making machines,8459H,Other machinery with individual functions
847950,"Industrial robots, not elsewhere specified or included",8459H,Other machinery with individual functions
847960,Evaporative air coolers,8459H,Other machinery with individual functions
847981,"Other machines and mechanical appliances :-- For treating metal, including electric wire coil-winders",8459G,Metal etc treatng machines nes
847982,"Other machines and mechanical appliances :-- Mixing, kneading, crushing, grinding, screening, sifting, homogenising, emulsifying or stirring machines",8459H,Other machinery with individual functions
847989,Other machines and mechanical appliances :-- Other,8459H,Other machinery with individual functions
847990,Parts,8459I,Parts of machines of 7284 etc
848010,Moulding boxes for metal foundry,8460,"Moulding boxes for metal foundry, etc"
848020,Mould bases,8460,"Moulding boxes for metal foundry, etc"
848030,Moulding patterns,7340C,"Iron,steel forgings rough"
848041,Moulds for metal or metal carbides :-- Injection or compression types,8460,"Moulding boxes for metal foundry, etc"
848049,Moulds for metal or metal carbides :-- Other,8460,"Moulding boxes for metal foundry, etc"
848050,Moulds for glass,8460,"Moulding boxes for metal foundry, etc"
848060,Moulds for mineral materials,8460,"Moulding boxes for metal foundry, etc"
848071,Moulds for rubber or plastics :-- Injection or compression types,8460,"Moulding boxes for metal foundry, etc"
848079,Moulds for rubber or plastics :-- Other,8460,"Moulding boxes for metal foundry, etc"
848110,Pressure-reducing valves,8461,Taps and similar appliances
848120,Valves for oleohydraulic or pneumatic transmissions,8461,Taps and similar appliances
848130,Check valves,8461,Taps and similar appliances
848140,Safety or relief valves,8461,Taps and similar appliances
848180,Other appliances,8461,Taps and similar appliances
848190,Parts,8461,Taps and similar appliances
848210,Ball bearings,8462,"Ball, roller or needle bearings"
848220,"Tapered roller bearings, including cone and tapered roller assemblies",8462,"Ball, roller or needle bearings"
848230,Spherical roller bearings,8462,"Ball, roller or needle bearings"
848240,Needle roller bearings,8462,"Ball, roller or needle bearings"
848250,Other cylindrical roller bearings,8462,"Ball, roller or needle bearings"
848280,"Other, including combined ball/roller bearings",8462,"Ball, roller or needle bearings"
848291,"Parts :-- Balls, needles and rollers",8462,"Ball, roller or needle bearings"
848299,Parts :-- Other,8462,"Ball, roller or needle bearings"
848310,Transmission shafts (including cam shafts and crank shafts) and cranks,8463,"Transmission shafts, etc"
848320,"Bearing housings, incorporating ball or roller bearings",8463,"Transmission shafts, etc"
848330,"Bearing housings, not incorporating ball or roller bearings; plain shaft bearings",8463,"Transmission shafts, etc"
848340,"Gears and gearing, other than toothed wheels, chain sprockets and other transmission elements presented separately; ball or roller screws; gear boxes and other speed changers, including torque converters",8463,"Transmission shafts, etc"
848350,"Flywheels and pulleys, including pulley blocks",8463,"Transmission shafts, etc"
848360,Clutches and shaft couplings (including universal joints),8463,"Transmission shafts, etc"
848390,Parts,8463,"Transmission shafts, etc"
848410,Gaskets and similar joints of metal sheeting combined with other material or of two or more layers of metal,8464,Gaskets and similar joints of metal combined with other material
848420,Mechanical seals,8465,"Machinery parts, not containing electrical connectors"
848490,Other,8464,Gaskets and similar joints of metal combined with other material
848510,Ships' or boats' propellers and blades therefor,8465,"Machinery parts, not containing electrical connectors"
848590,Other,8465,"Machinery parts, not containing electrical connectors"
850110,Motors of an output not exceeding 37.5 W,8501B,"Ac motors,inc univrsl motors"
850120,Universal AC/DC motors of an output exceeding 37.5 W,8501B,"Ac motors,inc univrsl motors"
850131,Other DC motors; DC generators :-- Of an output not exceeding 750 W,8501A,Dc motors and generators
850132,Other DC motors; DC generators :-- Of an output exceeding 750 W but not exceeding 75 kW,8501A,Dc motors and generators
850133,Other DC motors; DC generators :-- Of an output exceeding 75 kW but not exceeding 375 kW,8501A,Dc motors and generators
850134,Other DC motors; DC generators :-- Of an output exceeding 375 kW,8501A,Dc motors and generators
850140,"Other AC motors, single-phase",8501B,"Ac motors,inc univrsl motors"
850151,"Other AC motors, multi-phase :-- Of an output not exceeding 750 W",8501B,"Ac motors,inc univrsl motors"
850152,"Other AC motors, multi-phase :-- Of an output exceeding 750 W but not exceeding 75 kW",8501B,"Ac motors,inc univrsl motors"
850153,"Other AC motors, multi-phase :-- Of an output exceeding 75 kW",8501B,"Ac motors,inc univrsl motors"
850161,AC generators (alternators) : -- Of an output not exceeding 75 kVA,8501C,Ac generators
850162,AC generators (alternators) : -- Of an output exceeding 75 kVA but not exceeding 375 kVA,8501C,Ac generators
850163,AC generators (alternators) : -- Of an output exceeding 375 kVA but not exceeding 750 kVA,8501C,Ac generators
850164,AC generators (alternators) : -- Of an output exceeding 750 kVA,8501C,Ac generators
850211,Generating sets with compression-ignition internal combustion piston engines (diesel or semi-diesel engines) :-- Of an output not exceeding 75 kVA,8501D,Generator sets with piston engine
850212,Generating sets with compression-ignition internal combustion piston engines (diesel or semi-diesel engines) :-- Of an output exceeding 75 kVA but not exceeding 375 kVA,8501D,Generator sets with piston engine
850213,Generating sets with compression-ignition internal combustion piston engines (diesel or semi-diesel engines) :-- Of an output exceeding 375 kVA,8501D,Generator sets with piston engine
850220,Generating sets with spark-ignition internal combustion piston engines,8501D,Generator sets with piston engine
850231,Other generating sets :-- Wind-powered,8501A,Dc motors and generators
850239,Other generating sets :-- Other,8501A,Dc motors and generators
850240,Electric rotary converters,8501E,Rotary converters
850300,Parts suitable for use solely or principally with the machines of heading No. 85.01 or 85.02.,8501F,Parts nes of rotary electrical plants
850410,Ballasts for discharge lamps or tubes,8501J,Inductors
850421,Liquid dielectric transformers :-- Having a power handling capacity not exceeding 650 kVA,8501G,Liquid dielectric transformers
850422,"Liquid dielectric transformers :-- Having a power handling capacity exceeding 650 kVA but not exceeding 10,000 kVA",8501G,Liquid dielectric transformers
850423,"Liquid dielectric transformers :-- Having a power handling capacity exceeding 10,000 kVA",8501G,Liquid dielectric transformers
850431,Other transformers :-- Having a power handling capacity not exceeding 1 kVA,8501H,Other electric transformers
850432,Other transformers :-- Having a power handling capacity exceeding 1 kVA but not exceeding 16 kVA,8501H,Other electric transformers
850433,Other transformers :-- Having a power handling capacity exceeding 16 kVA but not exceeding 500 kVA,8501H,Other electric transformers
850434,Other transformers :-- Having a power handling capacity exceeding 500 kVA,8501H,Other electric transformers
850440,Static converters,8501I,Static converters etc
850450,Other inductors,8501J,Inductors
850490,Parts,8501K,Electric power machinery parts nes
850511,Permanent magnets and articles intended to become permanent magnets after magnetisation :-- Of metal,8502,"Electro-magnets, permanent magnets, etc"
850519,Permanent magnets and articles intended to become permanent magnets after magnetisation :-- Other,8502,"Electro-magnets, permanent magnets, etc"
850520,"Electro-magnetic couplings, clutches and brakes",8502,"Electro-magnets, permanent magnets, etc"
850530,Electro-magnetic lifting heads,8502,"Electro-magnets, permanent magnets, etc"
850590,"Other, including parts",8502,"Electro-magnets, permanent magnets, etc"
850610,Manganese dioxide,8503,Primary cells and batteries
850630,Mercuric oxide,8503,Primary cells and batteries
850640,Silver oxide,8503,Primary cells and batteries
850650,Lithium,8503,Primary cells and batteries
850660,Air-zinc,8503,Primary cells and batteries
850680,Other,8503,Primary cells and batteries
850690,Parts,8503,Primary cells and batteries
850710,"Lead-acid, of a kind used for starting piston engines",8504A,Electric accumulators
850720,Other lead-acid accumulators,8504A,Electric accumulators
850730,Nickel-cadmium,8504A,Electric accumulators
850740,Nickel-iron,8504A,Electric accumulators
850780,Other accumulators,8504A,Electric accumulators
850790,Parts,8504B,Electric accumulator parts nes
850810,Drills of all kinds,8505,"Tools for working in the hand, with self-contained electric motor"
850820,Saws,8505,"Tools for working in the hand, with self-contained electric motor"
850880,Other tools,8505,"Tools for working in the hand, with self-contained electric motor"
850890,Parts,8505,"Tools for working in the hand, with self-contained electric motor"
850910,Vacuum cleaners,8506A,Domestic electric vacuum cleanrs etc
850920,Floor polishers,8506A,Domestic electric vacuum cleanrs etc
850930,Kitchen waste disposers,8506D,Other domestic electric appliances etc
850940,Food grinders and mixers; fruit or vegetable juice extractors,8506C,Domestic electric food mixers etc
850980,Other appliances,8506D,Other domestic electric appliances etc
850990,Parts,8506E,Parts nes of equipment of 7757
851010,Shavers,8507,Shavers and hair clippers
851020,Hair clippers,8507,Shavers and hair clippers
851030,Hair-removing appliances,8506D,Other domestic electric appliances etc
851090,Parts,8507,Shavers and hair clippers
851110,Sparking plugs,8508,Electrical starting & ignition equipment for internal combustion engines
851120,Ignition magnetos; magneto-dynamos; magnetic flywheels,8508,Electrical starting & ignition equipment for internal combustion engines
851130,Distributors; ignition coils,8508,Electrical starting & ignition equipment for internal combustion engines
851140,Starter motors and dual purpose starter-generators,8508,Electrical starting & ignition equipment for internal combustion engines
851150,Other generators,8508,Electrical starting & ignition equipment for internal combustion engines
851180,Other equipment,8508,Electrical starting & ignition equipment for internal combustion engines
851190,Parts,8508,Electrical starting & ignition equipment for internal combustion engines
851210,Lighting or visual signalling equipment of a kind used on bicycles,8509,Electrical lighting and signalling equipment
851220,Other lighting or visual signalling equipment,8509,Electrical lighting and signalling equipment
851230,Sound signalling equipment,8509,Electrical lighting and signalling equipment
851240,"Windscreen wipers, defrosters and demisters",8509,Electrical lighting and signalling equipment
851290,Parts,8509,Electrical lighting and signalling equipment
851310,Lamps,8510,Portable electric battery and magneto lamps
851390,Parts,8510,Portable electric battery and magneto lamps
851410,Resistance heated furnaces and ovens,8511A,Industrial furnaces etc elctric
851420,Induction or dielectric furnaces and ovens,8511A,Industrial furnaces etc elctric
851430,Other furnaces and ovens,8511A,Industrial furnaces etc elctric
851440,Other induction or dielectric heating equipment,8511A,Industrial furnaces etc elctric
851490,Parts,8511A,Industrial furnaces etc elctric
851511,Brazing or soldering machines and apparatus :-- Soldering irons and guns,8511B,"Electric welders,etc"
851519,Brazing or soldering machines and apparatus :-- Other,8511B,"Electric welders,etc"
851521,Machines and apparatus for resistance welding of metal :-- Fully or partly automatic,8511B,"Electric welders,etc"
851529,Machines and apparatus for resistance welding of metal :-- Other,8511B,"Electric welders,etc"
851531,Machines and apparatus for arc (including plasma arc) welding of metals :-- Fully or partly automatic,8511B,"Electric welders,etc"
851539,Machines and apparatus for arc (including plasma arc) welding of metals :-- Other,8511B,"Electric welders,etc"
851580,Other machines and apparatus,8511B,"Electric welders,etc"
851590,Parts,8511B,"Electric welders,etc"
851610,Electric instantaneous or storage water heaters and immersion heaters,8512A,Electric water etc heaters
851621,Electric space heating apparatus and electric soil heating apparatus :-- Storage heating radiators,8512B,"Electric soil,space heaters"
851629,Electric space heating apparatus and electric soil heating apparatus :-- Other,8512B,"Electric soil,space heaters"
851631,Electro-thermic hair-dressing or hand-drying apparatus :-- Hair dryers,8512C,Electric hair dressing apparatus
851632,Electro-thermic hair-dressing or hand-drying apparatus :-- Other hair-dressing apparatus,8512C,Electric hair dressing apparatus
851633,Electro-thermic hair-dressing or hand-drying apparatus :-- Hand-drying apparatus,8512C,Electric hair dressing apparatus
851640,Electric smoothing irons,8512D,Electric smoothing irons
851650,Microwave ovens,8512E,Electrotherm domestic apparatus nes
851660,"Other ovens; cookers, cooking plates, boiling rings, grillers and roasters",8512E,Electrotherm domestic apparatus nes
851671,Other electro-thermic appliances :-- Coffee or tea makers,8512E,Electrotherm domestic apparatus nes
851672,Other electro-thermic appliances :-- Toasters,8512E,Electrotherm domestic apparatus nes
851679,Other electro-thermic appliances :-- Other,8512E,Electrotherm domestic apparatus nes
851680,Electric heating resistors,8512F,Non-carbon electric heating resistors
851690,Parts,8512G,Electro-thermic appliances parts nes
851711,Telephone sets; videophones :-- Line telephone sets with cordless handsets,8513A,"Line telephone,etc equipment"
851719,Telephone sets; videophones :-- Other,8513A,"Line telephone,etc equipment"
851721,Facsimile machines and teleprinters :-- Facsimile machines,8513A,"Line telephone,etc equipment"
851722,Facsimile machines and teleprinters :-- Teleprinters,8513A,"Line telephone,etc equipment"
851730,Telephonic or telegraphic switching apparatus,8513A,"Line telephone,etc equipment"
851750,"Other apparatus, for carrier-current line systems or for digital line systems",8513A,"Line telephone,etc equipment"
851780,Other apparatus,8513A,"Line telephone,etc equipment"
851790,Parts,8513B,Parts nes of apparatus of 7641
851810,Microphones and stands therefor,8514A,"Microphones,loudspeaker,amplifires"
851821,"Loudspeakers, whether or not mounted in their enclosures :-- Single loudspeakers, mounted in their enclosures",8514A,"Microphones,loudspeaker,amplifires"
851822,"Loudspeakers, whether or not mounted in their enclosures :-- Multiple loudspeakers, mounted in the same enclosure",8514A,"Microphones,loudspeaker,amplifires"
851829,"Loudspeakers, whether or not mounted in their enclosures :-- Other",8514A,"Microphones,loudspeaker,amplifires"
851830,"Headphones, earphones and combined microphone/speaker sets",8513A,"Line telephone,etc equipment"
851840,Audio-frequency electric amplifiers,8514A,"Microphones,loudspeaker,amplifires"
851850,Electric sound amplifier sets,8514A,"Microphones,loudspeaker,amplifires"
851890,Parts,8514B,Parts nes of equipment of 7642
851910,Coin- or disc-operated record-players,9211A,Coin-operated electric gramophones
851921,Other record-players :-- Without loudspeaker,9211B,Other electric gramophones etc
851929,Other record-players :-- Other,9211B,Other electric gramophones etc
851931,Turntables (record-decks) :-- With automatic record changing mechanism,9211B,Other electric gramophones etc
851939,Turntables (record-decks) :- Other,9211B,Other electric gramophones etc
851940,Transcribing machines,9211D,Dictating machines etc
851992,Other sound reproducing apparatus :-- Pocket-size cassette-players,9211D,Dictating machines etc
851993,"Other sound reproducing apparatus :-- Other, cassette-type",9211D,Dictating machines etc
851999,Other sound reproducing apparatus :-- Other,9211D,Dictating machines etc
852010,Dictating machines not capable of operating without an external source of power,9211D,Dictating machines etc
852020,Telephone answering machines,9211D,Dictating machines etc
852032,Other magnetic tape recorders incorporating sound reproducing apparatus :-- Digital audio type,9211D,Dictating machines etc
852033,"Other magnetic tape recorders incorporating sound reproducing apparatus :-- Other, cassette-type",9211D,Dictating machines etc
852039,Other magnetic tape recorders incorporating sound reproducing apparatus :-- Other,9211D,Dictating machines etc
852090,Other,9211D,Dictating machines etc
852110,Magnetic tape-type,9211C,"Magnetic tv image,sound appapparatus"
852190,Other,9211C,"Magnetic tv image,sound appapparatus"
852210,Pick-up cartridges,9213,Other parts within cccn 9211
852290,Other,9213,Other parts within cccn 9211
852311,Magnetic tapes :-- Of a width not exceeding 4 mm,9212A,Prepared sound recordng media
852312,Magnetic tapes :-- Of a width exceeding 4 mm but not exceeding 6.5 mm,9212A,Prepared sound recordng media
852313,Magnetic tapes :-- Of a width exceeding 6.5 mm,9212A,Prepared sound recordng media
852320,Magnetic discs,9212A,Prepared sound recordng media
852330,Cards incorporating a magnetic stripe,9212A,Prepared sound recordng media
852390,Other,9212A,Prepared sound recordng media
852410,Gramophone records,9212B,"Recorded discs,tapes etc"
852431,Discs for laser reading systems :-- For reproducing phenomena other than sound or image,9212B,"Recorded discs,tapes etc"
852432,Discs for laser reading systems :-- For reproducing sound only,9212B,"Recorded discs,tapes etc"
852439,Discs for laser reading systems :-- Other,9212B,"Recorded discs,tapes etc"
852440,Magnetic tapes for reproducing phenomena other than sound or image,9212B,"Recorded discs,tapes etc"
852451,Other magnetic tapes :-- Of a width not exceeding 4 mm,9212B,"Recorded discs,tapes etc"
852452,Other magnetic tapes :-- Of a width exceeding 4 mm but not exceeding 6.5 mm,9212B,"Recorded discs,tapes etc"
852453,Other magnetic tapes :-- Of a width exceeding 6.5 mm,9212B,"Recorded discs,tapes etc"
852460,Cards incorporating a magnetic stripe,9212B,"Recorded discs,tapes etc"
852491,Other :-- For reproducing phenomena other than sound or image,9212B,"Recorded discs,tapes etc"
852499,Other,9212B,"Recorded discs,tapes etc"
852510,Transmission apparatus,8515A,"Tv,radio transmittrs etc"
852520,Transmission apparatus incorporating reception apparatus,8515A,"Tv,radio transmittrs etc"
852530,Television cameras,8515H,Television cameras
852540,Still image video cameras and other video camera recorders,9211C,"Magnetic tv image,sound appapparatus"
852610,Radar apparatus,8515I,Radar apparatus etc
852691,Other :-- Radio navigational aid apparatus,8515I,Radar apparatus etc
852692,Other :-- Radio remote control apparatus,8515I,Radar apparatus etc
852712,"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Pocket-size radio cassette-players",8515E,Portable radio receivers
852713,"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other apparatus combined with sound recording or",8515E,Portable radio receivers
852719,"Radio-broadcast receivers capable of operating without an external source of power, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other",8515E,Portable radio receivers
852721,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, including apparatus capable of receiving also radio-telp...:Combined with sound recording or reproducing apparat",8515D,Motor vehicles radio receivers
852729,"Radio-broadcast receivers not capable of operating without an external source of power, of a kind used in motor vehicles, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other",8515D,Motor vehicles radio receivers
852731,"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Combined with sound recording or reproducing apparatus",8515F,Other radio receivers
852732,"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Not combined with sound recording or reproducing apparatus but combined with a clock",8515F,Other radio receivers
852739,"Other radio-broadcast receivers, including apparatus capable of receiving also radio-telephony or radio-telegraphy :-- Other",8515F,Other radio receivers
852790,Other apparatus,8515G,Radiotelephone etc recivers
852812,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus :-- Colour",8515B,Colour tv receivers
852813,"Reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus :-- Black and white or other monochrome",8515C,Monochrome tv receivers
852821,Video monitors :-- Colour,8515B,Colour tv receivers
852822,Video monitors :-- Black and white or other monochrome,8515C,Monochrome tv receivers
852830,Video projectors,8515B,Colour tv receivers
852910,Aerials and aerial reflectors of all kinds; parts suitable for use therewith,8515J,Telecomm equipment parts nes
852990,Other,8515J,Telecomm equipment parts nes
853010,Equipment for railways or tramways,8516,"Electric traffic control equipment for railways, etc"
853080,Other equipment,8516,"Electric traffic control equipment for railways, etc"
853090,Parts,8516,"Electric traffic control equipment for railways, etc"
853110,Burglar or fire alarms and similar apparatus,8517,Electric sound or visual signalling apparatus
853120,Indicator panels incorporating liquid crystal devices (LCD) or light emitting diodes (LED),8517,Electric sound or visual signalling apparatus
853180,Other apparatus,8517,Electric sound or visual signalling apparatus
853190,Parts,8517,Electric sound or visual signalling apparatus
853210,Fixed capacitors designed for use in 50/60 Hz circuits and having a reactive power handling capacity of not less than 0.5 kvar (power capacitors),8518,Electrical capacitors
853221,Other fixed capacitors :-- Tantalum,8518,Electrical capacitors
853222,Other fixed capacitors :-- Aluminium electrolytic,8518,Electrical capacitors
853223,"Other fixed capacitors :-- Ceramic dielectric, single layer",8518,Electrical capacitors
853224,"Other fixed capacitors :-- Ceramic dielectric, multilayer",8518,Electrical capacitors
853225,Other fixed capacitors :-- Dielectric of paper or plastics,8518,Electrical capacitors
853229,Other fixed capacitors :-- Other,8518,Electrical capacitors
853230,Variable or adjustable (pre-set) capacitors,8518,Electrical capacitors
