HS 1988/92 Product Code,HS 1988/92 Product Description,GTAP Product Code,GTAP Product Description
290410,Hydrocarbon derivatives containing only sulpho,33,"CRP - Chemical, rubber, plastic products"
290420,Hydrocarbon derivatives containing only nitro/n,33,"CRP - Chemical, rubber, plastic products"
290490,"Sulphonated, nitrated or nitrosated derivatives",33,"CRP - Chemical, rubber, plastic products"
290511,Methanol (methyl alcohol),33,"CRP - Chemical, rubber, plastic products"
290512,Propan-1-ol (propyl alcohol) and propan-2-ol (i,33,"CRP - Chemical, rubber, plastic products"
290513,Butan-1-ol (n-butyl alcohol),33,"CRP - Chemical, rubber, plastic products"
290514,"Other butanols, nes",33,"CRP - Chemical, rubber, plastic products"
290515,Pentanol (amyl alcohol) and isomers thereof,33,"CRP - Chemical, rubber, plastic products"
290516,Octanol (octyl alcohol) and isomers thereof,33,"CRP - Chemical, rubber, plastic products"
290517,"Dodecan-1-ol, hexadecan-1-ol and octadecan-1-ol",33,"CRP - Chemical, rubber, plastic products"
290519,"Saturated monohydric alcohols, nes",33,"CRP - Chemical, rubber, plastic products"
290521,Allyl alcohol,33,"CRP - Chemical, rubber, plastic products"
290522,Acyclic terpene alcohols,33,"CRP - Chemical, rubber, plastic products"
290529,"Unsaturated monohydric alcohols, nes",33,"CRP - Chemical, rubber, plastic products"
290531,Ethylene glycol (ethanediol),33,"CRP - Chemical, rubber, plastic products"
290532,"Propylene glycol (propane-1,2-diol)",33,"CRP - Chemical, rubber, plastic products"
290539,"Other diols, nes",33,"CRP - Chemical, rubber, plastic products"
290541,"2-Ethyl-2-(hydroxymethyl)propane-1,3-diol (trim",33,"CRP - Chemical, rubber, plastic products"
290542,Pentaerythritol,33,"CRP - Chemical, rubber, plastic products"
290543,Mannitol,33,"CRP - Chemical, rubber, plastic products"
290544,D-glucitol (sorbitol),33,"CRP - Chemical, rubber, plastic products"
290549,"Other polyhydric alcohols, nes",33,"CRP - Chemical, rubber, plastic products"
290550,Halogenated... or nitrosated derivatives of acy,33,"CRP - Chemical, rubber, plastic products"
290611,Menthol,33,"CRP - Chemical, rubber, plastic products"
290612,"Cyclohexanol, methylcyclohexanols and dimethylc",33,"CRP - Chemical, rubber, plastic products"
290613,Sterols and inositols,33,"CRP - Chemical, rubber, plastic products"
290614,Terpineols,33,"CRP - Chemical, rubber, plastic products"
290619,"Cyclanic, cyclenic or cycloterpenic alcohols an",33,"CRP - Chemical, rubber, plastic products"
290621,Benzyl alcohol,33,"CRP - Chemical, rubber, plastic products"
290629,"Aromatic alcohols and their derivatives, nes",33,"CRP - Chemical, rubber, plastic products"
290711,Phenol (hydroxybenzene) and its salts,33,"CRP - Chemical, rubber, plastic products"
290712,Cresols and their salts,33,"CRP - Chemical, rubber, plastic products"
290713,"Octylphenol, nonylphenol and their isomers; sal",33,"CRP - Chemical, rubber, plastic products"
290714,Xylenols and their salts,33,"CRP - Chemical, rubber, plastic products"
290715,Naphthols and their salts,33,"CRP - Chemical, rubber, plastic products"
290719,"Other monophenols, nes",33,"CRP - Chemical, rubber, plastic products"
290721,Resorcinol and its salts,33,"CRP - Chemical, rubber, plastic products"
290722,Hydroquinone (quinol) and its salts,33,"CRP - Chemical, rubber, plastic products"
290723,"4,4-Isopropylidenediphenol (bisphenol A, diphen",33,"CRP - Chemical, rubber, plastic products"
290729,"Other polyphenols, nes",33,"CRP - Chemical, rubber, plastic products"
290730,Phenol-alcohols,33,"CRP - Chemical, rubber, plastic products"
290810,Phenol or phenol-alcohol derivatives containing,33,"CRP - Chemical, rubber, plastic products"
290820,Phenol or phenol-alcohol derivatives containing,33,"CRP - Chemical, rubber, plastic products"
290890,Other halogenated... or nitrosated derivatives,33,"CRP - Chemical, rubber, plastic products"
290911,Diethyl ether,33,"CRP - Chemical, rubber, plastic products"
290919,Other acyclic ethers and their halogenated... d,33,"CRP - Chemical, rubber, plastic products"
290920,"Cyclanic, cyclenic... ethers and their halogena",33,"CRP - Chemical, rubber, plastic products"
290930,Aromatic ethers and their halogenated... deriva,33,"CRP - Chemical, rubber, plastic products"
290941,"2,2-Oxydiethanol (diethylene glycol, digol)",33,"CRP - Chemical, rubber, plastic products"
290942,Monomethyl ethers of ethylene glycol or of diet,33,"CRP - Chemical, rubber, plastic products"
290943,Monobutyl ethers of ethylene glycol or of dieth,33,"CRP - Chemical, rubber, plastic products"
290944,Other monoalkylethers of ethylene glycol or of,33,"CRP - Chemical, rubber, plastic products"
290949,Other acyclic ether-alcohols and their halogena,33,"CRP - Chemical, rubber, plastic products"
290950,"Ether-phenols, ether-alcohol-phenols and haloge",33,"CRP - Chemical, rubber, plastic products"
290960,"Alcohol, ether and ketone peroxides and their..",33,"CRP - Chemical, rubber, plastic products"
291010,Oxirane (ethylene oxide),33,"CRP - Chemical, rubber, plastic products"
291020,Methyloxirane (propylene oxide),33,"CRP - Chemical, rubber, plastic products"
291030,"1-Chloro-2,3-epoxypropane (epichlorohydrin)",33,"CRP - Chemical, rubber, plastic products"
291090,Epoxides... with a three-membered ring and deri,33,"CRP - Chemical, rubber, plastic products"
291100,Acetals and hemiacetals and their halogenated..,33,"CRP - Chemical, rubber, plastic products"
291211,Methanal (formaldehyde),33,"CRP - Chemical, rubber, plastic products"
291212,Ethanal (acetaldehyde),33,"CRP - Chemical, rubber, plastic products"
291213,"Butanal (butyaldehyde, normal isomer)",33,"CRP - Chemical, rubber, plastic products"
291219,"Other acyclic aldehydes, without oxygen functio",33,"CRP - Chemical, rubber, plastic products"
291221,Benzaldehyde,33,"CRP - Chemical, rubber, plastic products"
291229,"Other cyclic aldehydes, without oxygen function",33,"CRP - Chemical, rubber, plastic products"
291230,Aldehyde-alcohols,33,"CRP - Chemical, rubber, plastic products"
291241,Vanillin (4-hydroxy-3-methoxybenzaldehyde),33,"CRP - Chemical, rubber, plastic products"
291242,Ethylvanillin (3-ethoxy-4-methoxybenzaldehyde),33,"CRP - Chemical, rubber, plastic products"
291249,"Aldehyde-ethers, aldehyde-phenols, aldehydes, w",33,"CRP - Chemical, rubber, plastic products"
291250,Cyclic polymers of aldehydes,33,"CRP - Chemical, rubber, plastic products"
291260,Paraformaldehyde,33,"CRP - Chemical, rubber, plastic products"
291300,"Halogenated, sulphonated, nitrated or nitrosate",33,"CRP - Chemical, rubber, plastic products"
291411,Acetone,33,"CRP - Chemical, rubber, plastic products"
291412,Butanone (methyl ethyl ketone),33,"CRP - Chemical, rubber, plastic products"
291413,4-Methylpentan-2-one (methyl isobutyl ketone),33,"CRP - Chemical, rubber, plastic products"
291419,"Other acyclic ketones, without oxygen function,",33,"CRP - Chemical, rubber, plastic products"
291421,Camphor,33,"CRP - Chemical, rubber, plastic products"
291422,Cyclohexanone and methylcyclohexanones,33,"CRP - Chemical, rubber, plastic products"
291423,Ionones and methylionones,33,"CRP - Chemical, rubber, plastic products"
291429,"Cyclanic, cyclenic or cycloterpenic ketones wit",33,"CRP - Chemical, rubber, plastic products"
291430,Aromatic ketones without oxygen function,33,"CRP - Chemical, rubber, plastic products"
291441,4-Hydroxy-4-methylpentan-2-one (diacetone alcoh,33,"CRP - Chemical, rubber, plastic products"
291449,Ketone-alcohols and ketone-aldehydes (excl. dia,33,"CRP - Chemical, rubber, plastic products"
291450,Ketone-phenols and ketones with oxygen function,33,"CRP - Chemical, rubber, plastic products"
291461,Anthraquinone,33,"CRP - Chemical, rubber, plastic products"
291469,Quinones (excl. anthraquinone),33,"CRP - Chemical, rubber, plastic products"
291470,Halogenated... or nitrosated derivatives of ket,33,"CRP - Chemical, rubber, plastic products"
291511,Formic acid,33,"CRP - Chemical, rubber, plastic products"
291512,Salts of formic acid,33,"CRP - Chemical, rubber, plastic products"
291513,Esters of formic acid,33,"CRP - Chemical, rubber, plastic products"
291521,Acetic acid,33,"CRP - Chemical, rubber, plastic products"
291522,Sodium acetate,33,"CRP - Chemical, rubber, plastic products"
291523,Cobalt acetates,33,"CRP - Chemical, rubber, plastic products"
291524,Acetic anhydride,33,"CRP - Chemical, rubber, plastic products"
291529,Salts of acetic acid (excl. of sodium and cobal,33,"CRP - Chemical, rubber, plastic products"
291531,Ethyl acetate,33,"CRP - Chemical, rubber, plastic products"
291532,Vinyl acetate,33,"CRP - Chemical, rubber, plastic products"
291533,n-Butyl acetate,33,"CRP - Chemical, rubber, plastic products"
291534,Isobutyl acetate,33,"CRP - Chemical, rubber, plastic products"
291535,2-Ethoxyethyl acetate,33,"CRP - Chemical, rubber, plastic products"
291539,"Other esters of acetic acids, nes",33,"CRP - Chemical, rubber, plastic products"
291540,"Mono-, di- or trichloroacetic acids, their salt",33,"CRP - Chemical, rubber, plastic products"
291550,"Propionic acid, its salts and esters",33,"CRP - Chemical, rubber, plastic products"
291560,"Butyric acids, valeric acids, their salts and e",33,"CRP - Chemical, rubber, plastic products"
291570,"Palmitic acid, stearic acid, their salts and es",33,"CRP - Chemical, rubber, plastic products"
291590,Saturated acyclic monocarboxylic acids and thei,33,"CRP - Chemical, rubber, plastic products"
291611,Acrylic acid and its salts,33,"CRP - Chemical, rubber, plastic products"
291612,Esters of acrylic acid,33,"CRP - Chemical, rubber, plastic products"
291613,Methacrylic acid and its salts,33,"CRP - Chemical, rubber, plastic products"
291614,Esters of methacrylic acid,33,"CRP - Chemical, rubber, plastic products"
291615,"Oleic, linoleic or linolenic acids, their salts",33,"CRP - Chemical, rubber, plastic products"
291619,Unsaturated acyclic monocarboxylic acids and th,33,"CRP - Chemical, rubber, plastic products"
291620,"Cyclanic...cycloterpenic monocarboxylic acids,",33,"CRP - Chemical, rubber, plastic products"
291631,"Benzoic acid, its salts and esters",33,"CRP - Chemical, rubber, plastic products"
291632,Benzoyl peroxide and benzoyl chloride,33,"CRP - Chemical, rubber, plastic products"
291633,"Phenylacetic acid, its salts and esters",33,"CRP - Chemical, rubber, plastic products"
291639,"Aromatic monocarboxylic acids, etc, their... de",33,"CRP - Chemical, rubber, plastic products"
291711,"Oxalic acid, its salts and esters",33,"CRP - Chemical, rubber, plastic products"
291712,"Adipic acid, its salts and esters",33,"CRP - Chemical, rubber, plastic products"
291713,"Azelaic acid, sebacic acid, their salts and est",33,"CRP - Chemical, rubber, plastic products"
291714,Maleic anhydride,33,"CRP - Chemical, rubber, plastic products"
291719,"Acyclic polycarboxylic acids, etc, their... der",33,"CRP - Chemical, rubber, plastic products"
291720,"Cyclanic... cycloterpenic polycarboxylic acids,",33,"CRP - Chemical, rubber, plastic products"
291731,Dibutyl orthophthalates,33,"CRP - Chemical, rubber, plastic products"
291732,Dioctyl orthophthalates,33,"CRP - Chemical, rubber, plastic products"
291733,Dinonyl or didecyl orthophthalates,33,"CRP - Chemical, rubber, plastic products"
291734,"Other esters of orthophthalic acid, nes",33,"CRP - Chemical, rubber, plastic products"
291735,Phthalic anhydride,33,"CRP - Chemical, rubber, plastic products"
291736,Terephthalic acid and its salts,33,"CRP - Chemical, rubber, plastic products"
291737,Dimethyl terephthalate,33,"CRP - Chemical, rubber, plastic products"
291739,"Aromatic polycarboxylic acids, etc, their... de",33,"CRP - Chemical, rubber, plastic products"
291811,"Lactic acid, its salts and esters",33,"CRP - Chemical, rubber, plastic products"
291812,Tartaric acid,33,"CRP - Chemical, rubber, plastic products"
291813,Salts and esters of tartaric acid,33,"CRP - Chemical, rubber, plastic products"
291814,Citric acid,33,"CRP - Chemical, rubber, plastic products"
291815,Salts and esters of citric acid,33,"CRP - Chemical, rubber, plastic products"
291816,"Gluconic acid, its salts and esters",33,"CRP - Chemical, rubber, plastic products"
291817,"Phenylglycolic acid (mandelic acid), its salts",33,"CRP - Chemical, rubber, plastic products"
291819,"Carboxylic acids with alcohol function, without",33,"CRP - Chemical, rubber, plastic products"
291821,Salicylic acid and its salts,33,"CRP - Chemical, rubber, plastic products"
291822,"O-Acetylsalicylic acid, its salts and esters",33,"CRP - Chemical, rubber, plastic products"
291823,Other esters of salicylic acid and their salts,33,"CRP - Chemical, rubber, plastic products"
291829,"Carboxylic acids with phenol function, without",33,"CRP - Chemical, rubber, plastic products"
291830,"Carboxylic acids with aldehyde, ketone but with",33,"CRP - Chemical, rubber, plastic products"
291890,"Carboxylic acids with oxygen function, etc, the",33,"CRP - Chemical, rubber, plastic products"
291900,"Phosphoric esters, etc (incl. lactophosphates);",33,"CRP - Chemical, rubber, plastic products"
292010,Triophosphoric esters (phosphorothioates) their,33,"CRP - Chemical, rubber, plastic products"
292090,Esters of other inorganic acids (excl. of hydro,33,"CRP - Chemical, rubber, plastic products"
292111,"Methylamine, di- or trimethylamine and their sa",33,"CRP - Chemical, rubber, plastic products"
292112,Diethylamine and its salts,33,"CRP - Chemical, rubber, plastic products"
292119,"Acylic monoamines and their derivatives, nes; s",33,"CRP - Chemical, rubber, plastic products"
292121,Ethylenediamine and its salts,33,"CRP - Chemical, rubber, plastic products"
292122,Hexamethylenediamine and its salts,33,"CRP - Chemical, rubber, plastic products"
292129,"Acyclic polyamines and their derivatives, nes;",33,"CRP - Chemical, rubber, plastic products"
292130,Cyclanic...or cycloterpenic mono- or polyamines,33,"CRP - Chemical, rubber, plastic products"
292141,Aniline and its salts,33,"CRP - Chemical, rubber, plastic products"
292142,Aniline derivatives and their salts,33,"CRP - Chemical, rubber, plastic products"
292143,Toluidines and derivatives; salts thereof,33,"CRP - Chemical, rubber, plastic products"
292144,Diphenylamine and its derivatives; salts thereo,33,"CRP - Chemical, rubber, plastic products"
292145,"1-Naphthylamine, 2-naphthylamine and their deri",33,"CRP - Chemical, rubber, plastic products"
292149,"Aromatic monoamines and their derivatives, nes;",33,"CRP - Chemical, rubber, plastic products"
292151,"o-, m-, p-Phenylenediamine, diaminotoluenes, et",33,"CRP - Chemical, rubber, plastic products"
292159,"Aromatic polyamines and their derivatives, nes;",33,"CRP - Chemical, rubber, plastic products"
292211,Monoethanolamine and its salts,33,"CRP - Chemical, rubber, plastic products"
292212,Diethanolamine and its salts,33,"CRP - Chemical, rubber, plastic products"
292213,Triethanolamine and its salts,33,"CRP - Chemical, rubber, plastic products"
292219,"Amino-alcohols, their ethers and esters with on",33,"CRP - Chemical, rubber, plastic products"
292221,Aminohydroxynaphthalenesulphonic acids and thei,33,"CRP - Chemical, rubber, plastic products"
292222,"Anisidines, dianisidines, phenetidines, and the",33,"CRP - Chemical, rubber, plastic products"
292229,"Amino-naphthols and -phenols, etc... one oxygen",33,"CRP - Chemical, rubber, plastic products"
292230,"Amino-aldehydes, ketones quinones, not >1 oxyge",33,"CRP - Chemical, rubber, plastic products"
292241,Lysine and its esters; salts thereof,33,"CRP - Chemical, rubber, plastic products"
292242,Glutamic acid and its salts,33,"CRP - Chemical, rubber, plastic products"
292249,"Amino-acids and their esters, not >1 oxygen fun",33,"CRP - Chemical, rubber, plastic products"
292250,Amino-alcohol/acid-phenols; amino-compounds wit,33,"CRP - Chemical, rubber, plastic products"
292310,Choline and its salts,33,"CRP - Chemical, rubber, plastic products"
292320,Lecithins and other phosphoaminolipids,33,"CRP - Chemical, rubber, plastic products"
292390,"Quaternary ammonium salts and hydroxides, nes",33,"CRP - Chemical, rubber, plastic products"
292410,Acyclic amides (incl. acyclic carbamates) and d,33,"CRP - Chemical, rubber, plastic products"
292421,Ureines and their derivatives; salts thereof,33,"CRP - Chemical, rubber, plastic products"
292429,Cyclic amides (incl. carbamates) and derivative,33,"CRP - Chemical, rubber, plastic products"
292511,Saccharin and its salts,33,"CRP - Chemical, rubber, plastic products"
292519,Imides and their derivatives; salts thereof (ex,33,"CRP - Chemical, rubber, plastic products"
292520,Imines and their derivatives; salts thereof,33,"CRP - Chemical, rubber, plastic products"
292610,Acrylonitrile,33,"CRP - Chemical, rubber, plastic products"
292620,1-Cyanoguanidine (dicyanidiamide),33,"CRP - Chemical, rubber, plastic products"
292690,"Nitrile-function compounds, nes",33,"CRP - Chemical, rubber, plastic products"
292700,"Diazo-, azo- or azoxy-compounds",33,"CRP - Chemical, rubber, plastic products"
292800,Organic derivatives of hydrazine or of hydroxyi,33,"CRP - Chemical, rubber, plastic products"
292910,Isocyanates,33,"CRP - Chemical, rubber, plastic products"
292990,"Compounds with other nitrogen function, nes",33,"CRP - Chemical, rubber, plastic products"
293010,Dithiocarbonates (xanthates),33,"CRP - Chemical, rubber, plastic products"
293020,Thiocarbamates and dithiocarbamates,33,"CRP - Chemical, rubber, plastic products"
293030,"Thiuram mono-, di- or tetrasulphides",33,"CRP - Chemical, rubber, plastic products"
293040,Methionine,33,"CRP - Chemical, rubber, plastic products"
293090,"Other organo-sulphur compounds, nes",33,"CRP - Chemical, rubber, plastic products"
293100,Other organo-inorganic compounds,33,"CRP - Chemical, rubber, plastic products"
293211,Tetrahydrofuran,33,"CRP - Chemical, rubber, plastic products"
293212,2-Furaldehyde (furfuraldehyde),33,"CRP - Chemical, rubber, plastic products"
293213,Furfuryl alcohol and tetrahydrofurfuryl alcohol,33,"CRP - Chemical, rubber, plastic products"
293219,Compounds containing an unfused furan ring in t,33,"CRP - Chemical, rubber, plastic products"
293221,"Coumarin, methylcoumarins and ethylcoumarins",33,"CRP - Chemical, rubber, plastic products"
293229,"Lactones, nes",33,"CRP - Chemical, rubber, plastic products"
293290,Heterocyclic compounds with oxygen hetero-atom(,33,"CRP - Chemical, rubber, plastic products"
293311,Phenazone (antipyrin) and its derivatives,33,"CRP - Chemical, rubber, plastic products"
293319,Compounds containing an unfused pyrazole ring i,33,"CRP - Chemical, rubber, plastic products"
293321,Hydantoin and its derivatives,33,"CRP - Chemical, rubber, plastic products"
293329,Compounds containing an unfused imidazole ring,33,"CRP - Chemical, rubber, plastic products"
293331,Pyridine and its salts,33,"CRP - Chemical, rubber, plastic products"
293339,Compounds containing an unfused pyridine ring i,33,"CRP - Chemical, rubber, plastic products"
293340,Compounds with quinoline or isoquinoline ring-s,33,"CRP - Chemical, rubber, plastic products"
293351,Malonylurea (barbituric acid) and its derivativ,33,"CRP - Chemical, rubber, plastic products"
293359,Compounds with pyrimidine or piperazine ring; n,33,"CRP - Chemical, rubber, plastic products"
293361,Melamine,33,"CRP - Chemical, rubber, plastic products"
293369,Compounds containing an unfused triazine ring i,33,"CRP - Chemical, rubber, plastic products"
293371,6-Hexanelactam (epsilon-caprolactam),33,"CRP - Chemical, rubber, plastic products"
293379,Lactams (excl. epsilon-caprolactam),33,"CRP - Chemical, rubber, plastic products"
293390,Heterocyclic compounds with nitrogen hetero-ato,33,"CRP - Chemical, rubber, plastic products"
293410,Compounds containing an unfused thiazole ring i,33,"CRP - Chemical, rubber, plastic products"
293420,Compounds containing a benzothiazole ring-syste,33,"CRP - Chemical, rubber, plastic products"
293430,Compounds containing a phenothiazine ring-syste,33,"CRP - Chemical, rubber, plastic products"
293490,"Other heterocyclic compounds, nes",33,"CRP - Chemical, rubber, plastic products"
293500,Sulphonamides,33,"CRP - Chemical, rubber, plastic products"
293610,"Provitamins, unmixed",33,"CRP - Chemical, rubber, plastic products"
293621,"Vitamins A and their derivatives, unmixed",33,"CRP - Chemical, rubber, plastic products"
293622,"Vitamin B1 and its derivatives, unmixed",33,"CRP - Chemical, rubber, plastic products"
293623,"Vitamin B2 and its derivatives, unmixed",33,"CRP - Chemical, rubber, plastic products"
293624,D- or DL- Pantothenic acid (Vitamin B3 or B5) a,33,"CRP - Chemical, rubber, plastic products"
293625,"Vitamin B6 and its derivatives, unmixed",33,"CRP - Chemical, rubber, plastic products"
293626,"Vitamin B12 and its derivatives, unmixed",33,"CRP - Chemical, rubber, plastic products"
293627,"Vitamin C and its derivatives, unmixed",33,"CRP - Chemical, rubber, plastic products"
293628,"Vitamin E and its derivatives, unmixed",33,"CRP - Chemical, rubber, plastic products"
293629,"Other vitamins and their derivatives, unmixed,",33,"CRP - Chemical, rubber, plastic products"
293690,"Other vitamines (incl. natural concentrates), n",33,"CRP - Chemical, rubber, plastic products"
293710,"Pituitary (anterior) or similar hormones, and t",33,"CRP - Chemical, rubber, plastic products"
293721,"Cortisone, hydrocortisone... and predisolone (d",33,"CRP - Chemical, rubber, plastic products"
293722,Halogenated derivatives of adrenal cortical hor,33,"CRP - Chemical, rubber, plastic products"
293729,Adrenal cortical hormones and their derivatives,33,"CRP - Chemical, rubber, plastic products"
293791,Insulin and its salts,33,"CRP - Chemical, rubber, plastic products"
293792,Oestrogens and progestogens,33,"CRP - Chemical, rubber, plastic products"
293799,"Other hormones and derivatives, nes; other ster",33,"CRP - Chemical, rubber, plastic products"
293810,Rutoside (rutin) and its derivatives,33,"CRP - Chemical, rubber, plastic products"
293890,"Glycosides and their salts, ethers, esters and",33,"CRP - Chemical, rubber, plastic products"
293910,Alkaloids of opium and their derivatives; salts,33,"CRP - Chemical, rubber, plastic products"
293921,Quinine and its salts,33,"CRP - Chemical, rubber, plastic products"
293929,Other alkaloids of cinchona and their derivativ,33,"CRP - Chemical, rubber, plastic products"
293930,Caffeine and its salts,33,"CRP - Chemical, rubber, plastic products"
293940,Ephedrines and their salts,33,"CRP - Chemical, rubber, plastic products"
293950,Theophylline and aminophylline and derivatives,33,"CRP - Chemical, rubber, plastic products"
293960,Alkaloids of rye ergot and their derivatives; s,33,"CRP - Chemical, rubber, plastic products"
293970,Nicotine and its salts,33,"CRP - Chemical, rubber, plastic products"
293990,"Other vegetable alkaloids and their salts, etc;",33,"CRP - Chemical, rubber, plastic products"
294000,"Sugars, pure (excl. glucose, etc); sugar ethers",33,"CRP - Chemical, rubber, plastic products"
294110,Penicillins and derivatives with a penicillanic,33,"CRP - Chemical, rubber, plastic products"
294120,Streptomycins and their derivatives; salts ther,33,"CRP - Chemical, rubber, plastic products"
294130,Tetracyclines and their derivatives; salts ther,33,"CRP - Chemical, rubber, plastic products"
294140,Chloramphenicol and its derivatives; salts ther,33,"CRP - Chemical, rubber, plastic products"
294150,Erythromycin and its derivatives; salts thereof,33,"CRP - Chemical, rubber, plastic products"
294190,"Other antibiotics, nes",33,"CRP - Chemical, rubber, plastic products"
294200,"Other organic compounds, nes",33,"CRP - Chemical, rubber, plastic products"
300110,"Glands and other organs, dried",33,"CRP - Chemical, rubber, plastic products"
300120,Extracts of glands or other organs or of their,33,"CRP - Chemical, rubber, plastic products"
300190,"Substances of human or animal origin, for proph",33,"CRP - Chemical, rubber, plastic products"
300210,Antisera and other blood fractions,33,"CRP - Chemical, rubber, plastic products"
300220,Vaccines for human medicine,33,"CRP - Chemical, rubber, plastic products"
300231,Vaccines against foot-and-mouth disease,33,"CRP - Chemical, rubber, plastic products"
300239,Other vaccines for veterinary medicine (excl. f,33,"CRP - Chemical, rubber, plastic products"
300290,Human and animal blood; microbial cultures; tox,33,"CRP - Chemical, rubber, plastic products"
300310,Medicaments of penicillins... or streptomycins.,33,"CRP - Chemical, rubber, plastic products"
300320,"Medicaments of other antibiotics, not for retai",33,"CRP - Chemical, rubber, plastic products"
300331,"Medicaments of insulin, not for retail sale",33,"CRP - Chemical, rubber, plastic products"
300339,"Medicaments of other hormones, not for retail s",33,"CRP - Chemical, rubber, plastic products"
300340,Medicaments of alkaloids or derivatives thereof,33,"CRP - Chemical, rubber, plastic products"
300390,"Other medicaments with >=2 constituents, not fo",33,"CRP - Chemical, rubber, plastic products"
300410,Medicaments of penicillins... or streptomycins.,33,"CRP - Chemical, rubber, plastic products"
300420,"Medicaments of other antibiotics, for retail sa",33,"CRP - Chemical, rubber, plastic products"
300431,"Medicaments of insulin, for retail sale",33,"CRP - Chemical, rubber, plastic products"
300432,"Medicaments of adrenal cortical hormones, for r",33,"CRP - Chemical, rubber, plastic products"
300439,"Medicaments of other hormones, for retail sale,",33,"CRP - Chemical, rubber, plastic products"
300440,Medicaments of alkaloids or derivatives thereof,33,"CRP - Chemical, rubber, plastic products"
300450,Other medicaments of vitamins or other products,33,"CRP - Chemical, rubber, plastic products"
300490,"Other medicaments of mixed or unmixed products,",33,"CRP - Chemical, rubber, plastic products"
300510,"Adhesive dressings..., for medical... purposes",33,"CRP - Chemical, rubber, plastic products"
300590,"Wadding, gauze, etc with pharmaceutical substan",33,"CRP - Chemical, rubber, plastic products"
300610,Materials for surgical sutures; laminaria ; abs,33,"CRP - Chemical, rubber, plastic products"
300620,Blood-grouping reagents,33,"CRP - Chemical, rubber, plastic products"
300630,Opacifying preparations for X-ray examinations;,33,"CRP - Chemical, rubber, plastic products"
300640,Dental cements and other dental fillings; bone,33,"CRP - Chemical, rubber, plastic products"
300650,First-aid boxes and kits,33,"CRP - Chemical, rubber, plastic products"
300660,Chemical contraceptive preparations based on ho,33,"CRP - Chemical, rubber, plastic products"
310100,Animal or vegetable fertilizers,33,"CRP - Chemical, rubber, plastic products"
310210,Urea,33,"CRP - Chemical, rubber, plastic products"
310221,Ammonium sulphate,33,"CRP - Chemical, rubber, plastic products"
310229,Double salts and mixtures of ammonium sulphate,33,"CRP - Chemical, rubber, plastic products"
310230,Ammonium nitrate,33,"CRP - Chemical, rubber, plastic products"
310240,Mixtures of ammonium nitrate with inorganic non,33,"CRP - Chemical, rubber, plastic products"
310250,Sodium nitrate,33,"CRP - Chemical, rubber, plastic products"
310260,Double salts and mixtures of calcium nitrate an,33,"CRP - Chemical, rubber, plastic products"
310270,Calcium cyanamide,33,"CRP - Chemical, rubber, plastic products"
310280,Mixtures of urea and ammonium nitrate in aqueou,33,"CRP - Chemical, rubber, plastic products"
310290,"Mineral or chemical fertilizers, nitrogenous ,",33,"CRP - Chemical, rubber, plastic products"
310310,Superphosphates,33,"CRP - Chemical, rubber, plastic products"
310320,Basic slag,33,"CRP - Chemical, rubber, plastic products"
310390,"Mineral or chemical fertilizers, phosphatic, ne",33,"CRP - Chemical, rubber, plastic products"
310420,Potassium chloride,33,"CRP - Chemical, rubber, plastic products"
310430,Potassium sulphate,33,"CRP - Chemical, rubber, plastic products"
310490,"Mineral or chemical fertilizers, potassic, nes",33,"CRP - Chemical, rubber, plastic products"
310510,Fertilizers... in packages of a gross weight =<,33,"CRP - Chemical, rubber, plastic products"
310520,"Mineral or chemical fertilizers with nitrogen,",33,"CRP - Chemical, rubber, plastic products"
310530,Diammonium hydrogenorthophosphate (diammonium p,33,"CRP - Chemical, rubber, plastic products"
310540,Ammonium dihydrogenorthophosphate (monoammonium,33,"CRP - Chemical, rubber, plastic products"
310551,Mineral or chemical fertilizers containing nitr,33,"CRP - Chemical, rubber, plastic products"
310559,Mineral or chemical fertilizers with nitrogen a,33,"CRP - Chemical, rubber, plastic products"
310560,Mineral or chemical fertilizers with phosphorus,33,"CRP - Chemical, rubber, plastic products"
310590,"Other fertilizers, nes",33,"CRP - Chemical, rubber, plastic products"
320110,Quebracho extract,33,"CRP - Chemical, rubber, plastic products"
320120,Wattle extract,33,"CRP - Chemical, rubber, plastic products"
320130,Oak or chestnut extract,33,"CRP - Chemical, rubber, plastic products"
320190,Tanning extracts of vegetable origin; tannins a,33,"CRP - Chemical, rubber, plastic products"
320210,Synthetic organic tanning substances,33,"CRP - Chemical, rubber, plastic products"
320290,Inorganic tanning substances; tanning preparati,33,"CRP - Chemical, rubber, plastic products"
320300,"Colouring matter of vegetable or animal origin,",33,"CRP - Chemical, rubber, plastic products"
320411,Disperse dyes and preparations based thereon,33,"CRP - Chemical, rubber, plastic products"
320412,Acid dyes and preparations; mordant dyes and pr,33,"CRP - Chemical, rubber, plastic products"
320413,Basic dyes and preparations based thereon,33,"CRP - Chemical, rubber, plastic products"
320414,Direct dyes and preparations based thereon,33,"CRP - Chemical, rubber, plastic products"
320415,Vat dyes and preparations based thereon,33,"CRP - Chemical, rubber, plastic products"
320416,Reactive dyes and preparations based thereon,33,"CRP - Chemical, rubber, plastic products"
320417,Pigments and preparations based thereon,33,"CRP - Chemical, rubber, plastic products"
320419,Synthetic organic colouring matter and preparat,33,"CRP - Chemical, rubber, plastic products"
320420,Synthetic organic products used as fluorescent,33,"CRP - Chemical, rubber, plastic products"
