HS 1988/92 Product Code,HS 1988/92 Product Description,GTAP Product Code,GTAP Product Description
621120,Ski suits,28,WAP - Wearing apparel
621131,Men's or boys' garments of wool or fine animal,28,WAP - Wearing apparel
621132,"Men's or boys' garments of cotton, nes",28,WAP - Wearing apparel
621133,"Men's or boys' garments of man-made fibres, nes",28,WAP - Wearing apparel
621139,"Men's or boys' garments of other textiles, nes",28,WAP - Wearing apparel
621141,Women's or girls' garments of wool or fine anim,28,WAP - Wearing apparel
621142,"Women's or girls' garments of cotton, nes",28,WAP - Wearing apparel
621143,"Women's or girls' garments of man-made fibres,",28,WAP - Wearing apparel
621149,"Women's or girls' garments of other textiles, n",28,WAP - Wearing apparel
621210,Brassieres,28,WAP - Wearing apparel
621220,Girdles and panty-girdles,28,WAP - Wearing apparel
621230,Corselettes,28,WAP - Wearing apparel
621290,"Corsets, braces, garters, suspenders and simila",28,WAP - Wearing apparel
621310,Handkerchiefs of silk or silk waste,28,WAP - Wearing apparel
621320,Handkerchiefs of cotton,28,WAP - Wearing apparel
621390,"Handkerchiefs of other textiles, nes",28,WAP - Wearing apparel
621410,"Shawls, scarves, mufflers, mantillas, veils, et",28,WAP - Wearing apparel
621420,"Shawls, scarves, mufflers, mantillas, veils, et",28,WAP - Wearing apparel
621430,"Shawls, scarves, mufflers, mantillas, veils, et",28,WAP - Wearing apparel
621440,"Shawls, scarves, mufflers, mantillas, veils, et",28,WAP - Wearing apparel
621490,"Shawls, scarves, mufflers, mantillas, veils, et",28,WAP - Wearing apparel
621510,"Ties, bow ties and cravats of silk or silk wast",28,WAP - Wearing apparel
621520,"Ties, bow ties and cravats of man-made fibres",28,WAP - Wearing apparel
621590,"Ties, bow ties and cravats of other textiles, n",28,WAP - Wearing apparel
621600,"Gloves, mittens and mitts",28,WAP - Wearing apparel
621710,"Clothing accessories, nes",28,WAP - Wearing apparel
621790,"Parts of garments or clothing accessories, nes",28,WAP - Wearing apparel
650100,"Hat-forms, hat bodies and hoods of felt; platea",28,WAP - Wearing apparel
650200,"Hat-shapes, plaited or made by assembling strip",28,WAP - Wearing apparel
650300,"Felt hats and other felt headgear, made from th",28,WAP - Wearing apparel
650400,"Hats and other headgear, plaited or assembled b",28,WAP - Wearing apparel
650510,Hair-nets of any material,28,WAP - Wearing apparel
650590,"Hats and other headgear, knitted or crocheted,",28,WAP - Wearing apparel
650692,"Hats and other headgear, of furskin",28,WAP - Wearing apparel
650699,"Hats and other headgear, nes",28,WAP - Wearing apparel
650700,"Head-bands, linings, covers, hat foundations, e",28,WAP - Wearing apparel
410410,"Whole bovine skin leather, of surface area =<2.",29,LEA - Leather products
410421,"Bovine leather, vegetable pre-tanned (excl. fur",29,LEA - Leather products
410422,"Bovine leather, non-vegetable pre-tanned (excl.",29,LEA - Leather products
410429,"Other bovine and equine leather, tanned (excl.",29,LEA - Leather products
410431,"Full-grains, splits of bovine and equine leathe",29,LEA - Leather products
410439,"Bovine and equine leather, prepared after tanni",29,LEA - Leather products
410511,"Sheep, lamb skin leather, vegetable pre-tanned",29,LEA - Leather products
410512,"Sheep, lamb skin leather, non-veg. pre-tanned (",29,LEA - Leather products
410519,"Sheep or lamb skin leather, (excl. further prep",29,LEA - Leather products
410520,"Sheep or lamb skin leather, prepared after tann",29,LEA - Leather products
410611,"Goat or kid skin leather, vegetable pre-tanned,",29,LEA - Leather products
410612,"Goat or kid skin leather, pre-tanned, (excl. fu",29,LEA - Leather products
410619,"Goat or kid skin leather, (excl. further prepar",29,LEA - Leather products
410620,"Goat or kid skin leather, prepared after tannin",29,LEA - Leather products
410710,"Leather of swine, without hair on",29,LEA - Leather products
410721,"Leather of reptiles, vegetable pre-tanned",29,LEA - Leather products
410729,"Leather of reptiles, nes",29,LEA - Leather products
410790,"Leather of animals, nes",29,LEA - Leather products
410800,Chamois (incl. combination chamois) leather,29,LEA - Leather products
410900,Patent leather and patent laminated leather; me,29,LEA - Leather products
411000,Waste... of leather or of composition leather;,29,LEA - Leather products
411100,"Composition leather with a basis of leather...,",29,LEA - Leather products
420100,"Saddlery and harness for any animal, of any mat",29,LEA - Leather products
420211,"Trunks, suit-cases..., etc, with outer surface",29,LEA - Leather products
420212,"Trunks, suit-cases..., etc, with outer surface",29,LEA - Leather products
420219,"Trunks, suit-cases..., etc, nes",29,LEA - Leather products
420221,"Handbags with outer surface of leather, or comp",29,LEA - Leather products
420222,Handbags with outer surface of plastic sheeting,29,LEA - Leather products
420229,"Handbags, nes",29,LEA - Leather products
420231,"Articles normally carried in pocket or handbag,",29,LEA - Leather products
420232,"Articles normally carried in pocket or handbag,",29,LEA - Leather products
420239,"Articles normally carried in pocket or handbag,",29,LEA - Leather products
420291,"Cases and containers, nes, with outer surface o",29,LEA - Leather products
420292,"Cases and containers, nes, with outer surface o",29,LEA - Leather products
420299,"Cases and containers, nes, with outer surface o",29,LEA - Leather products
420400,Articles of leather used in machinery or mechan,29,LEA - Leather products
420500,"Articles of leather or of composition leather,",29,LEA - Leather products
640110,Waterproof footwear incorporating a protective,29,LEA - Leather products
640191,Waterproof footwear covering the knee...,29,LEA - Leather products
640192,Waterproof footwear covering the ankle but not,29,LEA - Leather products
640199,Waterproof footwear (not covering the ankle),29,LEA - Leather products
640211,Ski-boots and cross-country ski footwear of rub,29,LEA - Leather products
640219,"Sport footwear, nes, of rubber or plastics",29,LEA - Leather products
640220,"Footwear with thongs plugged into soles, of rub",29,LEA - Leather products
640230,"Footwear, with metal toe-cap, of rubber or plas",29,LEA - Leather products
640291,"Footwear, nes, covering the ankle of rubber or",29,LEA - Leather products
640299,"Footwear, nes, not covering the ankle, of rubbe",29,LEA - Leather products
640311,"Ski-boots, etc, with rubber, plastics, leather.",29,LEA - Leather products
640319,"Sports footwear, with rubber, plastics, leather",29,LEA - Leather products
640320,"Sandles, with leather soles and straps (over in",29,LEA - Leather products
640330,"Footwear with a wood base, no inner soles or ca",29,LEA - Leather products
640340,"Footwear, with a metal toe-cap, leather uppers",29,LEA - Leather products
640351,"Footwear with leather soles and uppers, coverin",29,LEA - Leather products
640359,"Footwear with leather soles and uppers, not cov",29,LEA - Leather products
640391,Footwear with rubber... soles and leather upper,29,LEA - Leather products
640399,"Footwear with rubber... soles, leather uppers,",29,LEA - Leather products
640411,"Sports footwear,with rubber or plastic soles an",29,LEA - Leather products
640419,"Other footwear,with rubber or plastic soles and",29,LEA - Leather products
640420,Footwear with leather or composition leather so,29,LEA - Leather products
640510,"Footwear, nes, with leather or composition leat",29,LEA - Leather products
640520,"Footwear, nes, with textile uppers",29,LEA - Leather products
640590,"Footwear, nes",29,LEA - Leather products
640610,Uppers and parts thereof (excl. stiffeners),29,LEA - Leather products
640620,Outer soles and heels of rubber or plastics,29,LEA - Leather products
640691,"Wooden parts of footwear (excl. uppers, outer s",29,LEA - Leather products
640699,"Non-wood parts of footwear (excl. uppers, outer",29,LEA - Leather products
911390,"Watch straps, watch bands and watch bracelets,",29,LEA - Leather products
960500,"Travel sets for personal toilet, sewing or shoe",29,LEA - Leather products
440121,Coniferous wood in chips or particles,30,LUM - Wood products
440122,Non-coniferous wood in chips or particles,30,LUM - Wood products
440130,"Sawdust, wood waste and scrap (incl. agglomerat",30,LUM - Wood products
440310,"Wood in the rough..., treated with paint, stain",30,LUM - Wood products
440500,Wood wool; wood flour,30,LUM - Wood products
440610,Railway or tramway sleepers (cross-ties) of woo,30,LUM - Wood products
440690,Railway or tramway sleepers (cross-ties) of woo,30,LUM - Wood products
440710,"Coniferous wood sawn or chipped lengthwise, sli",30,LUM - Wood products
440721,"Specified tropical woods (Meranti, etc) sawn le",30,LUM - Wood products
440722,"Specified tropical woods (OKoume..., etc) sawn",30,LUM - Wood products
440723,"Baboen, Mahogany, Imbuia and Balsa wood, sawn l",30,LUM - Wood products
440791,"Oak (Quercus spp.) wood,sawn/chipped lengthwise",30,LUM - Wood products
440792,"Beech (Fagus spp.) wood,sawn/chipped lengthwise",30,LUM - Wood products
440799,"Wood, nes sawn or chipped lengthwise, sliced or",30,LUM - Wood products
440810,Coniferous veneer sheets and sheets for plywood,30,LUM - Wood products
440820,Specified tropical wood veneer sheets and for p,30,LUM - Wood products
440890,Veneer sheets and sheets for plywood and other,30,LUM - Wood products
440910,"Coniferous wood, continuously shaped along any",30,LUM - Wood products
440920,"Non-coniferous wood, continuously shaped along",30,LUM - Wood products
441010,"Particle board and similar board of wood, unwor",30,LUM - Wood products
441090,Particle board and similar board of ligneous ma,30,LUM - Wood products
441111,"Fibreboard of a density >0.8g/cm3, not worked o",30,LUM - Wood products
441119,"Fibreboard of a density >0.8g/cm3, nes",30,LUM - Wood products
441121,Fibreboard of a density >0.5g/cm3 but =<0.8g/cm,30,LUM - Wood products
441129,Fibreboard of a density >0.5g/cm3 but =<0.8g/cm,30,LUM - Wood products
441131,Fibreboard of a density >0.35g/cm3 but =<0.5g/c,30,LUM - Wood products
441139,Fibreboard of a density >0.35g/cm3 but =<0.5g/c,30,LUM - Wood products
441191,"Fibreboard of a density =<0.35g/cm3, not worked",30,LUM - Wood products
441199,"Fibreboard of a density =<0.35g/cm3, nes",30,LUM - Wood products
441211,"Plywood with >=1 outer ply of tropical wood, ea",30,LUM - Wood products
441212,Plywood with >=1 outer ply of non-coniferous wo,30,LUM - Wood products
441219,"Plywood, each ply =<6mm thick, nes",30,LUM - Wood products
441221,"Plywood... >6mm non-coniferous outer ply, with",30,LUM - Wood products
441229,"Plywood... >6mm non-coniferous outer ply, nes",30,LUM - Wood products
441291,Plywood... containing at  least one layer of pa,30,LUM - Wood products
441299,"Plywood, veneered panels and similar laminated",30,LUM - Wood products
441300,"Densified wood, in blocks, plates, strips or pr",30,LUM - Wood products
441400,"Wooden frames for paintings, photographs, mirro",30,LUM - Wood products
441510,"Cases, boxes, crates, drums and similar packing",30,LUM - Wood products
441520,"Pallets, box pallets and other load boards of w",30,LUM - Wood products
441600,"Casks, barrets, vats, tubs, etc, and parts ther",30,LUM - Wood products
441700,"Tools..., broom or brush bodies... of wood; boo",30,LUM - Wood products
441810,"Windows, French-windows and their frames, of wo",30,LUM - Wood products
441820,"Doors and their frames and thresholds, of wood",30,LUM - Wood products
441830,"Parquet panels, of wood",30,LUM - Wood products
441840,"Shuttering for concrete constructional work, of",30,LUM - Wood products
441850,"Shingles and shakes, of wood",30,LUM - Wood products
441890,"Builders' joinery and carpentry, of wood, nes",30,LUM - Wood products
441900,"Tableware and kitchenware, of wood",30,LUM - Wood products
442010,"Statuettes and other ornaments, of wood",30,LUM - Wood products
442090,"Wood marquetry, inlaid wood; caskets... of wood",30,LUM - Wood products
442110,Clothes hangers of wood,30,LUM - Wood products
442190,"Articles of wood, nes",30,LUM - Wood products
450190,"Waste cork; crushed, granulated or ground cork",30,LUM - Wood products
450200,"Natural cork, debacked or roughly squared..., e",30,LUM - Wood products
450310,Corks and stoppers of natural cork,30,LUM - Wood products
450390,"Articles of natural cork, nes",30,LUM - Wood products
450410,"Blocks..., tiles of any shape, solid cylinders,",30,LUM - Wood products
450490,Agglomerated cork; articles of agglomerated cor,30,LUM - Wood products
460110,Plaits and similar products of plaiting materia,30,LUM - Wood products
460120,"Mats, matting and screens of vegetable material",30,LUM - Wood products
460191,Vegetable plaiting material... in sheet form,30,LUM - Wood products
460199,"Plaiting materials (excl. vegetable), in sheet",30,LUM - Wood products
460210,"Articles of vegetable plaiting materials, artic",30,LUM - Wood products
460290,Articles of plaiting materials (excl. of vegeta,30,LUM - Wood products
940110,"Seats, aircraft",30,LUM - Wood products
940120,"Seats, motor vehicles",30,LUM - Wood products
940130,Swivel seats and variable height adjustment oth,30,LUM - Wood products
940140,Seats excluding garden seats or camping equipme,30,LUM - Wood products
940150,"Seats of cane, osier, bamboo or similar materia",30,LUM - Wood products
940161,"Seats with wooden frames,upholstered nes",30,LUM - Wood products
940169,"Seats with wooden frames, nes",30,LUM - Wood products
940171,"Seats with mtl frames,upholstered nes,oth than",30,LUM - Wood products
940179,"Seats with metal frames, nes, other than those",30,LUM - Wood products
940180,"Seats nes, other than those of heading No 94.02",30,LUM - Wood products
940190,Parts of seats other than those of heading No 9,30,LUM - Wood products
940310,"Office furniture, metal, nes",30,LUM - Wood products
940320,"Furniture, metal, nes",30,LUM - Wood products
940330,"Office furniture, wooden, nes",30,LUM - Wood products
940340,"Kitchen furniture, wooden, nes",30,LUM - Wood products
940350,"Bedroom furniture, wooden, nes",30,LUM - Wood products
940360,"Furniture, wooden, nes",30,LUM - Wood products
940370,"Furniture, plastic, nes",30,LUM - Wood products
940380,"Furniture of oth materials,including cane,osier",30,LUM - Wood products
940390,Furniture parts nes,30,LUM - Wood products
940410,Mattress supports,30,LUM - Wood products
940421,"Mattresses of cellular rubber or plastics, whet",30,LUM - Wood products
940429,Mattresses fitted with springs or stuffed or in,30,LUM - Wood products
961000,"Slates and boards,with writing or drawing surfa",30,LUM - Wood products
380400,Residual lyes from the manufacture of wood pulp,31,"PPP - Paper products, publishing"
470100,Mechanical wood pulp,31,"PPP - Paper products, publishing"
470200,"Chemical wood pulp, dissolving grades",31,"PPP - Paper products, publishing"
470311,"Unbleached coniferous chemical wood pulp, soda",31,"PPP - Paper products, publishing"
470319,"Unbleached non-coniferous chemical wood pulp, s",31,"PPP - Paper products, publishing"
470321,Semi-bleached or bleached coniferous chemical w,31,"PPP - Paper products, publishing"
470329,Semi- or bleached non-coniferous chemical wood,31,"PPP - Paper products, publishing"
470411,"Unbleached coniferous chemical wood pulp, sulph",31,"PPP - Paper products, publishing"
470419,"Unbleached non-coniferous chemical wood pulp, s",31,"PPP - Paper products, publishing"
470421,Semi-bleached or bleached coniferous chemical w,31,"PPP - Paper products, publishing"
470429,Semi- or bleached non-coniferous chemical wood,31,"PPP - Paper products, publishing"
470500,Semi-chemical wood pulp,31,"PPP - Paper products, publishing"
470610,Cotton linters pulp,31,"PPP - Paper products, publishing"
470691,Mechanical pulp of fibrous cellulosic material,31,"PPP - Paper products, publishing"
470692,Chemical pulp of fibrous cellulosic material (e,31,"PPP - Paper products, publishing"
470693,Semi-chemical pulp of fibrous cellulosic materi,31,"PPP - Paper products, publishing"
470710,"Waste and scrap of unbleached kraft paper, pape",31,"PPP - Paper products, publishing"
470720,Waste and scrap of other paper or paperboard of,31,"PPP - Paper products, publishing"
470730,Waste and scrap of paper or paperboard made mai,31,"PPP - Paper products, publishing"
470790,"Waste and scrap of paper or paperboard, nes",31,"PPP - Paper products, publishing"
480100,"Newsprint, in rolls or sheets",31,"PPP - Paper products, publishing"
480210,Hand-made paper and paperboard,31,"PPP - Paper products, publishing"
480220,Paper and paperboard as a base for photo-sensit,31,"PPP - Paper products, publishing"
480230,"Carbonizing base paper, uncoated, in rolls or s",31,"PPP - Paper products, publishing"
480240,"Wallpaper base, uncoated, in rolls or sheets",31,"PPP - Paper products, publishing"
480251,"Paper... (excl. mechanical fibres), weighing <4",31,"PPP - Paper products, publishing"
480252,"Paper... (excl. mechanical fibres), weighing >=",31,"PPP - Paper products, publishing"
480253,"Paper... (excl. mechanical fibres), weighing >1",31,"PPP - Paper products, publishing"
480260,"Paper... (>10% of mechanical fibres), uncoated,",31,"PPP - Paper products, publishing"
480300,"Toilet... similar paper, in rolls or sheets",31,"PPP - Paper products, publishing"
480411,"Unbleached kraftliner, uncoated, in rolls or sh",31,"PPP - Paper products, publishing"
480419,"Kraftliner, uncoated (excl. unbleached), in rol",31,"PPP - Paper products, publishing"
480421,"Unbleached sack kraft paper, uncoated, in rolls",31,"PPP - Paper products, publishing"
480429,"Sack kraft paper (excl. unbleached), uncoated,",31,"PPP - Paper products, publishing"
480431,"Unbleached kraft paper..., weighing =<150g/m2",31,"PPP - Paper products, publishing"
480439,"Kraft paper... (excl. unbleached), weighing =<1",31,"PPP - Paper products, publishing"
480441,"Unbleached kraft paper..., weighing >150g/m2 bu",31,"PPP - Paper products, publishing"
480442,"Kraft paper..., weighing >150g/m2 but <225g/m2,",31,"PPP - Paper products, publishing"
480449,"Kraft paper..., weighing >150g/m2 but <225g/m2,",31,"PPP - Paper products, publishing"
480451,"Unbleached kraft paper..., weighing >=225g/m2",31,"PPP - Paper products, publishing"
480452,"Kraft paper..., weighing >=225g/m2, bleached un",31,"PPP - Paper products, publishing"
480459,"Kraft paper..., weighing >=225g/m2, nes",31,"PPP - Paper products, publishing"
480510,Semi-chemical fluting paper (corrugated medium),31,"PPP - Paper products, publishing"
480521,Multi-ply paper and paperboard with each layer,31,"PPP - Paper products, publishing"
480522,Multi-ply paper... with only one outer layer bl,31,"PPP - Paper products, publishing"
480523,"Multi-ply paper... two outer layers bleached, i",31,"PPP - Paper products, publishing"
480529,"Multi-ply paper and paperboard, in rolls or she",31,"PPP - Paper products, publishing"
480530,"Sulphite wrapping paper, in rolls or sheets",31,"PPP - Paper products, publishing"
480540,"Filter paper and paperboard, in rolls or sheets",31,"PPP - Paper products, publishing"
480550,"Felt paper and paperboard, in rolls or sheets",31,"PPP - Paper products, publishing"
480560,"Paper and paperboard, in rolls or sheets, weigh",31,"PPP - Paper products, publishing"
480570,"Paper..., in rolls or sheets, weighing >150g/m2",31,"PPP - Paper products, publishing"
480580,"Paper and paperboard, in rolls or sheets, weigh",31,"PPP - Paper products, publishing"
480610,"Vegetable parchment, in rolls or sheets",31,"PPP - Paper products, publishing"
480620,"Greaseproof papers, in rolls or sheets",31,"PPP - Paper products, publishing"
480630,"Tracing papers, in rolls or sheets",31,"PPP - Paper products, publishing"
480640,Glassine and other glazed transparent or transl,31,"PPP - Paper products, publishing"
480710,"Composite paper..., laminated with bitumen, etc",31,"PPP - Paper products, publishing"
480791,"Straw paper and paperboard, in rolls or sheets",31,"PPP - Paper products, publishing"
480799,"Composite paper and paperboard, in rolls or she",31,"PPP - Paper products, publishing"
480810,"Corrugated paper and paperboard, in rolls or sh",31,"PPP - Paper products, publishing"
480820,"Sack kraft paper, creped or crinkled, in rolls",31,"PPP - Paper products, publishing"
480830,"Kraft paper, creped or crinkled, (excl. sack),",31,"PPP - Paper products, publishing"
480890,"Paper and paperboard, corrugated, creped, etc,",31,"PPP - Paper products, publishing"
480910,"Carbon or similar copying papers, in rolls or s",31,"PPP - Paper products, publishing"
480920,"Self-copy paper, in rolls or sheets",31,"PPP - Paper products, publishing"
480990,"Copying or transfer papers, nes, in rolls or sh",31,"PPP - Paper products, publishing"
481011,"Paper..., coated with kaolin, etc, weighing =<1",31,"PPP - Paper products, publishing"
481012,"Paper..., coated with kaolin, etc, weighing >15",31,"PPP - Paper products, publishing"
481021,"Light-weight coated paper for writing, etc, >10",31,"PPP - Paper products, publishing"
481029,"Paper... for writing, etc, >10% mechanical fibr",31,"PPP - Paper products, publishing"
481031,"Kraft paper..., bleached, >95% chemical fibres,",31,"PPP - Paper products, publishing"
481032,"Kraft paper..., bleached, >95% chemical fibres,",31,"PPP - Paper products, publishing"
481039,"Kraft paper and paperboard, coated..., nes",31,"PPP - Paper products, publishing"
481091,"Multi-ply paper and paperboard, coated...",31,"PPP - Paper products, publishing"
481099,"Paper and paperboard, coated with kaolin, etc,",31,"PPP - Paper products, publishing"
481110,"Tarred, bituminized or asphalted paper and pape",31,"PPP - Paper products, publishing"
481121,Self-adhesive paper and paperboard,31,"PPP - Paper products, publishing"
481129,Gummed paper and paperboard (excl. self-adhesiv,31,"PPP - Paper products, publishing"
481131,"Paper..., coated... with plastics, bleached and",31,"PPP - Paper products, publishing"
481139,"Paper and paperboard coated... with plastics, n",31,"PPP - Paper products, publishing"
481140,"Paper and paperboard coated... with wax, paraff",31,"PPP - Paper products, publishing"
481190,"Paper, paperboard, coated... surface-decorated",31,"PPP - Paper products, publishing"
481200,"Filter blocks, slabs and plates, of paper pulp",31,"PPP - Paper products, publishing"
481310,Cigarette paper in the form of booklets or tube,31,"PPP - Paper products, publishing"
481320,Cigarette paper in rolls of a width =<5cm,31,"PPP - Paper products, publishing"
481390,"Cigarette paper, nes",31,"PPP - Paper products, publishing"
481410,Ingrain paper,31,"PPP - Paper products, publishing"
481420,"Wallpaper, etc, of paper coated with a... layer",31,"PPP - Paper products, publishing"
481430,"Wallpaper, etc, consisting of paper covered wit",31,"PPP - Paper products, publishing"
481490,Wallpaper and other wall coverings; window tran,31,"PPP - Paper products, publishing"
481500,Floor coverings on a base of paper or of paperb,31,"PPP - Paper products, publishing"
481610,Carbon or similar copying papers,31,"PPP - Paper products, publishing"
481620,Self-copy paper,31,"PPP - Paper products, publishing"
481630,Duplicator stencils of paper,31,"PPP - Paper products, publishing"
481690,"Copying or transfer paper, nes; offset plates,",31,"PPP - Paper products, publishing"
481710,Envelopes of paper or paperboard,31,"PPP - Paper products, publishing"
481720,"Letter cards, plain postcards and correspondanc",31,"PPP - Paper products, publishing"
481730,"Boxes, etc, of paper or paperboard containing p",31,"PPP - Paper products, publishing"
481810,Toilet paper,31,"PPP - Paper products, publishing"
481820,Handkerchiefs and cleansing or facial tissues o,31,"PPP - Paper products, publishing"
481830,Tablecloths and serviettes of paper,31,"PPP - Paper products, publishing"
481840,"Sanitary towels and tampons, napkins and napkin",31,"PPP - Paper products, publishing"
481850,"Articles of apparel and clothing of paper, cell",31,"PPP - Paper products, publishing"
481890,"Household, sanitary or hospital articles of pap",31,"PPP - Paper products, publishing"
481910,"Cartons, boxes and cases, of corrugated paper o",31,"PPP - Paper products, publishing"
481920,"Folding cartons, boxes and cases, of non-corrug",31,"PPP - Paper products, publishing"
481930,"Sacks and bags, having a base of a width of >=4",31,"PPP - Paper products, publishing"
481940,"Sacks and bags, including cones of paper, paper",31,"PPP - Paper products, publishing"
481950,"Packing containers, including record sleeves, o",31,"PPP - Paper products, publishing"
481960,"Box files, letter trays, storage boxes, etc, of",31,"PPP - Paper products, publishing"
482010,"Registers, account books, order and receipt boo",31,"PPP - Paper products, publishing"
482020,Exercise-books,31,"PPP - Paper products, publishing"
482030,"Binders (other than book covers), folders and f",31,"PPP - Paper products, publishing"
482040,Manifold business forms and interleaved carbon,31,"PPP - Paper products, publishing"
482050,Albums for stamps or for collections of paper o,31,"PPP - Paper products, publishing"
482090,"Blotting pads, book covers and other articles o",31,"PPP - Paper products, publishing"
482110,Printed paper or paperboard labels of all kinds,31,"PPP - Paper products, publishing"
482190,Paper or paperboard labels of all kinds (excl.,31,"PPP - Paper products, publishing"
482210,"Bobbins, spools..., of paper or paperboard for",31,"PPP - Paper products, publishing"
482290,"Bobbins, spools, cops and similar supports of p",31,"PPP - Paper products, publishing"
482311,"Self-adhesive paper, in strips or rolls",31,"PPP - Paper products, publishing"
482319,"Gummed or adhesive paper (excl. self-adhesive),",31,"PPP - Paper products, publishing"
482320,"Filter paper and paperboard, cut to shape",31,"PPP - Paper products, publishing"
482340,"Rolls, sheets and dials, printed for self-recor",31,"PPP - Paper products, publishing"
482351,"Printed, embossed or perforated paper or paperb",31,"PPP - Paper products, publishing"
482359,"Paper and paperboard writing, printing, etc, cu",31,"PPP - Paper products, publishing"
482360,"Trays, dishes, plates and cups, etc, of paper o",31,"PPP - Paper products, publishing"
482370,Moulded or pressed articles of paper pulp,31,"PPP - Paper products, publishing"
482390,"Paper and paperboard, cut to size and articles",31,"PPP - Paper products, publishing"
490110,"Printed books, brochures, leaflets, etc, in sin",31,"PPP - Paper products, publishing"
490191,"Dictionaries and encyclopaedias, and serial ins",31,"PPP - Paper products, publishing"
490199,"Printed books, brochures, leaflets and similar",31,"PPP - Paper products, publishing"
490210,"Newspapers, journals and periodicals, appearing",31,"PPP - Paper products, publishing"
490290,"Newspapers, journals and periodicals, appearing",31,"PPP - Paper products, publishing"
490300,"Children's picture, drawing or colouring books",31,"PPP - Paper products, publishing"
490400,"Music, printed or in manuscript",31,"PPP - Paper products, publishing"
490510,Globes,31,"PPP - Paper products, publishing"
490591,"Maps and hydrographic or similar charts, in boo",31,"PPP - Paper products, publishing"
490599,"Maps and hydrographic or similar charts, printe",31,"PPP - Paper products, publishing"
490600,Plans... for architectural... purposes; handwit,31,"PPP - Paper products, publishing"
490700,New stamps; stamp-impressed paper; banknotes; c,31,"PPP - Paper products, publishing"
490810,"Transfers (decalcomanias), vitrifiable",31,"PPP - Paper products, publishing"
490890,Transfers (decalcomanias) (excl. vitrifiable),31,"PPP - Paper products, publishing"
490900,Printed or illustrated postcards; printed cards,31,"PPP - Paper products, publishing"
491000,"Calendars of any kind, printed, including calen",31,"PPP - Paper products, publishing"
491110,"Trade advertising material, commercial catalogu",31,"PPP - Paper products, publishing"
491191,"Pictures, designs and photographs",31,"PPP - Paper products, publishing"
491199,"Other printed matter, nes",31,"PPP - Paper products, publishing"
590500,Textile wall coverings,31,"PPP - Paper products, publishing"
844250,"Printing type,blocks,plates,cylinders&oth print",31,"PPP - Paper products, publishing"
270400,"Coke and semi-coke of coal, of lignite or of pe",32,"P_C - Petroleum, coal products"
270600,"Tar distilled from coal, lignite or peat, and o",32,"P_C - Petroleum, coal products"
271000,"Petroleum oils, etc, (excl. crude); preparation",32,"P_C - Petroleum, coal products"
271112,"Propane, liquefied",32,"P_C - Petroleum, coal products"
271113,"Butanes, liquefied",32,"P_C - Petroleum, coal products"
271114,"Ethylene, propylene, butylene and butadiene, li",32,"P_C - Petroleum, coal products"
271119,"Petroleum gases and other gaseous hydrocarbons,",32,"P_C - Petroleum, coal products"
271129,Petroleum gases and other gaseous hydrocarbons,32,"P_C - Petroleum, coal products"
271210,Petroleum jelly,32,"P_C - Petroleum, coal products"
271220,"Paraffin wax, containing <0.75% oil",32,"P_C - Petroleum, coal products"
271290,"Other paraffin wax... and similar products, nes",32,"P_C - Petroleum, coal products"
271311,"Petroleum coke, not calcined",32,"P_C - Petroleum, coal products"
271312,Calcined petroleum coke,32,"P_C - Petroleum, coal products"
271320,Petroleum bitumen,32,"P_C - Petroleum, coal products"
271390,"Other residues of petroleum oils , etc",32,"P_C - Petroleum, coal products"
151800,Animal or vegetable fats and oils... chemically,33,"CRP - Chemical, rubber, plastic products"
151911,Indus.monocarboxylic fatty acids;acid oils from,33,"CRP - Chemical, rubber, plastic products"
151912,Indus.monocarboxylic fatty acids;acid oils from,33,"CRP - Chemical, rubber, plastic products"
151913,Indus.monocarbox.fatty acids;acid oils from ref,33,"CRP - Chemical, rubber, plastic products"
151919,Industrial monocarboxylic fatty acids;acid oils,33,"CRP - Chemical, rubber, plastic products"
151920,Industrial fatty alcohols,33,"CRP - Chemical, rubber, plastic products"
151930,  UN Special Code,33,"CRP - Chemical, rubber, plastic products"
152010,"Glycerol (glycerine), crude, glycerol waters an",33,"CRP - Chemical, rubber, plastic products"
152090,"Glycerol (excl. crude), including synthetic",33,"CRP - Chemical, rubber, plastic products"
260120,Roasted iron pyrites,33,"CRP - Chemical, rubber, plastic products"
270710,Benzole,33,"CRP - Chemical, rubber, plastic products"
270720,Toluole,33,"CRP - Chemical, rubber, plastic products"
270730,Xylole,33,"CRP - Chemical, rubber, plastic products"
270740,Naphthalene,33,"CRP - Chemical, rubber, plastic products"
270750,Aromatic hydrocarbon mixtures which >=65% disti,33,"CRP - Chemical, rubber, plastic products"
270760,Phenols,33,"CRP - Chemical, rubber, plastic products"
270791,Creosote oils,33,"CRP - Chemical, rubber, plastic products"
270799,"Other oils and oil products, nes",33,"CRP - Chemical, rubber, plastic products"
270810,Pitch obtained from coal tar or from other mine,33,"CRP - Chemical, rubber, plastic products"
270820,Pitch coke obtained from coal tar or from other,33,"CRP - Chemical, rubber, plastic products"
280110,Chlorine,33,"CRP - Chemical, rubber, plastic products"
280120,Iodine,33,"CRP - Chemical, rubber, plastic products"
280130,Fluorine; bromine,33,"CRP - Chemical, rubber, plastic products"
280200,"Sulphur, sublimed or precipitated; colloidal su",33,"CRP - Chemical, rubber, plastic products"
280300,Carbon (carbon blacks and other forms of carbon,33,"CRP - Chemical, rubber, plastic products"
